TYPE,APPROVAL STATUS,TRADE NAME,BUS NAME,MAILING OFFICE,MAIL CITY,State,Zip
CL.1,APPROVED,ELEGANT LAWNS & LANDSCAPING INC.,ELEGANT LAWNS & LANDSCAPING INC.,260 DOUGHTY BOULEVARD,INWOOD,NY,11096
CL.1,APPROVED,ELIO SERLUCA,ELIO SERLUCA,4-09 147 STREET,WHITESTONE,NY,11357
CL.2-EXEMPT,APPROVED,"ELITE DEMOLITION CONTRACTING, CORP.","ELITE DEMOLITION CONTRACTING, CORP.",55-14 GRAND AVENUE 1ST FLOOR,MASPETH,NY,11378
LICENSE,APPROVED,ELITE WASTE SERVICES LLC,ELITE WASTE SERVICES LLC,43 WEST 39TH STREET,BAYONNE,NJ,7002
CL.1,APPROVED,ELMONT CEMETERY INC.,ELMONT CEMETERY INC.,300 ELMONT ROAD,ELMONT,NY,11003
CL.1,APPROVED,ELTINGVILLE LANDSCAPING INC.,ELTINGVILLE LANDSCAPING INC.,4123 RICHMOND AVENUE,STATEN ISLAND,NY,10312
CL.1,APPROVED,EMERALD LAWN CARE INC,EMERALD LAWN CARE INC,667 BARD AVE,STATEN ISLAND,NY,10310
CL.2-EXEMPT,APPROVED,EMERGENCY RESTORATION SPECIALIST CORP.,EMERGENCY RESTORATION SPECIALIST CORP.,11-37 30TH DRIVE,ASTORIA,NY,11102
CL.1,APPROVED,EMIL YEDOWITZ LANDSCAPE & IRRIGATION SOLUTIONS,EMIL YEDOWITZ LANDSCAPING CORP.,16 CANTERBURY AVENUE,CORNWALL,NY,12518
CL.1,APPROVED,EMILIO FERRUFINO LANDSCAPING,EMILIO FERRUFINO LANDSCAPING,P.O. BOX 892,FAR ROCKAWAY,NY,11691
CL.2-EXEMPT,APPROVED,EMPAC CONTRACTING CORP.,EMPAC CONTRACTING CORP.,2318 WEST 11TH STREET,BROOKLYN,NY,11223
CL.2-EXEMPT,APPROVED,ECS,"EMPIRE CITY SUBWAY COMPANY, LIMITED",310-14 DRAKE STREET,BRONX,NY,10474
CL.2-EXEMPT,APPROVED,EMPIRE RESTORATION USA CORP.,EMPIRE RESTORATION USA CORP.,95-35 LEFFERTS BLVD,RICHMOND HILL,NY,11419
LICENSE,DENIED,1-800-GOT-JUNK ?,EMPIRE STATE RUBBISH REMOVAL LLC,320 EAST 42ND STREET,NEW YORK,NY,10017
LICENSE,APPROVED,EMPIRE PAPERSTOCK & RECYCLING,EMPIRE WASTE SERVICE INC.,P O BOX 875,BETHEL,CT,6801
CL.2-EXEMPT,APPROVED,ENERGY INTERIOR DEMO INC,ENERGY INTERIOR DEMO INC,25-37  36TH STREET,ASTORIA,NY,11103
CL.2-EXEMPT,APPROVED,MORONTA DEBRIS REMOVAL,ENERIO MORONTA d/b/a MORONTA DEBRIS REMOVAL,2058 WASHINGTON AV. APT.#1,BRONX,NY,10457
CL.1,APPROVED,ENRIQUE TURCIOS d/b/a ENRIQUE LANDSCAPING,ENRIQUE TURCIOS d/b/a ENRIQUE LANDSCAPING,59 PEARL STREET,INWOOD,NY,11096
LICENSE,APPROVED,"ENVIROGREEN SERVICES, INC","ENVIROGREEN SERVICES, INC",107 GEORGIA AVENUE - SUITE B,BROOKLYN,NY,11207
LICENSE,APPROVED,"ENVIRONMENTAL ENERGY RECYCLING CORP., LLC","ENVIRONMENTAL ENERGY RECYCLING CORP., LLC",3400 BATH PIKE  SUITE 305,BETHLEHEM,PA,18017
LICENSE,APPROVED,ENVIRONMENTAL SERVICES INC,ENVIRONMENTAL SERVICES INC,40 ZORN BLVD,YAPHANK,NY,11980
CL.2-EXEMPT,APPROVED,ENVIRONMENTAL TRANSPORT GROUP INC.,ENVIRONMENTAL TRANSPORT GROUP INC.,P.O. BOX 296,FLANDERS,NJ,7836
CL.2-BROKER,APPROVED,RETRIEVER WASTE MANAGEMENT,"ENVIRONMENTAL WASTE SOLUTIONS, INC. d/b/a RETRIEVER WASTE MANAGEMENT",P.O. BOX 429,ESSINGTON,PA,19029
LICENSE,APPROVED,"ENVIROSOLUTIONS OF NEW YORK, LLC","ENVIROSOLUTIONS OF NEW YORK, LLC","11220 ASSETT LOOP, SUITE 201",MANASSAS,VA,20109
CL.2-BROKER,APPROVED,CHAINSTAR FACILITIES INC,ENVIROTRON  LTD,"200 VARICK STREET, 5 TH FLOOR",NEW YORK,NY,10014
LICENSE,APPROVED,"EQUICYCLE, LLC","EQUICYCLE, LLC",341 WHIPPOORWILL ROAD,CHAPPAQUA,NY,10514
LICENSE,APPROVED,EQUIPMENT RENTAL SERVICE LLC,EQUIPMENT RENTAL SERVICE LLC,P.O. BOX 61371,STATEN ISLAND,NY,10306
CL.1,APPROVED,ERICK MARTINEZ d/b/a ERICK GARDENER & LANDSCAPING,ERICK MARTINEZ d/b/a ERICK GARDENER & LANDSCAPING,153-21 FOCH BLVD,JAMAICA,NY,11434
CL.1,APPROVED,ERIK MALDONADO LANDSCAPING,ERIK MALDONADO LANDSCAPING,166-36 88 AVENUE APT 1R,JAMAICA,NY,11432
CL.1,APPROVED,TIELIS LANDSCAPING,ERIK TIELIS,34-05 LITTLE NECK PARKWAY,LITTLE NECK,NY,11363
CL.2-EXEMPT,APPROVED,ERIN CONSTRUCTION & DEVELOPMENT CO INC,ERIN CONSTRUCTION & DEVELOPMENT CO INC,1804 PLAZA AVENUE STE 10,NEW HYDE PARK,NY,11040
CL.2-EXEMPT,APPROVED,ERIN ISLE CONSTRUCTION INC.,ERIN ISLE CONSTRUCTION INC.,78 HOLLAND AVENUE,FLORAL PARK,NY,11001
CL.1,APPROVED,ERNESTO ALVARADO LANDSCAPING,ERNESTO ALVARADO LANDSCAPING,3 FAIRWAY DRIVE,INWOOD,NY,11096
CL.2-EXEMPT,APPROVED,ERNIE TRUCKING,ERNIE TRUCKING,1841 CENTRAL PARK AVENUE #15B,YONKERS,NY,10710
CL.2-EXEMPT,APPROVED,ERY CONSTRUCTION INC.,ERY CONSTRUCTION INC.,47 LIBERTY AVE,STATEN ISLAND,NY,10304
CL.1,APPROVED,ESSEX WORKS LTD.,ESSEX WORKS LTD.,843 MEEKER AVENUE,BROOKLYN,NY,11222
CL.1,APPROVED,"ESTATE GARDENING, LTD.","ESTATE GARDENING, LTD.",1805 BROADWAY,LYNBROOK,NY,11563
CL.2-EXEMPT,APPROVED,"ETNA CONTRACTING, INC.","ETNA CONTRACTING, INC.",171 DWIGHT STREET,BROOKLYN,NY,11231
CL.1,APPROVED,ETON LANDSCAPING SERVICE,ETON LANDSCAPING SERVICE,2 WILTON ROAD,VALLEY STREAM,NY,11580
CL.2-EXEMPT,APPROVED,EURO CASTLE CONSTRUCTION CORP,EURO CASTLE CONSTRUCTION CORP,56-74 58TH PLACE,MASPETH,NY,11378
CL.1,APPROVED,EURO CONCRETE AND CONSTRUCTION INC,EURO CONCRETE AND CONSTRUCTION INC,247-24 88 ROAD,BELLEROSE,NY,11426
CL.2-EXEMPT,APPROVED,EUROCRAFT CONTRACTING LLC.,EUROCRAFT CONTRACTING LLC.,2266 HOLLERS AVE.,BRONX,NY,10475
CL.1,APPROVED,EUROPA LANDSCAPE,EUROPA LANDSCAPE,327 ELTINGVILLE BOULEVARD,STATEN ISLAND,NY,10312
CL.2-EXEMPT,APPROVED,EUROSTRUCT INC.,EUROSTRUCT INC.,33-35 SOUTH 8 STREET,BROOKLYN,NY,11211
LICENSE,APPROVED,EVEREST REMOVAL INC.,EVEREST REMOVAL INC.,150-64 32nd AVENUE,FLUSHING,NY,11354
CL.1,APPROVED,EVERGREEN LANDSCAPING INC.,EVERGREEN LANDSCAPING INC.,1229 83RD STREET,BROOKLYN,NY,11228
LICENSE,APPROVED,"EVERGREEN RECYCLING PRODUCTS, INC.","EVERGREEN RECYCLING PRODUCTS, INC.",127-50 NORTHERN BLVD,FLUSHING,NY,11368
CL.1,APPROVED,EVERGREEN TREES AND SHRUBS CORP,EVERGREEN TREES AND SHRUBS CORP,122 ASHLAND PLACE APT 8H,BROOKLYN,NY,11201
CL.2-BROKER,APPROVED,EVERGREEN WASTE CORP.,EVERGREEN WASTE CORP.,P O BOX 438,WOODMERE,NY,11598
CL.2-EXEMPT,APPROVED,EVERLAST CUSTOM CONSTRUCTION CORP,EVERLAST CUSTOM CONSTRUCTION CORP,405 VAN BRUNT STREET,BROOKLYN,NY,11231
CL.2-EXEMPT,APPROVED,EVERLAST SOLUTIONS CORP.,EVERLAST SOLUTIONS CORP.,554 FAIRVIEW AVE,RIDGEWOOD,NY,11385
CL.2-EXEMPT,APPROVED,RAM TRUCKING SERVICE,EVEROY SAMUELS d/b/a RAM TRUCKING SERVICE,712 EAST 27 STREET,BROOKLYN,NY,11210
CL.2-EXEMPT,APPROVED,EVERYTHING MASONRY CORP.,EVERYTHING MASONRY CORP.,903 HYLAN BLVD.,STATEN ISLAND,NY,10305
CL.2-EXEMPT,APPROVED,"EXPEDITE TRUCKING & CONTAINER SERVICES, LLC.","EXPEDITE TRUCKING & CONTAINER SERVICES, LLC.",60-13 56TH STREET,MASPETH,NY,11378
CL.2-EXEMPT,APPROVED,"EXPRESS WASTE SERVICES, LLC","EXPRESS WASTE SERVICES, LLC",614 FRELINGHUYSEN AVENUE,NEWARK,NJ,7114
CL.1,APPROVED,EZRA CAMPBELL DBA CAMPBELL LANDSCAPING,EZRA CAMPBELL DBA CAMPBELL LANDSCAPING,209-29 111RD,QUEENS VILLAGE,NY,11429
CL.2-EXEMPT,APPROVED,F & L CONTRACTORS LLC.,F & L CONTRACTORS LLC.,59 28 70 STREET,MASPETH,NY,11378
CL.1,APPROVED,F&M LANDSCAPING OF NY CORP.,F&M LANDSCAPING OF NY CORP.,42 CLINTON AVE.,INWOOD,NY,11096
CL.1,APPROVED,F&S LANDSCAPING & GARDENING INC.,F&S LANDSCAPING & GARDENING INC.,56 SHOREHAM ROAD,MASSAPEQUA,NY,11758
CL.2-EXEMPT,APPROVED,FAUSTO L. MUNOZ,"F&Y MUNOZ TRUCKING, INC.",51 MARCY STREET,BLOOMFIELD,NJ,7003
CL.1,APPROVED,F. CASTELLANO LANDSCAPING ASSOCIATES INC.,F. CASTELLANO LANDSCAPING ASSOCIATES INC.,103 HAYES STREET,GARDEN CITY,NY,11530
CL.1,APPROVED,"F.S LANDSCAPING, INC.","F.S LANDSCAPING, INC.",71 REGIS DRIVE,STATEN ISLAND,NY,10314
CL.2-EXEMPT,APPROVED,F.T.I. TRUCK CORP,F.T.I. TRUCK CORP,P.O. BOX 5706 76,WHITESTONE,NY,11357
CL.2-EXEMPT,APPROVED,FALCONE CONSTRUCTION LLC.,FALCONE CONSTRUCTION LLC.,145 WILLOW AVE.,STATEN ISLAND,NY,10305
LICENSE,APPROVED,FALLETTA CARTING CORP.,FALLETTA CARTING CORP.,162 21ST STREET,BROOKLYN,NY,11232
LICENSE,APPROVED,FALSO CARTING CO. INC.,FALSO CARTING CO. INC.,429 CASANOVA STREET,BRONX,NY,10474
CL.2-EXEMPT,APPROVED,FAMILY MASONARY INC.,FAMILY MASONARY INC.,58 RUSSEK DR,STATEN ISLAND,NY,10312
CL.1,APPROVED,FAMILY TREE SERVICE INC.,FAMILY TREE SERVICE INC.,110 A DINSMORE STREET,STATEN ISLAND,NY,10314
CL.1,APPROVED,VIM JEANS,FAMOUS HORSE INC.,164-01 JAMAICA AVENUE,JAMAICA,NY,11432
CL.2-EXEMPT,DENIED,"FANELLI TOP SOIL & RECYCLING, INC.","FANELLI TOP SOIL & RECYCLING, INC.",2059 RICHMOND AVENUE,STATEN ISLAND,NY,10314
CL.1,APPROVED,FATHER & SON LANDSCAPING INC,FATHER & SON LANDSCAPING INC,222-20 DAVENPORT AVE,QUEENS VILLAGE,NY,11428
CL.2-EXEMPT,APPROVED,FAYZO MASONRY INC.,FAYZO MASONRY INC.,3088 HYLAN BLVD,STATEN ISLAND,NY,10306
CL.2-EXEMPT,APPROVED,FAZTEC INDUSTRIES,FAZTEC INDUSTRIES,38 KINSEY PLACE 2ND FLOOR,STATEN ISLAND,NY,10303
CL.1,APPROVED,FBLG OF STATEN ISLAND INC.,FBLG OF STATEN ISLAND INC.,P.O. BOX 61367,STATEN ISLAND,NY,10306
CL.2-EXEMPT,APPROVED,"FCV SEWER & WATER, INC.","FCV SEWER & WATER, INC.",895 ZEREGA AVENUE,BRONX,NY,10473
LICENSE,APPROVED,FEDERAL PROPERTY MAINTENANCE CORP,FEDERAL PROPERTY MAINTENANCE CORP,P.O. BOX 366,NEW ROCHELLE,NY,10802
CL.2-EXEMPT,APPROVED,CENTRAL CITY,FEI CHONG BONG d/b/a CENTRAL CITY,129 ILYSSA WAY APT 1,STATEN ISLAND,NY,10312
CL.1,APPROVED,FELIPE A. ANDRADES d/b/a F. P. LANDSCAPING,FELIPE A. ANDRADES d/b/a F. P. LANDSCAPING,123-02 11TH AVENUE,COLLEGE POINT,NY,11356
CL.1,APPROVED,FERNANDO LANDSCAPING,FERNANDO LANDSCAPING,185 WOODLAND AVE,NEW ROCHELLE,NY,10805
CL.2-EXEMPT,APPROVED,FERRARA EQUIPMENT INC.,FERRARA EQUIPMENT INC.,160 08 CRYDERS LANE,WHITESTONE,NY,11357
CL.2-EXEMPT,APPROVED,FGI CORP.,FGI CORP.,1901 AMETHYST STREET,BRONX,NY,10462
LICENSE,APPROVED,FILCO CARTING CORP.,FILCO CARTING CORP.,111 GARDNER AVENUE,BROOKLYN,NY,11237
CL.2-EXEMPT,APPROVED,FINEST CONTAINER & DEMOLITION LLC.,FINEST CONTAINER & DEMOLITION LLC.,54 HEMLOCK STREET,STATEN ISLAND,NY,10309
CL.1,APPROVED,FINISHING TOUCH LANDSCAPING & DESIGN,FINISHING TOUCH LANDSCAPING & DESIGN,1316 73 STREET 2ND FL,BROOKLYN,NY,11228
LICENSE,APPROVED,FINOCCHIO BROTHERS INC.,FINOCCHIO BROTHERS INC.,49 LIBERTY PLACE,STAMFORD,CT,6902
CL.1,APPROVED,FIORE LANDSCAPING INC.,FIORE LANDSCAPING INC.,110-26 101 AVE,RICHMOND HILL,NY,11419
CL.2-EXEMPT,APPROVED,FIORELLO LANDSCAPING INC.,FIORELLO LANDSCAPING INC.,83 AMSTERDAM AVENUE,STATEN ISLAND,NY,10314
CL.2-EXEMPT,APPROVED,FIORIBELLO HOMES LLC.,FIORIBELLO HOMES LLC.,30 LEDYARD PL.,STATEN ISLAND,NY,10305
CL.1,APPROVED,FIORINI LANDSCAPE INC.,FIORINI LANDSCAPE INC.,124 HALF HOLLOW RD,MELVILLE,NY,11747
CL.1,APPROVED,MOTHER NATURE LANDSCAPING SERVICE,FITZBERT CAMPBELL d/b/a MOTHER NATURE LANDSCAPING SERVICE,116-40 237TH STREET,ELMONT,NY,11003
CL.1,APPROVED,FITZ'S LAWN CARE INC.,FITZ'S LAWN CARE INC.,34 HARVEST AVE,STATEN ISLAND,NY,10310
CL.2-EXEMPT,APPROVED,FIVE BROTHERS TRUCKING CORP.,FIVE BROTHERS TRUCKING CORP.,1818 FALMOUTH AVENUE,NEW HYDE PARK,NY,11040
LICENSE,APPROVED,FIVE STAR CARTING INC.,FIVE STAR CARTING INC.,5835 47TH STREET,MASPETH,NY,11378
CL.2-EXEMPT,APPROVED,FK CONSTRUCTION INC.,FK CONSTRUCTION INC.,25-15 169TH STREET,FLUSHING,NY,11358
LICENSE,APPROVED,FLAG CONTAINER SERVICES INC.,FLAG CONTAINER SERVICES INC.,11 FERRY STREET,STATEN ISLAND,NY,10302
LICENSE,APPROVED,FLASH RECYCLING CORP,FLASH RECYCLING CORP,P. O. BOX 832,LIVINGSTON,NJ,7039
CL.2-EXEMPT,APPROVED,FLAVIO AGUIRRE CORP.,FLAVIO AGUIRRE CORP.,"699 BROADWAY, 3RD FL",NEWARK,NJ,7104
CL.2-EXEMPT,APPROVED,FLORENCE CONSTRUCTION CORPORATION,FLORENCE CONSTRUCTION CORPORATION,P.O. BOX 195,ST.JAMES,NY,11780
CL.1,APPROVED,FORDHAM UNIVERSITY,FORDHAM UNIVERSITY,441 E. FORDHAM ROAD,BRONX,NY,10458
CL.1,APPROVED,IMPECCABLY GREEN LAWNSCAPING,FOREVER GREEN LAWNSCAPING INC.,622 ROCKAWAY STREET,STATEN ISLAND,NY,10307
CL.1,APPROVED,FOREVERGREEN LANDSCAPING INC.,FOREVERGREEN LANDSCAPING INC.,136 BIONIA AVE,STATEN ISLAND,NY,10305
CL.2-EXEMPT,APPROVED,FORKOSH CONSTRUCTION CO. INC.,FORKOSH CONSTRUCTION CO. INC.,400 BROOME STREET 11TH FL,NEW YORK,NY,10013
CL.2-EXEMPT,APPROVED,"FORMICA CONSTRUCTION, INC.","FORMICA CONSTRUCTION, INC.",11 FERRY STREET,STATEN ISLAND,NY,10302
CL.1,APPROVED,"FORTRESS CONSTRUCTION & LANDSCAPING, INC","FORTRESS CONSTRUCTION & LANDSCAPING, INC",1660 70TH STREET,BROOKLYN,NY,11204
CL.2-EXEMPT,APPROVED,FORTUNE INTERIOR DISMANTLING CORP.,FORTUNE INTERIOR DISMANTLING CORP.,1034 HUDSON AVENUE,RIDGEFIELD,NJ,7657
CL.1,APPROVED,FRANCO LANDSCAPING,FRANCESCO VENTIMGLIA d/b/a FRANCO LANDSCAPING,250 MAIN STREET,EAST ROCKAWAY,NY,11518
CL.1,APPROVED,FRANCISCO SOSA D/B/A SOSA LANDSCAPING,FRANCISCO SOSA D/B/A SOSA LANDSCAPING,P.O.BOX. 900642,FAR ROCKAWAY,NY,11690
CL.1,APPROVED,FRANCO'S LANDSCAPING INC.,FRANCO'S LANDSCAPING INC.,155-11 16TH DRIVE,WHITESTONE,NY,11357
CL.1,APPROVED,FRANGELLA LANDSCAPING INC.,FRANGELLA LANDSCAPING INC.,31 LESLIE AVE,STATEN ISLAND,NY,10305
CL.2-EXEMPT,APPROVED,FRANJO RESTORATION CONSTRUCTION CO. INC.,FRANJO RESTORATION CONSTRUCTION CO. INC.,69 15TH STREET,BROOKLYN,NY,11215
CL.1,APPROVED,FRANK & SONS LANDSCAPING,FRANK & SONS LANDSCAPING,8850 BAY 16TH STREET,BROOKLYN,NY,11214
CL.1,APPROVED,FRANK ADESSO LANDSCAPING & GARDENING,FRANK ADESSO LANDSCAPING & GARDENING,99 HOUSTON STREET,STATEN ISLAND,NY,10302
CL.1,APPROVED,"FRANK BULFAMANTE & SONS, INC.","FRANK BULFAMANTE & SONS, INC.",26 CIRCUIT RD,NEW ROCHELLE,NY,10805
CL.1,APPROVED,FRANK CARUCCI d/b/a FOUR SEASONS LANDSCAPING,FRANK CARUCCI d/b/a FOUR SEASONS LANDSCAPING,517 W CASWELL AVENUE,STATEN ISLAND,NY,10314
CL.1,APPROVED,FRANK COMPETIELLO LANDSCAPING INC.,FRANK COMPETIELLO LANDSCAPING INC.,291 GREAVES AVENUE,STATEN ISLAND,NY,10308
CL.1,APPROVED,FRANK FRANCIAMORE D.B.A. F. FRANCIAMORE LANDSCAPE,FRANK FRANCIAMORE D.B.A. F. FRANCIAMORE LANDSCAPE,50 GAIL DRIVE,NEW ROCHELLE,NY,10805
CL.1,APPROVED,FRANK FRANCIAMORE INC,FRANK FRANCIAMORE INC,156 MONTGOMERY AVENUE,SCARSDALE,NY,10583
CL.2-EXEMPT,DENIED,FRANK LIQUORI PLUMBING & HEATING INC.,FRANK LIQUORI PLUMBING & HEATING INC.,2890 FOREST AVENUE,STATEN ISLAND,NY,10303
CL.2-EXEMPT,DENIED,"FRANK LIQUORI PLUMBING & HEATING, INC.","FRANK LIQUORI PLUMBING & HEATING, INC.",2173 GULF AVENUE,STATEN ISLAND,NY,10303
CL.2-EXEMPT,APPROVED,FRANK M. DEBONO CONSTRUCTION CORP.,FRANK M. DEBONO CONSTRUCTION CORP.,47-01 35TH STREET,L.I.C.,NY,11101
CL.2-EXEMPT,APPROVED,"FRANK MARANDO LANDSCAPE, INC.","FRANK MARANDO LANDSCAPE, INC.",11-20 131 STREET,COLLEGE POINT,NY,11356
CL.2-EXEMPT,APPROVED,FRANK NOTO MASONRY CORP.,FRANK NOTO MASONRY CORP.,44 ELMBANK STREET,STATEN ISLAND,NY,10312
CL.2-EXEMPT,APPROVED,FRATELLO CONSTRUCTION CORP.,FRATELLO CONSTRUCTION CORP.,134 MILBAR BLVD,FARMINGDALE,NY,11735
CL.2-EXEMPT,APPROVED,"FREDERICK G. ROMANN, INC.","FREDERICK G. ROMANN, INC.",86-60 PALO ALTO STREET,HOLLIS,NY,11423
CL.1,APPROVED,FREDY A. SANTOS DBA FREDY SANTOS LANDSCAPING,FREDY A. SANTOS DBA FREDY SANTOS LANDSCAPING,40 CHESTNUT ROAD,INWOOD,NY,11096
CL.1,APPROVED,FREDY ZELAYA D/B/A ZELAYA LANDSCAPING,FREDY ZELAYA D/B/A ZELAYA LANDSCAPING,148-13 15TH AVE,WHITESTONE,NY,11357
CL.2-BROKER,APPROVED,"FREEDOM WASTE SOLUTIONS, INC.","FREEDOM WASTE SOLUTIONS, INC.",33 BEAVER AVENUE,WEST MILFORD,NJ,7480
CL.2-EXEMPT,APPROVED,FREEFORM BUILT LTD,FREEFORM BUILT LTD,1813 58TH STREET,BROOKLYN,NY,11204
LICENSE,APPROVED,FRONTLINE MAINTENANCE INC.,FRONTLINE MAINTENANCE INC.,2583 COUNTY HIGHWAY 37,FLEISCHMANNS,NY,12430
CL.1,APPROVED,GIL LANDSCAPING & GARDENING,FRUCTUOSO GIL d/b/a GIL LANDSCAPING & GARDENING,1992 CONEY ISLAND AVENUE APT 2F,BROOKLYN,NY,11223
CL.1,APPROVED,FUENTES LANDSCAPING & CONSTRUCTION INC,FUENTES LANDSCAPING & CONSTRUCTION INC,57 TARGEE STREET,STATEN ISLAND,NY,10304
CL.2-EXEMPT,APPROVED,FULL CIRCLE CONSTRUCTION OF NEW YORK LLC,FULL CIRCLE CONSTRUCTION OF NEW YORK LLC,107 GRAND STREET 5TH FLOOR,NEW YORK,NY,10013
CL.2-EXEMPT,APPROVED,FULL SERVICE CONTRACTING CORP.,FULL SERVICE CONTRACTING CORP.,510 EAGLE AVE.,WEST HEMPSTEAD,NY,11552
CL.1,APPROVED,FUSCHETTO LANDSCAPING,FUSCHETTO LANDSCAPING INC,81 JAMES STREET,FRANKLIN SQUARE,NY,11010
CL.2-EXEMPT,APPROVED,G & A RESTORATION INC.,G & A RESTORATION INC.,18-15 128TH STREET,COLLEGE POINT,NY,11356
CL.1,APPROVED,G & F OLIVEROS LANDSCAPING INC.,G & F OLIVEROS LANDSCAPING INC.,570 5TH AVENUE APT. 4J,NEW ROCHELLE,NY,10801
CL.1,APPROVED,G & G LANDSCAPING INC.,G & G LANDSCAPING INC.,48-18 190TH STREET,FRESH MEADOWS,NY,11358
CL.2-EXEMPT,APPROVED,G & I TRUCKING COMPANY,G & I TRUCKING COMPANY,24-25 88TH STREET APT 1E,EAST ELMHURST,NY,11369
CL.2-EXEMPT,APPROVED,G & S CARTING INC.,G & S CARTING INC.,P.O. BOX 90353,STATEN ISLAND,NY,10309
CL.2-EXEMPT,DENIED,"G FORCE INDUSTRIES, LTD","G FORCE INDUSTRIES, LTD",1018 JOSELSON AVENUE,BAY SHORE,NY,11706
CL.2-EXEMPT,APPROVED,G M TRANSFER INC,G M TRANSFER INC,216 MANIDA STREET,BRONX,NY,10474
CL.1,APPROVED,G&D LANDSCAPING CORP.,G&D LANDSCAPING CORP.,2139 57 STREET,BROOKLYN,NY,11204
CL.2-EXEMPT,APPROVED,G&J TRUCKING INC.,G&J TRUCKING INC.,8978 15TH AVE.,BROOKLYN,NY,11228
CL.2-EXEMPT,APPROVED,GENERAL CONSTRUCTION,"G. FAZIO CONSTRUCTION CO. , INC",58-41 63RD STREET,MASPETH,NY,11378
CL.2-EXEMPT,APPROVED,G. ROMANO & SON GENERAL CONTRACTING INC.,G. ROMANO & SON GENERAL CONTRACTING INC.,15 DORCAS AVENUE,SYOSSET,NY,11791
CL.1,APPROVED,G. RUGGIERO LANDSCAPING INC.,G. RUGGIERO LANDSCAPING INC.,5 LUNDSTEN AVENUE,STATEN ISLAND,NY,10309
CL.2-EXEMPT,APPROVED,G. S. AND SONS TRUCKING INC,G. S. AND SONS TRUCKING INC,91-28 220TH STREET,QUEENSVILLAGE,NY,11428
CL.1,APPROVED,G.B.'S LANDSCAPING LTD,G.B.'S LANDSCAPING LTD,159 SPRUCE ST.,WEST HEMPSTEAD,NY,11552
CL.2-EXEMPT,APPROVED,G.E.M. AMERICAN CONSTRUCTION CORP.,G.E.M. AMERICAN CONSTRUCTION CORP.,P.O. BOX 95,GILBOA,NY,12076
LICENSE,DENIED,G.T.M. CARTING INC.,G.T.M. CARTING INC.,60 GRAVESEND NECK ROAD,BROOKLYN,NY,11223
CL.2-EXEMPT,APPROVED,"GA INDUSTRIES, INC.","GA INDUSTRIES, INC.",214-41 42ND AVENUE,BAYSIDE,NY,11361
CL.1,APPROVED,GABRIEL LANDSCAPING INC,GABRIEL LANDSCAPING INC,1251 73RD STREET,BROOKLYN,NY,11228
LICENSE,APPROVED,GAETA INTERIOR DEMOLITION INC.,GAETA INTERIOR DEMOLITION INC.,25 VAN STREET,STATEN ISLAND,NY,10310
CL.1,APPROVED,GAETANO CALTABELLOTTA d/b/a TOMMY CALTABELLOTTA LANDSCAPE,GAETANO CALTABELLOTTA d/b/a TOMMY CALTABELLOTTA LANDSCAPE,49 WALNUT ST,NEW ROCHELLE,NY,10801
CL.2-EXEMPT,APPROVED,GAGAN G.C. INC.,GAGAN G.C. INC.,119-16 101ST AVENUE 2ND FLOOR,S. RICHMOND,NY,11419
CL.1,APPROVED,GAIL MACCARONE DBA G.C.S. GRASS CUTTING SERVICES,GAIL MACCARONE DBA G.C.S. GRASS CUTTING SERVICES,260 EGBERT AVENUE,STATEN ISLAND,NY,10310
LICENSE,APPROVED,GALAXY RECYCLING INC.,GALAXY RECYCLING INC,3 NEW YORK AVENUE,JERSEY CITY,NJ,7307
LICENSE,APPROVED,GALAXY SANITATION SERVICES OF NEW YORK INC,GALAXY SANITATION SERVICES OF NEW YORK INC,80 EMJAY BLVD,BRENTWOOD,NY,11717
CL.2-EXEMPT,APPROVED,GALICIA CONTRACTING & RESTORATION CORP,GALICIA CONTRACTING & RESTORATION CORP,194 AVENUE L,NEWARK,NJ,7105
CL.1,APPROVED,GALLO'S LANDSCAPING & GARDENING INC.,GALLO'S LANDSCAPING & GARDENING INC.,1825 80 STREET,BROOKLYN,NY,11214
CL.2-EXEMPT,APPROVED,"GALVIN BROS., INC.","GALVIN BROS., INC.",149 STEAMBOAT ROAD,GREAT NECK,NY,11024
CL.1,APPROVED,"GARDELLA LAWN SERVICE, LLC.","GARDELLA LAWN SERVICE, LLC.",100 KINGHORN STREET,STATEN ISLAND,NY,10312
CL.1,APPROVED,GARDEN CARE CORP,GARDEN CARE CORP,2151 GEORGES LANE,WARRINGTON,PA,18976
CL.1,APPROVED,GARDEN OF EDEN LANDSCAPING CONTRACTOR INC,GARDEN OF EDEN LANDSCAPING CONTRACTOR INC,13 CYPRESS RD,INWOOD,NY,11096
CL.1,APPROVED,GARDIN LANDSCAPING INC. D/B/A/ GARY'S LANDSCAPING,GARDIN LANDSCAPING INC. D/B/A/ GARY'S LANDSCAPING,445 DECATUR AVENUE,STATEN ISLAND,NY,10314
CL.2-EXEMPT,APPROVED,GARITO CONTRACTING INC.,GARITO CONTRACTING INC.,791 NEPPERHAN AVENUE,YONKERS,NY,10703
CL.1,APPROVED,GASPARE CRUCIATA CONTRACTING,GASPARE CRUCIATA/D.B.A. GASPARE CRUCIATA CONTRACTING,537 RENSSELEAR AVE,STATEN ISLAND,NY,10312
