Entity Type,License Number,Entity Name,Camis Trade Name,Address Street Name,Street Address,Address Location,Address Zip Code,Telephone Number,Location 1
LAUNDRY,971685,NEW 97 CLEANERS INC,YOUNG'S VALET INC,8 AVENUE,888 8 AVENUE,,10019,2123974093,"888 8 AVENUE
NEW YORK, NY 10019
(40.76414256943753, -73.98472076353708)"
LAUNDRY,972834,LAUNDRY KING OF FLATBUSH INC,,BEDFORD AVENUE,2038 BEDFORD AVENUE,2038/2040,11226,7182828170,"2038 BEDFORD AVENUE
BROOKLYN, NY 11226
(40.65495663356389, -73.9563377424499)"
LAUNDRY,974476,FOUR CORNERS LAUNDROMAT INC,,BELMONT AVENUE,2373 BELMONT AVENUE,,10458,7183641529,"2373 BELMONT AVENUE
BRONX, NY 10458
(40.854182271600884, -73.88683031522272)"
LAUNDRY,976506,NAE ENTERPRISES USA CORP,THE NEIGHBORHOOD LAUNDROMAT,NOSTRAND AVENUE,1046 NOSTRAND AVENUE,,11225,7187738665,"1046 NOSTRAND AVENUE
BROOKLYN, NY 11225
(40.66270081427508, -73.95088030186635)"
LAUNDRY,977030,CLEAN RITE CENTER-EMPIRE BLVD LLC,,EMPIRE BOULEVARD,259 EMPIRE BOULEVARD,,11225,7183534430,"259 EMPIRE BOULEVARD
BROOKLYN, NY 11225
(40.66377421162308, -73.9535721514933)"
LAUNDRY,980367,"JUNG LEE LAUNDROMAT, INC.",,MARCUS GARVEY BOULEVARD,465 MARCUS GARVEY BOULEVARD,,11216,7184433058,"465 MARCUS GARVEY BOULEVARD
BROOKLYN, NY 11216
(40.681132287846154, -73.93763681694449)"
LAUNDRY,983834,5416 CORPORATION,,7 AVENUE,5211 7 AVENUE,,11220,7188538480,"5211 7 AVENUE
BROOKLYN, NY 11220
(40.64124003504531, -74.00712318653822)"
LAUNDRY,992320,351 1/2 CORP,ALL WASHED UP,EAST   54 STREET,351.5 EAST   54 STREET,,10022,2124218050,"351 5 EAST 54 STREET
NEW YORK, NY 10022
(40.758630224005685, -73.96809182217982)"
LAUNDRY,999034,CEBRA LAUNDROMAT INC,,CEBRA AVENUE,10 CEBRA AVENUE,,10301,7188152952,"10 CEBRA AVENUE
STATEN ISLAND, NY 10301
(40.63430281316195, -74.08639283707643)"
LAUNDRY,1000243,EPSM ENTERPRISES INC,KWICK WASH LAUNDROMAT & DRY CLEANING,WEST   16 STREET,211 WEST   16 STREET,,10011,2122436640,"211 16 STREET
NEW YORK, NY 10011
(40.740126827816596, -73.99931670076569)"
LAUNDRY,1000573,D & K LAUNDRY INC,,STARLING AVENUE,2175 STARLING AVENUE,,10462,7188240395,"2175 STARLING AVENUE
BRONX, NY 10462
(40.836323116314276, -73.8528534414723)"
LAUNDRY,1000735,WASHINGTON LAUNDROMAT ENTREPRENEURS INC,,MONTGOMERY STREET,100 MONTGOMERY STREET,,11225,7184624445,"100 MONTGOMERY STREET
BROOKLYN, NY 11225
(40.66649229010105, -73.96077289150645)"
LAUNDRY,1001128,"CHEN, FATT H",C-88 CLEANERS,1 AVENUE,1689 1 AVENUE,,10128,2122898147,"1689 1 AVENUE
NEW YORK, NY 10128
(40.777965646771314, -73.94860113066623)"
LAUNDRY,1001759,"THE NATIONAL KEYSTONE FOR SERVICES, INC",QUALITY WASH,MIDLAND AVENUE,587 MIDLAND AVENUE,,10306,7183518193,"587 MIDLAND AVENUE
STATEN ISLAND, NY 10306
(40.57213298256544, -74.09270996935776)"
LAUNDRY,1002894,TOMPKINS LAUNDROMAT INC,,TOMPKINS AVENUE,62 TOMPKINS AVENUE,,11206,7183021822,"62 TOMPKINS AVENUE
BROOKLYN, NY 11206
(40.697485968749966, -73.94675812533445)"
LAUNDRY,1002922,"YIP, YIU LAM",,BATH AVENUE,2113 BATH AVENUE,,11214,9175617417,"2113 BATH AVENUE
BROOKLYN, NY 11214
(40.59977599111181, -73.99906696204272)"
LAUNDRY,1003135,"SUPERIOR SUDS, INC",,5 AVENUE,99 5 AVENUE,,11217,7187680099,"99 5 AVENUE
BROOKLYN, NY 11217
(40.679667788892246, -73.97821548691547)"
LAUNDRY,1014332,"LEE, KANG MIN",CROSBY CLEANERS AND FURS,WESTCHESTER AVENUE,3279 WESTCHESTER AVENUE,,10461,7188235707,"3279 WESTCHESTER AVENUE
BRONX, NY 10461
(40.852709158102826, -73.82772748569052)"
LAUNDRY,1014393,"CHANG, HYO K.",CHANG'S LAUNDROMAT,46 AVENUE,171-67 46 AVENUE,,11358,7183592113,"171 67 46 AVENUE
QUEENS, NY 11358
(40.760350968822195, -73.79632645819947)"
LAUNDRY,1022945,CATORCE LAUNDROMAT INC,,SPRINGFIELD BOULEVARD,91-01 SPRINGFIELD BOULEVARD,,11428,7187405209,"91 01 SPRINGFIELD BOULEVARD
QUEENS VILLAGE, NY 11428
(40.721396964798146, -73.74193729726841)"
LAUNDRY,1024655,2200-02 FLATBUSH REALTY INC,FLATBUSH & R LAUNDROMAT,FLATBUSH AVENUE,2200 FLATBUSH AVENUE,,11234,7186771227,"2200 FLATBUSH AVENUE
BROOKLYN, NY 11234
(40.616356062965664, -73.93001263586768)"
LAUNDRY,1024746,H.M. TANG CORP,,BAY RIDGE AVENUE,106 BAY RIDGE AVENUE,,11220,7187451177,"106 BAY RIDGE AVENUE
BROOKLYN, NY 11220
(40.63758431003849, -74.03209985357874)"
LAUNDRY,1025091,"86-30 LAUNDROMAT, INC",,103 AVENUE,86-30 103 AVENUE,,11417,7188352961,"86 30 103 AVENUE
OZONE PARK, NY 11417
(40.6763637308016, -73.84454275534387)"
LAUNDRY,1025302,"JONES, KAREN E",KAREN'S LAUNDRY,ASTORIA BOULEVARD,103-12 ASTORIA BOULEVARD,,11369,7184294493,"103 12 ASTORIA BOULEVARD
EAST ELMHURST, NY 11369
(40.76341327370369, -73.8723788986672)"
LAUNDRY,1025505,AUDOBON SUPER LAUNDROMAT INC,,AUDOBON AVENUE,282 AUDOBON AVENUE,,10033,2129239701,"282 AUDOBON AVENUE
NEW YORK, NY 10033
(40.84751389800807, -73.93327701271488)"
LAUNDRY,1026120,LAUNDRY MAX CORP.,,FULTON STREET,2949-51 FULTON STREET,,11207,7183891131,"2949 51 FULTON STREET
BROOKLYN, NY 11207
(40.670802431187326, -73.89384115004901)"
LAUNDRY,1026234,ITMAM INC,,FRANKLIN AVENUE,770 FRANKLIN AVENUE,,11238,7187714805,"770 FRANKLIN AVENUE
BROOKLYN, NY 11238
(40.67219952022728, -73.9574467779417)"
LAUNDRY,1031470,65 SUPER LAUNDRY LLC,,65 STREET,2301 65 STREET,,11204,7189982254,"2301 65 STREET
BROOKLYN, NY 11204
(40.61251013001722, -73.97913370880269)"
LAUNDRY,1037168,"WANG,YONG QING",WANG'S LAUNDRY,37TH AVE,8910 37TH AVE,,11372,7186396870,"8910 37TH AVE
JACKSON HEIGHTS, NY 11372
(40.75040937857765, -73.87767861874345)"
LAUNDRY,1040632,MISR LENOX CORP,,LENOX AVENUE,545 LENOX AVENUE,,10037,2129870585,"545 LENOX AVENUE
NEW YORK, NY 10037
(40.81579885540631, -73.9397507650818)"
LAUNDRY,1063628,SECOND CYCLE INC,,4 AVENUE,6111 4 AVENUE,,11220,7185677427,"6111 4 AVENUE
BROOKLYN, NY 11220
(40.640145347207735, -74.0190032087521)"
LAUNDRY,1067648,JH LAUNDROMAT CORP.,,NAGLE AVENUE,118 NAGLE AVENUE,,10040,2125679474,"118 NAGLE AVENUE
NEW YORK, NY 10040
(40.86087879669071, -73.92670544012003)"
LAUNDRY,1068831,JILLBABY LAUNDROMAT INC,,EAST   14 STREET,512 EAST   14 STREET,,10009,6466546774,"512 14 STREET
NEW YORK, NY 10009
(40.730063414308745, -73.97954960256169)"
LAUNDRY,1074605,"NEIGHBORHOOD LAUNDRY & CLEANERS, INC.",,YELLOWSTONE BOULEVARD,71-70 YELLOWSTONE BOULEVARD,,11375,7182635038,"71 70 YELLOWSTONE BOULEVARD
QUEENS, NY 11375
(40.720707263029794, -73.84628429608335)"
LAUNDRY,1075489,"WU, XIU HONG",W H H LAUNDROMAT,3 AVENUE,7605 3 AVENUE,,11209,2129259151,"7605 3 AVENUE
BROOKLYN, NY 11209
(40.63069263755219, -74.02805447757635)"
LAUNDRY,1082728,BROOKLYN'S BEST LAUNDROMAT INC,,FLATLANDS AVENUE,7918 FLATLANDS AVENUE,,11236,7187639756,"7918 FLATLANDS AVENUE
BROOKLYN, NY 11236
(40.635055876135155, -73.91384460645082)"
LAUNDRY,1085532,LAB-MART INC,,EAST END AVENUE,50 EAST END AVENUE,,10028,2124725965,"50 END AVENUE
NEW YORK, NY 10028
(40.5635527416636, -74.17878217561803)"
LAUNDRY,1088376,"GADURAS LAUNDROMAT, INC.",,101 AVENUE,114-10 101 AVENUE,,11419,7188053297,"114 10 101 AVENUE
RICHMOND HILL, NY 11419
(40.68871379040917, -73.82288833053201)"
LAUNDRY,1090304,"SUPERIOR SUDS, INC.",,FLATBUSH AVENUE,303 FLATBUSH AVENUE,,11217,7187680099,"303 FLATBUSH AVENUE
BROOKLYN, NY 11217
(40.67874868487332, -73.97356311015362)"
LAUNDRY,1093134,"YANG, RUI YUN",RUI YUN LAUNDROMAT,AVENUE Y,1906 AVENUE Y,1906-1910,11235,2126737827,"1906 AVENUE
BROOKLYN, NY 11235
(40.57841410882412, -73.94026000009887)"
LAUNDRY,1094384,"TRIPLE 8 LAUNDROMAT, INC.",,CONEY ISLAND AVENUE,1437 CONEY ISLAND AVENUE,,11230,7189516800,"1437 CONEY ISLAND AVENUE
BROOKLYN, NY 11230
(40.62251804614548, -73.96465344012573)"
LAUNDRY,1096909,"AVENUE C. LAUNDROMAT, INC.",,AVENUE C,69 AVENUE C,,10009,2123889933,"69 AVENUE
NEW YORK, NY 10009
(40.72664935898081, -73.97911148500697)"
LAUNDRY,1131094,OZONE PARK WASH RITE CORP.,FIVE STAR LAUNDROMAT,LIBERTY AVENUE,100-12 LIBERTY AVENUE,,11417,9999999999,"100 12 LIBERTY AVENUE
OZONE PARK, NY 11417
(40.6763637308016, -73.84454275534387)"
LAUNDRY,1132373,MININA LAUNDROMAT INC.,,ELMHURST AVENUE,84-11 ELMHURST AVENUE,,11373,7184465627,"84 11 ELMHURST AVENUE
QUEENS, NY 11373
(40.73871040256307, -73.87835115518163)"
LAUNDRY,1132956,"BELLA LAUNDROMAT, INC",,5 AVENUE,5513 5 AVENUE,,11220,7184920059,"5513 5 AVENUE
BROOKLYN, NY 11220
(40.64220174179298, -74.01327694879053)"
LAUNDRY,1135231,"PAK, SAM KYU",S.J. LAUNDROMAT,WHITE PLAINS ROAD,3985-3989 WHITE PLAINS ROAD,,10466,7186962922,"3985 3989 WHITE PLAINS ROAD
BRONX, NY 10466
(40.89080973018497, -73.84600906306775)"
LAUNDRY,1137639,ROOSEVELT LAUNDROMAT CORPORATION,,36 AVENUE,40885 36 AVENUE,,11106,7184948330,"40885 36 AVENUE
LONG ISLND CITY, NY 11106
(40.761699790013324, -73.9316632529567)"
LAUNDRY,1146376,TONG YING ZHENG / RUIPING YANG,HONG KONG WASH & DRY,JAMAICA AVENUE,102-57 JAMAICA AVENUE,,11418,7188501403,"102 57 JAMAICA AVENUE
RICHMOND HILL, NY 11418
(40.69637041236467, -73.84031024991805)"
LAUNDRY,1147410,"TSYLYA'S WASH & DRY, INC",BUBBLES R US,ATLANTIC AVENUE,107-16/18 ATLANTIC AVENUE,,11416,7188501999,"107 16 18 ATLANTIC AVENUE
RICHMOND HILL, NY 11416
(40.69045925443692, -73.84111784786415)"
LAUNDRY,1151945,"DAVID, MARIA",HEGEMAN NEIGHBORHOOD LAUNDROMAT,HEGEMAN AVENUE,609 HEGEMAN AVENUE,,11207,7189272382,"609 HEGEMAN AVENUE
BROOKLYN, NY 11207
(40.66100037009867, -73.88922795221936)"
LAUNDRY,1155453,"CAVIRIS, JOHN & CAVIRIS, PETER",TWO GUYS LAUNDERMAT,ROOSEVELT AVENUE,80-11 ROOSEVELT AVENUE,,11372,7182742149,"80 11 ROOSEVELT AVENUE
JACKSON HEIGHTS, NY 11372
(40.75163073936716, -73.88361254528269)"
LAUNDRY,1155953,GUANG MING GROUP INC.,E & K LAUNDROMAT,TRATMAN AVENUE,2407 TRATMAN AVENUE,,10461,7185187435,"2407 TRATMAN AVENUE
BRONX, NY 10461
(40.837570653363386, -73.84746195025974)"
LAUNDRY,1156911,"JASON'S LAUNDRY, INC.",,37TH AVENUE,100-21 37TH AVENUE,,11368,7187790282,"100 21 37TH AVENUE
FLUSHING, NY 11368
(40.749678220373596, -73.85304068857687)"
LAUNDRY,1157658,VILLAGE WASH LAUNDROMAT INC.,,90 AVENUE,216-19 90 AVENUE,,11428,7184682760,"216 19 90 AVENUE
QUEENS VILLAGE, NY 11428
(40.721396964798146, -73.74193729726841)"
LAUNDRY,1157793,"S.B.C. LAUNDROMAT, INC.",,ROCKAWAY AVENUE,489 ROCKAWAY AVENUE,,11212,7185660626,"489 ROCKAWAY AVENUE
BROOKLYN, NY 11212
(40.668086008342826, -73.91029971505206)"
LAUNDRY,1157878,1090 SUTTER AVE CORP.,,SUTTER AVENUE,1090 SUTTER AVENUE,,11208,7182354371,"1090 SUTTER AVENUE
BROOKLYN, NY 11208
(40.67183733831855, -73.87836020586508)"
LAUNDRY,1157939,HERKIMER LAUNDROMAT INC,,ROCKAWAY AVENUE,155 ROCKAWAY AVENUE,,11233,7189229581,"155 ROCKAWAY AVENUE
BROOKLYN, NY 11233
(40.677411333258185, -73.91078922537017)"
LAUNDRY,1158092,SUPER CLEAN CLEAN INC.,,15 AVENUE,7415 15 AVENUE,,11228,7182560092,"7415 15 AVENUE
BROOKLYN, NY 11228
(40.618126863530144, -74.0024693104568)"
LAUNDRY,1158100,Q & Y LAUNDROMAT INC,,14 AVENUE,149-56 14 AVENUE,,11357,7183577790,"149 56 14 AVENUE
WHITESTONE, NY 11357
(40.78628404147537, -73.81123206101074)"
LAUNDRY,1158362,"ATLANTIC SUPER LAUNDROMAT, LLC",,ATLANTIC AVENUE,100-25 ATLANTIC AVENUE,,11418,7188057700,"100 25 ATLANTIC AVENUE
RICHMOND HILL, NY 11418
(40.69637041236467, -73.84031024991805)"
LAUNDRY,1158861,"CRYSTAL PRIDE CLEANER, INC",BETTY BRITE CLEANERS,SHEEPSHEAD BAY ROAD,1627 SHEEPSHEAD BAY ROAD,,11235,7183329191,"1627 SHEEPSHEAD BAY ROAD
BROOKLYN, NY 11235
(40.58695134526539, -73.95262058879385)"
LAUNDRY,1159206,"BERNARD, MICHAEL F",M & M LAUNDROMAT,BLAKE AVENUE,778 BLAKE AVENUE,,11207,7183462357,"778 BLAKE AVENUE
BROOKLYN, NY 11207
(40.66855377239798, -73.8898374661625)"
LAUNDRY,1159722,"CROWN STAR, INC.",,FRANKLIN AVE,884 FRANKLIN AVE,,11225,5162235817,"884 FRANKLIN AVE
BROOKLYN, NY 11225
(40.6681565418899, -73.95891520760101)"
LAUNDRY,1159915,ULTRA WASH INCORPORATED,,MOTHER GASTON BOULEVARD,928 MOTHER GASTON BOULEVARD,,11212,7182908152,"928 MOTHER GASTON BOULEVARD
BROOKLYN, NY 11212
(40.65625900742376, -73.9034567258461)"
LAUNDRY,1161620,"HEW, CHONG MEN",SAM HOP LAUNDRY,WEST   91 STREET,251 WEST   91 STREET,,10024,2123621060,"251 91 STREET
NEW YORK, NY 10024
(40.79154594707308, -73.97422945367752)"
LAUNDRY,1162062,THOMPSON STREET LAUNDROMAT INC,,THOMPSON STREET,233 THOMPSON STREET,,10012,2124753408,"233 THOMPSON STREET
NEW YORK, NY 10012
(40.72966242681456, -73.99865982173236)"
LAUNDRY,1162381,SHERIDAN LAUNDROMAT INC.,,SHERIDAN AVENUE,1539 SHERIDAN AVENUE,,10457,7187164491,"1539 SHERIDAN AVENUE
BRONX, NY 10457
(40.84145259912185, -73.9111860965914)"
LAUNDRY,1165546,ENC LAUNDROMAT INC,,37 AVENUE,98-14 37 AVENUE,,11368,7189615563,"98 14 37 AVENUE
CORONA, NY 11368
(40.749678220373596, -73.85304068857687)"
LAUNDRY,1166871,"AN HUA, INC.",,20TH AVENUE,6322 20TH AVENUE,,11204,7188378856,"6322 20TH AVENUE
BROOKLYN, NY 11204
(40.617313521697255, -73.98507691502026)"
LAUNDRY,1167765,A & Z BUSINESS CORP.,,EAST  156 STREET,180 EAST  156 STREET,,10451,7187424948,"180 156 STREET
BRONX, NY 10451
(40.82324870610605, -73.92389210375656)"
LAUNDRY,1170069,"SANCHEZ, FELIPE",S & P LAUNDROMAT,EAST  176 STREET,307 EAST  176 STREET,,10457,7184322154,"307 176 STREET
BRONX, NY 10457
(40.84741528663703, -73.90360087681442)"
LAUNDRY,1173856,"HONG WAH LAUNDROMAT, INC",,MAC DOUGAL STREET,176 MAC DOUGAL STREET,,10011,2125056239,"176 MAC DOUGAL STREET
NEW YORK, NY 10011
(40.73259555088881, -73.99823413332605)"
LAUNDRY,1177374,"ZHAN, JIAN AI",A.J. SUNNY LAUNDROMAT,EAST   89 STREET,218 EAST   89 STREET,,10128,2124104408,"218 89 STREET
NEW YORK, NY 10128
(40.78051944357994, -73.95212449972863)"
LAUNDRY,1180384,"PNR LAUNDROMAT, INC",MR. MACHINE,UNION TURNPIKE,147-03 UNION TURNPIKE,,11367,7185916706,"147 03 UNION TURNPIKE
FLUSHING, NY 11367
(40.730323085042414, -73.82610630716033)"
LAUNDRY,1180406,"LIN, DE LONG",LIN'S LAUNDROMAT,FOSTER AVENUE,1319 FOSTER AVENUE,,11230,7184347457,"1319 FOSTER AVENUE
BROOKLYN, NY 11230
(40.633363979227994, -73.96463740713554)"
LAUNDRY,1186937,KAVREN LAUNDROMAT INC.,,CRESCENT STREET,370 CRESCENT STREET,,11208,7186470550,"370 CRESCENT STREET
BROOKLYN, NY 11208
(40.67983820252571, -73.87112901859982)"
LAUNDRY,1187997,"DYNAMO PIN AN, INC",,NOSTRAND AVENUE,610 NOSTRAND AVENUE,,11216,7186043165,"610 NOSTRAND AVENUE
BROOKLYN, NY 11216
(40.677683332564506, -73.94979793690736)"
LAUNDRY,1188021,2099 LAUNDROMAT INC,,7 AVENUE,47-14 7 AVENUE,,11217,9175601210,"47 14 7 AVENUE
BROOKLYN, NY 11217
(40.68231210132245, -73.97956718857483)"
LAUNDRY,1189600,"WHANG, EUN-AEH",EVERGREEN LAUNDRY,HORACE HARDING BOULEVARD,245-08 HORACE HARDING BOULEVARD,,11362,7182810498,"245 08 HORACE HARDING BOULEVARD
LITTLE NECK, NY 11362
(40.759074216601846, -73.73430017711144)"
LAUNDRY,1189656,"XL LAUNDROMAT, INC.",,30 AVENUE,27-20 30 AVENUE,,11102,7187773965,"27 20 30 AVENUE
ASTORIA, NY 11102
(40.77152402451418, -73.92643545073543)"
LAUNDRY,1193389,"NG, SAI-LUNG",BUBBLES BUBBLES LAUNDROMAT,WOODHAVEN BOULEVARD,62-80 WOODHAVEN BOULEVARD,,11374,7184466138,"62 80 WOODHAVEN BOULEVARD
REGO PARK, NY 11374
(40.72646491702238, -73.86148084756303)"
LAUNDRY,1195521,ANGEL'S LAUNDROMAT CORP,,ROOSEVELT AVENUE,92-18 ROOSEVELT AVENUE,,11372,7184789890,"92 18 ROOSEVELT AVENUE
QUEENS, NY 11372
(40.75163073936716, -73.88361254528269)"
LAUNDRY,1198273,"MENESES ENTERPRISES, LTD",HILL LAUNDROMAT,HILLSIDE AVENUE,202-23B HILLSIDE AVENUE,,11423,7182172849,"202 23B HILLSIDE AVENUE
QUEENS, NY 11423
(40.71722229567246, -73.7671414999802)"
LAUNDRY,1206355,"VIEWPARK LAUNDRY ASSOCIATES, INC.",,5 AVENUE,204 5 AVENUE,,11217,7187681469,"204 5 AVENUE
BROOKLYN, NY 11217
(40.67651634222786, -73.98042787388034)"
LAUNDRY,1212139,UTICA LAUNDRY CORP.,,UTICA AVENUE,2102 UTICA AVENUE,,11234,7187267000,"2102 UTICA AVENUE
BROOKLYN, NY 11234
(40.62051348994765, -73.92708498206967)"
LAUNDRY,1212517,"LAUNDRY LAND OF BAYSIDE, INC.",,215 STREET,42-02 215 STREET,,11361,7184231027,"42 02 215 STREET
BAYSIDE, NY 11361
(40.76418884813688, -73.77232552860022)"
LAUNDRY,1213129,MS BUBBLE LAUNDRY INC.,,AMSTERDAM AVENUE,1440 AMSTERDAM AVENUE,,10027,5169031016,"1440 AMSTERDAM AVENUE
NEW YORK, NY 10027
(40.81656020708681, -73.95395489760779)"
LAUNDRY,1128897,"NEW BROADWAY LAUNDROMAT, INC",,BROADWAY,81-15 BROADWAY,,11373,7188998701,"81 15
ELMHURST, NY 11373
(40.73871040256307, -73.87835115518163)"
LAUNDRY,1133421,"KIM, DONG C",AVALON LAUNDROMAT,5 AVENUE,8218 5 AVENUE,,11209,7184914000,"8218 5 AVENUE
BROOKLYN, NY 11209
(40.62418912603875, -74.02484767260984)"
LAUNDRY,1135859,"WONG, PUI",GOLDEN PEAK COMPANY,108 STREET,64-34 108 STREET,,11375,7188309474,"64 34 108 STREET
FOREST HILLS, NY 11375
(40.720707263029794, -73.84628429608335)"
LAUNDRY,1137914,"LANDI, MANUEL & LANDI, HILDA",M & H LAUNDROMAT,SENECA AVENUE,687 SENECA AVENUE,,11385,7188211227,"687 SENECA AVENUE
RIDGEWOOD, NY 11385
(40.70305216806863, -73.9080775777941)"
LAUNDRY,1138105,"YAN, DONG",LUCKY LAUNDROMAT,LAFAYETTE AVENUE,323 LAFAYETTE AVENUE,,11238,7183982320,"323 LAFAYETTE AVENUE
BROOKLYN, NY 11238
(40.68848803787701, -73.96359756173231)"
LAUNDRY,1138378,K & L LAUNDROMAT INC,,AVENUE D,3012 AVENUE D,,11226,7183776722,"3012 AVENUE
BROOKLYN, NY 11226
(40.64650500230408, -73.9571900991437)"
LAUNDRY,1140806,B & P LAUNDROMAT OF NY INC,,5 AVENUE,7320 5 AVENUE,,11209,7184915038,"7320 5 AVENUE
BROOKLYN, NY 11209
(40.63085034390219, -74.0221280256065)"
LAUNDRY,1143790,ELMCOR LAUNDROMAT INC,,CORONA AVENUE,92-12 CORONA AVENUE,,11373,7186999872,"92 12 CORONA AVENUE
ELMHURST, NY 11373
(40.73871040256307, -73.87835115518163)"
LAUNDRY,1146843,"KIM, TAESUK",BUBBLE LAUNDROMAT,GRAHAM AVENUE,400 GRAHAM AVENUE,,11211,7183839769,"400 GRAHAM AVENUE
BROOKLYN, NY 11211
(40.716678971953904, -73.94470415608424)"
LAUNDRY,1149321,"TEDDIMATTS, INC",,EAST  176 STREET,630 EAST  176 STREET,,10457,7182946180,"630 176 STREET
BRONX, NY 10457
(40.84443946242454, -73.89359023933639)"
LAUNDRY,1149492,"CHAN, MING YAU",FRESH POND LAUNDROMAT,FRESH POND ROAD,66-29 FRESH POND ROAD,,11385,7188217409,"66 29 FRESH POND ROAD
RIDGEWOOD, NY 11385
(40.70122489161548, -73.88334858436963)"
LAUNDRY,1153512,AMERICA'S LAUNDROMAT CORP,,6TH AVE,4623 6TH AVE,,11220-1324,7188541644,"4623 6TH AVE
BROOKLYN, NY 11220-1324
(40.64586148722347, -74.00590210093753)"
LAUNDRY,1157753,"MIDWAY CLEANERS, INC.",,3 AVENUE,560 3 AVENUE,,10016,2128677279,"560 3 AVENUE
NEW YORK, NY 10016
(40.74795092947153, -73.97651888732292)"
LAUNDRY,1158516,"WANG, CHANG, HUA",CYPRESS LAUNDROMAT,CYPRESS AVENUE,316 CYPRESS AVENUE,,10454,7185855383,"316 CYPRESS AVENUE
BRONX, NY 10454
(40.807467868294275, -73.91343422899975)"
LAUNDRY,1159028,D & P LAUNDROMAT INC.,,9 AVENUE,525 9 AVENUE,,10018,7184645898,"525 9 AVENUE
NEW YORK, NY 10018
(40.756665359935425, -73.99390278214929)"
LAUNDRY,1159165,14TH ST. WASH & DRY INC,,EAST   14 STREET,602 EAST   14 STREET,,10009,2125050927,"602 14 STREET
NEW YORK, NY 10009
(40.72930798380412, -73.97772397884222)"
LAUNDRY,1160283,"AGUILAR, JUANA",JUANA LAUNDRY,BROADWAY,48-08 BROADWAY,,11103,7189322132,"48 08
ASTORIA, NY 11103
(40.76286893025696, -73.91327185810974)"
LAUNDRY,1160772,SUDS FOR YOUR DUDS CORP.,,EAST  165 STREET,210 EAST  165 STREET,,10456,7185908676,"210 165 STREET
BRONX, NY 10456
(40.830166367216314, -73.91858379433269)"
LAUNDRY,1162183,OK SHINY CORP,,QUEENS BOULEVARD,102-45 QUEENS BOULEVARD,,11375,7189976077,"102 45 QUEENS BOULEVARD
QUEENS, NY 11375
(40.720707263029794, -73.84628429608335)"
LAUNDRY,1163772,DIOS RESTAURA LAUNDROMAT INC,,PROSPECT AVENUE,671 PROSPECT AVENUE,,10455,7182929764,"671 PROSPECT AVENUE
BRONX, NY 10455
(40.815447231131586, -73.90337266754196)"
LAUNDRY,1165204,ALPINE CLEANERS INC,,SAINT JAMES PLACE,25A SAINT JAMES PLACE,,10038,2123491899,"25A SAINT JAMES PLACE
NEW YORK, NY 10038
(40.71196369641834, -73.99948279042295)"
LAUNDRY,1166853,QUISQUEYA LAUNDROMAT CORP,,AMSTERDAM AVENUE,2338 AMSTERDAM AVENUE,,10033,2127402048,"2338 AMSTERDAM AVENUE
NEW YORK, NY 10033
(40.844908893438394, -73.93328104281527)"
LAUNDRY,1168983,"UPTOWN LAUNDROMAT, INC.",,8 AVENUE,2916 8 AVENUE,,10039,2129261500,"2916 8 AVENUE
NEW YORK, NY 10039
(40.82865446582255, -73.93763416244205)"
LAUNDRY,1170728,"JEON, BYUNG HYUN",J. MIDWOOD LAUNDROMAT,CONEY ISLAND AVENUE,1416 CONEY ISLAND AVENUE,,11230,7183773444,"1416 CONEY ISLAND AVENUE
BROOKLYN, NY 11230
(40.6230010245835, -73.96492588435359)"
LAUNDRY,1171617,123 WEST 135TH STREET LAUNDRY CORP.,,WEST  135 STREET,123 WEST  135 STREET,,10030,2122835199,"123 135 STREET
NEW YORK, NY 10030
(40.81464465116443, -73.94212881292253)"
LAUNDRY,1173422,EGL LAUNDROMAT LLC,,WESTCHESTER AVENUE,613 WESTCHESTER AVENUE,,10455,7185855641,"613 WESTCHESTER AVENUE
BRONX, NY 10455
(40.815993601207346, -73.91068496923586)"
LAUNDRY,1175606,"CHAU, WING KIT",NEW BELLROSE LAUNDROMAT,CHURCH AVE,4002 CHURCH AVE,,11203,9174747124,"4002 CHURCH AVE
BROOKLYN, NY 11203
(40.65124912841406, -73.93997440806797)"
LAUNDRY,1181554,"CLEAN LAUNDRYLAND, INC.",,BAINBRIDGE AVENUE,3222 BAINBRIDGE AVENUE,,10467,7188813668,"3222 BAINBRIDGE AVENUE
BRONX, NY 10467
(40.87616411356014, -73.8795895140604)"
LAUNDRY,1183276,PAN LAUNDROMAT INC.,,97TH STREET,91-62 97TH STREET,,11421,7188501344,"91 62 97TH STREET
WOODHAVEN, NY 11421
(40.69176458756573, -73.85702228584978)"
LAUNDRY,1185724,"PARK, DU KYU",DK LAUNDROMAT,4 AVENUE,715 4 AVENUE,,11232,7183694975,"715 4 AVENUE
BROOKLYN, NY 11232
(40.66152849171217, -73.99676882045287)"
LAUNDRY,1185796,LALO C & K LAUNDROMAT,,COLUMBUS AVENUE,971 COLUMBUS AVENUE,,10025,2128643675,"971 COLUMBUS AVENUE
NEW YORK, NY 10025
(40.800327444457935, -73.96208476875267)"
LAUNDRY,1186429,"ABREU, RAMONA",EBONY LAUNDROMAT,ONDERDONK AVENUE,551 ONDERDONK AVENUE,,11385,7183260815,"551 ONDERDONK AVENUE
RIDGEWOOD, NY 11385
(40.70589784373389, -73.91043726307137)"
