MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Address,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,MANHATTAN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
1-01249-0037,"304 88 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C6-WALK-UP,20,1921,12090,413719,34.2,2080000,172,1-01231-0029,"480 AMSTERDAM AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C7-WALK-UP,14,1920,12000,410639,34.2,2060000,172,0.3,1-01235-0040,"208 88 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C4-WALK-UP,17,1905,9675,243298,25.1,1090000,113,0.2
1-01250-0001,"160 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,70,1923,139009,2764889,19.89,12400000,89,1-01216-0060,"168 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,50,1923,100042,2257630,22.57,10100000,101,0.35,1-01236-0010,"2401 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,79,1924,164530,3268387,19.86,14600000,89,0.1
1-01250-0006,"345 88 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,52,1915,84026,1624222,19.33,7260000,86,1-01246-0001,"125 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,64,1907,70328,1533127,21.8,6850000,97,0.2,1-01226-0040,"110 96 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,81030,1566709,19.33,7000000,86,0.5
1-01250-0039,"599 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,28,1923,19320,404560,20.94,1810000,94,1-01211-0052,"158 81 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,38,1930,37251,780208,20.94,3490000,94,0.5,1-01253-0016,"311 94 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D1-ELEVATOR,24,1930,22290,628390,28.2,2070000,93,0.3
1-01250-0040,"304 89 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,36,1923,42707,821255,19.23,3670000,86,1-01248-0037,"302 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,54,1914,47067,904931,19.23,4040000,86,0.1,1-01212-0053,"150 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1255376,25.1,5610000,112,0.5
1-01250-0047,"320 89 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,36,1921,43260,831889,19.23,3720000,86,1-01248-0037,"302 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,54,1914,47067,904931,19.23,4040000,86,0.1,1-01212-0053,"150 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1255376,25.1,5610000,112,0.5
1-01250-0067,"173 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,167,1926,380920,8083122,21.22,36100000,95,1-01244-0072,"441 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D5-ELEVATOR,103,1926,240040,5094264,21.22,22800000,95,0.4,1-01234-0019,"2360 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,218,1920,665741,17605074,26.4,85300000,128,0.25
1-01250-0089,"301 89 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C6-WALK-UP,15,1910,8920,253149,28.4,1230000,138,1-01195-0062,"76 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C1-WALK-UP,12,1900,14065,399100,28.4,1930000,137,0.65,1-01250-0045,"312 89 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C5-WALK-UP,20,1900,12008,366108,30.5,1770000,147,0.05
1-01250-0091,"601 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,26,1916,47354,910617,19.23,4070000,86,1-01248-0037,"302 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,54,1914,47067,904931,19.23,4040000,86,0.15,1-01212-0053,"150 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1255376,25.1,5610000,112,0.5
1-01250-0094,"607 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,31,1925,73987,1620315,21.9,7240000,98,1-01217-0057,"166 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D1-ELEVATOR,202,1914,72000,1473091,20.46,4520000,63,0.35,1-01195-0014,"25 81 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D1-ELEVATOR,64,1927,109896,2864751,26.1,13900000,126,0.65
1-01250-0100,"617 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,33,1924,51925,998517,19.23,4460000,86,1-01248-0037,"302 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,54,1914,47067,904931,19.23,4040000,86,0.15,1-01212-0053,"150 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1255376,25.1,5610000,112,0.5
1-01250-0110,"322 90 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,76,1936,39192,753662,19.23,3370000,86,1-01248-0037,"302 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,54,1914,47067,904931,19.23,4040000,86,0.15,1-01246-0053,"350 85 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D2-ELEVATOR,54,1908,35094,863127,24.59,3860000,110,0.25
1-01251-0001,"180 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,90,1922,203436,4316911,21.22,19300000,95,1-01244-0072,"441 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D5-ELEVATOR,103,1926,240040,5094264,21.22,22800000,95,0.45,1-01234-0019,"2360 BROADWAY
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,218,1920,665741,17605074,26.4,85300000,128,0.25
1-01251-0008,"321 90 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,54,1929,46800,899964,19.23,4020000,86,1-01248-0037,"302 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,54,1914,47067,904931,19.23,4040000,86,0.2,1-01212-0053,"150 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,60,1926,49977,1255376,25.1,5610000,112,0.55
1-01251-0037,"186 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,95,1928,152016,3431001,22.57,15300000,101,1-01216-0060,"168 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,50,1923,100042,2257630,22.57,10100000,101,0.4,1-01200-0015,"27 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,64,1926,126045,2702738,21.44,12100000,96,0.5
1-01251-0054,"639 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,63,1927,88396,2235534,25.3,9990000,113,1-01200-0005,"51 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,83,1927,70144,1774089,25.3,7930000,113,0.55,1-01195-0014,"25 81 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D1-ELEVATOR,64,1927,109896,2864751,26.1,13900000,126,0.7
1-01251-0062,"645 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,73,1913,136062,3179768,23.37,14200000,104,1-01200-0015,"27 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,64,1926,126045,2702738,21.44,12100000,96,0.55,1-01216-0060,"168 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,50,1923,100042,2257630,22.57,10100000,101,0.45
1-01251-0071,"194 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,41,1901,78725,1930337,24.52,8630000,110,1-01246-0001,"125 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,64,1907,70328,1533127,21.8,6850000,97,0.35,1-01210-0012,"147 79 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,61,1926,76193,2076021,27.2,10100000,133,0.7
1-01252-0017,"675 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,62,1925,81066,1767238,21.8,7900000,97,1-01246-0001,"125 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,64,1907,70328,1533127,21.8,6850000,97,0.4,1-01210-0012,"147 79 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,61,1926,76193,2076021,27.2,10100000,133,0.7
1-01252-0020,"677 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,65,1927,67953,1481375,21.8,6620000,97,1-01246-0001,"125 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,64,1907,70328,1533127,21.8,6850000,97,0.4,1-01210-0012,"147 79 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,61,1926,76193,2076021,27.2,10100000,133,0.7
1-01252-0034,"210 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,89,1910,121313,2520884,20.78,11300000,93,1-01205-0029,"315 CENTRAL PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,51,1911,109769,2280816,20.78,10200000,93,0.5,1-01200-0015,"27 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,64,1926,126045,2702738,21.44,12100000,96,0.6
1-01252-0041,"317 93 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,28,1910,32067,671482,20.94,3000000,94,1-01248-0037,"302 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,54,1914,47067,904931,19.23,4040000,86,0.35,1-01207-0050,"54 94 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,40,1910,39410,825245,20.94,3690000,94,0.5
1-01252-0044,"309 93 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,29,1910,32067,671482,20.94,3000000,94,1-01207-0050,"54 94 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,40,1910,39410,825245,20.94,3690000,94,0.5,1-01248-0037,"302 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,54,1914,47067,904931,19.23,4040000,86,0.35
1-01252-0050,"685 END AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,98,1928,156303,3351136,21.44,15000000,96,1-01200-0015,"27 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,64,1926,126045,2702738,21.44,12100000,96,0.6,1-01216-0060,"168 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,50,1923,100042,2257630,22.57,10100000,101,0.5
1-01252-0065,"310 94 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,34,1910,31760,665054,20.94,2970000,94,1-01248-0037,"302 87 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,54,1914,47067,904931,19.23,4040000,86,0.35,1-01207-0050,"54 94 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D9-ELEVATOR,40,1910,39410,825245,20.94,3690000,94,0.5
1-01252-0072,"316 94 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,24,1910,26928,615035,22.84,2750000,102,1-01241-0038,"204 94 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D1-ELEVATOR,30,1910,17760,405661,22.84,1810000,102,0.2,1-01244-0081,"308 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D1-ELEVATOR,49,1906,29100,743914,25.6,3600000,124,0.6
1-01252-0075,"214 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,103,1901,66754,1455237,21.8,6500000,97,1-01246-0001,"125 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D6-ELEVATOR,64,1907,70328,1533127,21.8,6850000,97,0.45,1-01210-0012,"147 79 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,61,1926,76193,2076021,27.2,10100000,133,0.8
1-01253-0004,"224 RIVERSIDE DRIVE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D4-ELEVATOR,29,1910,25270,419734,16.61,1710000,68,1-01216-0054,"156 86 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D3-ELEVATOR,38,1916,76302,1267154,16.61,5150000,67,0.55,1-01245-0061,"317 83 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),D2-ELEVATOR,19,1927,34640,511175,14.76,2030000,59,0.55
1-01253-0090,"328 96 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C6-WALK-UP,24,1930,16134,344138,21.33,1540000,95,1-01673-0052,"1976 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",HARLEM-EAST,C7-WALK-UP,17,1900,9700,206856,21.33,924000,95,1.7,1-01195-0062,"76 82 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",UPPER WEST SIDE (79-96),C1-WALK-UP,12,1900,14065,399100,28.4,1930000,137,0.85
1-01270-0008,"45 54 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D4-ELEVATOR,50,1948,61584,1724352,28,8350000,136,1-01011-0025,"117 58 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D9-ELEVATOR,102,1900,66173,2133113,32.2,10300000,156,0.25,1-01008-0026,"105 55 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D7-ELEVATOR,55,1917,54838,1635839,29.8,7930000,145,0.2
1-01270-0017,"25 54 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D4-ELEVATOR,70,1939,72845,2039660,28,9880000,136,1-01011-0025,"117 58 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D9-ELEVATOR,102,1900,66173,2133113,32.2,10300000,156,0.25,1-01007-0001,"841 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D7-ELEVATOR,59,1923,85309,2470051,29,12000000,141,0.2
1-01270-0020,"17 54 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D4-ELEVATOR,215,1935,200000,6000000,30,29100000,146,1-01008-0029,"1361 6 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D6-ELEVATOR,169,1925,243671,9615603,39.5,48300000,198,0.2,1-01272-0001,"1380 6 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D6-ELEVATOR,252,1963,303642,10114420,33.3,49000000,161,0.1
1-01271-0021,"27 55 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D4-ELEVATOR,36,1923,37571,1014417,27,4910000,131,1-01010-0051,"150 58 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D6-ELEVATOR,59,1927,39720,1291867,32.5,6260000,158,0.2,1-01007-0001,"841 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D7-ELEVATOR,59,1923,85309,2470051,29,12000000,141,0.2
1-01274-0057,"24 CENTRAL PARK
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D4-ELEVATOR,38,1963,101278,3139618,31,15200000,150,1-01274-0006,"39 58 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D6-ELEVATOR,338,1948,269346,11775997,43.7,59200000,220,0,1-01022-0061,"834 8 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D8-ELEVATOR,285,1925,215099,7063811,32.8,21700000,101,0.55
1-01293-0037,"470 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D4-ELEVATOR,82,1916,111310,3227990,29,15600000,140,1-01006-0063,"162 54 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D6-ELEVATOR,83,1911,98616,3544138,35.9,17800000,180,0.45,1-01007-0001,"841 7 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D7-ELEVATOR,59,1923,85309,2470051,29,12000000,141,0.45
1-01294-0033,"480 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D4-ELEVATOR,142,1929,375239,10881931,29,52700000,140,1-01272-0001,"1380 6 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D6-ELEVATOR,252,1963,303642,10114420,33.3,49000000,161,0.25,1-01022-0061,"834 8 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN WEST,D8-ELEVATOR,285,1925,215099,7063811,32.8,21700000,101,0.75
1-01303-0041,"150 49 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D4-ELEVATOR,49,1923,57000,1789230,31.4,8670000,152,1-01307-0029,"155 52 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D6-ELEVATOR,113,1929,66386,2083950,31.4,10100000,152,0.2,1-01320-0018,"235 46 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN EAST,D1-ELEVATOR,63,1938,49914,1609648,32.2,7800000,156,0.15
1-01303-0045,"146 49 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D4-ELEVATOR,40,1920,33800,1060982,31.4,5140000,152,1-01307-0029,"155 52 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D6-ELEVATOR,113,1929,66386,2083950,31.4,10100000,152,0.2,1-01305-0023,"135 50 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D7-ELEVATOR,107,1924,70836,2532197,35.7,12700000,179,0.1
1-01303-0046,"142 49 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D4-ELEVATOR,47,1924,34900,1095511,31.4,5310000,152,1-01307-0029,"155 52 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D6-ELEVATOR,113,1929,66386,2083950,31.4,10100000,152,0.2,1-01305-0023,"135 50 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D7-ELEVATOR,107,1924,70836,2532197,35.7,12700000,179,0.1
1-01304-0029,"155 49 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D4-ELEVATOR,71,1924,43796,1376508,31.4,6670000,152,1-01307-0029,"155 52 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D6-ELEVATOR,113,1929,66386,2083950,31.4,10100000,152,0.15,1-01309-0039,"162 55 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D7-ELEVATOR,34,1941,25000,786826,31.5,3810000,152,0.25
1-01309-0069,"417 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D4-ELEVATOR,29,1916,89651,2741527,30.6,13300000,148,1-01299-0048,"132 45 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D9-ELEVATOR,95,1915,72000,2417725,33.6,11700000,163,0.5,1-01305-0023,"135 50 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D7-ELEVATOR,107,1924,70836,2532197,35.7,12700000,179,0.2
1-01310-0059,"136 56 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D4-ELEVATOR,155,1962,187972,4300799,22.88,19200000,102,1-01347-0030,"989 1 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN EAST,D7-ELEVATOR,161,1928,164161,3921670,23.89,17500000,107,0.35,1-01312-0033,"157 57 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D6-ELEVATOR,118,1960,173168,4275654,24.69,19100000,110,0.15
1-01311-0065,"110 57 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D4-ELEVATOR,112,1957,155000,4510500,29.1,21900000,141,1-01312-0033,"157 57 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D6-ELEVATOR,118,1960,173168,4275654,24.69,19100000,110,0.1,1-01349-0049,"1076 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN EAST,D6-ELEVATOR,167,1948,180000,5237162,29.1,25400000,141,0.35
1-01312-0028,"153 57 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D4-ELEVATOR,191,1960,135841,3952973,29.1,19200000,141,1-01312-0033,"157 57 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D6-ELEVATOR,118,1960,173168,4275654,24.69,19100000,110,0,1-01349-0049,"1076 2 AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN EAST,D6-ELEVATOR,167,1948,180000,5237162,29.1,25400000,141,0.25
1-01312-0069,"475 PARK AVENUE
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D4-ELEVATOR,64,1908,122801,4115061,33.5,19900000,162,1-01300-0050,"140 46 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D6-ELEVATOR,202,1924,131175,3650058,27.8,17700000,135,0.6,1-01311-0028,"141 56 STREET
Manhattan, NY
(40.74988399964684, -73.98797699993861)",MIDTOWN CBD,D6-ELEVATOR,115,1940,106407,3565416,33.5,17300000,163,0.1
