Organization Name,Address,City,State,Zip Code,Main Phone #,Discipline,Council District,Community Board,Borough
"Evidence, Inc.","80 Hanson Place, Ste. 605",Brooklyn,NY,11217,(718) 230-4633,Dance,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn
"Ex.Pgirl, Inc.",366 13th Street,Brooklyn,NY,11215,(212) 647-0202,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #2,Manhattan
"Exit Art/The First World, Inc.","475 Tenth Avenue, 1st Floor",New York,NY,10018,(212) 966-7745 x11,Visual Arts,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
"Exploring the Metropolis, Inc.","10 Gracie Square, Apt. 6D",New York,NY,10028,(212) 650-0211,"Multi-Discipline, Performing",Manhattan Council District #5,Manhattan Community Board #8,Manhattan
"Eyebeam Atelier, Inc.",540 West 21st Street,New York,NY,10011,(212) 937-6580 x33,New Media,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
FRIGID New York Inc.,85 East 4th Street,New York,NY,10003,(917) 270-0608,Theater,Manhattan Council District #2,Manhattan Community Board #3,Manhattan
Falconworks Artists Group,P.O. Box 310283,Brooklyn,NY,11231,(718) 395-3218,Theater,Brooklyn Council District #38,Brooklyn Community Board #6,Brooklyn
"Fantastic Experimental Latino Theater, Inc.","107 Suffolk Street, Ste. 311",New York,NY,10002,(212) 228-3705,Theater,Manhattan Council District #1,Manhattan Community Board #3,Manhattan
"Fashion Center District Management Association, Inc.","209 West 38th Street, Second Floor",New York,NY,10018,(212) 764-9600,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #5,Manhattan
"Federation Employment & Guidance Service, Inc.",315 Hudson Street,New York,NY,10013,(212) 366-8032,Theater,Manhattan Council District #3,Manhattan Community Board #2,Manhattan
"Feminist Press, Inc.","365 Fifth Avenue, Ste. 5406",New York,NY,10016,(212) 817-7929,Literature,Manhattan Council District #3,Manhattan Community Board #5,Manhattan
"Festival of North American Orchestras, Inc.",470 Park Avenue South,New York,NY,10016,(212) 683-6060,Music,Manhattan Council District #2,Manhattan Community Board #5,Manhattan
Fiasco Theater LTD,80 Madison Ave,New York,NY,10016,(646) 845-9073,Theater,Manhattan Council District #3,Manhattan Community Board #6,Manhattan
"Fiction, Inc.","Dept of Engl NAC 6th Floor, City College of New York",NYC,NY,10031,(212) 966-3659,Literature,Manhattan Council District #1,Manhattan Community Board #2,Manhattan
"Figment Project, Inc.","10 Spring Street, Apt. #1",New York,NY,10012,(212) 333-2203,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #1,Manhattan Community Board #2,Manhattan
Figure Skating in Harlem,"361 West 125th Street, 4th Floor",New York,NY,10027,(646) 698-3440,Other,Manhattan Council District #7,Manhattan Community Board #10,Manhattan
Fiji Theatre Company,"47 Great Jones Street, Sixth Floor",New York,NY,10012,(212) 529-1557 x202,Theater,Manhattan Council District #1,Manhattan Community Board #2,Manhattan
"Film Forum, Inc.",209 West Houston Street,New York,NY,10014,(212) 627-2035 x303,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #2,Manhattan
Finland Center Foundation,47 Fifth Avenue,New York,NY,10003,(646) 704-8000,Music,Manhattan Council District #2,Manhattan Community Board #2,Manhattan
"Fist and Heel Performance Group, Inc.","476 Dean Street, Ste. 2",Brooklyn,NY,11217,(718) 270-6979,Dance,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn
"Five Boroughs Music Festival, Inc.",PO Box 1925,New York,NY,10159,(917) 882-5394,Music,Manhattan Council District #2,Manhattan Community Board #6,Manhattan
"Five Myles, Inc.",133 Wooster Street,New York,NY,10012,(718) 783-4438,Visual Arts,Brooklyn Council District #35,Brooklyn Community Board #8,Brooklyn
"Flamenco Latino, Inc.","250 West 54th Steet, Ste. 404",New York,NY,10019,(212) 399-8519,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #5,Manhattan
"Flea Theater, Inc.",41 White Street,New York,NY,10013,(212) 226-0051 x104,"Multi-Discipline, Performing",Manhattan Council District #1,Manhattan Community Board #1,Manhattan
Fleadh Foundation,"384 Warren Street, Apt. 2R",Brooklyn,NY,11201,(917) 805-3100,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #33,Brooklyn Community Board #6,Brooklyn
"Fluid Motion Theater & Film, Inc.","109 West 27th Street, Ste. 9A",New York,NY,10001,(917) 459-8181,Theater,Manhattan Council District #3,Manhattan Community Board #5,Manhattan
Flushing Council on Culture and the Arts,137-35 Northern Boulevard,Flushing,NY,11354,(718) 463-7700,"Multi-Discipl, Perf & Non-Perf",Queens Council District #20,Queens Community Board #7,Queens
Flux Factory,39-31 29th Street,Queens,NY,11101,(718) 707-3362,Visual Arts,Queens Council District #26,Queens Community Board #1,Brooklyn
"Flying Carpet Theater, Inc.",43-38 47th Street,Sunnyside,NY,11104,(917) 721-7567,Theater,Queens Council District #26,Queens Community Board #2,Queens
"Flying Fig Theater, Inc.","161 Sixth Avenue, 14th Floor",New York,NY,10013,(212) 691-6969 x13,Theater,,Manhattan Community Board #2,Manhattan
"Focal Point Press, Ltd.",321 City Island Avenue,Bronx,NY,10464,(718) 885-1403,Visual Arts,Bronx Council District #12,Bronx Community Board #10,Bronx
Folksbiene Yiddish Theatre,"135 West 29th Street, Room 504",New York,NY,10001,(212) 213-2120,Theater,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
"Fordham Road District Management Association, Inc.","2530 Grand Concourse, Suite 803",Bronx,NY,10458,(718) 562-2104,"Multi-Discipline, Non-Perform",Bronx Council District #15,Bronx Community Board #5,Bronx
Forest Hills Symphony Orchestra,160-08 25th Drive,Flushing,NY,11358,(718) 544-7692,Music,Queens Council District #22,Queens Community Board #6,Queens
"Forest Park Trust, Inc.",1 Forest Park,Woodhaven,NY,11421,(718) 235-4151,"Multi-Discipline, Non-Perform",Queens Council District #30,Queens Community Board #9,Queens
"Fort Greene Park Conservancy, Inc.",85 South Oxford Street,Brooklyn,NY,11217,(718) 398-4024,Humanities,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn
"Forty Greene Avenue Cultural Center, Inc.",54 Greene Avenue,Brooklyn,NY,11238,(718) 783-9794,Theater,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn
"Forum on Law, Culture & Society, Inc.",140 West 62nd Street,New York,NY,10023,(212) 636-6945,Film/Video/Audio,Manhattan Council District #6,Manhattan Community Board #7,Manhattan
"Forward Motion Theatre, Inc.","43-01 21st Street, Ste. 230",Long Island City,NY,11101,(646) 710-0395,"Multi-Discipline, Performing",Queens Council District #26,Queens Community Board #2,Queens
Foundation,413 East 120 St,New York,NY,10035,(917) 403-6875,Visual Arts,Manhattan Council District #8,Manhattan Community Board #11,Manhattan
"Foundation for Contemporary Arts, Inc.",820 Greenwich Street,New York,NY,10014,(212) 807-7077,"Multi-Discipline, Non-Perform",Manhattan Council District #3,Manhattan Community Board #2,Manhattan
"Foundation for Dance Promotion, Inc.","27 West 120th Street, #1",New York,NY,10027,(212) 426-6655 x111,Dance,Manhattan Council District #9,Manhattan Community Board #10,Manhattan
"Foundation for Filipino Artists, Inc.",34-67 60th Street,Woodside,NY,11377,(718) 565-8852,"Multi-Discipl, Perf & Non-Perf",Queens Council District #25,Queens Community Board #2,Queens
"Foundation for Independent Artists, Inc.","246 West 38th Street, 4th Floor",New York,NY,10018,(212) 278-8111 x301,Dance,Manhattan Council District #3,Manhattan Community Board #5,Manhattan
Foundation for the Advance of Dance,"55 Bethune Street, 630A",New York,NY,10014,(212) 989-2250,Film/Video/Audio,Manhattan Council District #8,Manhattan Community Board #3,Manhattan
"Foundry Theatre, Inc.","140-142 Second Avenue, Ste. 405",New York,NY,10003,(212) 777-1444,Theater,Manhattan Council District #2,Manhattan Community Board #3,Manhattan
"Fountain House, Inc.",425 West 47th Street,New York,NY,10036,(212) 765-2294,"Multi-Discipline, Non-Perform",Manhattan Council District #3,Manhattan Community Board #4,Manhattan
Four Borough Neighborhood Preservation Alliance Foundation,"215 Adams Street, #12H",Brooklyn,NY,11201,(212) 751-0038,Architecture/Design,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn
"Four Seas Players, Inc",P.O. Box 1780,New York,NY,10013,(646) 456-8478,Theater,Manhattan Council District #2,Manhattan Community Board #2,Manhattan
"Fourth Arts Block, Inc.",61 East 4th Street,New York,NY,10003,(212) 228-4670,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #2,Manhattan Community Board #3,Manhattan
"Fractured Atlas Productions, Inc.","232 3rd Street, Apt. D101",Brooklyn,NY,11215,(212) 277-8020,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #3,Manhattan Community Board #5,Manhattan
"Frank Silvera Writers' Workshop Foundation, Inc.",P.O. Box 1791,New York,NY,10027,(212) 281-8832,Theater,Manhattan Council District #9,Manhattan Community Board #10,Manhattan
"Franklin Furnace Archive, Inc.","80 Hanson Place, Apt. 301",Brooklyn,NY,11217,(718) 398-7255,"Multi-Discipline, Non-Perform",Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn
Frederick Douglass Creative Arts Center,270 West 96th Street,New York,NY,10025,(212) 864-3375,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #9,Manhattan Community Board #7,Manhattan
"Free Arts for Abused Children of New York City, Inc.","1431 Broadway, 7th floor",New York,NY,10018,(212) 974-9092,"Multi-Discipline, Non-Perform",Manhattan Council District #3,Manhattan Community Board #5,Manhattan
"Free103point9, Inc.",5662 Route 23,Brooklyn,NY,12405,(518) 622-2598,Film/Video/Audio,Manhattan Council District #2,Manhattan Community Board #3,Manhattan
Freestyle Repertory Theatre,"120 West 86th Street, Apt. 1A",New York,NY,10024,(212) 362-4978,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan
French Institute-Alliance Francaise,22 East 60th Street,New York,NY,10022,(646) 388-6622,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #4,Manhattan Community Board #8,Manhattan
Frere Independent,"149 West 24th Street, #3A",New York,NY,10011,(646) 827-9205,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
"Fresh Art, Inc.","548 Broadway, 3rd Floor",New York,NY,10012,(646) 262-3273,Visual Arts,Manhattan Council District #1,Manhattan Community Board #2,Manhattan
"FreshStart-Cultural Theatre Arts Productions, Inc.","10 Richman Plaza, Apt. 23A",New York,NY,10453,(718) 716-4299,"Multi-Discipl, Perf & Non-Perf",Manhattan Council District #8,Manhattan Community Board #11,Manhattan
"Friends of Alice Austen House, Inc.",2 Hylan Boulevard,Staten Island,NY,10305,(718) 816-4506 x12,Museum,Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island
Friends of Historic New Utrecht,1831 84th Street,Brooklyn,NY,11214,(718) 256-7173,Humanities,Brooklyn Council District #43,Brooklyn Community Board #11,Brooklyn
"Friends of Pasos: The Museum and Center for Peacebuilding, Inc.",P.O. Box 20324,New York,NY,10023,(718) 744-7065,Museum,Manhattan Council District #6,Manhattan Community Board #7,Manhattan
"Friends of The Choral Society, Inc.",c/o John Maclay,New York,NY,10011,(917) 710-0248,Music,Manhattan Council District #2,Manhattan Community Board #2,Manhattan
Friends of the High Line,"529 West 20th Street, Ste. 8W",New York,NY,10011,(212) 206-9922,Other,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
"Friends of the New York City Fire Department Collection, Inc.",278 Spring Street,New York,NY,10013,(212) 691-1303 x11,Museum,Manhattan Council District #3,Manhattan Community Board #2,Manhattan
Friends of the New York Transit Museum,"130 Livingston Street, 10th Floor",Brooklyn,NY,11201,(718) 694-5102,Museum,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn
Friends of the Upper East Side Historic Districts,966 Lexington Avenue,New York,NY,10021,(212) 535-2526,Architecture/Design,Manhattan Council District #4,Manhattan Community Board #8,Manhattan
Friends of the Woodlawn Cemetery,4199 Webster Avenue,Bronx,NY,10470,(718) 920-1469,"Multi-Discipl, Perf & Non-Perf",Bronx Council District #11,Bronx Community Board #12,Bronx
"Frog & Peach Theatre Company, Inc.","840 West End Avenue, Apt. B1",New York,NY,10025,(212) 953-1104,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan
"Fruta Extrana, Inc.",820 Colgate Avenue,Bronx,NY,10473,(718) 701-2514,Film/Video/Audio,Bronx Council District #17,Bronx Community Board #9,Bronx
Fulton Art Fair,57 Putnam Avenue,Brooklyn,NY,11238,(718) 493-3421,Visual Arts,Brooklyn Council District #36,Brooklyn Community Board #8,Brooklyn
"Gallery Players, Inc.",199 14th Street,Brooklyn,NY,11215,(212) 691-3020,Theater,Brooklyn Council District #39,,Brooklyn
"Gallim Dance Company, Inc.",520 Clinton Avenue,Brooklyn,NY,11238,(516) 510-3330,Dance,Brooklyn Council District #35,Brooklyn Community Board #2,Brooklyn
"Games for Change, Inc.","666 Broadway, Ste. 825",New York,NY,10012,(212) 228-7855 x13,New Media,Manhattan Council District #1,Manhattan Community Board #2,Manhattan
Garibaldi-Meucci Museum,420 Tompkins Avenue,Staten Island,NY,10305,(718) 442-1608,Humanities,Staten Island Council Dist #49,Staten Island Community Brd #1,Staten Island
General Society of Mechanics and Tradesmen of the City,20 West 44th Street,New York,NY,10036,(212) 840-1840,"Multi-Discipline, Non-Perform",Manhattan Council District #3,Manhattan Community Board #5,Manhattan
"George Walker Jr. Community Coalition, Inc.",29 Wyona Street,Brooklyn,NY,11207,(718) 484-1999,"Multi-Discipl, Perf & Non-Perf",Brooklyn Council District #37,Bronx Community Board #5,Brooklyn
"Gertrude Stein Repertory Theatre, Inc.","2647 Broadway, Suite 5W",New York,NY,10025,(212) 725-0436,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #5,Manhattan
"Ghetto Film School, Inc.",P.O. Box 1580,Bronx,NY,10459,(718) 589-5470,Film/Video/Audio,Bronx Council District #17,Bronx Community Board #1,Bronx
"Gilgamesh Theatre Group, Inc.","425 West 46th Street, Apt. 3A",New York,NY,10036,(917) 673-9138,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #4,Manhattan
Gina Gibney Dance Inc.,"890 Broadway, Studio 5-2",New York,NY,10003,(212) 677-8560,Dance,Manhattan Council District #2,Manhattan Community Board #4,Manhattan
Girls Write Now Inc.,"520 Eighth Avenue, Ste. 2020",New York,NY,10018,(212) 691-6590 x202,Literature,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
"Glass Farm Ensemble, Inc.","109 West 27 Street, Apt. 5D",New York,NY,10001,(212) 244-6422,Music,Manhattan Council District #3,Manhattan Community Board #4,Manhattan
"Global Action Project, Inc.","4 West 37th Street, 2nd Floor",New York,NY,10018,(212) 594-9577,Film/Video/Audio,Manhattan Council District #3,Manhattan Community Board #5,Manhattan
Global Artists Coalition Incorporated,323 W. 138TH Street,New York,NY,10030,(917) 855-7772,Museum,Manhattan Council District #10,Manhattan Community Board #10,Manhattan
Godwin Ternbach Museum,"Queens College, 405 Klapper Hall",Flushing,NY,11367,(718) 997-3920,Museum,Queens Council District #24,Queens Community Board #8,Queens
"Golden Fleece Theatre Company, Ltd.","70A Greenwich Avenue, Apt. 256",New York,NY,10011,(212) 691-6105,Music,Manhattan Council District #3,Manhattan Community Board #2,Manhattan
"Goliard Concerts, Inc.",30-87 46th Street,Astoria,NY,11103,(212) 923-1711,Music,Queens Council District #22,Queens Community Board #1,Queens
"Gorilla Repertory Theatre Company, Inc.","363 Tompkins Avenue, Apt. 3",Brooklyn,NY,11216,(212) 252-5258,Theater,Brooklyn Council District #36,Brooklyn Community Board #3,Brooklyn
"Gotham Arts Exchange, Inc.","506 Fort Washington Avenue, Apt. 1H",New York,NY,10033,(212) 928-6517,Dance,Manhattan Council District #7,Manhattan Community Board #12,Manhattan
"Gotham Chamber Opera, Inc.",410 West 42nd Street,New York,NY,10036,(212) 868-4460,"Multi-Discipline, Performing",Manhattan Council District #3,Manhattan Community Board #4,Manhattan
"Gotham Dance, Inc.",140 Second Avenue,New York,NY,10003,(212) 777-1340,Dance,Manhattan Council District #2,Manhattan Community Board #3,Manhattan
"Gotham Early Music Scene, Inc.","340 Riverside Drive, Apt. 1A",New York,NY,10025,(212) 866-0468,Music,Manhattan Council District #9,Manhattan Community Board #7,Manhattan
"Gotham Performing Arts, Inc.",P.O. Box 1017,New York,NY,10185,(212) 787-2520,Music,Manhattan Council District #6,Manhattan Community Board #7,Manhattan
"Gotham Stage Company, Inc.",288 W. 92nd Street,New York,NY,10025,(212) 579-0321,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan
Grace & Spiritus Chorale of Brooklyn,254 Hicks Street,Brooklyn,NY,11201,(212) 755-5510 x368,Music,Brooklyn Council District #33,Brooklyn Community Board #2,Brooklyn
"Gramercy Brass of New York, Inc.",111 East 19th Street,New York,NY,10003,(212) 229-7607,Music,Manhattan Council District #2,Manhattan Community Board #6,Manhattan
"Great Small Works, Inc.","315 West 86th Street, Apt. 4E",New York,NY,10024,(212) 787-8457,Theater,Manhattan Council District #6,Manhattan Community Board #7,Manhattan
