TITLE,DESCR,SFFX,SFX DESCR,STD HRS,ASG LVL,JOBCODE,UNION CD,UNION DESCR,BARG UNIT,BARG DESCR,MIN RATE,MAX RATE
E0601,COMMUNITY SUPERINTENDENT,0,COMMUNITY SUPERINTENDENT,35,0,7703,779,BOE MANAGERIAL/EXEMPT,N/U,Non-Union,$160217.00,$177236.00
E0606,ASSISTANT ADMINISTR DIRECTOR,0,ASSISTANT ADMINISTR DIRECTOR,35,0,7708,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0609,"PRINCIPAL, ASG, ELEM",0,"PRINCIPAL, ASG, ELEM",35,0,7710,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0615,BOARD OF EDUCATION,0,BOARD OF EDUCATION,35,0,7713,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0616,"ASSISTANT PRINCIPAL, ASG, JHS",0,"ASSISTANT PRINCIPAL, ASG, JHS",35,0,7714,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0617,"ASSISTANT PRINCIPAL, ASG, ELEM",0,"ASSISTANT PRINCIPAL, ASG, ELEM",35,0,7715,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0618,"ASSISTANT PRINCIPAL,ASG EXEC",0,"ASSISTANT PRINCIPAL,ASG EXEC",35,0,7716,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0625,"SUPERVISOR, GUIDANCE/BORO GUID",0,"SUPERVISOR, GUIDANCE/BORO GUID",35,0,7717,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0626,SUPERVISOR (SUBJECT AREAS),0,SUPERVISOR (SUBJECT AREAS),35,0,7718,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0636,"GUIDANCE COUNSELOR, ASSD, ELEM",0,"GUIDANCE COUNSELOR, ASSD, ELEM",35,0,7720,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0640,TEACHER ASSIGNED AS COORIDINAT,0,TEACHER ASSIGNED AS COORIDINATOR,35,0,7721,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0641,"TEACHER OF LIBRARY, ASSIGNED",0,"TEACHER OF LIBRARY, ASSIGNED",35,0,7722,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0663,SCHOOL PSYCHOLOGIST,0,SCHOOL PSYCHOLOGIST,35,0,7724,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
AEPFP,ADULT ED-30 H,0,ADULT ED-30 H,35,0,7513,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$19858.00,$34418.00
AEPOP,ADULT ED-35 H,0,ADULT ED-35 H,35,0,7514,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$19858.00,$34418.00
AETRD,ADULT EDUCATOR,0,ADULT EDUCATOR,35,0,7515,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
34215,SUPERINTENDENT OF CONSTRUCTION,0,SUPERINTENDENT OF CONSTRUCTION,35,0,4441,999,DELETED TITLES PER DOP,N/U,Non-Union,$43133.00,$54320.00
34215,SUPERINTENDENT OF CONSTRUCTION,1,SUPERINTENDENT OF CONSTRUCTION (CWW-8HR/DAY),35,0,4442,999,DELETED TITLES PER DOP,N/U,Non-Union,$43133.00,$54320.00
34215,SUPERINTENDENT OF CONSTRUCTION,42,SUPERINTENDENT OF CONSTRUCTION (CUNY),35,0,4443,999,DELETED TITLES PER DOP,N/U,Non-Union,$43133.00,$54320.00
34217,CONSTRUCTION MANAGER,0,CONSTRUCTION MANAGER,35,0,4445,999,DELETED TITLES PER DOP,N/U,Non-Union,$48614.00,$64565.00
34217,CONSTRUCTION MANAGER,1,CONSTRUCTION MANAGER (CWW-8HR/DAY),35,0,4446,999,DELETED TITLES PER DOP,N/U,Non-Union,$48614.00,$64565.00
34217,CONSTRUCTION MANAGER,2,CONSTRUCTION MANAGER (CWW-8 3/4 HR/DAY),35,0,4447,999,DELETED TITLES PER DOP,N/U,Non-Union,$48614.00,$64565.00
34217,CONSTRUCTION MANAGER,42,CONSTRUCTION MANAGER (CUNY),35,0,4448,999,DELETED TITLES PER DOP,N/U,Non-Union,$48614.00,$64565.00
70396,ADMINISTRATIVE FIRE MARSHAL (U,0,ADMINISTRATIVE FIRE MARSHAL (UNIFORMED),40,0,5847,999,DELETED TITLES PER DOP,N/U,Non-Union,$27734.00,$93000.00
E0790,CHIEF ATTENDANCE OFFICER,0,CHIEF ATTENDANCE OFFICER,35,0,7790,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0792,DISTRICT SUPERVISING ATTEN OFF,0,DISTRICT SUPERVISING ATTEN OFF,35,0,7792,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0793,ATTENDANCE TEACHER,0,ATTENDANCE TEACHER,35,0,7793,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0794,ATTENDANCE OFFICER,0,ATTENDANCE OFFICER,35,0,7794,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0814,TEACHER VOCATIONAL HS GRADES,0,TEACHER VOCATIONAL HS GRADES,35,0,7796,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0816,"TEACHER, SPEECH INPROVEMENT",0,"TEACHER, SPEECH INPROVEMENT",35,0,7797,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0834,BOARD OF EDUCATION,0,BOARD OF EDUCATION,35,0,7798,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0836,"TEACHER, INDUSTRIAL ARTS",0,"TEACHER, INDUSTRIAL ARTS",35,0,7799,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0842,BOARD OF EDUCATION,0,BOARD OF EDUCATION,35,0,7800,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0844,GUIDANCE COUNSELOR,0,GUIDANCE COUNSELOR,35,0,7801,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0905,DIRECTOR CAREER ED,0,DIRECTOR CAREER ED,35,0,7802,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0930,TEACHER ASSIGNED COORDINATOR,0,TEACHER ASSIGNED COORDINATOR,35,0,7806,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0970,PRINCIPAL INSTRUCTOR ADDICTION,0,PRINCIPAL INSTRUCTOR ADDICTION,35,0,7807,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E1111,"PRINCIPAL, ELEMENTARY SCH",0,"PRINCIPAL, ELEMENTARY SCH",35,0,7808,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E1114,ASSISTANT PRINCIPAL (ADMINIS),0,ASSISTANT PRINCIPAL (ADMINIS),35,0,7809,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E1121,SCHOOL SECRETARY,0,SCHOOL SECRETARY,35,0,7810,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E1141,"TEACHER, KINDERGARTEN",0,"TEACHER, KINDERGARTEN",35,0,7811,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E1146,TEACHER BILINGUAL,0,TEACHER BILINGUAL,35,0,7813,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E1165,"TEACHER, HEALTH CONSERV CLASS",0,"TEACHER, HEALTH CONSERV CLASS",35,0,7814,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E1169,"TEACHER, CL EMOTIONALLY DISTRD",0,"TEACHER, CL EMOTIONALLY DISTRD",35,0,7815,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E1214,ASSISTANT PRINCIPAL (ADMISIS),0,ASSISTANT PRINCIPAL (ADMISIS),35,0,7816,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0324,INDUSTRIAL ARTS TECHNICIAN,0,INDUSTRIAL ARTS TECHNICIAN,35,0,7618,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0325,LABORATORY TECHNICIAN,0,LABORATORY TECHNICIAN,35,0,7619,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0326,TOOL ROOM ASST,0,TOOL ROOM ASST,35,0,7620,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0343,TEACHER EXTENDED LEAVE COVERG,0,TEACHER EXTENDED LEAVE COVERG,35,0,7622,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0346,TEACHER BILINGUAL,0,TEACHER BILINGUAL,35,0,7623,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0348,TEACHER LIBRARY,0,TEACHER LIBRARY,35,0,7624,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0351,TEACHER AGRICULTURE,0,TEACHER AGRICULTURE,35,0,7625,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0363,TEACHER CLASSES FOR BLIND,0,TEACHER CLASSES FOR BLIND,35,0,7627,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0364,TEACHER CLASS FOR LTD VISION,0,TEACHER CLASS FOR LTD VISION,35,0,7628,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0365,TEACHER HEALTH CONSERV CLASS,0,TEACHER HEALTH CONSERV CLASS,35,0,7629,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0366,TEACHER CLASSES FOR DEAF,0,TEACHER CLASSES FOR DEAF,35,0,7630,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0368,TEACHER JOB EDUCATION PROGRAM,0,TEACHER JOB EDUCATION PROGRAM,35,0,7631,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0369,TEACHER CL EMOTIONALLY DISTRB,0,TEACHER CL EMOTIONALLY DISTRB,35,0,7632,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0370,INSTRUCTOR HARLEM PREP,0,INSTRUCTOR HARLEM PREP,35,0,7633,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0374,TEACHER HC 30 ACADEMIC HS,0,TEACHER HC 30 ACADEMIC HS,35,0,7635,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0375,TEACHER RESOURCE ROOM ACADEMIC,0,TEACHER RESOURCE ROOM ACADEMIC,35,0,7636,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0376,TEACHER ACADEMIC HS ASSIGNED,0,TEACHER ACADEMIC HS ASSIGNED,35,0,7637,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0405,ACTING PRINCIPAL VOCATIONAL HS,0,ACTING PRINCIPAL VOCATIONAL HS,35,0,7639,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0406,ACTING ASST PRINCIPAL VOCATION,0,ACTING ASST PRINCIPAL VOCATIONAL HIGH SCHOOL,35,0,7640,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0411,PRINCIPAL DAY HIGH SCHOOL,0,PRINCIPAL DAY HIGH SCHOOL,35,0,7641,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0416,ASSISTANT PRINCIPAL (ADMINISTR,0,ASSISTANT PRINCIPAL (ADMINISTRATION),35,0,7643,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0417,ASSISTANT PRINCIPAL (SUPERV),0,ASSISTANT PRINCIPAL (SUPERV),35,0,7644,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0421,SCHOOL SECRETARY,0,SCHOOL SECRETARY,35,0,7645,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0422,LABORATORY SPECIALIST,0,LABORATORY SPECIALIST,35,0,7646,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0443,BOARD OF EDUCATION,0,BOARD OF EDUCATION,35,0,7648,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0448,TEACHER LIBRARY,0,TEACHER LIBRARY,35,0,7649,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0461,TEACHER CLASSES FOR C.R.M.D,0,TEACHER CLASSES FOR C.R.M.D,35,0,7651,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0464,TEACHER CLASS FOR LTD VISION,0,TEACHER CLASS FOR LTD VISION,35,0,7652,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0465,TEACHER HEALTH CONSERV CLASS,0,TEACHER HEALTH CONSERV CLASS,35,0,7653,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0466,TEACHER CLASSES FOR DEAF,0,TEACHER CLASSES FOR DEAF,35,0,7654,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0469,TEACHER CL EMOTIONALLY DISTURB,0,TEACHER CL EMOTIONALLY DISTURB,35,0,7655,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0474,TEACHER HC 30-VOCATIONAL HIGH,0,TEACHER HC 30-VOCATIONAL HIGH SCHOOL,35,0,7656,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0475,TEACHER-RESOURCE ROOM VOCATION,0,TEACHER-RESOURCE ROOM VOCATION,35,0,7657,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0476,TEACHER-VOCATIONAL HIGH SCHOOL,0,TEACHER-VOCATIONAL HIGH SCHOOL ASSN,35,0,7658,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0490,GUIDANCE COUNSELOR,0,GUIDANCE COUNSELOR,35,0,7659,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0503,SCHOOL SECRETARY,0,SCHOOL SECRETARY,35,0,7662,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0504,TEACHER DEAF ELEMENTARY GR,0,TEACHER DEAF ELEMENTARY GR,35,0,7663,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
1026A,CALL CENTER REPRESENTATIVE (LO,0,CALL CENTER REPRESENTATIVE (LOCAL 983),35,0,2512,999,DELETED TITLES PER DOP,N/U,Non-Union,$9.00,$94.00
1026B,CALL CENTER REPRESENTATIVE (LO,0,CALL CENTER REPRESENTATIVE (LOCAL 1549),35,0,2513,999,DELETED TITLES PER DOP,N/U,Non-Union,$22768.00,$27576.00
1026C,CALL CENTER REPRESENTATIVE (LO,0,CALL CENTER REPRESENTATIVE (LOCAL 371),35,0,2514,999,DELETED TITLES PER DOP,N/U,Non-Union,$25116.00,$28331.00
1026D,CALL CENTER REPRESENTATIVE (LO,0,CALL CENTER REPRESENTATIVE (LOCAL 371),35,0,2515,999,DELETED TITLES PER DOP,N/U,Non-Union,$29602.00,$42839.00
1026E,CALL CENTER REPRESENTATIVE (LO,0,CALL CENTER REPRESENTATIVE (LOCAL 371),35,0,2516,999,DELETED TITLES PER DOP,N/U,Non-Union,$25154.00,$30763.00
1026F,CALL CENTER REPRESENTATIVE (LO,0,CALL CENTER REPRESENTATIVE (LOCAL 371),35,0,2517,999,DELETED TITLES PER DOP,N/U,Non-Union,$32036.00,$42839.00
1026G,CALL CENTER REPRESENTATIVE (LO,0,CALL CENTER REPRESENTATIVE (LOCAL 371),35,0,2518,999,DELETED TITLES PER DOP,N/U,Non-Union,$35850.00,$46439.00
1027H,ASSOCIATE CALL CENTER REPRESEN,0,ASSOCIATE CALL CENTER REPRESENTATIVE (LOCAL 1180),35,1,2527,999,DELETED TITLES PER DOP,N/U,Non-Union,$39398.00,$54902.00
1027H,ASSOCIATE CALL CENTER REPRESEN,0,ASSOCIATE CALL CENTER REPRESENTATIVE (LOCAL 1180),35,2,2528,999,DELETED TITLES PER DOP,N/U,Non-Union,$51225.00,$73542.00
80029,THIS IS A MISTAKE,,THIS IS A MISTAKE,35,0,5981,999,DELETED TITLES PER DOP,N/U,Non-Union,$21358.00,$27475.00
E0505,TEACHER DEAF JHS GRADES,0,TEACHER DEAF JHS GRADES,35,0,7664,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0506,"TEACHER DEAF,ITINERANT",0,"TEACHER DEAF,ITINERANT",35,0,7665,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0508,TEACHER HOME ECONOMICS,0,TEACHER HOME ECONOMICS,35,0,7666,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0509,TEACHER C.R.M.D,0,TEACHER C.R.M.D,35,0,7667,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0522,"JUNIOR PRINCIPAL, SMED SCHOOL",0,"JUNIOR PRINCIPAL, SMED SCHOOL",35,0,7669,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0690,SCHOOL SECRETARY ASSIGNED,0,SCHOOL SECRETARY ASSIGNED,35,0,7729,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0691,TEACHER NARCOTICS PROGRAM,0,TEACHER NARCOTICS PROGRAM,35,0,7730,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0701,CHANCELLOR (BOE),0,CHANCELLOR (BOE),35,0,7731,779,BOE MANAGERIAL/EXEMPT,N/U,Non-Union,$250000.00,$250000.00
E0702,EXECUTIVE ASSISTANT CHANCELLOR,0,EXECUTIVE ASSISTANT CHANCELLOR,35,0,7732,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0711,ASSISTANT SUPERINTENDENT SCHLS,0,ASSISTANT SUPERINTENDENT SCHLS,35,0,7736,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$160217.00,$165049.00
E0712,DEPUTY EXEUTIVE DIRECTOR,0,DEPUTY EXEUTIVE DIRECTOR,35,0,7737,779,BOE MANAGERIAL/EXEMPT,N/U,Non-Union,$93028.00,$142041.00
E0717,ADMINISTRATOR BCG CENTER,0,ADMINISTRATOR BCG CENTER,35,0,7741,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0723,ASSISTANT ADMINIS DIRECTOR ASG,0,ASSISTANT ADMINIS DIRECTOR ASG,35,0,7744,402,EXEMPT BD OF ED,N/U,Non-Union,$0.00,$0.00
E0725,PROJECT COORDINATOR,0,PROJECT COORDINATOR,35,0,7746,402,EXEMPT BD OF ED,N/U,Non-Union,$0.00,$0.00
E0726,SUPERVISOR GUIDANCE/BORO GUID,0,SUPERVISOR GUIDANCE/BORO GUID,35,0,7747,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0742,"TEACHER ASGD, SUPERV SCH LUNCH",0,"TEACHER ASGD, SUPERV SCH LUNCH",35,0,7753,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0744,"CHIEF FIELD SUPERVISOR, AUDIT",0,"CHIEF FIELD SUPERVISOR, AUDIT",35,0,7755,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0746,PRJECT DIRECTOR,0,PRJECT DIRECTOR,35,0,7756,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0752,ASSISTANT MEDICAL DIRECTOR,0,ASSISTANT MEDICAL DIRECTOR,35,0,7758,402,EXEMPT BD OF ED,N/U,Non-Union,$0.00,$0.00
E0753,SCHOOL MEDICAL INSPECTOR,0,SCHOOL MEDICAL INSPECTOR,35,0,7759,778,BOE MANAGERIAL/COMPETITIVE,N/U,Non-Union,$93028.00,$120710.00
E0756,CHIEF SCH PSYCHIATRIC SOC WRKR,0,CHIEF SCH PSYCHIATRIC SOC WRKR,35,0,7760,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0757,CHIEF SCHOOL PSYCHOLOGIST,0,CHIEF SCHOOL PSYCHOLOGIST,35,0,7761,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0758,SCHOOL PSYCHOLOGIST IN TRAININ,0,SCHOOL PSYCHOLOGIST IN TRAINING,35,0,7762,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0759,SCHOOL PSYCHIATRIST,0,SCHOOL PSYCHIATRIST,35,0,7763,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0765,SCHOOL SOCIAL WORKER IN TRAINI,0,SCHOOL SOCIAL WORKER IN TRAINING,35,0,7769,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0766,PRINCIPAL YOUTH & ADULT CENTER,0,PRINCIPAL YOUTH & ADULT CENTER,35,0,7770,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0768,SPEC ASST TO EXECUTIVE DIRECTO,0,SPEC ASST TO EXECUTIVE DIRECTOR,35,0,7771,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0771,EDUCATION ASSOCIATE,0,EDUCATION ASSOCIATE,35,0,7773,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0772,OPERATIONS TECHNICIAN,0,OPERATIONS TECHNICIAN,35,0,7774,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0775,GUIDANCE COUNSELOR ASSD JHS,0,GUIDANCE COUNSELOR ASSD JHS,35,0,7777,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0776,GUIDANCE COUNSELOR ASSD SR HS,0,GUIDANCE COUNSELOR ASSD SR HS,35,0,7778,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0777,EDUCATION ADMINISTRATOR-DUES,0,EDUCATION ADMINISTRATOR-DUES,35,0,7779,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0778,TEACHER SPECIAL ED ASSIGNED,0,TEACHER SPECIAL ED ASSIGNED,35,0,7780,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0780,ASSISTANT PRINCIPAL ASG SUPER,0,ASSISTANT PRINCIPAL ASG SUPER,35,0,7781,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0781,PRINCIPAL ASSIGNED,0,PRINCIPAL ASSIGNED,35,0,7782,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0782,ASSISTANT PRINCIPAL ASG-ADMIN,0,ASSISTANT PRINCIPAL ASG-ADMIN,35,0,7783,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0783,SCHOOL SECRETARY ASSIGNED,0,SCHOOL SECRETARY ASSIGNED,35,0,7784,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0784,"TEACHER, ASSIGNED",0,"TEACHER, ASSIGNED",35,0,7785,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0785,JUNIOR PRINCIPAL ASSIGNED,0,JUNIOR PRINCIPAL ASSIGNED,35,0,7786,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0786,TEACHER IN CHARGE,0,TEACHER IN CHARGE,35,0,7787,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E0787,ASSISTANT PRINCIPAL ASG ADMIN,0,ASSISTANT PRINCIPAL ASG ADMIN,35,0,7788,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E2265,"TEACHER, HEALTH CONSER CLASS",0,"TEACHER, HEALTH CONSER CLASS",35,0,7863,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E2266,"TEACHER, CLASSES FOR DEAF",0,"TEACHER, CLASSES FOR DEAF",35,0,7864,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E2269,"TEACHER, CLASS EMOTIONALLY DIS",0,"TEACHER, CLASS EMOTIONALLY DISTURB",35,0,7865,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E2290,GUIDANCE COUNSELOR,0,GUIDANCE COUNSELOR,35,0,7866,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E2311,"PRINCIPAL, DAY HIGH SCHOOL",0,"PRINCIPAL, DAY HIGH SCHOOL",35,0,7867,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E2316,ASSISTANT PRINCIPAL (ADMINIS),0,ASSISTANT PRINCIPAL (ADMINIS),35,0,7868,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E2317,ASSISTANT  PRINCIPAL (SUPERV),0,ASSISTANT  PRINCIPAL (SUPERV),35,0,7869,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E2321,SCHOOL SECRETARY,0,SCHOOL SECRETARY,35,0,7870,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E2322,LABORATORY SPECIALIST,0,LABORATORY SPECIALIST,35,0,7871,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E2324,INDUSTRIAL ARTS TECHNICIAN,0,INDUSTRIAL ARTS TECHNICIAN,35,0,7872,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E2343,"TEACHER, EXTENDED LEAVE COVERA",0,"TEACHER, EXTENDED LEAVE COVERAGE",35,0,7874,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E2348,TEACHER LIBRARY,0,TEACHER LIBRARY,35,0,7875,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E2361,"TEACHER, CLASSES FOR C.R.M.D",0,"TEACHER, CLASSES FOR C.R.M.D",35,0,7876,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E2363,TEACHER CLASSES FOR BLIND,0,TEACHER CLASSES FOR BLIND,35,0,7877,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
E2365,"TEACHER, HEALTH CONSEVATIVE CL",0,"TEACHER, HEALTH CONSEVATIVE CLASS",35,0,7878,998,PENDING ASSIGNMENT TO CBU,N/U,Non-Union,$0.00,$0.00
