SITE_NAME,SITE_NUMBER,VOTER_ENTRANCE,HANDICAP_ENTRANCE,STREET_NUMBER,STREET_NAME,STREET_SUFFIX,SITE_STATUS,CITY,STATE,ZIP_CODE,LOCATION,BOROUGH
PS 42,X0221,1537 Washington Avenue,Washington Avenue,1537,Washington Avenue,,A,Bronx,,10457,"(40.838288, -73.902987)",Bronx
Grace Dodge Vocational HS,X0223,2474 CROTONA AV,2474 CROTONA AV,2474,Crotona Avenue,,A,Bronx,,10458,"(40.855698, -73.882715)",Bronx
PS 65,X0224,677 East 141 Street,Cypress Avenue,677,East 141 Street,,A,Bronx,,10454,"(40.807371, -73.912814)",Bronx
PS 72,X0225,2951 Dewey Avenue,Edison Avenue,2951,Dewey Avenue,,A,Bronx,,10465,"(40.822603, -73.818243)",Bronx
Morris High School,X0226,166 Street Entrance,166 Street Entrance,1110,Boston Road,,A,Bronx,,10456,"(40.827642, -73.904473)",Bronx
Edgewater Volunteer Fire House,X0229,0000 MANSION EDGEWATER PK,0000 MANSION EDGEWATER PK,1B,Edgewater Park,,A,Bronx,,10465,"(40.823904, -73.80955)",Bronx
Kingsbridge Heights Rehabilitation and Care Cente,X0231,3422 Cannon Place,Cannon Place,3422,Cannon Place,,A,Bronx,,10463,"(40.880344, -73.898561)",Bronx
2049 Bartow Ave Community Center #2,X0234,2049 Bartow Avenue,2049 Bartow Avenue,2049,Bartow Avenue,,A,Bronx,,10475,"(40.869271, -73.828803)",Bronx
Locust Point Civic Hall,X0235,3300 LOCUST PT DR & TIERNEY PL,3300 LOCUST PT DR & TIERNEY PL,4400,Locust Point Drive,,A,Bronx,,10465,"(40.816626, -73.800181)",Bronx
YMY-WHA,X0237,5625 Arlington Avenue,5625 Arlington Avenue,5625,Arlington Avenue,,A,Bronx,,10471,"(40.905009, -73.907133)",Bronx
PS 252 JHS,00038,1064 Lenox Road,E 94 St,1064,Lenox Road,,A,Brooklyn,,11212,"(40.657999, -73.920567)",Brooklyn
PS 206,00039,2200 Gravesend Neck Road,2200 Gravesend Neck Road,2200,Gravesend Neck Road,,A,Brooklyn,,11229,"(40.597369, -73.948946)",Brooklyn
Kingsview Comm Hall,00041,130 St Edwards Street,Rear Of Building,130,St Edwards Street,,A,Brooklyn,,11201,"(40.692666, -73.977697)",Brooklyn
PS 107,00042,1301 8 Avenue,On 8 Avenue,1301,8 Avenue,,A,Brooklyn,,11215,"(40.663251, -73.981289)",Brooklyn
Friends Field,00043,1310 East 4 Street,East 4 Street,1310,East 4 Street,,A,Brooklyn,,11230,"(40.6185, -73.971753)",Brooklyn
Wayside Comm Ctr,00045,1630 St Marks Avenue,1630 St Marks Avenue,1630,St Marks Avenue,,A,Brooklyn,,11233,"(40.673169, -73.9129)",Brooklyn
IS 228,00046,228 Ave S & W 4 St,West 5 Street,228,Avenue S,,A,Brooklyn,,11223,"(40.6013, -73.976953)",Brooklyn
PS 52,00048,2675 East  29 Street,Nostrand Avenue,2675,East 29 Street,,A,Brooklyn,,11235,"(40.58792, -73.940532)",Brooklyn
Wyckoff Gardens Community Center,00049,280 Wyckoff Street,280 Wyckoff Street,280,Wyckoff Street,,A,Brooklyn,,11217,"(40.6832, -73.983515)",Brooklyn
PS 95,00050,345 Van Sicklen Street,Gravesend Neck Rd,345,Van Sicklen Street,,A,Brooklyn,,11223,"(40.595697, -73.97518)",Brooklyn
Rose Gardens Assoc,10009,829 Greenwood Avenue,829 Greenwood Avenue,829,Greenwood Avenue,,A,Brooklyn,,11218,"(40.652314, -73.973544)",Brooklyn
Tilden HS,10040,5800 Tilden Avenue,East 57 Street,5800,Tilden Avenue,,A,Brooklyn,,11203,"(40.648656, -73.922171)",Brooklyn
Unity Plaza Community Center,10043,576 Blake Avenue,576 Blake Avenue,576,Blake Avenue,,A,Brooklyn,,11207,"(40.667392, -73.897767)",Brooklyn
JASA Comm Ctr,10047,161 Corbin Place,161 Corbin Place,161,Corbin Place,,A,Brooklyn,,11235,"(40.578039, -73.954138)",Brooklyn
PS 329,10048,2929 West   30 Street,2929 West   30 Street,2929,West 30 Street,,A,Brooklyn,,11224,"(40.574606, -73.996292)",Brooklyn
Telecomunications HS,10052,350 67  Street,Senator Street,350,67 Street,,A,Brooklyn,,11220,"(40.637281, -74.023849)",Brooklyn
PS 377,10053,200 Woodbine Street,200 Woodbine Street,200,Woodbine Street,,A,Brooklyn,,11221,"(40.693916, -73.915368)",Brooklyn
IS 291,10054,231 Palmetto Street,Gates Avenue,231,Palmetto Street,,A,Brooklyn,,11221,"(40.695362, -73.915142)",Brooklyn
MS 334/MS 354,10058,1224 Park Place,Sterling Place,1224,Park Place,,A,Brooklyn,,11213,"(40.672732, -73.937154)",Brooklyn
St Brendans House,10062,1215 Avenue O,1215 Avenue O,1215,Avenue O,,A,Brooklyn,,11230,"(40.612687, -73.961624)",Brooklyn
Boulevard Comm Center,10068,726 Stanley Avenue,726 Stanley Avenue,726,Stanley Avenue,,A,Brooklyn,,11207,"(40.660235, -73.881833)",Brooklyn
PS 36,10102,2045 Linden Boulevard,2045 Linden Boulevard,2045,Linden Boulevard,,A,Brooklyn,,11207,"(40.660169, -73.886944)",Brooklyn
Hall,10111,339 8 Street,Inaccessible Poll Site,339,8 Street,,A,Brooklyn,,11215,"(40.66896, -73.984078)",Brooklyn
Ridgewood Sr Center,10114,319 Stanhope Street,319 Stanhope Street,319,Stanhope Street,,A,Brooklyn,,11237,"(40.702849, -73.918336)",Brooklyn
Youth Center,10122,2735 Harway Avenue,2735 Harway Avenue,2739,Harway Avenue,,A,Brooklyn,,11214,"(40.589455, -73.987081)",Brooklyn
Risley Dent Apartments,10127,1595 Fulton Street,Marcus Garvey Boulevard,1595,Fulton Street,,A,Brooklyn,,11213,"(40.679714, -73.936921)",Brooklyn
St Mark's Day School,10154,1346 President Street,Brooklyn Avenue,1346,President Street,,A,Brooklyn,,11213,"(40.667735, -73.944599)",Brooklyn
JASA Sr Center,10160,202 Graham Avenue,202 Graham Avenue,202,Graham Avenue,,A,Brooklyn,,11206,"(40.708892, -73.943447)",Brooklyn
West End Gardens,10168,1006 44 Street,1006 44 Street,1002,44 Street,,A,Brooklyn,,11219,"(40.641634, -73.995528)",Brooklyn
Sr Center,10172,196 Albany Avenue,196 Albany Avenue,196,Albany Avenue,,A,Brooklyn,,11213,"(40.673899, -73.938974)",Brooklyn
Chavis Apts.,10187,230 Kingston Avenue,230 Kingston Avenue,230,Kingston Avenue,,A,Brooklyn,,11213,"(40.67182, -73.941982)",Brooklyn
Agudath Sr Center,10216,817 Avenue H,817 Avenue H,817,Avenue H,,A,Brooklyn,,11230,"(40.629267, -73.968686)",Brooklyn
St Mark's School,10217,2602 East   19 Street,East 18 Street,2602,East 19 Street,,A,Brooklyn,,11235,"(40.588254, -73.950523)",Brooklyn
Supreme Ct Lobby,10245,360 Adams Street,Off Adams Street on Tech Place,360,Adams Street,,A,Brooklyn,,11201,"(40.694611, -73.988763)",Brooklyn
RBSCC Sr Ctr,10247,143 Himrod Street,143 Himrod Street,143,Himrod Street,,A,Brooklyn,,11221,"(40.697374, -73.922544)",Brooklyn
IS 88,10253,544 7 Avenue,7 Avenue,544,7 Avenue,,A,Brooklyn,,11215,"(40.660048, -73.987663)",Brooklyn
McGuiness Sr Ctr,10254,715 Leonard Street,Leonard Street,715,Leonard Street,,A,Brooklyn,,11222,"(40.729007, -73.95276)",Brooklyn
Hall,10256,43 Seba Avenue,43 Seba Avenue,43,Seba Avenue,,A,Brooklyn,,11229,"(40.587882, -73.922836)",Brooklyn
Goodwin Sr Center,10258,55 Goodwin Place,55 Goodwin Place,55,Goodwin Place,,A,Brooklyn,,11221,"(40.691369, -73.923405)",Brooklyn
Plaza Comm Room,10274,920 East   17 Street,920 East   17 Street,920,East 17 Street,,A,Brooklyn,,11230,"(40.628104, -73.960019)",Brooklyn
Swinging 60's Sr Ctr,10282,211 Ainslie Street,Off Ainslie St,211,Ainslie Street,,A,Brooklyn,,11211,"(40.712972, -73.945453)",Brooklyn
Jennings Hall Sr Cen,10284,260 Powers Street,260 Powers Street,260,Powers Street,,A,Brooklyn,,11211,"(40.712777, -73.940497)",Brooklyn
Vetro Apts Ten Assoc,10286,320 Devoe Street,Catherine St Entrance,320,Devoe Street,,A,Brooklyn,,11211,"(40.713821, -73.9377)",Brooklyn
Marlborough Gardens,10295,386 Marlborough Road,386 Marlborough Road,386,Marlborough Road,,A,Brooklyn,,11226,"(40.640588, -73.964321)",Brooklyn
St John's Church & Sr Ct,10305,461 99 Street,461 99 Street,461,99 Street,,A,Brooklyn,,11209,"(40.612892, -74.032124)",Brooklyn
Kings Bay YM-YWHA,10319,3495 Nostrand Avenue,3495 Nostrand Avenue,3495,Nostrand Avenue,,A,Brooklyn,,11229,"(40.59888, -73.941581)",Brooklyn
Bethel Baptist Church,10324,265 Bergen Street,265 Bergen Street,265,Bergen Street,,A,Brooklyn,,11217,"(40.683867, -73.983115)",Brooklyn
Stuyvesant Gardens ll,10325,150 Malcolm X Boulevard,150 Malcolm X Boulevard,150,Malcolm X Boulevard,,A,Brooklyn,,11221,"(40.68834, -73.930144)",Brooklyn
St Augustine's Episcopal Church,10326,4301 Avenue D,Avenue D,4301,Avenue D,,A,Brooklyn,,11203,"(40.641734, -73.935962)",Brooklyn
PS 172,10327,825 4 Avenue,29 Street,825,4 Avenue,,A,Brooklyn,,11232,"(40.657913, -74.000652)",Brooklyn
IS 14,10333,2424 Batchelder Street,Brown Street,2424,Batchelder Street,,A,Brooklyn,,11235,"(40.59352, -73.937672)",Brooklyn
St James Pavilion,10361,240 Jay Street,Jay Street,240,Jay Street,,A,Brooklyn,,11201,"(40.697341, -73.987046)",Brooklyn
Dupont Sr Hses,10366,Eagle Street,Eagle Street,80,Dupont Street,,A,Brooklyn,,11222,"(40.735692, -73.956956)",Brooklyn
Elliot Graham Houses,10399,663 Howard Avenue,663 Howard Avenue,663,Howard Avenue,,A,Brooklyn,,11212,"(40.666268, -73.919505)",Brooklyn
PS 6,10437,43 Snyder Avenue,Snyder Ave,43,Snyder Avenue,,A,Brooklyn,,11226,"(40.64859, -73.957134)",Brooklyn
Stuy-Park Houses,10443,77 New York Avenue,77 New York Avenue,77,New York Avenue,,A,Brooklyn,,11216,"(40.677384, -73.947)",Brooklyn
Touro College,10447,1602  Avenue J,E 16 ST,1602,Avenue J,,A,Brooklyn,,11230,"(40.62529, -73.960309)",Brooklyn
PS 22,10450,443 St Marks Avenue,443 St Marks Avenue,443,St Marks Avenue,,A,Brooklyn,,11238,"(40.676774, -73.960058)",Brooklyn
Sea Rise Apts,10460,2750 West   33 Street,Off West 33 Street,2750,West 33 Street,,A,Brooklyn,,11224,"(40.578465, -74.000259)",Brooklyn
St. Thomas Sr. Ctr.,10470,725 Evergreen Avenue,725 Evergreen Avenue,725,Evergreen Avenue,,A,Brooklyn,,11207,"(40.685799, -73.907583)",Brooklyn
PS 380,10504,370 Marcy Avenue,370 Marcy Avenue,370,Marcy Avenue,,A,Brooklyn,,11206,"(40.702427, -73.952985)",Brooklyn
Cong Mt Sinai,10507,250 Cadman Plaza West,250 Cadman Plaza West,250,Cadman Plaza West,,A,Brooklyn,,11201,"(40.696823, -73.991349)",Brooklyn
PS 207 Annex Early Childhood Ctr.,10550,3920 FLATLANDS AVENUE,3920 FLATLANDS AVENUE,3920,Flatlands Avenue,,A,Brooklyn,,11234,"(40.621134, -73.935492)",Brooklyn
Clara Barton Voc HS,10551,901 Classon Avenue,901 Classon Avenue,901,Classon Avenue,,A,Brooklyn,,11225,"(40.669943, -73.961832)",Brooklyn
Scheuer Houses,10555,3601 Surf Avenue,West 37 Street,3601,Surf Avenue,,A,Brooklyn,,11224,"(40.573143, -74.001587)",Brooklyn
Plaza Sr Center,10556,297 Wilson Avenue,Wilson Avenue,297,Wilson Avenue,,A,Brooklyn,,11237,"(40.697004, -73.919201)",Brooklyn
Brooklyn Museum,10557,Main Entrance,Main Entrance,200,Eastern Parkway,,A,Brooklyn,,11238,"(40.671911, -73.963377)",Brooklyn
Old Boys High School,10597,832 Marcy Avenue,Madison Street,832,Marcy Avenue,,A,Brooklyn,,11216,"(40.685003, -73.947152)",Brooklyn
Middle School 2,10598,655 Parkside Avenue,655 Parkside Avenue,655,Parkside Avenue,,A,Brooklyn,,11226,"(40.656182, -73.951579)",Brooklyn
Willoughby Walk CO-OP,10654,195 Willoughby Avenue,195 Willoughby Avenue,195,Willoughby Avenue,,A,Brooklyn,,11205,"(40.692047, -73.964181)",Brooklyn
Beach Haven Ctr,10661,675 Avenue Z,675 Avenue Z,675,Avenue Z,,A,Brooklyn,,11223,"(40.586369, -73.968962)",Brooklyn
Bklyn United Methodist,10671,1485 Dumont Avenue,1485 Dumont Avenue,1485,Dumont Avenue,,A,Brooklyn,,11208,"(40.670965, -73.862535)",Brooklyn
Palm Gardens,10672,615 Avenue C,615 Avenue C,615,Avenue C,,A,Brooklyn,,11218,"(40.64098, -73.973094)",Brooklyn
Shore View NH,10673,2865 Brighton 3 Street,2865 Brighton 3 Street,2865,Brighton 3 Street,,A,Brooklyn,,11235,"(40.581408, -73.965771)",Brooklyn
Bayview Manor,10674,2255  Cropsey Avenue,2255  Cropsey Avenue,2255,Cropsey Avenue,,A,NY,,11214,"(40.596106, -73.997281)",Brooklyn
Crown NH,10675,3457 Nostrand Avenue,3457 Nostrand Avenue,3457,Nostrand Avenue,,A,Brooklyn,,11229,"(40.599495, -73.941699)",Brooklyn
Haym Salomon Home,10676,2340 Cropsey Avenue,2340 Cropsey Avenue,2340,Cropsey Avenue,,A,Brooklyn,,11214,"(40.594934, -73.995917)",Brooklyn
Adult Home,10677,2830 Pitkin Avenue,2830 Pitkin Avenue,2830,Pitkin Avenue,,A,Brooklyn,,11208,"(40.676002, -73.867821)",Brooklyn
The Waterford on the Bay,10678,2900 Bragg Street,2900 Bragg Street,2900,Bragg Street,,A,Brooklyn,,11235,"(40.583192, -73.932825)",Brooklyn
Bishop Henry Hucles,10680,835 Herkimer Street,835 Herkimer Street,835,Herkimer Street,,A,Brooklyn,,11233,"(40.678341, -73.925695)",Brooklyn
Dr. Susan McKinney,10681,594 Albany Avenue,594 Albany Avenue,594,Albany Avenue,,A,Brooklyn,,11203,"(40.659967, -73.939733)",Brooklyn
Ruby Weston Manor,10682,2237 Linden Boulevard,2237 Linden Boulevard,2237,Linden Boulevard,,A,Brooklyn,,11207,"(40.662937, -73.880513)",Brooklyn
Manta Rosa Sports Club,10718,3386 Atlantic Avenue,Cresent Street,3386,Atlantic Avenue,,A,Brooklyn,,11208,"(40.681727, -73.871397)",Brooklyn
PS 69,10784,6302 9th Avenue,6302 9th Avenue,6302,9 Avenue,,A,Brooklyn,,11220,"(40.632378, -74.009223)",Brooklyn
Cornerstone Sr Hsng,10785,550 Greene Avenue,550 Greene Avenue,550,Greene Avenue,,A,Brooklyn,,11216,"(40.68866, -73.94883)",Brooklyn
Chapel,10786,3716 Surf Avenue,3716 Surf Avenue,3716,Surf Avenue,,A,Brooklyn,,11224,"(40.573657, -74.002984)",Brooklyn
O'Dwyer - NYCHA Project,10788,2945 West 33 Street,2950  West 33 Street,2945,West 33 Street,,A,Brooklyn,,11224,"(40.573978, -73.999392)",Brooklyn
Evergreen Troutman,10839,78 Troutman Street,78 Troutman Street,78,Troutman Street,,A,Brooklyn,,11206,"(40.698694, -73.931252)",Brooklyn
Buena Vida Residence,10842,48 Cedar Street,48 Cedar Street,48,Cedar Street,,A,Brooklyn,,11221,"(40.697034, -73.927615)",Brooklyn
Marlboro Comm. Ctr.,10857,2304 West 8 Street,2304 West 8 Street,2298,West 8 Street,,A,Brooklyn,,11223,"(40.590173, -73.978354)",Brooklyn
PS 24,10868,427 38 Street,427 38 Street,427,38 Street,,A,Brooklyn,,11232,"(40.652734, -74.004829)",Brooklyn
Noll St Apartments,10931,43 Central Avenue,43 Central Avenue,43,Central Avenue,,A,Brooklyn,,11206,"(40.701845, -73.93175)",Brooklyn
PS 66 IS,10933,845 East 96 Street,845 East 96 Street,845,East 96 Street,,A,Brooklyn,,11236,"(40.64883, -73.907774)",Brooklyn
Rheingold Gardens,10964,555 Bushwick Avenue,555 Bushwick Avenue,555,Bushwick Avenue,,A,Brooklyn,,11206,"(40.699364, -73.935643)",Brooklyn
St Francis Church Hall,10966,213 Woodpoint Road,213 Woodpoint Road,213,Woodpoint Road,,A,Brooklyn,,11211,"(40.715558, -73.942139)",Brooklyn
PS/IS 156,10967,104 Sutter Avenue,104 Sutter Avenue,104,Sutter Avenue,,A,Brooklyn,,11212,"(40.665965, -73.918107)",Brooklyn
IS 395/PS 109,10984,1001 East 45 Street,1001 East 45 Street,1001,East 45 Street,,A,Brooklyn,,11203,"(40.636455, -73.933582)",Brooklyn
PS 230,B0001,1 Albemarle Road,Mc Donald Ave,1,Albemarle Road,,A,Brooklyn,,11218,"(40.645017, -73.980761)",Brooklyn
Transit Tech HS,B0002,1 Wells Street,Fountain Ave,1,Wells Street,,A,Brooklyn,,11208,"(40.678276, -73.87596)",Brooklyn
IS 293,B0003,284 Baltic Street,Butler Street,284,Baltic Street,,A,Brooklyn,,11201,"(40.685419, -73.993351)",Brooklyn
PS 46,B0004,100 Clermont Avenue,Clermont Avenue,100,Clermont Avenue,,A,Brooklyn,,11205,"(40.694596, -73.971154)",Brooklyn
PS 242,B0008,100-01 Flatlands Avenue,101 Street,100-01,Flatlands Avenue,,A,Brooklyn,,11236,"(40.652484, -73.886899)",Brooklyn
PS 211 JHS,B0009,1001 East 100 Street,Avenue J,1001,East 100 Street,,A,Brooklyn,,11236,"(40.643278, -73.896212)",Brooklyn
PS 28,B0010,1001 Herkimer Street,Herkimer Street,1001,Herkimer Street,,A,Brooklyn,,11233,"(40.678049, -73.92032)",Brooklyn
Cadman Towers,B0011,101 Clark Street,Clark Street,101,Clark Street,,A,Brooklyn,,11201,"(40.697281, -73.992304)",Brooklyn
PS 18,B0012,101 Maujer Street,Maujer Street,101,Maujer Street,,A,Brooklyn,,11206,"(40.710631, -73.946724)",Brooklyn
PS 272,B0014,101-24 Seaview Avenue,East 102 Street,10124,Seaview Avenue,,A,Brooklyn,,11236,"(40.635916, -73.886412)",Brooklyn
PS 26 New,B0016,1014 Lafayette Avenue,Lafayette Street,1014,Lafayette Avenue,,A,Brooklyn,,11221,"(40.692126, -73.931731)",Brooklyn
PS 181,B0017,1023 New York Avenue,34 Street,1023,New York Avenue,,A,Brooklyn,,11203,"(40.648215, -73.946374)",Brooklyn
PS 167,B0018,1025 Eastern Pkwy,Schenectady Avenue,1025,Eastern Parkway,,A,Brooklyn,,11213,"(40.669, -73.934635)",Brooklyn
PS 105,B0019,1031 59 Street,59 Street,1031,59 Street,,A,Brooklyn,,11219,"(40.632936, -74.00374)",Brooklyn
PS 251,B0020,1037 East 54 Street,East 55 Street,1037,East 54 Street,,A,Brooklyn,,11234,"(40.632524, -73.924417)",Brooklyn
PS 219,B0022,1060 Clarkson Avenue,East 94 Street,1060,Clarkson Avenue,,A,Brooklyn,,11212,"(40.659287, -73.922919)",Brooklyn
PS 279,B0023,1070 East  104 Street,East 104 Street,1070,East 104 Street,,A,Brooklyn,,11236,"(40.644202, -73.892264)",Brooklyn
PS 276,B0024,1070 East 83 Street,1070 East 83 Street,1070,East 83 Street,,A,Brooklyn,,11236,"(40.634085, -73.907925)",Brooklyn
PS 114,B0026,1077 Remsen Avenue,Bayview Place,1077,Remsen Avenue,,A,Brooklyn,,11236,"(40.642792, -73.908806)",Brooklyn
PS 250,B0027,108 Montrose Avenue,Manhattan Avenue,108,Montrose Avenue,,A,Brooklyn,,11206,"(40.707103, -73.945475)",Brooklyn
PS 154,B0029,11 Av & Windsor Pl,Inaccessible Poll Site,1625,11 Avenue,,A,Brooklyn,,11215,"(40.65742, -73.97622)",Brooklyn
PS 189,B0030,1100 East New York Avenue,1100 East New York Avenue,1100,East New York Avenue,,A,Brooklyn,,11212,"(40.665564, -73.926246)",Brooklyn
PS 345,B0032,111 Berriman Street,Atkins Avenue,111,Berriman Street,,A,Brooklyn,,11208,"(40.676129, -73.880337)",Brooklyn
PS 99,B0033,1120 East 10 Street,East 9 Street,1120,East 10 Street,,A,Brooklyn,,11230,"(40.621565, -73.965595)",Brooklyn
PS 256,B0034,114 Kosciusko Street,Kosciusko Street,114,Kosciuszko Street,,A,Brooklyn,,11216,"(40.690728, -73.950397)",Brooklyn
Independence Towers Sr.Ctr,B0035,114 TAYLOR STREET,BEDFORD AV,114,Taylor Street,,A,Brooklyn,,11211,"(40.705469, -73.963767)",Brooklyn
Crown Grdns Comm Ctr,B0037,1185 Carroll Street,Nostrand Avenue,1185,Carroll Street,,A,Brooklyn,,11225,"(40.667128, -73.94965)",Brooklyn
PS 137,B0039,121 Saratoga Avenue,Bainbridge Street,121,Saratoga Avenue,,A,Brooklyn,,11233,"(40.68268, -73.917131)",Brooklyn
PS 176,B0042,1225 Bay Ridge Avenue,Side Of School,1225,Bay Ridge Avenue,,A,Brooklyn,,11219,"(40.624611, -74.005378)",Brooklyn
PS 110,B0043,124 Monitor Street,124 Monitor Street,124,Monitor Street,,A,Brooklyn,,11222,"(40.723897, -73.942312)",Brooklyn
JHS 296,B0044,125 Covert Street,Central Avenue,125,Covert Street,,A,Brooklyn,,11207,"(40.688387, -73.910276)",Brooklyn
PS 335,B0046,130 Rochester Avenue,Back Of School,130,Rochester Avenue,,A,Brooklyn,,11213,"(40.674656, -73.927794)",Brooklyn
PS 195,B0048,131 Irwin Street,Irwin Street,131,Irwin Street,,A,Brooklyn,,11235,"(40.579429, -73.943812)",Brooklyn
PS 34,B0049,Mc Guiness Blvd side of building.,Mc Guiness Blvd side of building.,131,Norman Avenue,,A,Brooklyn,,11222,"(40.726146, -73.949613)",Brooklyn
Grant Sq Sr Ctr,B0051,19 Grant Square,Rogers Avenue And Grant Square,19,Grant Square,,A,Brooklyn,,11216,"(40.676909, -73.952667)",Brooklyn
PS 290,B0053,135 Schenck Avenue,Barbey Street,135,Schenck Avenue,,A,Brooklyn,,11207,"(40.677873, -73.889755)",Brooklyn
PS 155,B0055,Fulton Street-Alternate Entrance,Rockaway Avenue,1355,Herkimer Street,,A,Brooklyn,,11233,"(40.677415, -73.908712)",Brooklyn
Gorman Houses,B0056,1381 Linden Boulevard,1381 Linden Boulevard,1381,Linden Boulevard,,A,Brooklyn,,11212,"(40.654444, -73.90892)",Brooklyn
IS 162,B0057,1390 Willoughby Avenue,Willoughby Avenue,1390,Willoughby Avenue,,A,Brooklyn,,11237,"(40.707231, -73.919802)",Brooklyn
PS 229,B0058,1400 Benson Avenue,Bay 7 Street,1400,Benson Avenue,,A,Brooklyn,,11228,"(40.610963, -74.013376)",Brooklyn
PS 346,B0059,1400 Pennsylvania Avenue,Freeport Loop,1400,Pennsylvania Avenue,,A,Brooklyn,,11239,"(40.64726, -73.881114)",Brooklyn
Bay Academy-IS 98,B0060,1401 Emmons Avenue,1401 Emmons Avenue,1401,Emmons Avenue,,A,Brooklyn,,11235,"(40.583125, -73.954041)",Brooklyn
JHS 258,B0061,141 Macon Street,Macon Street,141,Macon Street,,A,Brooklyn,,11216,"(40.681571, -73.945446)",Brooklyn
Jimerson Houses,B0062,1411 Linden Boulevard,1411 Linden Boulevard,1411,Linden Boulevard,,A,Brooklyn,,11212,"(40.654654, -73.907482)",Brooklyn
IS 364,B0064,1426 Freeport Loop,Pennsylvania Avenue,1426,Freeport Loop,,A,Brooklyn,,11239,"(40.645817, -73.881653)",Brooklyn
Wm Maxwell HS,B0067,145 Pennsylvania Avenue,Glenmore Ave & Pennsylvania Ave,145,Pennsylvania Avenue,,A,Brooklyn,,11207,"(40.674135, -73.89643)",Brooklyn
IS 364 Annex,B0068,1461 Geneva Loop,Geneva Loop,1461,Geneva Loop,,A,Brooklyn,,11239,"(40.646598, -73.878441)",Brooklyn
St Cecelia,B0069,24 North Henry Street,24 North Henry Street,24,North Henry Street,,A,Brooklyn,,11222,"(40.71978, -73.942583)",Brooklyn
PS 16,B0073,157 Wilson Street,Inaccessible Poll Site,157,Wilson Street,,A,Brooklyn,,11211,"(40.706023, -73.961469)",Brooklyn
PS 65,B0074,158 Richmond Street,Richmond Street,158,Richmond Street,,A,Brooklyn,,11208,"(40.683536, -73.87691)",Brooklyn
PS 243,B0075,1580 Dean Street,Bergen Street,1580,Dean Street,,A,Brooklyn,,11213,"(40.676074, -73.935298)",Brooklyn
PS 197,B0076,1599 East  22 Street,E 23 ST,1599,East 22 Street,,A,Brooklyn,,11210,"(40.612623, -73.951906)",Brooklyn
Ed R Murrow HS,B0077,1600 Avenue L,1600 Avenue L,1600,Avenue L,,A,Brooklyn,,11230,"(40.620525, -73.959285)",Brooklyn
Canarsie HS,B0079,1600 Rockaway Pkwy,1600 Rockaway Pkwy,1600,Rockaway Parkway,,A,Brooklyn,,11236,"(40.641699, -73.898502)",Brooklyn
New Utrecht HS,B0080,1601 80 Street,80 Street,1601,80 Street,,A,Brooklyn,,11214,"(40.613261, -74.003404)",Brooklyn
PS 238,B0081,1633 East 8 Street,East 9 Street,1633,East 8 Street,,A,Brooklyn,,11223,"(40.608862, -73.965058)",Brooklyn
Albany Center,B0082,164 Troy Avenue,Side Door,164,Troy Avenue,,A,Brooklyn,,11213,"(40.67395, -73.936234)",Brooklyn
Apt House Lobby,B0083,1641 Ocean Avenue,1641 Ocean Avenue,1641,Ocean Avenue,,A,Brooklyn,,11230,"(40.622055, -73.955689)",Brooklyn
Howard Apts,B0085,1655 Flatbush Avenue,Flatbush Avenue/Left Side Of Bldg,1655,Flatbush Avenue,,A,Brooklyn,,11210,"(40.630096, -73.944757)",Brooklyn
PS 163,B0086,1664 Benson Avenue,Benson Avenue,1664,Benson Avenue,,A,Brooklyn,,11214,"(40.607233, -74.007199)",Brooklyn
