BORO,CSD,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF CLASSES,TOTAL REGISTER,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE,SCHOOLWIDE PUPIL-TEACHER RATIO
M,3,M242,P.S. M242 -  GWENDOLYN POWELL BROWN COMP,0K,GEN ED,-,-,-,1,11,11,11,11,ATS,
M,3,M242,P.S. M242 -  GWENDOLYN POWELL BROWN COMP,0K,CTT,-,-,-,1,13,13,13,13,ATS,
M,3,M242,P.S. M242 -  GWENDOLYN POWELL BROWN COMP,01,GEN ED,-,-,-,1,12,12,12,12,ATS,
M,3,M242,P.S. M242 -  GWENDOLYN POWELL BROWN COMP,01,CTT,-,-,-,1,11,11,11,11,ATS,
M,3,M242,P.S. M242 -  GWENDOLYN POWELL BROWN COMP,02,GEN ED,-,-,-,2,25,12.5,11,14,ATS,
M,3,M242,P.S. M242 -  GWENDOLYN POWELL BROWN COMP,03,GEN ED,-,-,-,2,35,17.5,17,18,ATS,
M,3,M242,P.S. M242 -  GWENDOLYN POWELL BROWN COMP,04,GEN ED,-,-,-,2,49,24.5,24,25,ATS,
M,3,M242,P.S. M242 -  GWENDOLYN POWELL BROWN COMP,05,GEN ED,-,-,-,1,18,18,18,18,ATS,
M,3,M242,P.S. M242 -  GWENDOLYN POWELL BROWN COMP,05,CTT,-,-,-,1,22,22,22,22,ATS,
M,3,M242,P.S. M242 -  GWENDOLYN POWELL BROWN COMP,0K-09,SPEC ED,-,-,12:1:1,2,20,10,9,11,ATS,
M,3,M242,P.S. M242 -  GWENDOLYN POWELL BROWN COMP,,,,,,,,,,,,9.3
M,3,M243,M.S. 243 CENTER SCHOOL,05,GEN ED,-,-,-,1,30,30,30,30,ATS,
M,3,M243,M.S. 243 CENTER SCHOOL,,,,,,,,,,,,14.3
M,3,M245,M.S. M245 THE COMPUTER SCHOOL,06,GEN ED,-,-,-,4,135,33.8,33,34,ATS,
M,3,M245,M.S. M245 THE COMPUTER SCHOOL,07,GEN ED,-,-,-,4,126,31.5,30,32,ATS,
M,3,M245,M.S. M245 THE COMPUTER SCHOOL,08,GEN ED,-,-,-,4,119,29.8,29,31,ATS,
M,3,M245,M.S. M245 THE COMPUTER SCHOOL,0K-09,SPEC ED,-,-,12:1,1,12,12,12,12,ATS,
M,3,M245,M.S. M245 THE COMPUTER SCHOOL,MS Core,GEN ED,ENGLISH,-,-,14,358,25.6,13,31,STARS,
M,3,M245,M.S. M245 THE COMPUTER SCHOOL,MS Core,GEN ED,MATH,-,-,2,77,38.5,24,53,STARS,
M,3,M245,M.S. M245 THE COMPUTER SCHOOL,MS Core,GEN ED,SCIENCE,-,-,12,298,24.8,13,30,STARS,
M,3,M245,M.S. M245 THE COMPUTER SCHOOL,MS Core,GEN ED,SOCIAL STUDIES,-,-,13,345,26.5,23,31,STARS,
M,3,M245,M.S. M245 THE COMPUTER SCHOOL,,,,,,,,,,,,17.7
M,3,M246,M.S. M246 CROSSROADS SCHOOL,08,CTT,-,-,-,2,52,26,25,27,ATS,
M,3,M246,M.S. M246 CROSSROADS SCHOOL,MS Core,CTT,ENGLISH,-,-,2,53,26.5,26,27,STARS,
M,3,M246,M.S. M246 CROSSROADS SCHOOL,MS Core,CTT,MATH,-,-,2,53,26.5,26,27,STARS,
M,3,M246,M.S. M246 CROSSROADS SCHOOL,MS Core,CTT,SCIENCE,-,-,2,53,26.5,26,27,STARS,
M,3,M246,M.S. M246 CROSSROADS SCHOOL,,,,,,,,,,,,7.3
M,3,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,06,GEN ED,-,-,-,2,40,20,19,21,ATS,
M,3,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,06,CTT,-,-,-,1,19,19,19,19,ATS,
M,3,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,07,GEN ED,-,-,-,2,44,22,21,23,ATS,
M,3,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,07,CTT,-,-,-,1,22,22,22,22,ATS,
M,3,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,08,GEN ED,-,-,-,1,33,33,33,33,ATS,
M,3,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,08,CTT,-,-,-,1,34,34,34,34,ATS,
M,3,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,MS Core,GEN ED,ENGLISH,-,-,10,234,23.4,20,33,STARS,
M,3,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,MS Core,GEN ED,MATH,-,-,5,117,23.4,20,33,STARS,
M,3,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,MS Core,GEN ED,SCIENCE,-,-,5,117,23.4,20,33,STARS,
M,3,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,MS Core,GEN ED,SOCIAL STUDIES,-,-,5,117,23.4,20,33,STARS,
M,3,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,MS Core,CTT,ENGLISH,-,-,6,142,23.7,18,33,STARS,
M,3,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,MS Core,CTT,MATH,-,-,3,71,23.7,18,33,STARS,
M,3,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,MS Core,CTT,SCIENCE,-,-,3,71,23.7,18,33,STARS,
M,3,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,MS Core,CTT,SOCIAL STUDIES,-,-,3,71,23.7,18,33,STARS,
M,3,M247,M.S. M247 DUAL LANGUAGE MIDDLE SCHOOL,,,,,,,,,,,,12.1
M,3,M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE ,06,GEN ED,-,-,-,1,32,32,32,32,ATS,
M,3,M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE ,06,CTT,-,-,-,1,33,33,33,33,ATS,
M,3,M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE ,07,GEN ED,-,-,-,1,29,29,29,29,ATS,
M,3,M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE ,07,CTT,-,-,-,1,30,30,30,30,ATS,
M,3,M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE ,08,GEN ED,-,-,-,1,30,30,30,30,ATS,
M,3,M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE ,08,CTT,-,-,-,1,28,28,28,28,ATS,
M,3,M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE ,MS Core,GEN ED,ENGLISH,-,-,8,152,19,18,20,STARS,
M,3,M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE ,MS Core,GEN ED,MATH,-,-,4,77,19.3,18,20,STARS,
M,3,M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE ,MS Core,GEN ED,SCIENCE,-,-,1,19,19,19,19,STARS,
M,3,M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE ,MS Core,GEN ED,SOCIAL STUDIES,-,-,6,110,18.3,12,22,STARS,
M,3,M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE ,MS Core,CTT,ENGLISH,-,-,4,74,18.5,15,21,STARS,
M,3,M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE ,MS Core,CTT,MATH,-,-,5,105,21,19,24,STARS,
M,3,M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE ,MS Core,CTT,SCIENCE,-,-,4,68,17,14,21,STARS,
M,3,M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE ,MS Core,CTT,SOCIAL STUDIES,-,-,4,72,18,10,23,STARS,
M,3,M250,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE ,,,,,,,,,,,,9.9
M,3,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,06,GEN ED,-,-,-,2,39,19.5,18,21,ATS,
M,3,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,07,GEN ED,-,-,-,2,50,25,23,27,ATS,
M,3,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,08,GEN ED,-,-,-,1,32,32,32,32,ATS,
M,3,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,08,CTT,-,-,-,1,35,35,35,35,ATS,
M,3,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,0K-09,SPEC ED,-,-,12:1:1,3,27,9,8,10,ATS,
M,3,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,MS Core,GEN ED,ENGLISH,-,-,7,129,18.4,13,28,STARS,
M,3,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,MS Core,GEN ED,MATH,-,-,5,92,18.4,10,26,STARS,
M,3,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,MS Core,GEN ED,SCIENCE,-,-,5,122,24.4,18,33,STARS,
M,3,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,MS Core,GEN ED,SOCIAL STUDIES,-,-,6,147,24.5,20,33,STARS,
M,3,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,MS Core,CTT,ENGLISH,-,-,1,28,28,28,28,STARS,
M,3,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,MS Core,CTT,MATH,-,-,3,65,21.7,14,26,STARS,
M,3,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,MS Core,CTT,SCIENCE,-,-,1,33,33,33,33,STARS,
M,3,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,MS Core,CTT,SOCIAL STUDIES,-,-,1,33,33,33,33,STARS,
M,3,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,MS Core,SPEC ED,ENGLISH,-,-,1,11,11,11,11,STARS,
M,3,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,MS Core,SPEC ED,MATH,-,-,1,11,11,11,11,STARS,
M,3,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,MS Core,SPEC ED,SCIENCE,-,-,1,11,11,11,11,STARS,
M,3,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,MS Core,SPEC ED,SOCIAL STUDIES,-,-,1,11,11,11,11,STARS,
M,3,M256,M.S. 256 ACADEMIC & ATHLETIC EXCELLENCE,,,,,,,,,,,,11.5
M,3,M258,M.S. 258 COMMUNITY ACTION SCHOOL,06,GEN ED,-,-,-,2,56,28,27,29,ATS,
M,3,M258,M.S. 258 COMMUNITY ACTION SCHOOL,06,CTT,-,-,-,1,25,25,25,25,ATS,
M,3,M258,M.S. 258 COMMUNITY ACTION SCHOOL,07,GEN ED,-,-,-,2,57,28.5,28,29,ATS,
M,3,M258,M.S. 258 COMMUNITY ACTION SCHOOL,07,CTT,-,-,-,1,28,28,28,28,ATS,
M,3,M258,M.S. 258 COMMUNITY ACTION SCHOOL,08,GEN ED,-,-,-,2,53,26.5,25,28,ATS,
M,3,M258,M.S. 258 COMMUNITY ACTION SCHOOL,08,CTT,-,-,-,1,26,26,26,26,ATS,
M,3,M258,M.S. 258 COMMUNITY ACTION SCHOOL,0K-09,SPEC ED,-,-,12:1:1,1,9,9,9,9,ATS,
M,3,M258,M.S. 258 COMMUNITY ACTION SCHOOL,MS Core,GEN ED,ENGLISH,-,-,6,166,27.7,25,29,STARS,
M,3,M258,M.S. 258 COMMUNITY ACTION SCHOOL,MS Core,GEN ED,MATH,-,-,6,166,27.7,25,29,STARS,
M,3,M258,M.S. 258 COMMUNITY ACTION SCHOOL,MS Core,GEN ED,SCIENCE,-,-,6,166,27.7,25,29,STARS,
M,3,M258,M.S. 258 COMMUNITY ACTION SCHOOL,MS Core,GEN ED,SOCIAL STUDIES,-,-,6,166,27.7,25,29,STARS,
M,3,M258,M.S. 258 COMMUNITY ACTION SCHOOL,MS Core,CTT,ENGLISH,-,-,3,80,26.7,25,28,STARS,
M,3,M258,M.S. 258 COMMUNITY ACTION SCHOOL,MS Core,CTT,MATH,-,-,3,80,26.7,25,28,STARS,
M,3,M258,M.S. 258 COMMUNITY ACTION SCHOOL,MS Core,CTT,SCIENCE,-,-,3,80,26.7,25,28,STARS,
M,3,M258,M.S. 258 COMMUNITY ACTION SCHOOL,MS Core,CTT,SOCIAL STUDIES,-,-,3,80,26.7,25,28,STARS,
M,3,M258,M.S. 258 COMMUNITY ACTION SCHOOL,,,,,,,,,,,,12.3
M,3,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 9,-,4,105,26.3,22,28,STARS,
M,3,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 10,-,3,91,30.3,27,32,STARS,
M,3,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 11,-,5,148,29.6,22,32,STARS,
M,3,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,09-12,GEN ED,ENGLISH,ENGLISH 12,-,2,56,28,26,30,STARS,
M,3,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,09-12,GEN ED,ENGLISH,OTHER,-,2,62,31,31,31,STARS,
M,3,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,09-12,CTT,ENGLISH,ENGLISH 12,-,1,28,28,28,28,STARS,
M,3,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,09-12,CTT,ENGLISH,OTHER,-,1,31,31,31,31,STARS,
M,3,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,09-12,GEN ED,MATH,ALGEBRA,-,9,262,29.1,22,34,STARS,
M,3,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,09-12,GEN ED,MATH,GEOMETRY,-,1,23,23,23,23,STARS,
M,3,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,8,192,24,13,30,STARS,
M,3,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,6,99,16.5,15,18,STARS,
M,3,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,09-12,GEN ED,SCIENCE,PHYSICS,-,3,83,27.7,26,30,STARS,
M,3,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,8,216,27,20,32,STARS,
M,3,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,2,62,31,29,33,STARS,
M,3,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,ECONOMICS,-,2,62,31,31,31,STARS,
M,3,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,09-12,GEN ED,SOCIAL STUDIES,OTHER,-,1,26,26,26,26,STARS,
M,3,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,09-12,CTT,SOCIAL STUDIES,OTHER,-,1,26,26,26,26,STARS,
M,3,M283,MANHATTAN THEATRE LAB HIGH SCHOOL,,,,,,,,,,,,20.8
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,GEN ED,ENGLISH,ENGLISH 9,-,5,125,25,17,31,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,GEN ED,ENGLISH,ENGLISH 10,-,2,38,19,17,21,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,GEN ED,ENGLISH,ENGLISH 11,-,4,111,27.8,16,33,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,GEN ED,ENGLISH,ENGLISH 12,-,3,76,25.3,22,27,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,GEN ED,ENGLISH,OTHER,-,3,85,28.3,25,32,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,CTT,ENGLISH,ENGLISH 10,-,2,54,27,25,29,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,GEN ED,MATH,ALGEBRA,-,10,249,24.9,18,34,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,GEN ED,MATH,GEOMETRY,-,5,131,26.2,11,34,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,GEN ED,MATH,OTHER,-,1,26,26,26,26,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,CTT,MATH,ALGEBRA,-,2,43,21.5,12,31,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,2,56,28,22,34,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,5,104,20.8,15,26,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,GEN ED,SCIENCE,CHEMISTRY,-,3,82,27.3,23,32,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,CTT,SCIENCE,EARTH SCIENCE,-,2,53,26.5,26,27,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,CTT,SCIENCE,LIVING ENVIRONMENT,-,1,32,32,32,32,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 9,-,6,136,22.7,15,31,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,1,15,15,15,15,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,2,68,34,34,34,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT,-,3,88,29.3,22,34,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,GEN ED,SOCIAL STUDIES,OTHER,-,1,23,23,23,23,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 9,-,1,13,13,13,13,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 10,-,4,99,24.8,13,34,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",09-12,CTT,SOCIAL STUDIES,OTHER,-,1,22,22,22,22,STARS,
M,3,M299,"HIGH SCHOOL FOR ARTS, IMAGINATION AND INQUIRY",,,,,,,,,,,,14.8
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,GEN ED,ENGLISH,ENGLISH 10,-,1,24,24,24,24,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,GEN ED,ENGLISH,ENGLISH 11,-,2,43,21.5,21,22,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,GEN ED,ENGLISH,ENGLISH 12,-,2,36,18,17,19,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,CTT,ENGLISH,ENGLISH 10,-,3,70,23.3,20,26,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,CTT,ENGLISH,ENGLISH 11,-,2,47,23.5,23,24,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,CTT,ENGLISH,ENGLISH 12,-,2,39,19.5,18,21,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,GEN ED,MATH,ALGEBRA,-,3,57,19,17,21,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,GEN ED,MATH,GEOMETRY,-,2,46,23,21,25,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,CTT,MATH,ALGEBRA,-,9,204,22.7,17,27,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,CTT,MATH,GEOMETRY,-,2,53,26.5,26,27,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,GEN ED,SCIENCE,EARTH SCIENCE,-,1,24,24,24,24,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,GEN ED,SCIENCE,LIVING ENVIRONMENT,-,3,65,21.7,21,22,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,GEN ED,SCIENCE,PHYSICS,-,1,17,17,17,17,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,CTT,SCIENCE,EARTH SCIENCE,-,3,69,23,19,26,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,CTT,SCIENCE,LIVING ENVIRONMENT,-,1,23,23,23,23,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,CTT,SCIENCE,PHYSICS,-,3,61,20.3,18,22,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,GEN ED,SOCIAL STUDIES,GLOBAL HISTORY 10,-,1,24,24,24,24,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,GEN ED,SOCIAL STUDIES,US HISTORY,-,2,43,21.5,21,22,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,GEN ED,SOCIAL STUDIES,US GOVERNMENT & ECONOMICS,-,2,36,18,17,19,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 9,-,4,101,25.3,24,27,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,CTT,SOCIAL STUDIES,GLOBAL HISTORY 10,-,3,70,23.3,20,26,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,CTT,SOCIAL STUDIES,US HISTORY,-,2,47,23.5,23,24,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",09-12,CTT,SOCIAL STUDIES,US GOVERNMENT & ECONOMICS,-,2,39,19.5,18,21,STARS,
M,3,M307,"URBAN ASSEMBLY SCHOOL FOR MEDIA STUDIES, THE",,,,,,,,,,,,16.8
M,3,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,0K,GEN ED,-,-,-,3,64,21.3,21,22,ATS,
M,3,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,0K,CTT,-,-,-,1,17,17,17,17,ATS,
M,3,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,01,GEN ED,-,-,-,3,61,20.3,19,21,ATS,
M,3,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,01,CTT,-,-,-,1,17,17,17,17,ATS,
M,3,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,02,GEN ED,-,-,-,2,41,20.5,20,21,ATS,
M,3,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,02,CTT,-,-,-,2,35,17.5,17,18,ATS,
M,3,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,03,GEN ED,-,-,-,2,50,25,25,25,ATS,
M,3,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,03,CTT,-,-,-,2,37,18.5,18,19,ATS,
M,3,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,04,GEN ED,-,-,-,3,71,23.7,22,25,ATS,
M,3,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,04,CTT,-,-,-,1,23,23,23,23,ATS,
M,3,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,05,GEN ED,-,-,-,2,57,28.5,28,29,ATS,
M,3,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,05,CTT,-,-,-,1,24,24,24,24,ATS,
M,3,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,06,CTT,-,-,-,2,73,36.5,34,39,ATS,
M,3,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,07,GEN ED,-,-,-,2,59,29.5,29,30,ATS,
M,3,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,08,GEN ED,-,-,-,2,61,30.5,29,32,ATS,
M,3,M333,P.S. 333 MANHATTAN SCHOOL FOR CHILDREN,,,,,,,,,,,,13
M,3,M334,THE ANDERSON SCHOOL,0K,G&T,-,-,-,3,75,25,25,25,ATS,
M,3,M334,THE ANDERSON SCHOOL,01,G&T,-,-,-,3,78,26,26,26,ATS,
M,3,M334,THE ANDERSON SCHOOL,02,G&T,-,-,-,2,52,26,26,26,ATS,
M,3,M334,THE ANDERSON SCHOOL,03,G&T,-,-,-,2,54,27,26,28,ATS,
M,3,M334,THE ANDERSON SCHOOL,04,G&T,-,-,-,2,55,27.5,27,28,ATS,
M,3,M334,THE ANDERSON SCHOOL,05,G&T,-,-,-,2,56,28,28,28,ATS,
M,3,M334,THE ANDERSON SCHOOL,06,G&T,-,-,-,2,64,32,32,32,ATS,
M,3,M334,THE ANDERSON SCHOOL,07,G&T,-,-,-,2,64,32,32,32,ATS,
M,3,M334,THE ANDERSON SCHOOL,08,G&T,-,-,-,2,62,31,31,31,ATS,
M,3,M334,THE ANDERSON SCHOOL,MS Core,GEN ED,ENGLISH,-,-,6,189,31.5,31,32,STARS,
M,3,M334,THE ANDERSON SCHOOL,MS Core,GEN ED,MATH,-,-,8,252,31.5,31,32,STARS,
M,3,M334,THE ANDERSON SCHOOL,MS Core,GEN ED,SCIENCE,-,-,6,189,31.5,31,32,STARS,
M,3,M334,THE ANDERSON SCHOOL,MS Core,GEN ED,SOCIAL STUDIES,-,-,6,189,31.5,31,32,STARS,
M,3,M334,THE ANDERSON SCHOOL,09-12,GEN ED,ENGLISH,OTHER,-,1,32,32,32,32,STARS,
M,3,M334,THE ANDERSON SCHOOL,,,,,,,,,,,,20.3
M,3,M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,09,GEN ED,-,-,-,8,82,10.3,8,13,ATS,
M,3,M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,,,,,,,,,,,,8.8
M,3,M403,THE GLOBAL LEARNING COLLABORATIVE,09,GEN ED,-,-,-,8,106,13.3,10,18,ATS,
M,3,M403,THE GLOBAL LEARNING COLLABORATIVE,09-12,GEN ED,ENGLISH,ENGLISH 9,-,2,48,24,16,32,STARS,
