ID,Business Name,Trade Name,Industry,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number
5086,EZ STOP N GO CORP,,CIGARETTE RETAIL,1362965,"401 E 80TH ST, BROOKLYN, NY 11236",401,E 80TH ST,BROOKLYN,NY,11236,Brooklyn,,(718) 251-4669
5087,FAMILY CANDY I INC.,,CIGARETTE RETAIL,1279799,"1431 ROCKAWAY PARKWAY, BROOKLYN, NY 11236",1431,ROCKAWAY PARKWAY,BROOKLYN,NY,11236,Brooklyn,,(718) 927-0060
5088,FLATLAND DELI GROCERY CORP,,CIGARETTE RETAIL,1332662,"911 EAST  107 STREET, BROOKLYN, NY 11236",911,EAST  107 STREET,BROOKLYN,NY,11236,Brooklyn,,(718) 257-5041
5089,"FLATLANDS GROCERY & NEWS, INC",,CIGARETTE RETAIL,1044932,"8010 FLATLANDS AVENUE, BROOKLYN, NY 11236",8010,FLATLANDS AVENUE,BROOKLYN,NY,11236,Brooklyn,,(718) 251-1733
5090,FULLMOON DELI & GROCERY CORP 1,,CIGARETTE RETAIL,1345949,"9627 FARRAGUT ROAD, BROOKLYN, NY 11236",9627,FARRAGUT ROAD,BROOKLYN,NY,11236,Brooklyn,,(718) 649-6419
5091,HESS CORPORATION,HESS STATION #32529,CIGARETTE RETAIL,1056980,"484-500 REMSEN AVENUE, BROOKLYN, NY 11236",484-500,REMSEN AVENUE,BROOKLYN,NY,11236,Brooklyn,,(718) 342-9822
5092,"KARAM PETROLEUM, INC.",,CIGARETTE RETAIL,1303866,"9702 FOSTER AVENUE, BROOKLYN, NY 11236",9702,FOSTER AVENUE,BROOKLYN,NY,11236,Brooklyn,C/O SUNOCO FOOD MART,(718) 257-0124
5093,KEMELLY FOOD CORP,,CIGARETTE RETAIL,1427219,"10401 GLENWOOD RD, BROOKLYN, NY 11236",10401,GLENWOOD RD,BROOKLYN,NY,11236,Brooklyn,,(718) 272-0169
5094,"KIM, HONG",7-ELEVEN STORE #26673B,CIGARETTE RETAIL,1067643,"1970 RALPH AVENUE, BROOKLYN, NY 11236",1970,RALPH AVENUE,BROOKLYN,NY,11236,Brooklyn,,(718) 531-0169
5095,"LORD OF KINGS, INC.",,CIGARETTE RETAIL,1326859,"9612 SEAVIEW AVENUE, BROOKLYN, NY 11236",9612,SEAVIEW AVENUE,BROOKLYN,NY,11236,Brooklyn,,(718) 251-588
5096,LUNA SOPHIE GROCERY CORP.,,CIGARETTE RETAIL,1281207,"9401 GLENWOOD ROAD, BROOKLYN, NY 11236",9401,GLENWOOD ROAD,BROOKLYN,NY,11236,Brooklyn,,(718) 922-1200
5097,"MANUEL, MELO & ORTIZ, ALTAGRACIA",EVELYN GROCERY,CIGARETTE RETAIL,1145637,"1020 EAST   92 STREET, BROOKLYN, NY 11236",1020,EAST   92 STREET,BROOKLYN,NY,11236,Brooklyn,,(718) 377-3351
5098,MARBELLY FOOD CENTER INC,,CIGARETTE RETAIL,1424313,"1061 RALPH AVE, BROOKLYN, NY 11236",1061,RALPH AVE,BROOKLYN,NY,11236,Brooklyn,,(718) 209-1988
5099,MEDWAY FOOD MART CORP.,,CIGARETTE RETAIL,1287676,"9502 AVENUE L, BROOKLYN, NY 11236",9502,AVENUE L,BROOKLYN,NY,11236,Brooklyn,,(718) 251-0919
5100,MILKY WAY DELI CORP.,,CIGARETTE RETAIL,1234049,"1669 RALPH AVENUE, BROOKLYN, NY 11236",1669,RALPH AVENUE,BROOKLYN,NY,11236,Brooklyn,,(718) 444-1035
5101,"MIRZA, KHALID M.",MIRZA NEWS,CIGARETTE RETAIL,1072339,"1419 ROCKAWAY PARKWAY, BROOKLYN, NY 11236",1419,ROCKAWAY PARKWAY,BROOKLYN,NY,11236,Brooklyn,(SUBWAY STATION),(718) 257-0002
5102,MNBRAAS MINI MART CORP,,CIGARETTE RETAIL,1403098,"1836 ROCKAWAY PKWY, BROOKLYN, NY 11236",1836,ROCKAWAY PKWY,BROOKLYN,NY,11236,Brooklyn,,(347) 468-1321
5103,"MOHAMED, MOHAMED A ABDULLA",CANARSIE COFFEE & DELI,CIGARETTE RETAIL,1204635,"1430A ROCKAWAY PKWY, BROOKLYN, NY 11236",1430A,ROCKAWAY PKWY,BROOKLYN,NY,11236,Brooklyn,,(718) 272-1150
5104,MONYAT DELI AND GROCERY INC,,CIGARETTE RETAIL,1435499,"9801 AVENUE L, BROOKLYN, NY 11236",9801,AVENUE L,BROOKLYN,NY,11236,Brooklyn,,(347) 420-0831
5105,"MUAMER, INC",,CIGARETTE RETAIL,1419455,"776 E 80TH ST, BROOKLYN, NY 11236",776,E 80TH ST,BROOKLYN,NY,11236,Brooklyn,,(718) 444-5563
5106,N AND A SUPERETTE INC.,,CIGARETTE RETAIL,1309550,"1595 CANARSIE ROAD, BROOKLYN, NY 11236",1595,CANARSIE ROAD,BROOKLYN,NY,11236,Brooklyn,,(646) 407-6361
5107,NAHSHAL DELI & GROCERY CORP,,CIGARETTE RETAIL,1411748,"1705 RALPH AVENUE, BROOKLYN, NY 11236",1705,RALPH AVENUE,BROOKLYN,NY,11236,Brooklyn,,(718) 263-0421
5108,NASHER FOOD CORP,,CIGARETTE RETAIL,1365749,"8123 FLATLANDS AVENUE, BROOKLYN, NY 11236",8123,FLATLANDS AVENUE,BROOKLYN,NY,11236,Brooklyn,,(718) 531-1930
5109,NEW WAY SUPER DELI INC,,CIGARETTE RETAIL,1437509,"9101 AVE L, BROOKLYN, NY 11236",9101,AVE L,BROOKLYN,NY,11236,Brooklyn,,(718) 513-1514
5110,"OMAR, YASSER A.",BROTHER'S DELI # 2,CIGARETTE RETAIL,1225368,"669 EAST   98 STREET, BROOKLYN, NY 11236",669,EAST   98 STREET,BROOKLYN,NY,11236,Brooklyn,,(718) 451-3063
5111,"RALPH EXPRESS DELI, INC",,CIGARETTE RETAIL,1304764,"1267 RALPH AVENUE, BROOKLYN, NY 11236",1267,RALPH AVENUE,BROOKLYN,NY,11236,Brooklyn,,(347) 206-3802
5112,RITE AID OF NEW YORK INC,RITE AID STORE #3888,CIGARETTE RETAIL,1071656,"9738 SEAVIEW AVENUE, BROOKLYN, NY 11236",9738,SEAVIEW AVENUE,BROOKLYN,NY,11236,Brooklyn,,(718) 968-1580
5113,RITE AID OF NEW YORK INC,RITE AID STORE #4954,CIGARETTE RETAIL,1071631,"7810 FLATLANDS AVENUE, BROOKLYN, NY 11236",7810,FLATLANDS AVENUE,BROOKLYN,NY,11236,Brooklyn,,(718) 531-5330
5114,"ROCKAWAY EXPRESS DELI & GROCERY, INC.",,CIGARETTE RETAIL,1438631,"1938 ROCKAWAY PKWY, BROOKLYN, NY 11236",1938,ROCKAWAY PKWY,BROOKLYN,NY,11236,Brooklyn,STORE A,(347) 587-2332
5115,ROCKS DELI GROCERY CORP,,CIGARETTE RETAIL,1397400,"1597 ROCKAWAY PKWY, BROOKLYN, NY 11236",1597,ROCKAWAY PKWY,BROOKLYN,NY,11236,Brooklyn,,(917) 600-1320
5116,SAK MEAT CORP,,CIGARETTE RETAIL,1047613,"9010 AVENUE B, BROOKLYN, NY 11236",9010,AVENUE B,BROOKLYN,NY,11236,Brooklyn,,(718) 342-6730
5117,"SALEH, ALI",A & S SUPERETTE,CIGARETTE RETAIL,1112221,"9423 FOSTER AVENUE, BROOKLYN, NY 11236",9423,FOSTER AVENUE,BROOKLYN,NY,11236,Brooklyn,,(718) 531-0795
5118,SAMS PHARMACY LLC,,CIGARETTE RETAIL,1441473,"1563 RALPH AVE, BROOKLYN, NY 11236",1563,RALPH AVE,BROOKLYN,NY,11236,Brooklyn,,(718) 676-0697
5119,SEAROCK GROCERY & DELI CORP.,,CIGARETTE RETAIL,1157783,"9704 SEAVIEW AVENUE, BROOKLYN, NY 11236",9704,SEAVIEW AVENUE,BROOKLYN,NY,11236,Brooklyn,,(718) 531-6333
5120,SEVEN DAYS DELI AND GROCERY INC,,CIGARETTE RETAIL,1399274,"9201 FOSTER AVE, BROOKLYN, NY 11236",9201,FOSTER AVE,BROOKLYN,NY,11236,Brooklyn,,(347) 247-6803
5121,SHOP & SPOT CORP.I,,CIGARETTE RETAIL,1341262,"8702 AVENUE L, BROOKLYN, NY 11236",8702,AVENUE L,BROOKLYN,NY,11236,Brooklyn,,(718) 763-8282
5122,"SMILEY MINI MARKET, INC",,CIGARETTE RETAIL,1299008,"8811 FLATLANDS AVENUE, BROOKLYN, NY 11236",8811,FLATLANDS AVENUE,BROOKLYN,NY,11236,Brooklyn,,(347) 649-8489
5123,SUPER ECONOMIC ONE WAY SUPERMARKET CORP,,CIGARETTE RETAIL,1441209,"10421 GLENWOOD RD, BROOKLYN, NY 11236",10421,GLENWOOD RD,BROOKLYN,NY,11236,Brooklyn,,(718) 277-2090
5124,THRIFTWAY RALPH AVENUE CARD & GIFT CORP.,THRIFTWAY CARD & GIFT,CIGARETTE RETAIL,1313073,"1940 RALPH AVENUE, BROOKLYN, NY 11236",1940,RALPH AVENUE,BROOKLYN,NY,11236,Brooklyn,,(718) 444-1740
5125,"TORI'S FAMOUS SAUCES-DELI & GROCERY, INC.",,CIGARETTE RETAIL,1436487,"6002 FOSTER AVE, BROOKLYN, NY 11236",6002,FOSTER AVE,BROOKLYN,NY,11236,Brooklyn,,(347) 275-3639
5126,"WALGREEN EASTERN CO, INC",WALGREENS #12007,CIGARETTE RETAIL,1308460,"1404 ROCKAWAY PARKWAY, BROOKLYN, NY 11236",1404,ROCKAWAY PARKWAY,BROOKLYN,NY,11236,Brooklyn,,(717) 257-2916
5127,"WALGREEN EASTERN CO., INC",WALGREENS #12541,CIGARETTE RETAIL,1334514,"1847 ROCKAWAY PARKWAY, BROOKLYN, NY 11236",1847,ROCKAWAY PARKWAY,BROOKLYN,NY,11236,Brooklyn,,(718) 251-0426
5128,WILLY'S DELI CORP,,CIGARETTE RETAIL,1355693,"1356 ROCKAWAY PKWY, BROOKLYN, NY 11236",1356,ROCKAWAY PKWY,BROOKLYN,NY,11236,Brooklyn,,(347) 533-4442
5129,"YI, KYE MYONG",LEE SUPERMARKET,CIGARETTE RETAIL,1147290,"9004 AVENUE A, BROOKLYN, NY 11236",9004,AVENUE A,BROOKLYN,NY,11236,Brooklyn,,(718) 342-7720
5130,1439 MYRTLE SMOKE SHOP INC.,,CIGARETTE RETAIL,1343517,"1439 MYRTLE AVE, BROOKLYN, NY 11237",1439,MYRTLE AVE,BROOKLYN,NY,11237,Brooklyn,,(718) 456-7378
5131,147 CIBAO GROCERY CORP,,CIGARETTE RETAIL,1245779,"147 WILSON AVENUE, BROOKLYN, NY 11237",147,WILSON AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 417-8864
5132,A & A GROCERY STORE INC,,CIGARETTE RETAIL,1439161,"198 WYCKOFF AVE, BROOKLYN, NY 11237",198,WYCKOFF AVE,BROOKLYN,NY,11237,Brooklyn,,(718) 366-3500
5133,"A & J GOURMET DELI, INC",,CIGARETTE RETAIL,1420689,"95 KNICKERBOCKER AVE, BROOKLYN, NY 11237",95,KNICKERBOCKER AVE,BROOKLYN,NY,11237,Brooklyn,,(718) 809-2391
5134,AARON DELI GROCERY CORP,,CIGARETTE RETAIL,1341818,"449 IRVING AVENUE, BROOKLYN, NY 11237",449,IRVING AVENUE,BROOKLYN,NY,11237,Brooklyn,,(999) 999-9999
5135,ADELAIDA FRUIT & GROCERY CORP.,,CIGARETTE RETAIL,1341450,"1396 GREENE AVENUE, BROOKLYN, NY 11237",1396,GREENE AVENUE,BROOKLYN,NY,11237,Brooklyn,,(347) 881-4285
5136,"AHMED, MOHAMED A",SHOP SMART GROCERY,CIGARETTE RETAIL,1069738,"343 KNICKERBOCKER AVE, BROOKLYN, NY 11237",343,KNICKERBOCKER AVE,BROOKLYN,NY,11237,Brooklyn,GF,(718) 821-8850
5137,"AL SHUGAA, HEFEDH A",DOHBI DELI GROCERY,CIGARETTE RETAIL,1255691,"83 WILSON AVENUE, BROOKLYN, NY 11237",83,WILSON AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 386-1670
5138,"ALMONTE, ALSIDES",ARLENIA GROCERY STORE,CIGARETTE RETAIL,1444509,"185 STARR ST, BROOKLYN, NY 11237",185,STARR ST,BROOKLYN,NY,11237,Brooklyn,,(718) 821-1479
5139,"ALMONTE, LUIS RAMON",L.R. GROCERY,CIGARETTE RETAIL,1051179,"295 HARMAN STREET, BROOKLYN, NY 11237",295,HARMAN STREET,BROOKLYN,NY,11237,Brooklyn,,(718) 574-6204
5140,ALYAMANI GROCERY INC,,CIGARETTE RETAIL,1357905,"114 WYCKOFF AVENUE, BROOKLYN, NY 11237",114,WYCKOFF AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 366-7601
5141,AMERICA DELI GROUP INC,,CIGARETTE RETAIL,1427633,"1632 DEKALB AVE, BROOKLYN, NY 11237",1632,DEKALB AVE,BROOKLYN,NY,11237,Brooklyn,,(718) 821-2008
5142,AREG DELI GROCERY CORP.,,CIGARETTE RETAIL,1346595,"1434 DEKALB AVENUE, BROOKLYN, NY 11237",1434,DEKALB AVENUE,BROOKLYN,NY,11237,Brooklyn,,(347) 822-0350
5143,ARROYO SECO DELI GROCERY CORP,,CIGARETTE RETAIL,1451615,"887 HART ST, BROOKLYN, NY 11237",887,HART ST,BROOKLYN,NY,11237,Brooklyn,,(347) 915-0777
5144,"BAEZ, FRANKLIN O",BROTHER'S DELI GROCERY,CIGARETTE RETAIL,1395104,"60 ST NICHOLAS AVE, BROOKLYN, NY 11237",60,ST NICHOLAS AVE,BROOKLYN,NY,11237,Brooklyn,,(718) 456-0171
5145,BUSHWICK GOURMET & DELI CORP,,CIGARETTE RETAIL,1361263,"1449 MYRTLE AVE, BROOKLYN, NY 11237",1449,MYRTLE AVE,BROOKLYN,NY,11237,Brooklyn,,(718) 386-4560
5146,"CHECO, REUTILIO A",CHECO GROCERY,CIGARETTE RETAIL,1166775,"1245 HALSEY STREET, BROOKLYN, NY 11237",1245,HALSEY STREET,BROOKLYN,NY,11237,Brooklyn,,(718) 366-8030
5147,"COHETERO, ONESIMO",EL CALVARIO DELI GROCERY,CIGARETTE RETAIL,1389336,"283 IRVING AVE, BROOKLYN, NY 11237",283,IRVING AVE,BROOKLYN,NY,11237,Brooklyn,,(347) 384-1760
5148,CONSTANZA GROCERY CORP.,,CIGARETTE RETAIL,1173961,"215 KNICKERBOCKER AVENUE, BROOKLYN, NY 11237",215,KNICKERBOCKER AVENUE,BROOKLYN,NY,11237,Brooklyn,,(347) 881-1628
5149,DEKALB MARKET CORP,,CIGARETTE RETAIL,1380426,"1549 DEKALB AVENUE, BROOKLYN, NY 11237",1549,DEKALB AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 484-1093
5150,"DOMINGUEZ, DOMINGO A",DOMINGUEZ GROCERY,CIGARETTE RETAIL,1041284,"1004 FLUSHING AVENUE, BROOKLYN, NY 11237",1004,FLUSHING AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 628-1060
5151,EDWARDS GROCERY & DELI INC,,CIGARETTE RETAIL,1052955,"81 ST NICHOLAS AVENUE, BROOKLYN, NY 11237",81,ST NICHOLAS AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 821-8235
5152,EL CHAVO CORP,,CIGARETTE RETAIL,1429863,"162 WYCKOFF AVENUE, BROOKLYN, NY 11237",162,WYCKOFF AVENUE,BROOKLYN,NY,11237,Brooklyn,1ST FLR,(347) 666-1982
5153,EL MERCADITO CORP.,,CIGARETTE RETAIL,1071342,"274 KNICKERBOCKER AVENUE, BROOKLYN, NY 11237",274,KNICKERBOCKER AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 628-4816
5154,EL RIO BILLIARD & CAFE CORP.,,CIGARETTE RETAIL,1435353,"1031 FLUSHING AVE, BROOKLYN, NY 11237",1031,FLUSHING AVE,BROOKLYN,NY,11237,Brooklyn,,(347) 784-8990
5155,ELIM LAM GAS STATION CORP.,,CIGARETTE RETAIL,1347205,"1525 MYRTLE AVENUE, BROOKLYN, NY 11237",1525,MYRTLE AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 366-6831
5156,"ELSAMET, JAMAL",QUICK STOP FOOD MART I,CIGARETTE RETAIL,1322573,"173 WYCKOFF AVENUE, BROOKLYN, NY 11237",173,WYCKOFF AVENUE,BROOKLYN,NY,11237,Brooklyn,,(347) 256-8113
5157,EMILY J DELI INC,,CIGARETTE RETAIL,1402988,"99 MORGAN AVENUE, BROOKLYN, NY 11237",99,MORGAN AVENUE,BROOKLYN,NY,11237,Brooklyn,,(917) 767-2130
5158,"ESPINAL, CARLOS",INFANTE GROCERY,CIGARETTE RETAIL,1053611,"342 JEFFERSON STREET, BROOKLYN, NY 11237",342,JEFFERSON STREET,BROOKLYN,NY,11237,Brooklyn,,(718) 386-5578
5159,FLUSHING DOT INC,,CIGARETTE RETAIL,1416875,"1127 FLUSHING AVE, BROOKLYN, NY 11237",1127,FLUSHING AVE,BROOKLYN,NY,11237,Brooklyn,,(718) 586-7732
5160,FOUR SEASONS GRILL DELI CORP,,CIGARETTE RETAIL,1396350,"98 WYCKOFF AVE, BROOKLYN, NY 11237",98,WYCKOFF AVE,BROOKLYN,NY,11237,Brooklyn,,(718) 366-7161
5161,"FRANCISCO, RAFAEL",ADONIS GROCERY,CIGARETTE RETAIL,1300341,"209 WILSON AVENUE, BROOKLYN, NY 11237",209,WILSON AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 928-7244
5162,"GARCIA, MODESTO",EL BUEN TRATO GROCERY,CIGARETTE RETAIL,1066386,"1425 MYRTLE AVENUE, BROOKLYN, NY 11237",1425,MYRTLE AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 919-2981
5163,GATE TOBACCO AND GIFT SHOP CORP,,CIGARETTE RETAIL,1374685,"1597 GATES AVE, BROOKLYN, NY 11237",1597,GATES AVE,BROOKLYN,NY,11237,Brooklyn,,(347) 472-2691
5164,GERAMARTE CORPORATION,,CIGARETTE RETAIL,1225057,"313 WILSON AVENUE, BROOKLYN, NY 11237",313,WILSON AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 574-2250
5165,"GONZALEZ, RICARDO D.",QUISQUEYA DELI & GROCERY,CIGARETTE RETAIL,1264787,"181 SAINT NICHOLAS AVENUE, BROOKLYN, NY 11237",181,SAINT NICHOLAS AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 386-0034
5166,GREAT LAND DELI CORP,,CIGARETTE RETAIL,1434339,"290 KNICKERBOCKER AVE, BROOKLYN, NY 11237",290,KNICKERBOCKER AVE,BROOKLYN,NY,11237,Brooklyn,GF,(718) 497-4864
5167,H&M MYRTLE AVE.DELI INC.,,CIGARETTE RETAIL,1308609,"1513 MYRTLE AVENUE, NEW YORK, NY 11237",1513,MYRTLE AVENUE,NEW YORK,NY,11237,Brooklyn,,(718) 417-3729
5168,HANA NATURAL INC.,HANNA NATURAL & HEALTH,CIGARETTE RETAIL,1381250,"24-26 WYCKOFF AVE, BROOKLYN, NY 11237",24-26,WYCKOFF AVE,BROOKLYN,NY,11237,Brooklyn,,(718) 417-7747
5169,"HENRIQUEZ, RUBEN",VALERIE GROCERY,CIGARETTE RETAIL,1164504,"237 IRVING AVENUE, BROOKLYN, NY 11237",237,IRVING AVENUE,BROOKLYN,NY,11237,Brooklyn,,(999) 999-9999
5170,HI MANGO NATURAL MARKET INC,,CIGARETTE RETAIL,1448175,"1055 FLUSHING AVE, BROOKLYN, NY 11237",1055,FLUSHING AVE,BROOKLYN,NY,11237,Brooklyn,,(917) 915-7727
5171,JIMMY FRIENDLY'S DELI CORP.,,CIGARETTE RETAIL,1418043,"1543 MYRTLE AVE, BROOKLYN, NY 11237",1543,MYRTLE AVE,BROOKLYN,NY,11237,Brooklyn,,(718) 366-0067
5172,JOEL DELI GROCERY CORP,,CIGARETTE RETAIL,1364801,"43 WILSON AVE, BROOKLYN, NY 11237",43,WILSON AVE,BROOKLYN,NY,11237,Brooklyn,1 FL,(347) 512-3017
5173,KING 99 CENTS INC,,CIGARETTE RETAIL,1426135,"181 WYCKOFF AVE, BROOKLYN, NY 11237",181,WYCKOFF AVE,BROOKLYN,NY,11237,Brooklyn,,(347) 458-0670
5174,KISHETA DELI GROCERY INC,,CIGARETTE RETAIL,1370673,"301 WYCKOFF AVE, BROOKLYN, NY 11237",301,WYCKOFF AVE,BROOKLYN,NY,11237,Brooklyn,,(347) 963-1749
5175,KNICKERBOCKER FOOD CORP I,,CIGARETTE RETAIL,1367995,"217 KNICKERBOCKER AVE, BROOKLYN, NY 11237",217,KNICKERBOCKER AVE,BROOKLYN,NY,11237,Brooklyn,,(718) 417-0295
5176,KNICKERBOCKER GOURMET AND DELI GROCERY INC,,CIGARETTE RETAIL,1451671,"309 KNICKERBOCKER AVE, BROOKLYN, NY 11237",309,KNICKERBOCKER AVE,BROOKLYN,NY,11237,Brooklyn,,(347) 907-1137
5177,LA ROSA DELI & GROCERY INC.,,CIGARETTE RETAIL,1336687,"119 SAINT NICHOLAS AVENUE, BROOKLYN, NY 11237",119,SAINT NICHOLAS AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 456-1104
5178,LAS LAGUNAS DELI GROCERY CORP,,CIGARETTE RETAIL,1448745,"444 MELROSE ST, BROOKLYN, NY 11237",444,MELROSE ST,BROOKLYN,NY,11237,Brooklyn,,(347) 350-6006
5179,"LIDO, GONZALEZ",D S GROCERY,CIGARETTE RETAIL,1122200,"240 WILSON AVENUE, BROOKLYN, NY 11237",240,WILSON AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 573-2220
5180,"LOPEZ, GERALDO",LOPEZ MEAT MARKET,CIGARETTE RETAIL,1052254,"238 WYCKOFF AVENUE, BROOKLYN, NY 11237",238,WYCKOFF AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 628-8459
5181,LOS LIMONES GROCERY CORP,,CIGARETTE RETAIL,1427991,"1330 HALSEY ST, BROOKLYN, NY 11237",1330,HALSEY ST,BROOKLYN,NY,11237,Brooklyn,,(718) 386-6143
5182,LOS TRES HERMANOS DELI GROCERY CORP,,CIGARETTE RETAIL,1383502,"190 KNICKERBOCKER AVE, BROOKLYN, NY 11237",190,KNICKERBOCKER AVE,BROOKLYN,NY,11237,Brooklyn,,(347) 458-8193
5183,MARINO PHARMACY INC.,,CIGARETTE RETAIL,1041607,"167 WYCKOFF AVENUE, BROOKLYN, NY 11237",167,WYCKOFF AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 497-3104
5184,MO GRILL CORP,,CIGARETTE RETAIL,1455334,"144 WYCKOFF AVE, BROOKLYN, NY 11237",144,WYCKOFF AVE,BROOKLYN,NY,11237,Brooklyn,,(347) 551-9355
5185,"MOREL-TAVERA, DOMINGO",STOP ONE DELI & GROCERY,CIGARETTE RETAIL,1049757,"263 WYCKOFF AVENUE, BROOKLYN, NY 11237",263,WYCKOFF AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 417-6442
5186,MR GROCERY CORP.,,CIGARETTE RETAIL,1417381,"164 IRVING AVE, BROOKLYN, NY 11237",164,IRVING AVE,BROOKLYN,NY,11237,Brooklyn,,(718) 573-6513
5187,MUT CORP. I,,CIGARETTE RETAIL,1312074,"280 WYCKOFF AVENUE, BROOKLYN, NY 11237",280,WYCKOFF AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 397-1657
5188,NANA DELI GROCERY CORP.,,CIGARETTE RETAIL,1100300,"182 WILSON AVENUE, BROOKLYN, NY 11237",182,WILSON AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 573-3276
5189,NAPOLI MINI MARKET CORP,,CIGARETTE RETAIL,1429925,"1536 MYRTLE AVE, BROOKLYN, NY 11237",1536,MYRTLE AVE,BROOKLYN,NY,11237,Brooklyn,,(313) 415-4012
5190,NEVADA CORP,,CIGARETTE RETAIL,1308848,"216 KNICKERBOCKER AVENUE, BROOKLYN, NY 11237",216,KNICKERBOCKER AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 381-6386
5191,"NEW LIVING BREAD, INC.",,CIGARETTE RETAIL,1278942,"2 KNICKERBOCKER AVENUE, BROOKLYN, NY 11237",2,KNICKERBOCKER AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 417-1422
5192,"PATRICIA'S DELI GROCERY, CORP",,CIGARETTE RETAIL,1419517,"191 WILSON AVE, BROOKLYN, NY 11237",191,WILSON AVE,BROOKLYN,NY,11237,Brooklyn,,(347) 564-4344
5193,"PENA, EDDY M.",KIARA DELI GROCERY,CIGARETTE RETAIL,1073896,"262 ST NICHOLAS AVENUE, BROOKLYN, NY 11237",262,ST NICHOLAS AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 497-9544
5194,"PENA, VIDAL DE JESUS",V & I GROCERY,CIGARETTE RETAIL,1264051,"1434 PUTNAM AVENUE, BROOKLYN, NY 11237",1434,PUTNAM AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 381-2833
5195,"RAYDAN DELI & GROCERY 1, INC",,CIGARETTE RETAIL,1388798,"276 WILSON AVE, BROOKLYN, NY 11237",276,WILSON AVE,BROOKLYN,NY,11237,Brooklyn,,(718) 453-7050
5196,"REYES, DOMINGO A.",REYES GROCERY,CIGARETTE RETAIL,1051802,"244 HIMROD STREET, BROOKLYN, NY 11237",244,HIMROD STREET,BROOKLYN,NY,11237,Brooklyn,,(718) 919-2492
5197,RICO DELI GROCERY CORP,,CIGARETTE RETAIL,1307669,"201 IRVING AVENUE, BROOKLYN, NY 11237",201,IRVING AVENUE,BROOKLYN,NY,11237,Brooklyn,,(347) 295-0280
5198,RICO GOURMET GROCERY INC,,CIGARETTE RETAIL,1351409,"300 WYCKOFF AVENUE, RIDGEWOOD, NY 11237",300,WYCKOFF AVENUE,RIDGEWOOD,NY,11237,Brooklyn,,(718) 366-0122
5199,RITE AID OF NEW YORK INC.,RITE AID STORE# 4664,CIGARETTE RETAIL,1046742,"355 KNICKERBOCKER AVENUE, BROOKLYN, NY 11237",355,KNICKERBOCKER AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 821-2648
5200,"RODRIGUEZ, YESENIA A & MARMOL, WILLIAM R",QUISQUEYA GROCERY,CIGARETTE RETAIL,1232581,"120 GRATTAN STREET, BROOKLYN, NY 11237",120,GRATTAN STREET,BROOKLYN,NY,11237,Brooklyn,,(718) 456-5962
5201,"ROJAS, ORLANDO M",EVELYN GROCERY,CIGARETTE RETAIL,1307680,"192 CYPRESS AVENUE, BROOKLYN, NY 11237",192,CYPRESS AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 381-5835
5202,SALEH ALI GOBAH,YEMEN NEWS STAND,CIGARETTE RETAIL,1404254,"214B STANHOPE STREET, BROOKLYN, NY 11237",214B,STANHOPE STREET,BROOKLYN,NY,11237,Brooklyn,,(718) 443-9092
5203,"SONG'S GOURMET, INC",,CIGARETTE RETAIL,1287013,"139 ST NICHOLAS AVENUE, BROOKLYN, NY 11237",139,ST NICHOLAS AVENUE,BROOKLYN,NY,11237,Brooklyn,,(718) 386-3187
5204,SRENIK INC,,CIGARETTE RETAIL,1360477,"1379 HALSEY ST, BROOKLYN, NY 11237",1379,HALSEY ST,BROOKLYN,NY,11237,Brooklyn,,(718) 381-1089
5205,"STEVE MEXICAN GROCERY, INC",,CIGARETTE RETAIL,1172443,"423 STANHOPE STREET, BROOKLYN, NY 11237",423,STANHOPE STREET,BROOKLYN,NY,11237,Brooklyn,,(718) 386-7696
5206,STOP ONE FOOD MART INC,,CIGARETTE RETAIL,1454800,"173 WYCKOFF AVE, BROOKLYN, NY 11237",173,WYCKOFF AVE,BROOKLYN,NY,11237,Brooklyn,,(347) 221-9681
