ID,Business Name,Trade Name,Facility Type,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number,Number of Spaces,Number of Bike Spaces
532,CENTRAL PARKING SYSTEM OF NEW YORK INC,,Parking Lot,1372235,"319-325 ST MARKS PL, STATEN ISLAND, NY 10301",319-325,ST MARKS PL,STATEN ISLAND,NY,10301,Staten Island,A/K/A 45 HYATT STREET,(212) 502-5490,98,9
533,CENTRAL PARKING SYSTEM OF NEW YORK INC,MEYERS PARKING SYSTEM,Parking Garage,929603,"47 CHURCH STREET, NEW YORK, NY 10007",47,CHURCH STREET,NEW YORK,NY,10007,Manhattan,,(212) 564-9199,65,6
534,CENTRAL PARKING SYSTEM OF NEW YORK INC.,,Parking Garage,1020843,"1900 ARCHER STREET, BRONX, NY 10462",1900,ARCHER STREET,BRONX,NY,10462,Bronx,,(212) 629-6602,751,25
535,CENTRAL PARKING SYSTEM OF NEW YORK INC.,,Parking Garage,1400324,"226 BATTERY PARK CITY, NEW YORK, NY 10280",226,BATTERY PARK CITY,NEW YORK,NY,10280,Manhattan,355 SOUTH END AVE,(212) 502-5490,41,
536,CENTRAL PARKING SYSTEM OF NEW YORK INC.,,Parking Garage,1402130,"800 AVENUE OF THE AMERICAS, NEW YORK, NY 10001",800,AVENUE OF THE AMERICAS,NEW YORK,NY,10001,Manhattan,,(212) 502-5490,70,7
537,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1004075,"115 EAST   87 STREET, NEW YORK, NY 10128",115,EAST   87 STREET,NEW YORK,NY,10128,Manhattan,,(212) 289-5040,198,19
538,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1072920,"90 OCEANA DRIVE WEST, BROOKLYN, NY 11235",90,OCEANA DRIVE WEST,BROOKLYN,NY,11235,Brooklyn,,(212) 629-6602,262,20
539,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1084607,"41-40 UNION STREET, FLUSHING, NY 11355",41-40,UNION STREET,FLUSHING,NY,11355,Queens,,(212) 502-5490,230,20
540,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1084609,"185 EAST   85 STREET, NEW YORK, NY 10028",185,EAST   85 STREET,NEW YORK,NY,10028,Manhattan,,(212) 502-5490,320,21
541,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1099611,"199 WATER STREET, NEW YORK, NY 10038",199,WATER STREET,NEW YORK,NY,10038,Manhattan,,(212) 502-5490,99,9
542,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1100018,"411 EAST   53 STREET, NEW YORK, NY 10022",411,EAST   53 STREET,NEW YORK,NY,10022,Manhattan,,(212) 223-9358,72,7
543,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1100021,"400-408 EAST   54 STREET, NEW YORK, NY 10022",400-408,EAST   54 STREET,NEW YORK,NY,10022,Manhattan,,(212) 355-8325,140,14
544,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1100022,"425-429 EAST   52 STREET, NEW YORK, NY 10022",425-429,EAST   52 STREET,NEW YORK,NY,10022,Manhattan,,(212) 223-9500,225,20
545,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1101577,"200 EAST  161 STREET, BRONX, NY 10451",200,EAST  161 STREET,BRONX,NY,10451,Bronx,,(718) 588-5425,1208,30
546,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1107285,"154 EAST   53 STREET, NEW YORK, NY 10022",154,EAST   53 STREET,NEW YORK,NY,10022,Manhattan,,(212) 629-6602,149,14
547,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1107288,"27-49 WEST   52 STREET, NEW YORK, NY 10019",27-49,WEST   52 STREET,NEW YORK,NY,10019,Manhattan,,(212) 629-6602,120,12
548,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1111678,"120 WEST   21 STREET, NEW YORK, NY 10011",120,WEST   21 STREET,NEW YORK,NY,10011,Manhattan,,(212) 629-6602,152,15
549,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1113133,"115 EAST   57 STREET, NEW YORK, NY 10022",115,EAST   57 STREET,NEW YORK,NY,10022,Manhattan,,(212) 629-6602,94,9
550,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1126256,"180 WEST   20 STREET, NEW YORK, NY 10011",180,WEST   20 STREET,NEW YORK,NY,10011,Manhattan,,(212) 629-6602,55,5
551,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1130359,"403-407 EAST   60 STREET, NEW YORK, NY 10022",403-407,EAST   60 STREET,NEW YORK,NY,10022,Manhattan,,(212) 629-6602,168,16
552,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1135017,"101 WORTH STREET, NEW YORK, NY 10013",101,WORTH STREET,NEW YORK,NY,10013,Manhattan,,(212) 629-6602,226,20
553,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1137049,"1321-35 6 AVENUE, NEW YORK, NY 10019",1321-35,   6 AVENUE,NEW YORK,NY,10019,Manhattan,101-39 W 53 ST,(212) 629-6602,475,22
554,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1216345,"351 JAY STREET, BROOKLYN, NY 11201",351,JAY STREET,BROOKLYN,NY,11201,Brooklyn,70 MYRTLE AVENUE,(718) 625-4215,270,20
555,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1223083,"2020-30 BOSTON ROAD, BRONX, NY 10460",2020-30,BOSTON ROAD,BRONX,NY,10460,Bronx,,(212) 502-5490,375,21
556,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1307745,"7074 EAST 162 STREET, BRONX, NY 10452",7074,EAST 162 STREET,BRONX,NY,10452,Bronx,,(212) 502-5490,31,
557,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1313371,"406 15 STREET, BROOKLYN, NY 11215",406,  15 STREET,BROOKLYN,NY,11215,Brooklyn,,(212) 502-5490,108,10
558,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1323991,"40 WEST   57 STREET, NEW YORK, NY 10019",40,WEST   57 STREET,NEW YORK,NY,10019,Manhattan,45 WEST 56 STREET,(212) 502-5490,140,14
559,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1333376,"58-17 JUNCTION BOULEVARD, ELMHURST, NY 11373",58-17,JUNCTION BOULEVARD,ELMHURST,NY,11373,Queens,,(212) 502-5490,870,26
560,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1340514,"343 GOLD STREET, BROOKLYN, NY 11201",343,GOLD STREET,BROOKLYN,NY,11201,Brooklyn,,(212) 502-5490,252,20
561,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1383249,"1360 FULTON ST, BROOKLYN, NY 11216",1360,FULTON ST,BROOKLYN,NY,11216,Brooklyn,,(212) 502-5490,149,14
562,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1415118,"100 WEST   57 STREET, NEW YORK, NY 10019",100,WEST   57 STREET,NEW YORK,NY,10019,Manhattan,,(212) 502-5490,225,20
563,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Garage,1415121,"506 WEST  181 STREET, NEW YORK, NY 10033",506,WEST  181 STREET,NEW YORK,NY,10033,Manhattan,,(212) 502-5490,187,18
564,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Lot,1031644,"5141 BROADWAY, NEW YORK, NY 10034",5141,BROADWAY,NEW YORK,NY,10034,Manhattan,,(212) 502-5490,30,
565,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Lot,1075181,"696 EAST FORDHAM ROAD, BRONX, NY 10458",696,EAST FORDHAM ROAD,BRONX,NY,10458,Bronx,,(212) 629-6602,63,6
566,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Lot,1076967,"168-35 ROCKAWAY BOULEVARD, JAMAICA, NY 11434",168-35,ROCKAWAY BOULEVARD,JAMAICA,NY,11434,Queens,,(718) 999-9999,139,13
567,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Lot,1102228,"100 MYRTLE AVENUE, BROOKLYN, NY 11201",100,MYRTLE AVENUE,BROOKLYN,NY,11201,Brooklyn,,(212) 629-6602,175,17
568,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Lot,1108273,"7179 SCHERMERHORN STREET, BROOKLYN, NY 11201",7179,SCHERMERHORN STREET,BROOKLYN,NY,11201,Brooklyn,,(212) 629-6602,150,15
569,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Lot,1117312,"160 EAST  125 STREET, NEW YORK, NY 10035",160,EAST  125 STREET,NEW YORK,NY,10035,Manhattan,,(212) 629-6602,118,11
570,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Lot,1127296,"30-40 WHITESTONE EXPRESSWAY, FLUSHING, NY 11357",30-40,WHITESTONE EXPRESSWAY,FLUSHING,NY,11357,Queens,,(212) 629-6602,205,20
571,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Lot,1200151,"2032 CRESTON AVENUE, BRONX, NY 10453",2032,CRESTON AVENUE,BRONX,NY,10453,Bronx,2032-2034,(212) 502-5490,49,
572,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Lot,1204272,"28-11 47 AVENUE, LONG ISLND CITY, NY 11101",28-11,  47 AVENUE,LONG ISLND CITY,NY,11101,Queens,,(212) 502-5490,225,20
573,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Lot,1206736,"30-20 THOMSON AVENUE, LONG ISLND CITY, NY 11101",30-20,THOMSON AVENUE,LONG ISLND CITY,NY,11101,Queens,,(212) 502-5490,212,20
574,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Lot,1232549,"436 EAST   83 STREET, NEW YORK, NY 10028",436,EAST   83 STREET,NEW YORK,NY,10028,Manhattan,,(212) 502-5490,44,
575,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Lot,1243909,"294-296 HUDSON STREET, NEW YORK, NY 10013",294-296,HUDSON STREET,NEW YORK,NY,10013,Manhattan,,(212) 502-5490,43,
576,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Lot,1243911,"45-47 DOMINICK STREET, NEW YORK, NY 10013",45-47,DOMINICK STREET,NEW YORK,NY,10013,Manhattan,,(212) 502-5490,49,
577,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Lot,1251241,"140 WEST 28 STREET, NEW YORK, NY 10001",140,WEST 28 STREET,NEW YORK,NY,10001,Manhattan,140-142-144,(212) 502-5490,60,6
578,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Lot,1346794,"2300 FIFTH AVENUE, NEW YORK, NY 10037",2300,FIFTH AVENUE,NEW YORK,NY,10037,Manhattan,,(212) 502-5490,66,6
579,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,Parking Lot,1351793,"30 WEST  141 STREET, NEW YORK, NY 10037",30,WEST  141 STREET,NEW YORK,NY,10037,Manhattan,,(212) 502-5490,64,6
580,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Garage,1113131,"441 9 AVENUE, NEW YORK, NY 10001",441,   9 AVENUE,NEW YORK,NY,10001,Manhattan,,(212) 629-6602,160,16
581,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Garage,1139987,"267 WEST   47 STREET, NEW YORK, NY 10036",267,WEST   47 STREET,NEW YORK,NY,10036,Manhattan,,(212) 629-6602,61,6
582,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Garage,1140019,"882-92 7 AVENUE, NEW YORK, NY 10019",882-92,   7 AVENUE,NEW YORK,NY,10019,Manhattan,201-7 WEST 56 STREET,(212) 629-6602,225,20
583,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Garage,1144401,"138-146 EAST   50 STREET, NEW YORK, NY 10022",138-146,EAST   50 STREET,NEW YORK,NY,10022,Manhattan,,(212) 629-6602,185,18
584,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Garage,1164348,"276 LIVINGSTON STREET, BROOKLYN, NY 11217",276,LIVINGSTON STREET,BROOKLYN,NY,11217,Brooklyn,AKA 300 LIVINGSTON/39-41 BOND ST,(718) 852-7317,623,24
585,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Garage,1188120,"340 EAST   80 STREET, NEW YORK, NY 10021",340,EAST   80 STREET,NEW YORK,NY,10021,Manhattan,,(212) 502-5490,88,8
586,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Garage,1202311,"200 EAST 65 STREET, NEW YORK, NY 10021",200,EAST 65 STREET,NEW YORK,NY,10021,Manhattan,200-10,(212) 502-2490,153,15
587,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Garage,1211704,"95 OCEANA DRIVE EAST, BROOKLYN, NY 11235",95,OCEANA DRIVE EAST,BROOKLYN,NY,11235,Brooklyn,,(718) 223-9722,262,20
588,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Garage,1211714,"300 CADMAN PLAZA WEST, BROOKLYN, NY 11201",300,CADMAN PLAZA WEST,BROOKLYN,NY,11201,Brooklyn,,(718) 624-0316,349,21
589,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Garage,1215113,"500 5TH STREET, BROOKLYN, NY 11215",500,5TH STREET,BROOKLYN,NY,11215,Brooklyn,,(718) 369-8185,530,23
590,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Garage,1216515,"15 METROTECH CENTER, BROOKLYN, NY 11201",15,METROTECH CENTER,BROOKLYN,NY,11201,Brooklyn,,(718) 596-2291,268,20
591,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Garage,1226482,"9 WEST   31 STREET, NEW YORK, NY 10001",9,WEST   31 STREET,NEW YORK,NY,10001,Manhattan,,(212) 502-5490,101,10
592,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Garage,1281648,"2201 NOSTRAND AVENUE, BROOKLYN, NY 11210",2201,NOSTRAND AVENUE,BROOKLYN,NY,11210,Brooklyn,,(212) 502-5490,502,23
593,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Garage,1292558,"401 WEST  110 STREET, NEW YORK, NY 10025",401,WEST  110 STREET,NEW YORK,NY,10025,Manhattan,,(212) 502-5490,148,14
594,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Garage,1303101,"528 WEST  162 STREET, NEW YORK, NY 10032",528,WEST  162 STREET,NEW YORK,NY,10032,Manhattan,,(212) 502-5490,171,17
595,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Garage,1346726,"126-10 QUEENS BOULEVARD, KEW GARDENS, NY 11415",126-10,QUEENS BOULEVARD,KEW GARDENS,NY,11415,Queens,AKA 123-60 83RD AVE,(212) 502-5490,94,9
596,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Lot,975257,"91-133 BLEECKER STREET, NEW YORK, NY 10012",91-133,BLEECKER STREET,NEW YORK,NY,10012,Manhattan,,(212) 629-6602,670,24
597,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Lot,994675,"250 WEST   50 STREET, NEW YORK, NY 10019",250,WEST   50 STREET,NEW YORK,NY,10019,Manhattan,,(212) 629-6602,120,12
598,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Lot,1076965,"7-11 WEST   28 STREET, NEW YORK, NY 10001",7-11,WEST   28 STREET,NEW YORK,NY,10001,Manhattan,6-10 WEST 29TH STREET,(212) 889-1020,112,11
599,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Lot,1124929,"227 CHERRY STREET, NEW YORK, NY 10002",227,CHERRY STREET,NEW YORK,NY,10002,Manhattan,,(212) 629-6602,90,9
600,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Lot,1175517,"288-294 PEARL STREET, NEW YORK, NY 10038",288-294,PEARL STREET,NEW YORK,NY,10038,Manhattan,,(212) 502-5490,36,
601,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Lot,1175521,"296-298 PEARL STREET, NEW YORK, NY 10038",296-298,PEARL STREET,NEW YORK,NY,10038,Manhattan,,(212) 502-5490,120,12
602,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Lot,1200145,"2175 QUAIRY ROAD, BRONX, NY 10457",2175,QUAIRY ROAD,BRONX,NY,10457,Bronx,,(212) 502-5490,218,20
603,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Lot,1231053,"308-310 WEST   31 STREET, NEW YORK, NY 10001",308-310,WEST   31 STREET,NEW YORK,NY,10001,Manhattan,,(212) 502-5490,27,
604,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Lot,1231084,"300-306 WEST   31 STREET, NEW YORK, NY 10001",300-306,WEST   31 STREET,NEW YORK,NY,10001,Manhattan,415-419 8TH AVENUE,(212) 502-5490,36,
605,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Lot,1279597,"3260 WESTCHESTER AVENUE, BRONX, NY 10461",3260,WESTCHESTER AVENUE,BRONX,NY,10461,Bronx,3260-64 WESTCHESTER AVENUE,(212) 502-5490,176,17
606,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,Parking Lot,1279598,"3261 WESTCHESTER AVENUE, BRONX, NY 10461",3261,WESTCHESTER AVENUE,BRONX,NY,10461,Bronx,,(212) 502-5490,40,
607,"CENTRAL PARKING SYSTEM OF NEW YORK,INC",,Parking Garage,964031,"21E 15 STREET, NEW YORK, NY 10003",21E,15 STREET,NEW YORK,NY,10003,Manhattan,,(212) 629-6602,48,
608,"CENTRAL PARKING SYSTEM OF NEW YORK,INC.",,Parking Garage,1144398,"1745 BROADWAY, NEW YORK, NY 10019",1745,BROADWAY,NEW YORK,NY,10019,Manhattan,,(212) 629-6602,143,14
609,CENTRAL PARKING SYSTEM OF NEWYORK INC,,Garage - Parking Lot Combo,965331,"209-90 23 AVENUE, QUEENS, NY 11360",209-90,  23 AVENUE,QUEENS,NY,11360,Queens,,(212) 629-6602,900,27
610,CENTRAL PARKING SYSTEMS OF NEW YORK INC,,Parking Garage,1409764,"214-216 WEST 80 STREET, NEW YORK, NY 10024",214-216,WEST 80 STREET,NEW YORK,NY,10024,Manhattan,,(212) 502-5490,147,14
611,CENTRAL PARKING SYSTEMS OF NEW YORK INC,,Parking Lot,1390656,"535 WEST 43 STREET, NEW YORK, NY 10036",535,WEST 43 STREET,NEW YORK,NY,10036,Manhattan,532-46 WEST 44 STREET,(212) 502-5490,140,14
612,"CENTRAL PARKING SYSTEMS OF NEW YORK, INC.",,Parking Lot,1204144,"47-08 30 STREET, LONG ISLND CITY, NY 11101",47-08,30 STREET,LONG ISLND CITY,NY,11101,Queens,,(212) 502-5490,100,10
613,"CENTRAL PARKING SYSYTEM OF NEW YORK, INC.",,Parking Garage,1202316,"135 EAST 31 STREET, NEW YORK, NY 10016",135,EAST 31 STREET,NEW YORK,NY,10016,Manhattan,135-165,(212) 502-5490,141,14
614,CENTURY PARKING CORP,,Parking Garage,1275883,"2600 NETHERLAND AVENUE, BRONXS, NY 10463",2600,NETHERLAND AVENUE,BRONXS,NY,10463,Queens,,(212) 736-7171,706,25
615,CENTURY PARKING LLC,CENTRY PARKING LLC,Parking Garage,811933,"330 EAST   75 STREET, NEW YORK, NY 10021",330,EAST   75 STREET,NEW YORK,NY,10021,Manhattan,,(212) 686-9800,69,6
616,CFS 2907 JFK LLC,AVISTAR AIRPORT PARKING,Garage - Parking Lot Combo,1361843,"149-16 131ST ST, JAMAICA, NY 11430",149-16,131ST ST,JAMAICA,NY,11430,Queens,,(718) 322-2221,225,20
617,CFS 2907 JFK LLC,AVISTAR AIRPORT PARKING,Parking Lot,1362193,"11000 ROCKAWAY BLVD, QUEENS, NY 11420",11000,ROCKAWAY BLVD,QUEENS,NY,11420,Queens,,(718) 322-2221,500,23
618,CFS 2907 JFK LLC,THE PARKING SPOT,Parking Garage,1362177,"149-21 130TH ST, JAMAICA, NY 11430",149-21,130TH ST,JAMAICA,NY,11430,Queens,,(718) 322-2221,225,20
619,CFS 2907 JFK LLC,THE PARKING SPOT,Parking Garage,1362221,"130-24 SOUTH CONDUIT AVE, JAMAICA, NY 11420",130-24,SOUTH CONDUIT AVE,JAMAICA,NY,11420,Queens,,(718) 322-2221,225,20
620,CFS 2907 JFK LLC,THE PARKING SPOT,Parking Lot,1362198,"14920 131ST ST, JAMAICA, NY 11430",14920,131ST ST,JAMAICA,NY,11430,Queens,,(718) 322-2221,225,20
621,CFS 2907 JFK LLC,THE PARKING SPOT,Parking Lot,1362208,"14915 130TH ST, JAMAICA, NY 11430",14915,130TH ST,JAMAICA,NY,11430,Queens,,(718) 322-2221,225,20
622,CFS 2907 LGA LLC,AVISTAR AIRPORT PARKING,Parking Lot,1362224,"90-10 GRAND CENTRAL PKWY, EAST ELMHURST, NY 11369",90-10,GRAND CENTRAL PKWY,EAST ELMHURST,NY,11369,Queens,,(718) 507-8162,323,21
623,CFS 2907 LGA LLC,AVISTAR AIRPORT PARKING,Parking Lot,1362571,"90-01 23RD AVE, EAST ELMHURST, NY 11369",90-01,23RD AVE,EAST ELMHURST,NY,11369,Queens,,(718) 507-8162,262,20
624,CH RENTAL PARKING LLC,,Parking Garage,1397270,"414 HICKS ST, BROOKLYN, NY 11201",414,HICKS ST,BROOKLYN,NY,11201,Brooklyn,,(212) 348-3268,62,6
625,CHAMPION 126 LLC,,Garage - Parking Lot Combo,1125593,"162 E 126 ST, NEW YORK, NY 10035",162,E 126 ST,NEW YORK,NY,10035,Manhattan,AKA 163 EAST 125 STREET,(212) 308-5959,204,20
626,CHAMPION 221 LLC,,Parking Garage,1133061,"216 CENTRAL PARK SOUTH, NEW YORK, NY 10019",216,CENTRAL PARK SOUTH,NEW YORK,NY,10019,Manhattan,,(212) 308-5959,44,
627,CHAMPION 29 LLC.,,Parking Garage,1028146,"10 EAST   29 STREET, NEW YORK, NY 10016",10,EAST   29 STREET,NEW YORK,NY,10016,Manhattan,,(212) 308-5959,60,6
628,CHAMPION 42 LLC,,Parking Garage,1059291,"214 E 42ND ST, NEW YORK, NY 10017",214,E 42ND ST,NEW YORK,NY,10017,Manhattan,,(212) 308-5959,115,11
629,CHAMPION 55 LLC,,Parking Garage,1063776,"662 LEXINGTON AVENUE, NEW YORK, NY 10022",662,LEXINGTON AVENUE,NEW YORK,NY,10022,Manhattan,131 EAST 55 STREET,(212) 308-5959,67,6
630,CHAMPION 58 LLC,,Parking Garage,1059262,"33 W 58TH ST, NEW YORK, NY 10019",33,W 58TH ST,NEW YORK,NY,10019,Manhattan,,(212) 308-5959,108,10
631,CHAMPION BROADWAY PARKING CORP,,Parking Garage,924489,"60 EAST    8 STREET, NEW YORK, NY 10003",60,EAST    8 STREET,NEW YORK,NY,10003,Manhattan,60-68 EAST 8 STREET,(212) 249-3344,169,16
632,"CHAMPION CONFUCIUS, LLC",,Parking Garage,1146910,"2 DIVISION STREET, NEW YORK, NY 10002",2,DIVISION STREET,NEW YORK,NY,10002,Manhattan,2-68 DIVISION STREET,(212) 308-5959,300,21
633,CHAMPION LENOX LLC,,Parking Garage,1152784,"176 EAST   77 STREET, NEW YORK, NY 10021",176,EAST   77 STREET,NEW YORK,NY,10021,Manhattan,,(212) 308-5959,79,7
634,CHAMPION MULBERRY LLC,,Parking Garage,1163769,"62 MULBERRY STREET, NEW YORK, NY 10013",62,MULBERRY STREET,NEW YORK,NY,10013,Manhattan,,(212) 308-5959,191,19
635,CHAMPION PARK 85 LLC,,Parking Garage,1341899,"234 EAST   85 STREET, NEW YORK, NY 10028",234,EAST   85 STREET,NEW YORK,NY,10028,Manhattan,,(212) 308-5959,280,20
636,"CHAMPION PARKING 16, LLC",,Parking Garage,1130936,"101 EAST   16 STREET, NEW YORK, NY 10003",101,EAST   16 STREET,NEW YORK,NY,10003,Manhattan,,(212) 308-5959,61,6
637,CHAMPION PARKING 24 LLC,,Parking Lot,1341905,"111-115 E 24 STREET, NEW YORK, NY 10010",111-115,E 24 STREET,NEW YORK,NY,10010,Manhattan,,(212) 308-5959,45,
638,CHAMPION PARKING 28 LLC,,Parking Lot,1111971,"398 PARK AVENUE SOUTH, NEW YORK, NY 10016",398,PARK AVENUE SOUTH,NEW YORK,NY,10016,Manhattan,,(212) 308-5959,90,9
639,CHAMPION PARKING 33 LLC,,Parking Garage,1209503,"4 PARK AVENUE, NEW YORK, NY 10016",4,PARK AVENUE,NEW YORK,NY,10016,Manhattan,,(212) 308-5959,150,15
640,CHAMPION PARKING 36 LLC,,Parking Garage,1209498,"30 PARK AVENUE, NEW YORK, NY 10016",30,PARK AVENUE,NEW YORK,NY,10016,Manhattan,AKA 38 EAST 36 STREET,(212) 308-5959,142,14
641,CHAMPION PARKING 39 LLC,,Parking Garage,1227121,"102 WEST   39 STREET, NEW YORK, NY 10018",102,WEST   39 STREET,NEW YORK,NY,10018,Manhattan,AKA 1033 AVENUE OF AMERICAS,(212) 852-9033,75,7
642,CHAMPION PARKING 425 LLC,,Parking Lot,1195484,"425 PARK AVENUE, NY, NY 10022",425,PARK AVENUE,NY,NY,10022,Manhattan,,(212) 308-5959,130,13
643,CHAMPION PARKING 53 LLC,,Parking Garage,1187066,"821-827 7 AVENUE, NEW YORK, NY 10019",821-827,   7 AVENUE,NEW YORK,NY,10019,Manhattan,A/K/A/ 159-167 W 53RD STREET,(212) 308-5959,147,14
644,CHAMPION PARKING 57 LLC,,Parking Garage,1093313,"316 WEST   57 STREET, NEW YORK, NY 10019",316,WEST   57 STREET,NEW YORK,NY,10019,Manhattan,,(212) 308-5959,372,21
645,"CHAMPION PARKING 68, LLC",,Parking Garage,1420787,"80 CENTRAL PARK WEST, NEW YORK, NY 10023",80,CENTRAL PARK WEST,NEW YORK,NY,10023,Manhattan,,(212) 308-5959,83,8
646,CHAMPION PARKING 700 LLC,,Parking Lot,1406477,"411 BROADWAY, NEW YORK, NY 10013",411,BROADWAY,NEW YORK,NY,10013,Manhattan,AKA 413,(212) 308-5959,60,6
647,CHAMPION PARKING 74 LLC.,,Parking Garage,1283824,"2109 BROADWAY, NEW YORK, NY 10023",2109,BROADWAY,NEW YORK,NY,10023,Manhattan,,(212) 308-5959,110,11
648,CHAMPION PARKING 75 LLC,,Parking Garage,1122008,"370 E 76TH ST, NEW YORK, NY 10021",370,E 76TH ST,NEW YORK,NY,10021,Manhattan,,(212) 308-5959,104,10
649,CHAMPION PARKING 76 ST LLC.,,Parking Garage,1351985,"205 WEST 76 STREET, NEW YORK, NY 10023",205,WEST 76 STREET,NEW YORK,NY,10023,Manhattan,,(212) 308-5959,58,5
650,CHAMPION PARKING 77 LLC,,Parking Garage,1331277,"219 W 77TH ST, NEW YORK, NY 10024",219,W 77TH ST,NEW YORK,NY,10024,Manhattan,219-223 WEST 77 STREET,(212) 308-5959,225,20
651,CHAMPION PARKING 77TH ST. CORP,,Parking Garage,908745,"49 E 77TH ST, NEW YORK, NY 10021",49,E 77TH ST,NEW YORK,NY,10021,Manhattan,,(212) 249-3344,113,11
652,CHAMPION PARKING 80 LLC,,Parking Garage,1364545,"445 E 80TH ST, NEW YORK, NY 10075",445,E 80TH ST,NEW YORK,NY,10075,Manhattan,,(212) 308-5959,72,7
