BOROUGH,GRADE LEVEL,PROGRAM TYPE,CORE SUBJECT,SERVICE CATEGORY,CLASS SIZE,NUMBER OF CLASSES,NUMBER OF STUDENTS,PERCENT OF STUDENTS IN BOROUGH / GRADE / PROGRAM / SUBJECT
X,MS Core,GEN ED / CTT,MATH,-,25,111,2775,7%
X,MS Core,GEN ED / CTT,MATH,-,26,117,3042,7%
X,MS Core,GEN ED / CTT,MATH,-,27,122,3294,8%
X,MS Core,GEN ED / CTT,MATH,-,28,133,3724,9%
X,MS Core,GEN ED / CTT,MATH,-,29,124,3596,9%
X,MS Core,GEN ED / CTT,MATH,-,30,143,4290,11%
X,MS Core,GEN ED / CTT,MATH,-,31,132,4092,10%
X,MS Core,GEN ED / CTT,MATH,-,32,67,2144,5%
X,MS Core,GEN ED / CTT,MATH,-,33,38,1254,3%
X,MS Core,GEN ED / CTT,MATH,-,34,11,374,1%
X,MS Core,GEN ED / CTT,MATH,-,>34,18,873,2%
X,MS Core,GEN ED / CTT,SCIENCE,-,<15,38,465,1%
X,MS Core,GEN ED / CTT,SCIENCE,-,15,17,255,1%
X,MS Core,GEN ED / CTT,SCIENCE,-,16,15,240,1%
X,MS Core,GEN ED / CTT,SCIENCE,-,17,16,272,1%
X,MS Core,GEN ED / CTT,SCIENCE,-,18,30,540,1%
X,MS Core,GEN ED / CTT,SCIENCE,-,19,46,874,2%
X,MS Core,GEN ED / CTT,SCIENCE,-,20,45,900,2%
X,MS Core,GEN ED / CTT,SCIENCE,-,21,67,1407,4%
X,MS Core,GEN ED / CTT,SCIENCE,-,22,87,1914,5%
X,MS Core,GEN ED / CTT,SCIENCE,-,23,63,1449,4%
X,MS Core,GEN ED / CTT,SCIENCE,-,24,108,2592,7%
X,MS Core,GEN ED / CTT,SCIENCE,-,25,114,2850,7%
X,MS Core,GEN ED / CTT,SCIENCE,-,26,110,2860,7%
X,MS Core,GEN ED / CTT,SCIENCE,-,27,117,3159,8%
X,MS Core,GEN ED / CTT,SCIENCE,-,28,134,3752,9%
X,MS Core,GEN ED / CTT,SCIENCE,-,29,124,3596,9%
X,MS Core,GEN ED / CTT,SCIENCE,-,30,141,4230,11%
X,MS Core,GEN ED / CTT,SCIENCE,-,31,131,4061,10%
X,MS Core,GEN ED / CTT,SCIENCE,-,32,63,2016,5%
X,MS Core,GEN ED / CTT,SCIENCE,-,33,38,1254,3%
X,MS Core,GEN ED / CTT,SCIENCE,-,34,13,442,1%
X,MS Core,GEN ED / CTT,SCIENCE,-,>34,16,687,2%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,<15,43,529,1%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,15,18,270,1%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,16,18,288,1%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,17,17,289,1%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,18,27,486,1%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,19,45,855,2%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,20,49,980,2%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,21,68,1428,4%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,22,85,1870,5%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,23,66,1518,4%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,24,105,2520,6%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,25,113,2825,7%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,26,117,3042,8%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,27,122,3294,8%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,28,133,3724,9%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,29,126,3654,9%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,30,138,4140,10%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,31,134,4154,10%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,32,63,2016,5%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,33,37,1221,3%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,34,12,408,1%
X,MS Core,GEN ED / CTT,SOCIAL STUDIES,-,>34,15,633,2%
X,MS Core,SPEC ED,ENGLISH,-,<6,6,30,1%
X,MS Core,SPEC ED,ENGLISH,-,7,6,42,2%
X,MS Core,SPEC ED,ENGLISH,-,8,5,40,1%
X,MS Core,SPEC ED,ENGLISH,-,9,17,153,6%
X,MS Core,SPEC ED,ENGLISH,-,10,44,440,16%
X,MS Core,SPEC ED,ENGLISH,-,11,56,616,22%
X,MS Core,SPEC ED,ENGLISH,-,12,99,1188,43%
X,MS Core,SPEC ED,ENGLISH,-,13,11,143,5%
X,MS Core,SPEC ED,ENGLISH,-,14,1,14,1%
X,MS Core,SPEC ED,ENGLISH,-,>15,4,94,3%
X,MS Core,SPEC ED,MATH,-,<6,6,30,1%
X,MS Core,SPEC ED,MATH,-,6,1,6,0%
X,MS Core,SPEC ED,MATH,-,7,7,49,2%
X,MS Core,SPEC ED,MATH,-,8,7,56,2%
X,MS Core,SPEC ED,MATH,-,9,16,144,5%
X,MS Core,SPEC ED,MATH,-,10,52,520,19%
X,MS Core,SPEC ED,MATH,-,11,51,561,20%
X,MS Core,SPEC ED,MATH,-,12,95,1140,41%
X,MS Core,SPEC ED,MATH,-,13,10,130,5%
X,MS Core,SPEC ED,MATH,-,14,3,42,2%
X,MS Core,SPEC ED,MATH,-,>15,4,94,3%
X,MS Core,SPEC ED,SCIENCE,-,<6,6,30,1%
X,MS Core,SPEC ED,SCIENCE,-,6,3,18,1%
X,MS Core,SPEC ED,SCIENCE,-,7,7,49,2%
X,MS Core,SPEC ED,SCIENCE,-,8,6,48,2%
X,MS Core,SPEC ED,SCIENCE,-,9,15,135,5%
X,MS Core,SPEC ED,SCIENCE,-,10,49,490,18%
X,MS Core,SPEC ED,SCIENCE,-,11,50,550,21%
X,MS Core,SPEC ED,SCIENCE,-,12,92,1104,41%
X,MS Core,SPEC ED,SCIENCE,-,13,10,130,5%
X,MS Core,SPEC ED,SCIENCE,-,14,3,42,2%
X,MS Core,SPEC ED,SCIENCE,-,>15,3,66,2%
X,MS Core,SPEC ED,SOCIAL STUDIES,-,<6,10,50,2%
X,MS Core,SPEC ED,SOCIAL STUDIES,-,7,6,42,2%
X,MS Core,SPEC ED,SOCIAL STUDIES,-,8,6,48,2%
X,MS Core,SPEC ED,SOCIAL STUDIES,-,9,14,126,5%
X,MS Core,SPEC ED,SOCIAL STUDIES,-,10,46,460,17%
X,MS Core,SPEC ED,SOCIAL STUDIES,-,11,50,550,21%
X,MS Core,SPEC ED,SOCIAL STUDIES,-,12,94,1128,42%
X,MS Core,SPEC ED,SOCIAL STUDIES,-,13,9,117,4%
X,MS Core,SPEC ED,SOCIAL STUDIES,-,14,2,28,1%
X,MS Core,SPEC ED,SOCIAL STUDIES,-,15,1,15,1%
X,MS Core,SPEC ED,SOCIAL STUDIES,-,>15,4,94,4%
X,09-12,GEN ED / CTT,ENGLISH,-,<15,269,3253,5%
X,09-12,GEN ED / CTT,ENGLISH,-,15,62,930,1%
X,09-12,GEN ED / CTT,ENGLISH,-,16,67,1072,2%
X,09-12,GEN ED / CTT,ENGLISH,-,17,91,1547,2%
X,09-12,GEN ED / CTT,ENGLISH,-,18,76,1368,2%
X,09-12,GEN ED / CTT,ENGLISH,-,19,106,2014,3%
X,09-12,GEN ED / CTT,ENGLISH,-,20,83,1660,2%
X,09-12,GEN ED / CTT,ENGLISH,-,21,129,2709,4%
X,09-12,GEN ED / CTT,ENGLISH,-,22,141,3102,4%
X,09-12,GEN ED / CTT,ENGLISH,-,23,132,3036,4%
X,09-12,GEN ED / CTT,ENGLISH,-,24,159,3816,5%
X,09-12,GEN ED / CTT,ENGLISH,-,25,190,4750,7%
X,09-12,GEN ED / CTT,ENGLISH,-,26,202,5252,7%
X,09-12,GEN ED / CTT,ENGLISH,-,27,156,4212,6%
X,09-12,GEN ED / CTT,ENGLISH,-,28,158,4424,6%
X,09-12,GEN ED / CTT,ENGLISH,-,29,140,4060,6%
X,09-12,GEN ED / CTT,ENGLISH,-,30,130,3900,6%
X,09-12,GEN ED / CTT,ENGLISH,-,31,137,4247,6%
X,09-12,GEN ED / CTT,ENGLISH,-,32,131,4192,6%
X,09-12,GEN ED / CTT,ENGLISH,-,33,130,4290,6%
X,09-12,GEN ED / CTT,ENGLISH,-,34,155,5270,7%
X,09-12,GEN ED / CTT,ENGLISH,-,>34,47,1789,3%
X,09-12,GEN ED / CTT,MATH,-,<15,194,2368,5%
X,09-12,GEN ED / CTT,MATH,-,15,45,675,1%
X,09-12,GEN ED / CTT,MATH,-,16,45,720,1%
X,09-12,GEN ED / CTT,MATH,-,17,64,1088,2%
X,09-12,GEN ED / CTT,MATH,-,18,62,1116,2%
X,09-12,GEN ED / CTT,MATH,-,19,71,1349,3%
X,09-12,GEN ED / CTT,MATH,-,20,67,1340,3%
X,09-12,GEN ED / CTT,MATH,-,21,75,1575,3%
X,09-12,GEN ED / CTT,MATH,-,22,94,2068,4%
X,09-12,GEN ED / CTT,MATH,-,23,93,2139,4%
X,09-12,GEN ED / CTT,MATH,-,24,99,2376,5%
X,09-12,GEN ED / CTT,MATH,-,25,123,3075,6%
X,09-12,GEN ED / CTT,MATH,-,26,118,3068,6%
X,09-12,GEN ED / CTT,MATH,-,27,108,2916,6%
X,09-12,GEN ED / CTT,MATH,-,28,113,3164,6%
X,09-12,GEN ED / CTT,MATH,-,29,104,3016,6%
X,09-12,GEN ED / CTT,MATH,-,30,100,3000,6%
X,09-12,GEN ED / CTT,MATH,-,31,91,2821,6%
X,09-12,GEN ED / CTT,MATH,-,32,92,2944,6%
X,09-12,GEN ED / CTT,MATH,-,33,95,3135,6%
X,09-12,GEN ED / CTT,MATH,-,34,130,4420,9%
X,09-12,GEN ED / CTT,MATH,-,>34,48,1774,4%
X,09-12,GEN ED / CTT,SCIENCE,-,<15,222,2738,4%
X,09-12,GEN ED / CTT,SCIENCE,-,15,65,975,1%
X,09-12,GEN ED / CTT,SCIENCE,-,16,72,1152,2%
X,09-12,GEN ED / CTT,SCIENCE,-,17,68,1156,2%
X,09-12,GEN ED / CTT,SCIENCE,-,18,71,1278,2%
X,09-12,GEN ED / CTT,SCIENCE,-,19,88,1672,2%
X,09-12,GEN ED / CTT,SCIENCE,-,20,81,1620,2%
X,09-12,GEN ED / CTT,SCIENCE,-,21,83,1743,3%
X,09-12,GEN ED / CTT,SCIENCE,-,22,115,2530,4%
X,09-12,GEN ED / CTT,SCIENCE,-,23,133,3059,5%
X,09-12,GEN ED / CTT,SCIENCE,-,24,103,2472,4%
X,09-12,GEN ED / CTT,SCIENCE,-,25,148,3700,5%
X,09-12,GEN ED / CTT,SCIENCE,-,26,136,3536,5%
X,09-12,GEN ED / CTT,SCIENCE,-,27,148,3996,6%
X,09-12,GEN ED / CTT,SCIENCE,-,28,150,4200,6%
X,09-12,GEN ED / CTT,SCIENCE,-,29,153,4437,7%
X,09-12,GEN ED / CTT,SCIENCE,-,30,164,4920,7%
X,09-12,GEN ED / CTT,SCIENCE,-,31,159,4929,7%
X,09-12,GEN ED / CTT,SCIENCE,-,32,155,4960,7%
X,09-12,GEN ED / CTT,SCIENCE,-,33,151,4983,7%
X,09-12,GEN ED / CTT,SCIENCE,-,34,173,5882,9%
X,09-12,GEN ED / CTT,SCIENCE,-,>34,49,1942,3%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,<15,191,2312,3%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,15,50,750,1%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,16,71,1136,2%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,17,63,1071,2%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,18,67,1206,2%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,19,78,1482,2%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,20,80,1600,2%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,21,100,2100,3%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,22,89,1958,3%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,23,122,2806,4%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,24,133,3192,5%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,25,156,3900,6%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,26,144,3744,6%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,27,135,3645,5%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,28,151,4228,6%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,29,133,3857,6%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,30,145,4350,7%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,31,156,4836,7%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,32,152,4864,7%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,33,164,5412,8%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,34,144,4896,7%
X,09-12,GEN ED / CTT,SOCIAL STUDIES,-,>34,89,3284,5%
X,09-12,SPEC ED,ENGLISH,-,<6,7,35,1%
X,09-12,SPEC ED,ENGLISH,-,6,12,72,2%
X,09-12,SPEC ED,ENGLISH,-,7,7,49,1%
X,09-12,SPEC ED,ENGLISH,-,8,6,48,1%
X,09-12,SPEC ED,ENGLISH,-,9,8,72,2%
X,09-12,SPEC ED,ENGLISH,-,10,38,380,11%
X,09-12,SPEC ED,ENGLISH,-,11,43,473,14%
X,09-12,SPEC ED,ENGLISH,-,12,49,588,17%
X,09-12,SPEC ED,ENGLISH,-,13,18,234,7%
X,09-12,SPEC ED,ENGLISH,-,14,31,434,12%
X,09-12,SPEC ED,ENGLISH,-,15,32,480,14%
X,09-12,SPEC ED,ENGLISH,-,>15,37,621,18%
X,09-12,SPEC ED,MATH,-,<6,1,5,0%
X,09-12,SPEC ED,MATH,-,6,4,24,1%
X,09-12,SPEC ED,MATH,-,7,2,14,1%
X,09-12,SPEC ED,MATH,-,8,3,24,1%
X,09-12,SPEC ED,MATH,-,9,10,90,5%
X,09-12,SPEC ED,MATH,-,10,20,200,10%
X,09-12,SPEC ED,MATH,-,11,19,209,11%
X,09-12,SPEC ED,MATH,-,12,16,192,10%
X,09-12,SPEC ED,MATH,-,13,17,221,11%
X,09-12,SPEC ED,MATH,-,14,20,280,14%
X,09-12,SPEC ED,MATH,-,15,18,270,14%
X,09-12,SPEC ED,MATH,-,>15,27,448,23%
X,09-12,SPEC ED,SCIENCE,-,6,2,12,0%
X,09-12,SPEC ED,SCIENCE,-,7,1,7,0%
X,09-12,SPEC ED,SCIENCE,-,8,2,16,1%
X,09-12,SPEC ED,SCIENCE,-,9,8,72,3%
X,09-12,SPEC ED,SCIENCE,-,10,23,230,9%
X,09-12,SPEC ED,SCIENCE,-,11,22,242,10%
X,09-12,SPEC ED,SCIENCE,-,12,27,324,13%
X,09-12,SPEC ED,SCIENCE,-,13,19,247,10%
X,09-12,SPEC ED,SCIENCE,-,14,20,280,11%
X,09-12,SPEC ED,SCIENCE,-,15,31,465,19%
X,09-12,SPEC ED,SCIENCE,-,>15,36,609,24%
X,09-12,SPEC ED,SOCIAL STUDIES,-,<6,1,5,0%
X,09-12,SPEC ED,SOCIAL STUDIES,-,6,6,36,1%
X,09-12,SPEC ED,SOCIAL STUDIES,-,7,9,63,2%
X,09-12,SPEC ED,SOCIAL STUDIES,-,8,5,40,1%
X,09-12,SPEC ED,SOCIAL STUDIES,-,10,20,200,7%
X,09-12,SPEC ED,SOCIAL STUDIES,-,11,33,363,13%
X,09-12,SPEC ED,SOCIAL STUDIES,-,12,18,216,8%
X,09-12,SPEC ED,SOCIAL STUDIES,-,13,28,364,13%
X,09-12,SPEC ED,SOCIAL STUDIES,-,14,39,546,20%
X,09-12,SPEC ED,SOCIAL STUDIES,-,15,23,345,13%
X,09-12,SPEC ED,SOCIAL STUDIES,-,>15,33,580,21%
