Facility Type,License Number,Entity Name,Trade Name,Address,Address Zip Code,Telephone Number,Number of Spaces
Parking Garage,1189587,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"371 379 PARK AVENUE
NEW YORK, NY 10022
(40.758630224005685, -73.96809182217982)",10022,2125025490,150
Parking Garage,1192284,1065 GARAGE LLC.,,"1065 PARK AVENUE
NEW YORK, NY 10128
(40.78094705472654, -73.95646400606955)",10128,2128887400,30
Parking Garage,1192969,"QUIK PARK 61 STREET, LLC",,"510 62 STREET
NEW YORK, NY 10021
(40.63816050351104, -74.01706865470028)",10021,2128322066,50
Parking Garage,1202774,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"7 HANOVER SQUARE
NEW YORK, NY 10004
(40.7043068313896, -74.00918226342714)",10004,2125025490,67
Parking Garage,1203528,"PUTNAM GARDENS PARKING, CORP.",,"3815 PUTNAM AVENUE
BRONX, NY 10462
(40.88473750707868, -73.89887368985183)",10462,7184327226,80
Parking Garage,1204520,MANHATTAN PARKING EAST 34TH STREET CORP.,,"333 34TH STREET
NEW YORK, NY 10016
(40.74411981762671, -73.97431554835117)",10016,2124903460,56
Parking Garage,957484,ROYAL CHARTER PROPERTIES INC,,"1285 YORK AVENUE
NEW YORK, NY 10021
(40.764962135206474, -73.95516881642752)",10021,2127461969,77
Parking Garage,959098,COPLEY ASSOCIATES LLC,COPLEY GARAGE,"2000 BROADWAY
NEW YORK, NY 10023
(40.77555112255072, -73.98204971780314)",10023,2128887400,57
Parking Garage,961988,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"1 PENN PLAZA
NEW YORK, NY 10001
(40.74954249803239, -73.99162877282481)",10001,2126296602,665
Parking Garage,961990,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"332 344 WEST 44 STREET
NEW YORK, NY 10036
(40.75934682719435, -73.989860554421)",10036,2126296602,273
Parking Garage,972262,BLEECKER PARKING CORP,,"350 BLEECKER STREET
NEW YORK, NY 10014
(40.73433519394791, -74.00464968039944)",10014,2122748303,150
Parking Garage,980801,FIRST AVENUE PARKING LLC,,"630 FIRST AVENUE
NEW YORK, NY 10016
(40.7454058481286, -73.97231905344609)",10016,2127367171,100
Parking Garage,984363,520 WEST PARKING CORP,,"520 43 STREET
NEW YORK, NY 10036
(40.76075099551198, -73.99612206568727)",10036,2127367171,75
Parking Garage,999137,9-11 LLC,,"39335 PARK AVENUE
NEW YORK, NY 10016
(40.74682398903662, -73.98155023434808)",10016,2126869800,150
Parking Garage,1006124,EDISON NY PARKING LLC,,"161 10 AVENUE
NEW YORK, NY 10011
(40.74560911203063, -74.00573341653367)",10011,2126315995,80
Parking Garage,1020843,CENTRAL PARKING SYSTEM OF NEW YORK INC.,,"1900 ARCHER STREET
BRONX, NY 10462
(40.837861596323314, -73.86329544735374)",10462,2126296602,751
Parking Garage,1020999,1114 SIXTH PARKING LLC,,"1114 6 AVENUE
NEW YORK, NY 10036
(40.755181478587076, -73.98385735508202)",10036,2126869800,188
Parking Garage,1026542,GEM PARKING CORP,,"260 188 STREET
BRONX, NY 10458
(40.86091270720894, -73.89619857837228)",10458,2127536116,139
Parking Garage,1029225,245 EAST 19 STREET PARKING LLC,,"245 19 STREET
NEW YORK, NY 10003
(40.7358227694195, -73.98356091352036)",10003,2126869800,106
Parking Garage,1032982,EAST 28TH STREET GARAGE CORP,,"201 28 STREET
NEW YORK, NY 10016
(40.74197624504778, -73.98079350632078)",10016,2127367171,61
Parking Garage,1062413,HILLTOP PARKING CORP,,"305 182 STREET
BRONX, NY 10457
(40.85534716361382, -73.89862230022955)",10457,7183649580,240
Parking Garage,1063776,CHAMPION 55 LLC,,"662 LEXINGTON AVENUE
NEW YORK, NY 10022
(40.75998385822356, -73.96980994498438)",10022,2123085959,67
Parking Garage,1070778,BAMFORD REALTY LLC,,"333 56 STREET
NEW YORK, NY 10022
(40.7580233361997, -73.9643510602665)",10022,2123558030,150
Parking Garage,1076840,"COVE CLUB CAR PARK, LLC",GGMC,"2 END AVENUE
NEW YORK, NY 10280
(40.563626211930696, -74.17883104422444)",10280,2129966363,69
Parking Garage,1088937,KRM GARAGE CORP,,"1900 JEROME AVENUE
BRONX, NY 10453
(40.85022296777717, -73.91052056105555)",10453,7189019859,40
Parking Garage,1093314,CENTRAL HARLEM GARAGE CORP.,,"130 MALCOLM X BOULEVARD
NEW YORK, NY 10026
(40.802679708390116, -73.9490710614114)",10026,2127367171,273
Parking Garage,1098937,MARLO TOWERS GARAGE CORP,,"56 FULTON STREET
NEW YORK, NY 10038
(40.70858760424909, -74.00494645666913)",10038,2122435900,280
Parking Garage,1099266,"AMVERSEV ASSOCIATION, INC.",,"18 15 215 STREET
BAYSIDE, NY 11360
(40.78070133439911, -73.78226733686807)",11360,7182249625,244
Parking Garage,1100022,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,"425 429 EAST 52 STREET
NEW YORK, NY 10022
(40.758630224005685, -73.96809182217982)",10022,2122239500,225
Parking Garage,1100532,BEEKMAN GARAGE LLC,,"51 53 EAST 76 STREET
NEW YORK, NY 10021
(40.76920532766377, -73.959183941086)",10021,2128322066,140
Parking Garage,1100843,LIVINGSTON STREET PARKING LLC,,"111 LIVINGSTON STREET
BROOKLYN, NY 11201
(40.69109687573092, -73.98955322065659)",11201,2126869800,150
Parking Garage,1109621,EAST 105TH STREET PARKING LLC,,"156 105 STREET
NEW YORK, NY 10029
(40.79136120382583, -73.94629267391815)",10029,2126869800,89
Parking Garage,1113133,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,"115 57 STREET
NEW YORK, NY 10022
(40.761332643328224, -73.97002572614576)",10022,2126296602,94
Parking Garage,1117864,WEST 89 STREET PARKING LLC,,"205 209 WEST 89 STREET
NEW YORK, NY 10024
(40.78362556816552, -73.96653900057436)",10024,2126869800,51
Parking Garage,1118320,280 BROADWAY CAR PARK LLC,GGMC,"280 BROADWAY
NEW YORK, NY 10007
(40.71445705198537, -74.00606330154457)",10007,2129966363,149
Parking Garage,1124818,ROYAL 89 PARKING LLC,,"200 210 EAST 89 STREET
NEW YORK, NY 10128
(40.781770000585084, -73.95062814906976)",10128,2126869800,70
Parking Garage,1130762,HJ PARKING LLC.,,"301 9 WEST 51 STREET
NEW YORK, NY 10019
(40.76761164715987, -73.99180550022362)",10019,2126869800,226
Parking Garage,1133060,CROYDEN PARKING LLC,,"12 86 STREET
NEW YORK, NY 10028
(40.781344935492015, -73.96005628504636)",10028,2129562280,72
Parking Garage,1133585,IMPERIAL PALACE GARAGE CORP,,"845 1 AVENUE
NEW YORK, NY 10017
(40.75214110417746, -73.96765190140094)",10017,2127367171,76
Parking Garage,1135061,110 EAST 16TH STREET ASSOCIATES LLC,,"110 16 STREET
NEW YORK, NY 10003
(40.73566605534351, -73.98877432724494)",10003,2126869800,275
Parking Garage,1137049,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,"1321 35 6 AVENUE
NEW YORK, NY 10019
(40.76761164715987, -73.99180550022362)",10019,2126296602,475
Parking Garage,1151772,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"1601 SEDDON STREET
BRONX, NY 10461
(40.84020169583912, -73.84847448629591)",10461,7189316541,150
Parking Garage,1155791,J & A PARKING INC,,"376 184 STREET
BRONX, NY 10458
(40.85715034380903, -73.89593940682127)",10458,7188791782,147
Parking Garage,1159595,PATRIOT PARKING LLC,,"351 1 2-376 GREENWICH STREET
NEW YORK, NY 10013
(40.71864812272501, -74.01035596636783)",10013,2126869800,318
Parking Garage,1161319,"ABDULLAH, MUHAMMAD A",MAA PARKING COMPANY,"1360 FULTON STREET
BROOKLYN, NY 11216
(40.68018287779626, -73.94620877931374)",11216,7186366959,149
Parking Garage,1167341,"SUNNY CAR PARK, LLC",,"47 01 QUEENS BOULEVARD
SUNNYSIDE, NY 11104
(40.74489336663561, -73.92054134530679)",11104,2122216111,74
Parking Garage,1171216,CENTRAL PARKING SYSTEM OF NEW YORK,,"214 216 WEST 80 STREET
NEW YORK, NY 10024
(40.78362556816552, -73.96653900057436)",10024,2125025490,147
Parking Garage,1172406,PARK KWIK LLC,,"55 WASHINGTON STREET
BROOKLYN, NY 11201
(40.70268647145343, -73.98957042961105)",11201,7182469201,120
Parking Garage,1181103,"LPARK 2, LLC",LAZ PARKING,"457 459 WEST 150 STREET
NEW YORK, NY 10031
(40.82495420507257, -73.9501244360938)",10031,2127517033,115
Parking Garage,1181124,"200 EAST PARKING, CORP",,"1081 3RD AVENUE
NEW YORK, NY 10021
(40.767812568230795, -73.96194948723833)",10021,2127367171,116
Parking Garage,1220146,TOWNSWAY GARAGE CO.LLC,TOWNSWAY GARAGE CO,"145 27 STREET
NEW YORK, NY 10016
(40.741835652902715, -73.98239566299102)",10016,2126849675,48
Parking Garage,1220798,200 WEST GARAGE CORP.,,"220 26 STREET
NEW YORK, NY 10001
(40.746350136259366, -73.99508089400769)",10001,2127367171,120
Parking Garage,1222445,"IMPERIAL PARKING (U.S.), INC",,"400 90 STREET
NEW YORK, NY 10128
(40.77936703138819, -73.94744674248528)",10128,2129378660,31
Parking Garage,1241015,1430 INWOOD LLC,,"1430 INWOOD AVENUE
BRONX, NY 10452
(40.84127858475805, -73.91841841302825)",10452,2126298100,140
Parking Garage,1247513,QUIK PARK WEST 12TH ST. LLC,,"175 179 WEST 12 STREET
NEW YORK, NY 10011
(40.74471526669623, -74.00460000028977)",10011,2128322066,43
Parking Garage,1262206,"78 PARKING MANAGEMENT, LLC",,"404 79 STREET
NEW YORK, NY 10075
(40.77219665138148, -73.95233611795504)",10075,7187880066,73
Parking Garage,1262710,ACCESS PARKING CORP,,"159 21 STREET
NEW YORK, NY 10011
(40.74233595769272, -73.99538427598638)",10011,7187215243,78
Parking Garage,1266177,100 ML GARAGE CORP,,"100 MAIDEN LANE
NEW YORK, NY 10038
(40.70687889239338, -74.00698791767564)",10038,2127367171,67
Parking Garage,1268885,"BOND STREET GARAGE, LLC.",,"25 BOND STREET
NEW YORK, NY 10012
(40.72648970902413, -73.99390179486663)",10012,2128887400,48
Parking Garage,1277259,3000 JEROME PARKING CORP.,,"3000 JEROME AVENUE
BRONX, NY 10468
(40.873573752104924, -73.88924909793948)",10468,7183290617,100
Parking Garage,1277435,VFC INDUSTRIES LTD,,"161 132 STREET
NEW YORK, NY 10027
(40.81315177659576, -73.94454798918133)",10027,2127223349,135
Parking Garage,1278454,SYD-SKY CORPORATION,,"3559 WHITE PLAINS ROAD
BRONX, NY 10467
(40.878802241146055, -73.86581175554646)",10467,3474272825,1
Parking Garage,1286769,ALLIANCE RIVERBANK PARKING LLC,,"555 42 STREET
NEW YORK, NY 10036
(40.760685329406385, -73.99793174484057)",10036,2125810535,84
Parking Garage,1286774,ALLIANCE IMPALA PARKING LLC,,"404 76 STREET
NEW YORK, NY 10021
(40.770315373046515, -73.95400117940203)",10021,2125810535,58
Parking Garage,1291835,NATIONS 47 PARKING LLC,,"885 2 AVENUE
NEW YORK, NY 10017
(40.75310104624154, -73.96985480559333)",10017,2126869800,227
Parking Garage,1292805,QP W. 116TH STREET LLC,,"40 116 STREET
NEW YORK, NY 10026
(40.80116061750394, -73.94770812030829)",10026,2128322066,65
Parking Garage,1298297,FN PARKING CORP.,,"1829 JEROME AVENUE
BRONX, NY 10453
(40.85001896369719, -73.91075131183597)",10453,9173999429,101
Parking Garage,1300920,ALLIANCE AMHERST PARKING LLC,,"401 74 STREET
NEW YORK, NY 10021
(40.76898607173683, -73.954728314553)",10021,2125810535,61
Parking Garage,1300924,"ALLIANCE ELEMENT PARKING, LLC",,"555 59 STREET
NEW YORK, NY 10019
(40.771351288673884, -73.98982885335658)",10019,2125810535,190
Parking Garage,1301293,MP UPTOWN LLC,,"440 102 STREET
NEW YORK, NY 10029
(40.7866379880924, -73.94099570052259)",10029,2124903460,270
Parking Garage,1301648,"MY NEW PARKING, INC.",,"1380 UNIVERSITY AVENUE
BRONX, NY 10452
(40.84226780778729, -73.92602566630099)",10452,3475388602,77
Parking Garage,1302523,MY NEW PARKING INC,,"1484 JEROME AVENUE
BRONX, NY 10452
(40.84189491359778, -73.91644406311546)",10452,3475388602,174
Parking Garage,1306361,AMPCO SYSTEM PARKING,,"750 LEXINGTON AVENUE
NEW YORK, NY 10022
(40.76249398753119, -73.96802742600755)",10022,2127542678,72
Parking Garage,1306478,100 RIVERSIDE PARKING LLC,,"100 RIVERSIDE BOULEVARD
NEW YORK, NY 10069
(40.77623878905513, -73.98952418056419)",10069,2126869800,48
Parking Garage,1307939,315 EAST 21ST STREET CO. LLC,,"315 21 STREET
NEW YORK, NY 10010
(40.73632754594875, -73.98111895038538)",10010,7188969600,18
Parking Garage,1309084,PLYMOUTH PARKING LLC,,"1781 1ST AVE
NEW YORK, NY 10128-6901
(40.781001014048286, -73.94635562646022)",10128-6901,2128798388,146
Parking Garage,1309622,E&Y PARKING CORP.,,"615 JACKSON AVENUE
BRONX, NY 10455
(40.815096581914894, -73.9084532649327)",10455,7186844084,53
Parking Garage,1310287,454 MANAVE GARAGE CORP,,"454 MANHATTAN AVENUE
NEW YORK, NY 10026
(40.80704036194277, -73.95533042300349)",10026,2127367171,33
Parking Garage,1310482,EMPIRE 33 PARKING LLC,,"38 46 WEST 33 STREET
NEW YORK, NY 10001
(40.75025902143676, -73.99688630375988)",10001,2126869800,224
Parking Garage,1310485,99 JANE STREET PARKING LLC,,"802 WASHINGTON STREET
NEW YORK, NY 10014
(40.73878022544971, -74.00812885952801)",10014,2126869800,46
Parking Garage,1312149,ENTERPRISE 40TH PARKING CORP,,"315 40 STREET
NEW YORK, NY 10016
(40.748287721965, -73.97248054956229)",10016,2127367171,334
Parking Garage,1312575,"PARK 117TH, LLC",,"279 117 STREET
NEW YORK, NY 10026
(40.804790406472044, -73.95406571825873)",10026,2122220242,71
Parking Garage,1312853,420 EAST 53RD PARKING LLC,,"420 53 STREET
NEW YORK, NY 10022
(40.755535128652056, -73.9643412227852)",10022,2127595290,270
Parking Garage,1313251,QUIK PARK W.23RD ST.LLC,,"423 431 WEST 23 STREET
NEW YORK, NY 10011
(40.74471526669623, -74.00460000028977)",10011,2128322066,185
Parking Garage,1314512,HAVEN VIEW GARAGE CORP,,"200 HAVEN AVENUE
NEW YORK, NY 10033
(40.847701983561585, -73.94218508042486)",10033,2125432900,50
Parking Garage,1319305,WELLESLEY PARKING LLC,,"203 71 STREET
NEW YORK, NY 10021
(40.76904788586412, -73.96102615903568)",10021,2122495514,98
Parking Garage,1319642,TPEC 148 LLC,,"234 240 WEST 148 STREET
NEW YORK, NY 10039
(40.82668192862815, -73.93777090780111)",10039,2122348883,110
Parking Garage,1319917,21 EAST 12TH STREET PARKING LLC,,"21 12 STREET
NEW YORK, NY 10003
(40.73415941925228, -73.99328928325086)",10003,2129293041,200
Parking Garage,1320334,QUIK PARK RIVERSIDE GARAGE LLC,,"779 789 RIVERSIDE DRIVE
NEW YORK, NY 10032
(40.83693034905639, -73.94917852197119)",10032,2128322066,90
Parking Garage,1323180,73RD STREET PARKING CORP.,,"1257 1265 3 AVENUE
NEW YORK, NY 10021
(40.76920532766377, -73.959183941086)",10021,2127367171,65
Parking Garage,1324143,CITYVIEW PLAZA LLC,,"32 07 37 AVENUE
LONG ISLND CITY, NY 11101
(40.74570244980828, -73.93866902925225)",11101,7182670300,25
Parking Garage,1325492,"THIRD AVENUE NORTH, LLC",,"181 119 STREET
NEW YORK, NY 10035
(40.80015043174278, -73.93914576364094)",10035,2123697032,27
Parking Garage,1331217,QUIK PARK EAST 66 LLC,,"250 67 STREET
NEW YORK, NY 10065
(40.766043735336254, -73.96178397911326)",10065,2128322066,197
Parking Garage,1334778,109-23 OWNERS CORP,,"109 23 71 ROAD
FOREST HILLS, NY 11375
(40.720707263029794, -73.84628429608335)",11375,7182633800,25
Parking Garage,1339252,MANHATTAN PARKING WEST 45 STREET CORP,,"120 45 STREET
NEW YORK, NY 10036
(40.757269695813804, -73.98400302159699)",10036,2124903460,45
Parking Garage,921899,DOUBLE GARAGE CORP,DOUBLE GARAGE,"1533 YORK AVENUE
NEW YORK, NY 10028
(40.77305100730928, -73.94921547051337)",10028,2127373279,114
Parking Garage,927032,RAPID E 77TH ST CORP,,"150 77 STREET
NEW YORK, NY 10021
(40.6309393312231, -74.03238325504228)",10021,2128661000,37
Parking Garage,932155,301 PARK CORP,,"301 64 STREET
NEW YORK, NY 10021
(40.63970032486805, -74.02259312064345)",10021,2124730135,84
Parking Garage,937560,VALUE MGMT. CORP.,,"11 JANE STREET
NEW YORK, NY 10014
(40.73813033291157, -74.00298593464527)",10014,2124730135,92
Parking Garage,947321,KINNEY SYSTEMS INC,,"3450 BAINBRIDGE AVENUE
BRONX, NY 10467
(40.880316560480644, -73.87870895018762)",10467,2128894444,390
Parking Garage,954597,KURA RIVER MANAGEMENT LTD,KRM LTD,"2 BROADWAY 9 STONE ST
NEW YORK, NY 10004
(40.688827825343935, -74.01911250583743)",10004,2125942560,56
Parking Garage,959388,"WEST 129TH STREET, L.L.C.",,"605 129 STREET
NEW YORK, NY 10027
(40.8164293585199, -73.95802888840198)",10027,2128887400,134
Parking Garage,962029,CENTRAL PARKING SYSTEM OF NEW YORK INC,,"169 200 CADMAN PLAZA
BROOKLYN, NY 11221
(40.69128803951145, -73.92761792792498)",11221,2126296602,546
Parking Garage,962108,88TH GARAGE CORP,,"100 89 STREET
NEW YORK, NY 10024
(40.78841181709495, -73.97081745299556)",10024,2127367171,204
Parking Garage,963959,53-10 ASSOCIATES LLC,,"792 10 AVENUE
NEW YORK, NY 10019
(40.76675575310418, -73.99027851437125)",10019,2124730135,198
Parking Garage,978502,RAPID WEST 102 CORP,,"206 102 STREET
NEW YORK, NY 10025
(40.797984172681296, -73.96791396487853)",10025,2128661000,114
Parking Garage,981738,TRIBECA PARKING CORP,,"454 456 GREENWICH STREET
NEW YORK, NY 10013
(40.721242188776046, -74.00888900022716)",10013,2122749225,55
Parking Garage,992413,CASTLE PARKING CORP,,"2846 WEBSTER AVENUE
BRONX, NY 10458
(40.86664856062475, -73.88452786771458)",10458,7189334751,100
Parking Garage,1005177,157 57 THIRD CORP,,"153 57 STREET
NEW YORK, NY 10022
(40.76054143788173, -73.9682271382128)",10022,2123558962,38
Parking Garage,1007928,"CENTRAL PARKING SYSTEM OF NEW YORK, INC",,"257 259 WEST 47 STREET
NEW YORK, NY 10036
(40.75934682719435, -73.989860554421)",10036,2122629778,120
Parking Garage,1010041,130 EAST 18TH GARAGE CORP,,"130 18 STREET
NEW YORK, NY 10003
(40.73637878160553, -73.98685316165346)",10003,2127367171,84
Parking Garage,1029200,EXPRESS PARK LLC,,"425 79TH STREET
NEW YORK, NY 10021
(40.627606486352114, -74.02557998403486)",10021,2122216111,99
Parking Garage,1070437,EAST 85TH REALTY LLC,,"500 85 STREET
NEW YORK, NY 10028
(40.77520030273798, -73.9475714206143)",10028,2126509178,77
Parking Garage,1070777,80TH REALTY LLC,,"1514 YORK AVENUE
NEW YORK, NY 10028
(40.7720676130876, -73.9498892457807)",10028,2126500854,100
Parking Garage,1072122,CHELSEA SEVENTH GARAGE CORP,,"252 7 AVENUE
NEW YORK, NY 10001
(40.745033185646044, -73.99501293476673)",10001,2127367171,175
Parking Garage,1078420,PENNY LANE CAR PARK LLC,GGMC,"215 24 STREET
NEW YORK, NY 10010
(40.73937065162693, -73.9822959036863)",10010,2129966363,99
Parking Garage,1078641,CLIFF PARKING LLC,,"99 JOHN STREET
NEW YORK, NY 10038
(40.707952848944544, -74.00600027423552)",10038,2126869800,87
Parking Garage,1113944,56-57 HOLDING LLC,,"408 57 STREET
NEW YORK, NY 10019
(40.76819466835104, -73.98635747032347)",10019,2129299404,80
Parking Garage,1114874,THE HERTZ CORPORATION,,"39431 13 STREET
NEW YORK, NY 10003
(40.73194394755518, -73.98887214913032)",10003,2124865912,250
Parking Garage,1118641,"COLUMBUS CIRCLE PARKING, LLC",,"330 58 STREET
NEW YORK, NY 10019
(40.76774721998618, -73.98325710562722)",10019,2126869800,95
Parking Garage,1125479,"520 EAST 81ST STREET GARAGE, CORP",,"520 81 STREET
NEW YORK, NY 10028
(40.772160678500256, -73.9481632637391)",10028,2129771300,33
Parking Garage,1126177,FANDA PARKING LLC,,"340 74 STREET
NEW YORK, NY 10021
(40.76939076665002, -73.95570857556493)",10021,2125945050,38
Parking Garage,1126900,IMPARK HSW LLC,,"577 1 AVE
NEW YORK, NY 10016
(40.74345847878271, -73.97382408792839)",10016,2129378660,45
Parking Garage,1126970,CHURCH STREET PARKING LLC.,,"110 CHURCH STREET
NEW YORK, NY 10007
(40.71351583849072, -74.00910489301086)",10007,2126869800,88
Parking Garage,1129460,F&T MANAGEMENT & PARKING CORP.,,"39 07 PRINCE STREET
QUEENS, NY 11354
(40.76862022064671, -73.82719028070687)",11354,7188882828,126
Parking Garage,1130472,METROPOLITAN STORAGE CORP,,"1901 1 AVENUE
NEW YORK, NY 10029
(40.784557024104835, -73.9437956536432)",10029,2129999999,95
Parking Garage,1135063,REALPRO PARKING LLC,,"330 39 STREET
NEW YORK, NY 10016
(40.74730341761045, -73.97214818226053)",10016,2126869800,208
Parking Garage,1135076,WEST PLAZA GARAGE LLC,,"500 520 2 AVENUE
NEW YORK, NY 10016
(40.745242969987146, -73.97823298586354)",10016,2126869800,169
Parking Garage,1135103,"WEST PLAZA GARAGE, LLC",,"480 490 2 AVENUE
NEW YORK, NY 10016
(40.745242969987146, -73.97823298586354)",10016,2126869800,96
Parking Garage,1135161,WEST SIDE PARKING CORP,,"432 WASHINGTON STREET
NEW YORK, NY 10013
(40.72321058044548, -74.01037836172611)",10013,2122748513,25
Parking Garage,1142024,NINTH AVENUE PARKING LLC,,"404 37 STREET
NEW YORK, NY 10018
(40.75584218751839, -73.99629556698147)",10018,2125643199,161
Parking Garage,1146456,IMPERIAL PARKING (US) INC,IMPARK,"750 6 AVENUE
NEW YORK, NY 10010
(40.74417899987569, -73.99182498679839)",10010,2129378660,73
Parking Garage,1148944,ELBA OPERATING CORP,,"575 WASHINGTON STREET
NEW YORK, NY 10014
(40.72952382109116, -74.00924521596914)",10014,2129299404,400
Parking Garage,1151530,CITY PARKING LLC,,"525 11 STREET
NEW YORK, NY 10009
(40.727959000760166, -73.9806557686577)",10009,2127078993,90
Parking Garage,1152784,CHAMPION LENOX LLC,,"176 77 STREET
NEW YORK, NY 10021
(40.63078009251138, -74.031712658214)",10021,2123085959,79
Parking Garage,1164348,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,"276 LIVINGSTON STREET
BROOKLYN, NY 11217
(40.68872067198442, -73.9834842768514)",11217,7188527317,623
Parking Garage,1166505,MODERN PARKING LLC,,"666 5 AVENUE
NEW YORK, NY 10019
(40.76043886719997, -73.97583492618365)",10019,2126869800,90
Parking Garage,1175838,182 E 73 GARAGE CORP,,"182 73 STREET
NEW YORK, NY 10021
(40.770667803931644, -73.96066383994639)",10021,2127367171,73
Parking Garage,1179983,PACE PARKING LLC,,"990 996 6 AVENUE
NEW YORK, NY 10018
(40.756840774582145, -73.99669149981281)",10018,2126869800,120
