EventName,EventTypeDescription,EventDescription,EventSetupStartDate,EventStartDate,EventEndDate,EventBreakDownEndDate,Acronym,IsRecurring,RecurringDaysNotes,Location,Borough,SpatialLocation
Block Party,Block Party,block party,8/14/10 9:00 AM,8/14/10 9:00 AM,8/14/10 9:00 PM,8/14/10 9:00 PM,SAPO,NO,, EAST   37 STREET between FILLMORE AVENUE and AVENUE S,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1003013 162200, 1003519 161606))"
Decatur Street Block Party,Block Party,block party,8/21/10 8:00 AM,8/21/10 8:00 AM,8/21/10 8:00 PM,8/21/10 8:00 PM,SAPO,NO,, DECATUR STREET between MALCOLM X BOULEVARD and PATCHEN AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1003979 187745, 1004789 187868))"
Woodbine Street block Party,Block Party,Regular block party,8/14/10 8:00 AM,8/14/10 9:00 AM,8/14/10 9:00 PM,8/14/10 9:00 PM,SAPO,NO,, WOODBINE STREET between CENTRAL AVENUE and EVERGREEN AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1007048 191204, 1007473 191774))"
Eldert Garden Block party,Block Party,Eldert Garden Block party,8/14/10 8:00 AM,8/14/10 9:00 AM,8/14/10 9:00 PM,8/14/10 9:00 PM,SAPO,NO,, ELDERT STREET between BUSHWICK AVENUE and BROADWAY,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1007952 188935, 1008340 189454))"
Carey Garders Family Day,Block Party,Carey garders Family day,8/14/10 10:00 AM,8/14/10 11:00 AM,8/14/10 7:00 PM,8/14/10 7:00 PM,SAPO,NO,, WEST   23 STREET between MERMAID AVENUE and SURF AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (987007 149144, 987115 148402))"
Block party,Block Party,not provided,8/21/10 8:00 AM,8/21/10 8:00 AM,8/21/10 7:00 PM,8/21/10 8:00 PM,SAPO,NO,, COVENTRY ROAD between BRANTON STREET and EAST   86 STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1006477 174741, 1006655 174888, 1006834 175040))"
Halsey Street Block Party,Block Party,not provided,9/5/10 8:00 AM,9/5/10 8:00 AM,9/5/10 7:30 PM,9/5/10 7:30 PM,SAPO,NO,, HALSEY STREET between BUSHWICK AVENUE and EVERGREEN AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1008131 189610, 1008532 190147))"
Community Outreach Day,Block Party,Celebartion by the owners and tenants in the area,8/14/10 9:00 AM,8/14/10 11:00 AM,8/14/10 7:00 PM,8/14/10 7:00 PM,SAPO,NO,, PROSPECT PLACE between GRAND AVENUE and CLASSON AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (994551 185711, 995412 185475))"
45th Street Block Party,Block Party,Block Party,8/15/10 8:00 AM,8/15/10 8:00 AM,8/15/10 9:00 PM,8/15/10 9:00 PM,SAPO,NO,, 45 STREET between 2 AVENUE and 3 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (980362 176780, 981010 176265))"
Pleasant Grove Family Day,Block Party,Food rides and Show,8/15/10 10:00 AM,8/15/10 1:00 PM,8/15/10 7:00 PM,8/15/10 7:00 PM,SAPO,NO,, HOWARD AVENUE between FULTON STREET and MCDOUGAL STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1006637 186783, 1006703 186566))"
El Puente Beacon Annual Block Party,Block Party,the youth of the summer camp will celebrate the final day of camp0 with a day outside having fun in the community,8/17/10 9:00 AM,8/17/10 11:00 AM,8/17/10 7:00 PM,8/17/10 8:00 PM,SAPO,NO,, SOUTH    3 STREET between ROEBLING STREET and DRIGGS AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (995054 198669, 995469 198470))"
Decatur Street Prayer Band Association Block Party,Block Party,block party,8/21/10 8:00 AM,8/21/10 8:00 AM,8/21/10 9:00 PM,8/21/10 9:00 PM,SAPO,NO,, DECATUR STREET between BROADWAY and BUSHWICK AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1008581 188465, 1008965 188987))"
Block Party,Block Party,not provided,8/21/10 8:00 AM,8/21/10 8:00 AM,8/21/10 7:00 PM,8/21/10 8:00 PM,SAPO,NO,, EAST   42 STREET between CHURCH AVENUE and SNYDER AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1001432 176596, 1001484 175962))"
Wade St Block Party Association,Block Party,block party,7/17/10 8:00 AM,7/17/10 9:00 AM,7/17/10 9:00 PM,7/17/10 9:00 PM,SAPO,NO,, WADE STREET between EARLEY AVENUE and CRYSTAL AVENUE,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (945108 163648, 944854 163674, 944716 163688))"
Utter Avenue Block Party,Block Party,block party,7/17/10 9:00 AM,7/17/10 11:00 AM,7/17/10 8:00 PM,7/17/10 8:00 PM,SAPO,NO,, UTTER AVENUE between FAIRVIEW AVENUE and SMITH AVENUE,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (951047 164600, 950301 164517))"
HEALTHY HARLEM SUMMER SIZZLER,Block Party,HEALTH RELATED SERVICES MEDICAL SCREENINGS,7/17/10 8:00 AM,7/17/10 11:00 AM,7/17/10 6:00 PM,7/17/10 6:00 PM,SAPO,NO,, WEST  115 STREET between LENOX AVENUE and FIFTH AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (998931 230729, 998041 231228))"
Livermore Avenue Block Party,Block Party,"arts and crafts, rides, food and activities",7/24/10 11:00 AM,7/24/10 11:00 AM,7/24/10 9:00 PM,7/24/10 9:00 PM,SAPO,NO,, LIVERMORE AVENUE between VICTORY BOULEVARD and WILBUR PLACE,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (945387 162390, 945311 162090))"
Gates Avenue Block Association,Block Party,Block Party,8/21/10 8:00 AM,8/21/10 8:00 AM,8/21/10 8:00 PM,8/21/10 8:00 PM,SAPO,NO,, GATES AVENUE between MALCOLM X BOULEVARD and PATCHEN AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1003613 190147, 1004424 190270))"
Gowanus Family Day,Block Party,Block Party,8/7/10 9:00 AM,8/7/10 9:00 AM,8/7/10 7:00 PM,8/7/10 7:00 PM,SAPO,NO,, BALTIC STREET between HOYT STREET and BOND STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (987146 188460, 987736 188158))"
Block Party,Block Party,Block Party,7/24/10 10:00 AM,7/24/10 12:00 PM,7/24/10 9:00 PM,7/24/10 9:00 PM,SAPO,NO,, LUDWIG STREET between CLOVE ROAD and ELIZABETH STREET,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (950904 167563, 951459 168049))"
Block Party,Block Party,block party,7/31/10 9:00 AM,7/31/10 9:00 AM,7/31/10 9:00 PM,7/31/10 9:00 PM,SAPO,NO,, OAKLAND AVENUE between HARVEST AVENUE and MATTHEWS AVENUE,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (953843 167869, 953885 167562, 953928 167255))"
MPHLL-NYC y Li Evento del Verano,Block Party,"flea market, arts and crafts, religious service.",8/14/10 8:00 AM,8/14/10 9:00 AM,8/14/10 7:00 PM,8/14/10 7:00 PM,SAPO,NO,, WEST  186 STREET between ST NICHOLAS AVENUE and WADSWORTH AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (1003202 249830, 1002861 250018))"
Elmira Avenue Block Party,Block Party,Block Party,7/31/10 8:00 AM,7/31/10 12:00 PM,7/31/10 8:00 PM,7/31/10 8:00 PM,SAPO,NO,, ELMIRA AVENUE between WESTCOTT BOULEVARD and DEAD END,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (949020 165200, 948694 165166))"
HEALTH FAIR,Block Party,HEALTH INFORMATION,7/24/10 8:00 AM,7/24/10 9:00 AM,7/24/10 4:00 PM,7/24/10 4:00 PM,SAPO,NO,, BROADWAY between WEST  151 STREET and WEST  152 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (998728 241754, 998855 241981))"
Condo Block Party,Block Party,block party,7/18/10 12:00 PM,7/18/10 12:00 PM,7/18/10 9:00 PM,7/18/10 9:00 PM,SAPO,NO,,422 HAWTHORNE AVENUE between DARCEY AVENUE and DREYER AVENUE,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (942732 160847, 942679 160593))"
Block Party,Block Party,"Family and neighbors come out and meet, greet, network and eat",8/21/10 9:00 AM,8/21/10 10:00 AM,8/21/10 7:00 PM,8/21/10 7:00 PM,SAPO,NO,, STERLING STREET between ROGERS AVENUE and BEDFORD AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (996146 180732, 997072 180809))"
Hamilton place Annual Back to School Block Party,Block Party,block party,8/14/10 8:00 AM,8/14/10 8:00 AM,8/14/10 8:00 PM,8/14/10 8:00 PM,SAPO,NO,, HAMILTON PLACE between WEST  140 STREET and WEST  141 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (997729 238995, 997951 239166))"
Block Party,Block Party,block party,7/31/10 9:00 AM,7/31/10 9:00 AM,7/31/10 9:00 PM,7/31/10 9:00 PM,SAPO,NO,, BACHE AVENUE between HYLAN BOULEVARD and CLAWSON STREET,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (953525 147919, 954070 147539))"
FAMILY DAY,Block Party,ANNUAL EVENT FOR OUR RESIDENTS AND COMMUNITY,7/30/10 12:30 PM,7/30/10 1:00 PM,7/30/10 8:30 PM,7/30/10 9:00 PM,SAPO,NO,, WEST  129 STREET between ADAM CLAYTON POWELL BOULEVARD and FREDERICK DOUGLAS BOULEVARD,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (999066 234936, 998728 235125, 998284 235379))"
Grant Family Day,Block Party,block party,8/21/10 10:00 AM,8/21/10 11:00 AM,8/21/10 7:00 PM,8/21/10 7:00 PM,SAPO,NO,, LA SALLE STREET between AMSTERDAM AVENUE and BROADWAY,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (996201 235336, 995409 235761))"
Tompkins Houses Family Health and Education Day,Block Party,"Cook outs on lawns, health and education vendors.",8/21/10 7:30 AM,8/21/10 8:00 AM,8/21/10 7:30 PM,8/21/10 8:00 PM,SAPO,NO,, TOMPKINS AVENUE between PARK AVENUE and MYRTLE AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (999003 193546, 999047 193282, 999088 193017, 999123 192745))"
Run For Knowledge,Block Party,"end of run celebration including rides,games,music and food",10/1/10 3:00 PM,10/1/10 5:15 PM,10/1/10 8:00 PM,10/1/10 9:00 PM,SAPO,NO,, WARREN STREET between WEST STREET and NORTH END AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (980632 200301, 980253 200517))"
Health Fair (Ditmas Ave),Block Party,Health Fair,7/17/10 11:00 AM,7/17/10 11:00 AM,7/17/10 8:00 PM,7/17/10 8:00 PM,SAPO,NO,, DITMAS AVENUE between OCEAN AVENUE and EAST   21 STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (995638 172195, 995905 172362))"
Block Party,Block Party,Block Party,7/31/10 9:00 AM,7/31/10 9:00 AM,7/31/10 9:00 PM,7/31/10 9:00 PM,SAPO,NO,, COLONY AVENUE between HUNTER AVENUE and MAPLETON AVENUE,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (959157 148601, 958932 148288))"
153rd St Block party,Block Party,block party,8/21/10 8:00 AM,8/21/10 8:00 AM,8/21/10 8:00 PM,8/21/10 8:00 PM,SAPO,NO,, WEST  153 STREET between AMSTERDAM AVENUE and ST NICHOLAS AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (1000314 241467, 999769 241772))"
90th Pct National Night Out Against Crime,Block Party,"Police/community get together for fun games, interaction.",8/3/10 3:00 PM,8/3/10 6:00 PM,8/3/10 9:00 PM,8/3/10 9:00 PM,SAPO,NO,, BOERUM STREET between LORIMER STREET and LEONARD STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (998673 196292, 999149 196352))"
West 180th Block Party,Block Party,block party,8/21/10 8:00 AM,8/21/10 8:00 AM,8/21/10 6:00 PM,8/21/10 6:00 PM,SAPO,NO,, WEST  180 STREET between WADSWORTH AVENUE and SAINT NICHOLAS AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (1002443 248462, 1002103 248650))"
White Elephant Sale and Fall Cleanup,Block Party,block cleanup plus tag sale by block residents,9/26/10 9:00 AM,9/26/10 10:00 AM,9/26/10 4:00 PM,9/26/10 4:30 PM,SAPO,NO,, WEST   76 STREET between AMSTERDAM AVENUE and COLUMBUS AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (990647 223452, 989859 223888))"
147th St. block party,Block Party,block party,8/21/10 8:00 AM,8/21/10 9:00 AM,8/21/10 8:00 PM,8/21/10 8:00 PM,SAPO,NO,, WEST  147 STREET between FREDERICK DOUGLASS BOULEVARD and ADAM CLAYTON POWELL BOULEVARD,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (1001374 239100, 1000587 239536))"
Youth Evangelistic Outreach,Block Party,block party,8/21/10 9:00 AM,8/21/10 12:00 PM,8/21/10 3:00 PM,8/21/10 5:00 PM,SAPO,NO,, EAST    6 STREET between AVENUE C and AVENUE D,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (989993 202870, 990655 202503))"
Brooklyn Collegiate Day,Block Party,Block Party,6/12/10 8:00 AM,6/12/10 10:00 AM,6/12/10 5:00 PM,6/12/10 6:00 PM,SAPO,NO,, DEAN STREET between ROCKAWAY AVENUE and HOPKINSON AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1008148 185175, 1008916 185121))"
GB Games and Car Show,Block Party,this is a family fun raised with free and low cost activities for families to play together,8/1/10 9:00 AM,8/1/10 11:00 AM,8/1/10 6:00 PM,8/1/10 7:00 PM,SAPO,NO,, GERRITSEN AVENUE between CYRUS AVENUE and LOIS AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1005828 154351, 1006203 153910, 1006546 153506))"
DDC Labor Coalition Annual Summber Picnic and Block Party,Block Party,"Celebration of Summer with food, music and activities",7/21/10 10:30 AM,7/21/10 12:00 PM,7/21/10 1:30 PM,7/21/10 2:00 PM,SAPO,NO,, 30 PLACE between 47 AVENUE and THOMSON AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1001887 210732, 1001784 210049))"
West 15th Street Block Party,Block Party,BLOCK PARTY,7/24/10 9:00 AM,7/24/10 10:00 AM,7/24/10 9:00 PM,7/24/10 9:00 PM,SAPO,NO,, WEST   15 STREET between MERMAID AVENUE and NEPTUNE AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (988948 150281, 989069 149442))"
Montgomery Street Block Party,Block Party,Block Party,8/21/10 8:00 AM,8/21/10 8:00 AM,8/21/10 8:00 PM,8/21/10 8:00 PM,SAPO,NO,,345 MONTGOMERY STREET between NOSTRAND AVENUE and ROGERS AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (997098 181757, 997482 181730, 997866 181703))"
Unity in the Community,Block Party,"Cultural food, games, face painting , rides, bike race, vollyball, Basketball",7/24/10 9:00 AM,7/24/10 11:00 AM,7/24/10 9:00 PM,7/24/10 9:00 PM,SAPO,NO,, EAST   15 STREET between AVENUE X and NECK ROAD,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (996567 156000, 996585 155865, 996707 155037))"
Highland block party,Block Party,"BLOCK PARTY, bbq., play family party",8/1/10 8:00 AM,8/1/10 8:00 AM,8/1/10 8:00 PM,8/1/10 8:00 PM,SAPO,NO,, HIGHLAND PLACE between ATLANTIC AVENUE and FULTON STREET,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1017229 187433, 1017364 186717))"
67th Place Block Party,Block Party,1st annual Block Party for block residents and friends,7/24/10 8:00 AM,7/24/10 9:00 AM,7/24/10 9:00 PM,7/24/10 10:00 PM,SAPO,NO,, 67 PLACE between CENTRAL AVENUE and 70 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1015608 196073, 1015770 195557))"
Crown Avenue Block Party,Block Party,Block party,8/14/10 9:00 AM,8/14/10 9:00 AM,8/14/10 9:00 PM,8/14/10 9:00 PM,SAPO,NO,, CROWN AVENUE between DELMAR AVENUE and NIPPON AVENUE,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (930757 138003, 930028 137739))"
105th St Block Party,Block Party,Block Party,7/24/10 9:00 AM,7/24/10 9:00 AM,7/24/10 9:00 PM,7/24/10 9:00 PM,SAPO,NO,, 105 STREET between 97 AVENUE and 95 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1028744 190467, 1028906 190036))"
Putnam Avenue Block Party,Block Party,Block Party,7/24/10 8:00 AM,7/24/10 8:00 AM,7/24/10 8:00 PM,7/24/10 8:00 PM,SAPO,NO,, PUTNAM AVENUE between BUSHWICK AVENUE and EVERGREEN AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1007088 190388, 1007490 190925))"
Block Party,Block Party,Block Party,8/7/10 8:00 AM,8/7/10 8:00 AM,8/7/10 8:00 PM,8/7/10 8:00 PM,SAPO,NO,, EAST   53 STREET between BEVERLY ROAD and TILDEN AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1004482 175500, 1004538 174822))"
Tag-Garage Sale,Block Party,To have the street closed off so that neighbors can sell some of their stuff.,9/11/10 9:30 AM,9/11/10 10:00 AM,9/11/10 4:00 PM,9/11/10 4:30 PM,SAPO,NO,, CAYUGA AVENUE between WEST  246 STREET and DEAD END,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1012096 264039, 1012236 264457))"
64th St Block Party,Block Party,Annual Block Party,7/24/10 8:00 AM,7/24/10 9:00 AM,7/24/10 9:00 PM,7/24/10 9:00 PM,SAPO,NO,, 64 STREET between 53 DRIVE and 55 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1011626 204752, 1011609 204149))"
12th Street Block Association Annual Block Party,Block Party,Street Block Party,7/24/10 9:00 AM,7/24/10 9:00 AM,7/24/10 9:00 PM,7/24/10 9:00 PM,SAPO,NO,, 12 STREET between 3 AVENUE and 4 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (986323 183250, 986962 182847))"
Carroll Street Block Party,Block Party,"Pot luck dinner, games, bake off",9/11/10 8:00 AM,9/11/10 8:30 AM,9/11/10 9:00 PM,9/11/10 9:00 PM,SAPO,NO,, CARROLL STREET between 5 AVENUE and 6 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (989430 185251, 990124 184896))"
Our Family Organization/ West 141st Block Assoc.,Block Party,block party,8/28/10 9:00 AM,8/28/10 12:00 PM,8/28/10 9:00 PM,8/28/10 9:00 PM,SAPO,NO,, WEST  141 STREET between MALCOLM X BOULEVARD and ADAM CLAYTON POWELL BOULEVARD,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (1001387 237266, 1000600 237702))"
Annual Block Party Health Fair,Block Party,block party,8/28/10 9:00 AM,8/28/10 10:00 AM,8/28/10 7:00 PM,8/28/10 8:00 PM,SAPO,NO,, EAST  103 STREET between 3 AVENUE and LEXINGTON AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (998736 227214, 999182 226972))"
Community Get Together Family Day Out,Block Party,block party,8/28/10 11:00 AM,8/28/10 11:00 AM,8/28/10 6:00 PM,8/28/10 6:00 PM,SAPO,NO,, WEST  107 STREET between MANHATTAN AVENUE and COLUMBUS AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (995052 230496, 994667 230710))"
123rd St block party,Block Party,block party,8/28/10 9:00 AM,8/28/10 3:00 PM,8/28/10 8:00 PM,8/28/10 8:00 PM,SAPO,NO,, WEST  123 STREET between LENOX AVENUE and 7 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (999078 233100, 998291 233536))"
East 28th st Block Party,Block Party,BLOCK PARTY,7/24/10 9:00 AM,7/24/10 11:00 AM,7/24/10 12:00 PM,7/24/10 12:00 PM,SAPO,NO,, EAST   28 STREET between AVENUE Y and AVENUE Z,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1000316 154770, 1000362 154448, 1000427 153997))"
Milford St Block Party,Block Party,Block Party,7/25/10 1:00 PM,7/25/10 1:00 PM,7/25/10 8:00 PM,7/25/10 8:00 PM,SAPO,NO,, MILFORD STREET between LINDEN BOULEVARD and HEGEMAN AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1019065 182422, 1019346 181925))"
Fulton Street Festival,Block Party,Block Party,7/25/10 8:00 AM,7/25/10 8:00 AM,7/25/10 8:00 PM,7/25/10 8:00 PM,SAPO,NO,, FULTON STREET between NOSTRAND AVENUE and BEDFORD AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (997183 187256, 998241 187165))"
West 111th Street Annual Block Party,Block Party,SCHOOL SUPPLIES DONATED TO CHILDREN OF THE NEIGHBORHOOD,7/31/10 9:00 AM,7/31/10 12:00 PM,7/31/10 9:00 PM,7/31/10 9:00 PM,SAPO,NO,, WEST  111 STREET between ST NICHOLAS AVENUE and ADAM CLAYTON POWELL BOULEVARD,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (997427 230378, 996749 230753))"
National Night Out Against Crime,Block Party,"Games, giveaways, recruitment, sports, rides.",8/3/10 10:00 AM,8/3/10 12:00 PM,8/3/10 8:00 PM,8/3/10 8:00 PM,SAPO,NO,, WASHINGTON PARK between DEKALB AVENUE and WILLOUGHBY AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (991588 191285, 991703 190525))"
Beach St Block Party,Block Party,Block Party,7/25/10 9:30 AM,7/25/10 10:00 AM,7/25/10 9:00 PM,7/25/10 9:00 PM,SAPO,NO,, BEACH  138 STREET between CRONSTON AVENUE and NEWPORT AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1024115 148915, 1023812 149602))"
3rd Annual Block Party/Health Fair,Block Party,"Health Fair with Community based organizations promoting healthy eating, physical health and educational health",7/30/10 10:00 AM,7/30/10 10:00 AM,7/30/10 4:00 PM,7/30/10 4:00 PM,SAPO,NO,, BOERUM STREET between GRAHAM AVENUE and MANHATTAN AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (999586 196401, 1000063 196456))"
Block Party,Block Party,Block Party,8/7/10 9:00 AM,8/7/10 9:00 AM,8/7/10 9:00 PM,8/7/10 9:00 PM,SAPO,NO,, 109 STREET between LIBERTY AVENUE and 103 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1030449 189091, 1030643 188563))"
Love Your Neighbor's Block Party,Block Party,"Games Booth Art and Outdoor Activities, etc.",7/31/10 9:00 AM,7/31/10 11:00 AM,7/31/10 5:00 PM,7/31/10 5:00 PM,SAPO,NO,, 54 STREET between 8 AVENUE and 9 AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (982573 172037, 983185 171552))"
2313 Plumb 1st,Block Party,BLOCK PARTY,8/7/10 9:00 AM,8/7/10 9:00 AM,8/7/10 9:00 PM,8/7/10 9:00 PM,SAPO,NO,, PLUMB    1 STREET between AVENUE W and ALLEN AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1003019 156738, 1003119 156230))"
9BC TOMPKINS SQUARE,Block Party,BLOCK PARTY FOR RESIDENTS FEATURING ENTERTAINMENT,7/31/10 9:00 AM,7/31/10 12:00 PM,7/31/10 6:00 PM,7/31/10 8:00 PM,SAPO,NO,, EAST    9 STREET between AVENUE B and AVENUE C,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (989701 203881, 990354 203519))"
East 26th St Block Party,Block Party,Block Party,7/31/10 10:00 AM,7/31/10 10:00 AM,7/31/10 5:00 PM,7/31/10 5:00 PM,SAPO,NO,, EAST   26 STREET between FOSTER AVENUE and FLATBUSH AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (997533 171882, 997353 171593, 997353 171593))"
60th Lane Block Party,Block Party,Annual BBQ,7/31/10 8:00 AM,7/31/10 9:00 AM,7/31/10 9:00 PM,7/31/10 9:00 PM,SAPO,NO,, 60 LANE between 61 STREET and 75 AVENUE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1013586 194508, 1013407 193809))"
131 ST. NICHOLAS AVE FAMILY DAY,Block Party,TENANT LEAGUE HAVE FUN,7/31/10 8:00 AM,7/31/10 11:00 AM,7/31/10 8:00 PM,7/31/10 8:00 PM,SAPO,NO,, ST NICHOLAS AVENUE between WEST  116 STREET and WEST  117 STREET,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (997392 231914, 997338 232269))"
Pacific Street Block Party,Block Party,Block Party,8/7/10 10:00 AM,8/7/10 10:00 AM,8/7/10 9:00 PM,8/7/10 9:00 PM,SAPO,NO,, PACIFIC STREET between SMITH STREET and BOERUM PLACE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (986720 190142, 987131 189931))"
Revere Ave Block Party,Block Party,Block Party,7/17/10 9:00 AM,7/17/10 9:00 AM,7/17/10 9:00 PM,7/17/10 9:00 PM,SAPO,NO,, REVERE AVENUE between MILES AVENUE and LAWTON AVENUE,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1034785 237094, 1034594 237590))"
59th Road Block Party,Block Party,Annual Block party,7/31/10 8:00 AM,7/31/10 9:00 AM,7/31/10 9:00 PM,7/31/10 9:00 PM,SAPO,NO,, 59 ROAD between 60 STREET and 60 LANE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1010158 200894, 1010818 201021))"
Hollywood Ave Block Party,Block Party,Block Party,8/21/10 8:00 AM,8/21/10 9:00 AM,8/21/10 9:00 PM,8/21/10 9:00 PM,SAPO,NO,, HOLLYWOOD AVENUE between LAFAYETTE AVENUE and BARKLEY AVENUE,Bronx,"GEOMETRYCOLLECTION (LINESTRING (1033412 242138, 1033096 242624))"
Family and Friends Day,Block Party,Block Party,7/31/10 9:00 AM,7/31/10 12:00 PM,7/31/10 9:00 PM,7/31/10 9:00 PM,SAPO,NO,, GRIDLEY AVENUE between CONFEDERATION PLACE and CONTINENTAL PLACE,Staten Island,"GEOMETRYCOLLECTION (LINESTRING (940029 168919, 940036 168645))"
9th Annual Eaton Court Block Party,Block Party,BLOCK PARTY,8/7/10 8:00 AM,8/7/10 8:00 AM,8/7/10 9:00 PM,8/7/10 9:00 PM,SAPO,NO,, EATON COURT between CYRUS AVENUE and SEBA AVENUE,Brooklyn,"GEOMETRYCOLLECTION (LINESTRING (1005755 153526, 1005379 153967))"
WEST 123RD STREET,Block Party,YEARLY NEIGHBORHOOD FESTIVAL,7/31/10 8:00 AM,7/31/10 8:00 AM,7/31/10 10:00 PM,7/31/10 10:00 PM,SAPO,NO,, WEST  123 STREET between 8 AVENUE and 7 AVENUE,Manhattan,"GEOMETRYCOLLECTION (LINESTRING (998291 233536, 997503 233971))"
Block Party,Block Party,Block Party,8/7/10 9:00 AM,8/7/10 9:00 AM,8/7/10 9:00 PM,8/7/10 9:00 PM,SAPO,NO,, PITKIN AVENUE between 96 STREET and 96 PLACE,Queens,"GEOMETRYCOLLECTION (LINESTRING (1028564 184349, 1028814 184400))"
