BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Address,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
3-01170-0037,"21 BUTLER PLACE
Brooklyn, NY
(40.67488623123476, -73.96867801960728)",PROSPECT HEIGHTS,C6-WALK-UP,23,1915,18000,294601,16.37,1170000,65,3-01158-0021,"180 PROSPECT PLACE
Brooklyn, NY
(40.67804101369567, -73.97084331758587)",PROSPECT HEIGHTS,C1-WALK-UP,16,1931,15480,252907,16.34,1000000,65,0.2,3-02715-0007,"536 GRAHAM AVENUE
Brooklyn, NY
(40.72139993510656, -73.9469032523403)",GREENPOINT,C1-WALK-UP,16,1920,12672,230883,18.22,914000,72,3.35
3-01170-0041,"15 BUTLER PLACE
Brooklyn, NY
(40.67484172030078, -73.96876238335423)",PROSPECT HEIGHTS,C6-WALK-UP,20,1930,17680,280935,15.89,1110000,63,3-01158-0021,"180 PROSPECT PLACE
Brooklyn, NY
(40.67804101369567, -73.97084331758587)",PROSPECT HEIGHTS,C1-WALK-UP,16,1931,15480,252907,16.34,1000000,65,0.2,3-02715-0007,"536 GRAHAM AVENUE
Brooklyn, NY
(40.72139993510656, -73.9469032523403)",GREENPOINT,C1-WALK-UP,16,1920,12672,230883,18.22,914000,72,3.35
3-01171-0002,"315 ST JOHN'S PLACE
Brooklyn, NY
(40.67438485183721, -73.96723334391595)",PROSPECT HEIGHTS,D4-ELEVATOR,41,1921,63300,847587,13.39,3090000,48.8,3-00265-0006,"59 LIVINGSTON STREET
Brooklyn, NY
(40.691765672845165, -73.99190984647106)",BROOKLYN HEIGHTS,D1-ELEVATOR,43,1917,63224,1098719,17.38,4350000,69,1.75,3-01085-0037,"94 PROSPECT PARK
Brooklyn, NY
(40.700601192899484, -73.98667016459306)",PARK SLOPE,C1-WALK-UP,30,1920,21195,341592,16.12,1350000,64,0.7
3-01171-0007,"295 ST JOHN'S PLACE
Brooklyn, NY
(40.67420845517449, -73.96782133279166)",PROSPECT HEIGHTS,D4-ELEVATOR,54,1923,86040,1152076,13.39,4210000,48.9,3-01164-0064,"215 STERLING PLACE
Brooklyn, NY
(40.67616134724687, -73.97066760529106)",PROSPECT HEIGHTS,D1-ELEVATOR,82,1937,92902,1384438,14.9,5050000,54,0.2,3-00236-0015,"55 PIERREPONT STREET
Brooklyn, NY
(40.695829631477615, -73.99523151776565)",BROOKLYN HEIGHTS,D7-ELEVATOR,191,1928,157042,2462596,15.68,5760000,36.7,2.05
3-01171-0019,"60 PLAZA ST
Brooklyn, NY
(40.67310044277091, -73.97117519249055)",PROSPECT HEIGHTS,D4-ELEVATOR,80,1940,97320,1303115,13.39,4760000,48.9,3-01164-0064,"215 STERLING PLACE
Brooklyn, NY
(40.67616134724687, -73.97066760529106)",PROSPECT HEIGHTS,D1-ELEVATOR,82,1937,92902,1384438,14.9,5050000,54,0.2,3-00236-0015,"55 PIERREPONT STREET
Brooklyn, NY
(40.695829631477615, -73.99523151776565)",BROOKLYN HEIGHTS,D7-ELEVATOR,191,1928,157042,2462596,15.68,5760000,36.7,2.05
3-01171-0048,"328 STERLING PLACE
Brooklyn, NY
(40.675385056017895, -73.96726612141417)",PROSPECT HEIGHTS,D4-ELEVATOR,25,1931,23875,319686,13.39,1170000,49,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,571250,14.55,2090000,53,0.6,3-01380-0014,"1540 STERLING PLACE
Brooklyn, NY
(40.6712688405792, -73.92766101989395)",CROWN HEIGHTS,D1-ELEVATOR,34,1923,25840,349180,13.51,1270000,49.1,2.15
3-01172-0001,"35 EASTERN PARKWAY
Brooklyn, NY
(40.67307628016025, -73.96745703804339)",PROSPECT HEIGHTS,D4-ELEVATOR,70,1961,35160,671986,19.11,2920000,83,3-00242-0018,"191 HICKS STREET
Brooklyn, NY
(40.69586019482132, -73.99552357285327)",BROOKLYN HEIGHTS,D9-ELEVATOR,19,1920,24528,429871,17.53,1700000,69,2.05,3-00268-0039,"54 LIVINGSTON STREET
Brooklyn, NY
(40.69175587256905, -73.99208589968839)",BROOKLYN HEIGHTS,D9-ELEVATOR,32,1900,21040,408390,19.41,1770000,84,1.8
3-01172-0019,"274 ST JOHN'S PLACE
Brooklyn, NY
(40.67397201483927, -73.9684319069142)",PROSPECT HEIGHTS,C6-WALK-UP,16,1912,12628,255453,20.23,1110000,88,3-00817-0001,"5319 6 AVENUE
Brooklyn, NY
(40.64196901132735, -74.00994677300899)",SUNSET PARK,C1-WALK-UP,16,1911,10460,213840,20.44,501000,47.9,3.1,3-01970-0001,"51 CLASSON AVENUE
Brooklyn, NY
(40.698595632508564, -73.96175221110734)",BEDFORD STUYVESANT,C1-WALK-UP,20,1930,14796,300340,20.3,1300000,88,1
3-01172-0021,"280 ST JOHN'S PLACE
Brooklyn, NY
(40.674024499795635, -73.96823799781384)",PROSPECT HEIGHTS,C6-WALK-UP,16,1912,12628,255453,20.23,1110000,88,3-00817-0001,"5319 6 AVENUE
Brooklyn, NY
(40.64196901132735, -74.00994677300899)",SUNSET PARK,C1-WALK-UP,16,1911,10460,213840,20.44,501000,47.9,3.1,3-01970-0001,"51 CLASSON AVENUE
Brooklyn, NY
(40.698595632508564, -73.96175221110734)",BEDFORD STUYVESANT,C1-WALK-UP,20,1930,14796,300340,20.3,1300000,88,1
3-01173-0038,"426 STERLING PLACE
Brooklyn, NY
(40.67475191151792, -73.96418284771202)",PROSPECT HEIGHTS,C6-WALK-UP,16,1910,15000,303438,20.23,1320000,88,3-00817-0001,"5319 6 AVENUE
Brooklyn, NY
(40.64196901132735, -74.00994677300899)",SUNSET PARK,C1-WALK-UP,16,1911,10460,213840,20.44,501000,47.9,3.25,3-01970-0001,"51 CLASSON AVENUE
Brooklyn, NY
(40.698595632508564, -73.96175221110734)",BEDFORD STUYVESANT,C1-WALK-UP,20,1930,14796,300340,20.3,1300000,88,0.9
3-01173-0040,"430 STERLING PLACE
Brooklyn, NY
(40.674728060227515, -73.96406630849562)",PROSPECT HEIGHTS,C6-WALK-UP,16,1910,15000,303438,20.23,1320000,88,3-00817-0001,"5319 6 AVENUE
Brooklyn, NY
(40.64196901132735, -74.00994677300899)",SUNSET PARK,C1-WALK-UP,16,1911,10460,213840,20.44,501000,47.9,3.25,3-01970-0001,"51 CLASSON AVENUE
Brooklyn, NY
(40.698595632508564, -73.96175221110734)",BEDFORD STUYVESANT,C1-WALK-UP,20,1930,14796,300340,20.3,1300000,88,0.9
3-01173-0041,"436 STERLING PLACE
Brooklyn, NY
(40.67469228329191, -73.963891499671)",PROSPECT HEIGHTS,C6-WALK-UP,20,1911,16984,343572,20.23,1490000,88,3-00817-0001,"5319 6 AVENUE
Brooklyn, NY
(40.64196901132735, -74.00994677300899)",SUNSET PARK,C1-WALK-UP,16,1911,10460,213840,20.44,501000,47.9,3.25,3-01970-0001,"51 CLASSON AVENUE
Brooklyn, NY
(40.698595632508564, -73.96175221110734)",BEDFORD STUYVESANT,C1-WALK-UP,20,1930,14796,300340,20.3,1300000,88,0.9
3-01173-0048,"786 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",PROSPECT HEIGHTS,C6-WALK-UP,16,1910,8620,172067,19.96,747000,87,3-01162-0011,"633 GRAND AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,11,1931,7280,147451,20.25,640000,88,0.2,3-01162-0010,"635 GRAND AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,11,1931,6924,144528,20.87,628000,91,0.2
3-01173-0063,"415 ST JOHN'S PLACE
Brooklyn, NY
(40.67386036664465, -73.96408170426378)",PROSPECT HEIGHTS,C6-WALK-UP,15,1912,15612,271918,17.42,1080000,69,3-00975-0017,"390 2 STREET
Brooklyn, NY
(40.672989449654544, -73.98200742688056)",PARK SLOPE,C1-WALK-UP,16,1920,16752,360679,21.53,1570000,94,0.9,3-00312-0038,"251 KANE STREET
Brooklyn, NY
(40.685718503008644, -73.99513475265829)",COBBLE HILL,C1-WALK-UP,12,1910,11000,188687,17.15,747000,68,1.8
3-01173-0080,"365 ST JOHN'S PLACE
Brooklyn, NY
(40.674175135439455, -73.96558758679346)",PROSPECT HEIGHTS,C6-WALK-UP,16,1909,13385,233120,17.42,923000,69,3-00975-0017,"390 2 STREET
Brooklyn, NY
(40.672989449654544, -73.98200742688056)",PARK SLOPE,C1-WALK-UP,16,1920,16752,360679,21.53,1570000,94,0.9,3-00312-0038,"251 KANE STREET
Brooklyn, NY
(40.685718503008644, -73.99513475265829)",COBBLE HILL,C1-WALK-UP,12,1910,11000,188687,17.15,747000,68,1.8
3-01175-0021,"572 STERLING PLACE
Brooklyn, NY
(40.67379763346991, -73.95957121061804)",CROWN HEIGHTS,C6-WALK-UP,16,1915,11584,201762,17.42,799000,69,3-01162-0010,"635 GRAND AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,11,1931,6924,144528,20.87,628000,91,0.2,3-01162-0011,"633 GRAND AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C1-WALK-UP,11,1931,7280,147451,20.25,640000,88,0.2
3-01176-0025,"388 ST JOHN'S PLACE
Brooklyn, NY
(40.673989610481506, -73.96497207434662)",PROSPECT HEIGHTS,C6-WALK-UP,16,1915,9688,142566,14.72,334000,34.5,3-02715-0007,"536 GRAHAM AVENUE
Brooklyn, NY
(40.72139993510656, -73.9469032523403)",GREENPOINT,C1-WALK-UP,16,1920,12672,230883,18.22,914000,72,3.45,3-01984-0011,"51 IRVING PLACE
Brooklyn, NY
(40.68351977611651, -73.95986894417466)",CLINTON HILL,C1-WALK-UP,14,1930,9180,161349,17.58,639000,70,0.8
3-01176-0032,"408 ST JOHN'S PLACE
Brooklyn, NY
(40.673873099011274, -73.96441467288109)",PROSPECT HEIGHTS,D4-ELEVATOR,36,1924,41800,612658,14.66,2240000,54,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,571250,14.55,2090000,53,0.7,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,591587,15.82,2340000,63,1.9
3-01176-0036,"418 ST JOHN'S PLACE
Brooklyn, NY
(40.67381484330594, -73.96413597229079)",PROSPECT HEIGHTS,D4-ELEVATOR,36,1924,41600,609727,14.66,2230000,54,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,571250,14.55,2090000,53,0.7,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,591587,15.82,2340000,63,1.9
3-01176-0047,"375 LINCOLN PLACE
Brooklyn, NY
(40.67302982047667, -73.96386014579524)",PROSPECT HEIGHTS,C6-WALK-UP,39,1921,36352,645135,17.75,2550000,70,3-01089-0001,"719 8 AVENUE
Brooklyn, NY
(40.66682871613259, -73.97828804034879)",PARK SLOPE,C1-WALK-UP,32,1905,31468,658728,20.93,2860000,91,0.85,3-01153-0010,"93 UNDERHILL AVENUE
Brooklyn, NY
(40.677896119241964, -73.96562100439604)",PROSPECT HEIGHTS,C1-WALK-UP,35,1930,32835,524396,15.97,2080000,63,0.25
3-01178-0057,"553 LINCOLN PLACE
Brooklyn, NY
(40.671662764938624, -73.95811361659234)",CROWN HEIGHTS,C6-WALK-UP,16,1911,18136,245456,13.53,896000,49.4,3-02495-0042,"1085 MANHATTAN AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GREENPOINT,C1-WALK-UP,12,1931,13250,226245,17.08,530000,40,4.35,3-01281-0009,"1589 BEDFORD AVENUE
Brooklyn, NY
(40.66806387484246, -73.95600293757488)",CROWN HEIGHTS,C1-WALK-UP,16,1905,13200,223504,16.93,885000,67,0.4
3-01178-0059,"547 LINCOLN PLACE
Brooklyn, NY
(40.67169414181146, -73.95826336984904)",CROWN HEIGHTS,C6-WALK-UP,16,1911,18136,245539,13.54,896000,49.4,3-02495-0042,"1085 MANHATTAN AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",GREENPOINT,C1-WALK-UP,12,1931,13250,226245,17.08,530000,40,4.35,3-01281-0009,"1589 BEDFORD AVENUE
Brooklyn, NY
(40.66806387484246, -73.95600293757488)",CROWN HEIGHTS,C1-WALK-UP,16,1905,13200,223504,16.93,885000,67,0.4
3-01179-0017,"77 EASTERN PARKWAY
Brooklyn, NY
(40.672812889181536, -73.96615528228413)",PROSPECT HEIGHTS,C6-WALK-UP,40,1921,30610,543233,17.75,2150000,70,3-01089-0001,"719 8 AVENUE
Brooklyn, NY
(40.66682871613259, -73.97828804034879)",PARK SLOPE,C1-WALK-UP,32,1905,31468,658728,20.93,2860000,91,0.8,3-01153-0010,"93 UNDERHILL AVENUE
Brooklyn, NY
(40.677896119241964, -73.96562100439604)",PROSPECT HEIGHTS,C1-WALK-UP,35,1930,32835,524396,15.97,2080000,63,0.3
3-01179-0027,"338 LINCOLN PLACE
Brooklyn, NY
(40.67322543739682, -73.96505656541851)",PROSPECT HEIGHTS,C6-WALK-UP,59,1922,32855,583074,17.75,2310000,70,3-01089-0001,"719 8 AVENUE
Brooklyn, NY
(40.66682871613259, -73.97828804034879)",PARK SLOPE,C1-WALK-UP,32,1905,31468,658728,20.93,2860000,91,0.8,3-01153-0010,"93 UNDERHILL AVENUE
Brooklyn, NY
(40.677896119241964, -73.96562100439604)",PROSPECT HEIGHTS,C1-WALK-UP,35,1930,32835,524396,15.97,2080000,63,0.3
3-01179-0047,"135 EASTERN PARKWAY
Brooklyn, NY
(40.67235139812437, -73.96457035219336)",PROSPECT HEIGHTS,D4-ELEVATOR,186,1926,220000,3312892,15.06,13100000,60,3-01164-0064,"215 STERLING PLACE
Brooklyn, NY
(40.67616134724687, -73.97066760529106)",PROSPECT HEIGHTS,D1-ELEVATOR,82,1937,92902,1384438,14.9,5050000,54,0.4,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1813401,15.92,7180000,63,1
3-01179-0061,"125 EASTERN PARKWAY
Brooklyn, NY
(40.67243792697735, -73.96483955306925)",PROSPECT HEIGHTS,D4-ELEVATOR,51,1923,50622,741962,14.66,2710000,54,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,571250,14.55,2090000,53,0.65,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,591587,15.82,2340000,63,1.9
3-01179-0066,"115 EASTERN PARKWAY
Brooklyn, NY
(40.67252298059189, -73.96511055986892)",PROSPECT HEIGHTS,D4-ELEVATOR,40,1922,42798,612629,14.31,2240000,52,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,571250,14.55,2090000,53,0.65,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,591587,15.82,2340000,63,1.9
3-01179-0085,"61 EASTERN PARKWAY
Brooklyn, NY
(40.67291983492794, -73.96660234230662)",PROSPECT HEIGHTS,D4-ELEVATOR,41,1930,49157,720489,14.66,2630000,54,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,571250,14.55,2090000,53,0.65,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,591587,15.82,2340000,63,1.9
3-01179-0092,"55 EASTERN PARKWAY
Brooklyn, NY
(40.67295582213667, -73.96677312069188)",PROSPECT HEIGHTS,D4-ELEVATOR,47,1925,44100,646369,14.66,2360000,54,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,571250,14.55,2090000,53,0.65,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,591587,15.82,2340000,63,1.9
3-01179-0096,"41 EASTERN PARKWAY
Brooklyn, NY
(40.67302677978393, -73.9671753184753)",PROSPECT HEIGHTS,D4-ELEVATOR,68,1926,125300,1836510,14.66,6700000,53,3-01946-0004,"379 WASHINGTON AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CLINTON HILL,D5-ELEVATOR,86,1905,113924,1813401,15.92,7180000,63,1,3-00236-0015,"55 PIERREPONT STREET
Brooklyn, NY
(40.695829631477615, -73.99523151776565)",BROOKLYN HEIGHTS,D7-ELEVATOR,191,1928,157042,2462596,15.68,5760000,36.7,2.25
3-01179-0103,"400 LINCOLN PLACE
Brooklyn, NY
(40.67285054253677, -73.9632803645282)",PROSPECT HEIGHTS,C6-WALK-UP,46,1924,31080,552854,17.79,2190000,70,3-01089-0001,"719 8 AVENUE
Brooklyn, NY
(40.66682871613259, -73.97828804034879)",PARK SLOPE,C1-WALK-UP,32,1905,31468,658728,20.93,2860000,91,0.8,3-01153-0010,"93 UNDERHILL AVENUE
Brooklyn, NY
(40.677896119241964, -73.96562100439604)",PROSPECT HEIGHTS,C1-WALK-UP,35,1930,32835,524396,15.97,2080000,63,0.3
3-01179-0108,"175 EASTERN PARKWAY
Brooklyn, NY
(40.672045357264004, -73.96347896744648)",PROSPECT HEIGHTS,D4-ELEVATOR,78,1922,85000,1245837,14.66,4550000,54,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,571250,14.55,2090000,53,0.65,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,591587,15.82,2340000,63,1.9
3-01181-0055,"321 EASTERN PARKWAY
Brooklyn, NY
(40.670928665676655, -73.9581156190285)",CROWN HEIGHTS,C6-WALK-UP,20,1920,20240,322297,15.92,1280000,63,3-01178-0075,"505 LINCOLN PLACE
Brooklyn, NY
(40.671963251969316, -73.95956819148196)",CROWN HEIGHTS,C1-WALK-UP,30,1920,25556,402821,15.76,943000,36.9,0.05,3-01085-0037,"94 PROSPECT PARK
Brooklyn, NY
(40.700601192899484, -73.98667016459306)",PARK SLOPE,C1-WALK-UP,30,1920,21195,341592,16.12,1350000,64,0.95
3-01181-0058,"315 EASTERN PARKWAY
Brooklyn, NY
(40.67097200882848, -73.9583153744239)",CROWN HEIGHTS,C6-WALK-UP,20,1920,20240,322297,15.92,1280000,63,3-01178-0075,"505 LINCOLN PLACE
Brooklyn, NY
(40.671963251969316, -73.95956819148196)",CROWN HEIGHTS,C1-WALK-UP,30,1920,25556,402821,15.76,943000,36.9,0.05,3-01085-0037,"94 PROSPECT PARK
Brooklyn, NY
(40.700601192899484, -73.98667016459306)",PARK SLOPE,C1-WALK-UP,30,1920,21195,341592,16.12,1350000,64,0.95
3-01189-0064,"27 CROWN STREET
Brooklyn, NY
(40.66750081868008, -73.96081806906795)",CROWN HEIGHTS,D4-ELEVATOR,58,1926,51000,747502,14.66,1750000,34.3,3-01078-0016,"530 2 STREET
Brooklyn, NY
(40.67071105100208, -73.97728271045371)",PARK SLOPE,D1-ELEVATOR,47,1920,39261,571250,14.55,2090000,53,0.9,3-01361-0043,"1248 ST MARK'S AVENUE
Brooklyn, NY
(40.67398101296159, -73.9281757668908)",CROWN HEIGHTS,D1-ELEVATOR,48,1926,37400,591587,15.82,2340000,63,1.7
3-01205-0020,"1152 PACIFIC STREET
Brooklyn, NY
(40.67805611614478, -73.953975457836)",CROWN HEIGHTS,C6-WALK-UP,18,1910,8000,71200,8.9,197000,24.63,3-01288-0038,"1116 CARROLL STREET
Brooklyn, NY
(40.667312143526395, -73.95358408065364)",CROWN HEIGHTS,C1-WALK-UP,42,1925,32350,287447,8.89,742000,22.94,0.75,3-01268-0009,"464 EASTERN PARKWAY
Brooklyn, NY
(40.66974814788985, -73.9530136461475)",CROWN HEIGHTS,C1-WALK-UP,16,1913,18032,153654,8.52,396000,21.96,0.6
3-01206-0026,"1228 PACIFIC STREET
Brooklyn, NY
(40.67768635604457, -73.95094489939383)",CROWN HEIGHTS,C6-WALK-UP,12,1905,14120,151084,10.7,354000,25.1,3-01305-0072,"237 SULLIVAN PLACE
Brooklyn, NY
(40.664561447556366, -73.95344138956551)",CROWN HEIGHTS,C1-WALK-UP,27,1923,27300,293174,10.74,911000,33.4,0.85,3-01286-0051,"1435 CARROLL STREET
Brooklyn, NY
(40.66663408361793, -73.94004389213438)",CROWN HEIGHTS,C1-WALK-UP,27,1920,22669,241544,10.66,751000,33.1,0.9
3-01207-0028,"1304 PACIFIC STREET
Brooklyn, NY
(40.67751401581911, -73.94761856605831)",CROWN HEIGHTS,C6-WALK-UP,16,1945,16000,140739,8.8,330000,20.63,3-01243-0021,"1040 PARK PLACE
Brooklyn, NY
(40.6729853697115, -73.94305995760854)",CROWN HEIGHTS,C1-WALK-UP,23,1910,25484,199093,7.81,514000,20.17,0.4,3-01234-0023,"846 PROSPECT PLACE
Brooklyn, NY
(40.67420513179336, -73.948600875064)",CROWN HEIGHTS,C1-WALK-UP,20,1905,25680,188432,7.34,441000,17.17,0.25
3-01207-0072,"1197 DEAN STREET
Brooklyn, NY
(40.67689998299557, -73.94975038918474)",CROWN HEIGHTS,C6-WALK-UP,11,1910,5200,62400,12,206000,39.6,3-01281-0005,"1597 BEDFORD AVENUE
Brooklyn, NY
(40.66778208728403, -73.956090291718)",CROWN HEIGHTS,C1-WALK-UP,16,1905,13688,164353,12.01,567000,41.4,0.75,,,,,,,,,,,,
3-01208-0038,"1384 PACIFIC STREET
Brooklyn, NY
(40.677335363897576, -73.94453511207772)",CROWN HEIGHTS,C8-WALK-UP,23,1905,21200,192156,9.06,450000,21.23,3-01223-0076,"925 ST MARK'S AVENUE
Brooklyn, NY
(40.674800507337665, -73.94115238016353)",CROWN HEIGHTS,C1-WALK-UP,20,1905,19120,181890,9.51,519000,27.1,0.3,3-01223-0078,"921 ST MARK'S AVENUE
Brooklyn, NY
(40.674800507337665, -73.94126413598582)",CROWN HEIGHTS,C1-WALK-UP,20,1905,19120,199358,10.43,619000,32.4,0.3
3-01208-0041,"88 BROOKLYN AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",CROWN HEIGHTS,C8-WALK-UP,24,1905,20472,169321,8.27,396000,19.34,3-01223-0076,"925 ST MARK'S AVENUE
Brooklyn, NY
(40.674800507337665, -73.94115238016353)",CROWN HEIGHTS,C1-WALK-UP,20,1905,19120,181890,9.51,519000,27.1,0.3,3-01223-0078,"921 ST MARK'S AVENUE
Brooklyn, NY
(40.674800507337665, -73.94126413598582)",CROWN HEIGHTS,C1-WALK-UP,20,1905,19120,199358,10.43,619000,32.4,0.3
3-01208-0064,"1299 DEAN STREET
Brooklyn, NY
(40.676683827760456, -73.94593395582726)",CROWN HEIGHTS,D4-ELEVATOR,24,1913,22320,245520,11,575000,25.8,3-01406-0050,"1497 CARROLL STREET
Brooklyn, NY
(40.66649537784057, -73.93759671247918)",CROWN HEIGHTS,D1-ELEVATOR,53,1925,48088,528793,11,1640000,34.1,0.8,3-01206-0028,"1232 PACIFIC STREET
Brooklyn, NY
(40.67767926839955, -73.95078961553475)",CROWN HEIGHTS,D1-ELEVATOR,36,1905,29772,327898,11.01,1020000,34.3,0.3
3-01212-0065,"1055 BERGEN STREET
Brooklyn, NY
(40.67619617924446, -73.95133711983364)",CROWN HEIGHTS,C6-WALK-UP,16,1905,12628,104444,8.27,245000,19.4,3-01268-0023,"506 EASTERN PARKWAY
Brooklyn, NY
(40.6696726992682, -73.95164669464941)",CROWN HEIGHTS,C1-WALK-UP,16,1914,18200,150356,8.26,388000,21.32,0.5,3-01311-0054,"569 EMPIRE BOULEVARD
Brooklyn, NY
(40.66412371190366, -73.94336441851402)",CROWN HEIGHTS,C1-WALK-UP,24,1925,21600,182216,8.44,470000,21.76,0.9
3-01227-0068,"821 PROSPECT PLACE
Brooklyn, NY
(40.67429366174206, -73.94923103774408)",CROWN HEIGHTS,C8-WALK-UP,16,1900,12680,182584,14.4,427000,33.7,3-01230-0023,"950 ST MARK'S AVENUE
Brooklyn, NY
(40.67460842842397, -73.93983233149689)",CROWN HEIGHTS,C1-WALK-UP,16,1904,11382,186598,16.39,739000,65,0.45,3-01230-0021,"946 ST MARK'S AVENUE
Brooklyn, NY
(40.674607295488684, -73.94062172709936)",CROWN HEIGHTS,C1-WALK-UP,16,1905,11382,132307,11.62,457000,40.2,0.45
