Facility Type,License Number,Entity Name,Camis Trade Name,Address Street Name,Street Address,Address Location,Address Zip Code,Telephone Number,Number of Spaces,Location 1
Parking Garage,929732,"GUIDO, FRANK G",,CARROLL STREET,125 CARROLL STREET,125-127 CARROL STREET,11231,7188522325,23,"125 CARROLL STREET
BROOKLYN, NY 11231
(40.682333041026965, -74.00098328632541)"
Parking Garage,929734,"GUIDO, FRANK G",,CARROLL STREET,117 CARROLL STREET,,11231,7188522325,23,"117 CARROLL STREET
BROOKLYN, NY 11231
(40.682415671759536, -74.00127738205892)"
Parking Lot,930269,976-84 ATLANTIC PARKING CORP,,ATLANTIC AVENUE,976-84 ATLANTIC AVENUE,,11238,7186229699,150,"976 84 ATLANTIC AVENUE
BROOKLYN, NY 11238
(40.67886241346963, -73.9638204696389)"
Parking Garage,932155,301 PARK CORP,,EAST   64 STREET,301 EAST   64 STREET,,10021,2124730135,84,"301 64 STREET
NEW YORK, NY 10021
(40.63970032486805, -74.02259312064345)"
Parking Lot,936195,J&D SERVICES INC,,WESTCHESTER AVENUE,440 WESTCHESTER AVENUE,440-460 WESTCHESTER AVENUE,10455,7185853096,44,"440 WESTCHESTER AVENUE
BRONX, NY 10455
(40.8163489719038, -73.91539434100999)"
Parking Garage,937560,VALUE MGMT. CORP.,,JANE STREET,11 JANE STREET,,10014,2124730135,92,"11 JANE STREET
NEW YORK, NY 10014
(40.73813033291157, -74.00298593464527)"
Parking Garage,941633,60TH STORAGE CORP,,EAST   60 STREET,220 EAST   60 STREET,,10022,2127373279,32,"220 60 STREET
NEW YORK, NY 10022
(40.76203415001111, -73.96586195991524)"
Parking Lot,942362,WYCKOFF PARKING INC,,HIMROD STREET,343 HIMROD STREET,,11237,7189516281,50,"343 HIMROD STREET
BROOKLYN, NY 11237
(40.702578445162374, -73.91745579610216)"
Parking Garage,942550,CADILLAC LEASING LIMITED PARTNERSHIP,,83 AVENUE,123-60 83 AVENUE,,11415,7185208620,94,"123 60 83 AVENUE
QUEENS, NY 11415
(40.708286075142325, -73.82855612156771)"
Parking Lot,944416,MARAND REALTY COMPANY LLC,,EAST BURNSIDE AVENUE,6698 EAST BURNSIDE AVENUE,,10453,7185201240,11,"6698 BURNSIDE AVENUE
BRONX, NY 10453
(40.852786838341956, -73.91342678431863)"
Parking Garage,945052,BOULEVARD LEASING LIMITED PARTNERSHIP,,QUEENS BOULEVARD,97-45 QUEENS BOULEVARD,,11374,7188309084,95,"97 45 QUEENS BOULEVARD
REGO PARK, NY 11374
(40.72646491702238, -73.86148084756303)"
Parking Garage,945081,QUEENS OFFICE TOWER LTD PARTNERSHIP,,QUEENS BOULEVARD,95-25 QUEENS BOULEVARD,,11374,7188309344,475,"95 25 QUEENS BOULEVARD
REGO PARK, NY 11374
(40.72646491702238, -73.86148084756303)"
Parking Garage,945260,FEDERAL REALTY LIMITED PARTNERSHIP,,QUEENS BOULEVARD,97-77 QUEENS BOULEVARD,,11374,7185754692,200,"97 77 QUEENS BOULEVARD
REGO PARK, NY 11374
(40.72646491702238, -73.86148084756303)"
Parking Garage,945780,"STEWART HOUSE CAR PARK, INC",GGMC,EAST   10 STREET,70 EAST   10 STREET,,10003,2129966363,255,"70 10 STREET
NEW YORK, NY 10003
(40.73144722688413, -73.99084917727356)"
Parking Garage,947321,KINNEY SYSTEMS INC,,BAINBRIDGE AVENUE,3450 BAINBRIDGE AVENUE,,10467,2128894444,390,"3450 BAINBRIDGE AVENUE
BRONX, NY 10467
(40.880316560480644, -73.87870895018762)"
Parking Garage,947353,WEST 108TH STREET PARKING GARAGE CORPORATION,,WEST  108 STREET,234 WEST  108 STREET,,10025,2122228800,98,"234 108 STREET
NEW YORK, NY 10025
(40.80250380376884, -73.9665543992383)"
Garage - Parking Lot Combo,947720,ALLIED AUSTIN CO L P,,AUSTIN STREET,70-20 AUSTIN STREET,,11375,7182615949,126,"70 20 AUSTIN STREET
FOREST HILLS, NY 11375
(40.720707263029794, -73.84628429608335)"
Parking Garage,948602,82ND ST. PARKING GARAGE CORP.,,82 STREET,35-55 82 STREET,,11372,7187794774,139,"35 55 82 STREET
JACKSON HEIGHTS, NY 11372
(40.75163073936716, -73.88361254528269)"
Parking Lot,948686,"276 EAST 169TH ST., CORP",GINEBRA PARKING,EAST  169 STREET,276 EAST  169 STREET,,10456,7185883402,30,"276 169 STREET
BRONX, NY 10456
(40.83519476200064, -73.91267904976527)"
Parking Garage,948832,WEST END TOWERS GARAGE CORP,,WEST END AVENUE,55 WEST END AVENUE,,10023,2129562280,375,"55 END AVENUE
NEW YORK, NY 10023
(40.56354984156167, -74.17870866360286)"
Parking Lot,949204,23RD STREET PARKING INC,,23 STREET,42-02 23 STREET,,11101,7182485422,100,"42 02 23 STREET
LONG ISLAND CTY, NY 11101
(40.74570244980828, -73.93866902925225)"
Parking Lot,949893,451 CARROLL STREET CORP.,,CARROLL STREET,442 CARROLL STREET,450 CARROLL STREET,11215,7182366023,31,"442 CARROLL STREET
BROOKLYN, NY 11215
(40.677622629658025, -73.98777109319589)"
Parking Lot,950394,RM PROPERTY MANAGEMENT INC,,HEATH AVENUE,3120 HEATH AVENUE,,10463,7189333149,50,"3120 HEATH AVENUE
BRONX, NY 10463
(40.87862225170706, -73.90051697772792)"
Parking Lot,952277,SHOW BIZ PARKING LIMITED LIABILITY COMPANY,,WEST   46 STREET,256-262 WEST   46 STREET,,10036,2123085959,90,"256 262 WEST 46 STREET
NEW YORK, NY 10036
(40.75934682719435, -73.989860554421)"
Parking Lot,952279,SHOW BIZ PARKING LIMITED LIABILITY COMPANY,,WEST   45 STREET,251-57 WEST   45 STREET,,10036,2123085959,256,"251 57 WEST 45 STREET
NEW YORK, NY 10036
(40.75934682719435, -73.989860554421)"
Parking Garage,953176,COMFORT PARK LLC,,ELIZABETH STREET,301 ELIZABETH STREET,,10012,2126869800,39,"301 ELIZABETH STREET
NEW YORK, NY 10012
(40.72454171103205, -73.99344976301569)"
Parking Garage,953178,14TH AND 8TH AVENUE LLC,,8 AVENUE,85 8 AVENUE,,10011,2126869800,47,"85 8 AVENUE
NEW YORK, NY 10011
(40.74027971256157, -74.00213157871741)"
Garage - Parking Lot Combo,953645,J & B PARKING GARAGE INC,,WEST  165 STREET,477 WEST  165 STREET,,10032,7185855587,30,"477 165 STREET
NEW YORK, NY 10032
(40.837787027837734, -73.93804197042084)"
Parking Garage,954109,KINNEY WEST 83RD STREET INC.,,WEST   83 STREET,147 WEST   83 STREET,,10024,2128894444,182,"147 83 STREET
NEW YORK, NY 10024
(40.78519185470486, -73.97516091105871)"
Parking Garage,954111,KINNEY WEST 83RD STREET INC.,,WEST 83RD STREET,157 161 WEST 83RD STREET,,10024,2128676300,182,"157 161 WEST 83RD STREET
NEW YORK, NY 10024
(40.78362556816552, -73.96653900057436)"
Parking Lot,954225,BRIDGE VIEW AUTO SERVICE CENTER INC,BRIDGE VIEW AUTO SERVICE CENTER INC,FORSYTH STREET,26 FORSYTH STREET,,10002,2122266465,42,"26 FORSYTH STREET
NEW YORK, NY 10002
(40.715470103853384, -73.99431957829869)"
Parking Lot,954354,CENTRAL PARKING SYSTEM INC,,66 ROAD,99-19 66 ROAD,,11374,7188309147,160,"99 19 66 ROAD
REGO PARK, NY 11374
(40.72646491702238, -73.86148084756303)"
Parking Lot,954355,CENTRAL PARKING SYSTEM INC,,66 ROAD,99-32 66 ROAD,,11374,7184595902,262,"99 32 66 ROAD
FOREST HILLS, NY 11374
(40.72646491702238, -73.86148084756303)"
Parking Garage,954597,KURA RIVER MANAGEMENT LTD,KRM LTD,BROADWAY /9 STONE ST.,2 BROADWAY /9 STONE ST.,,10004,2125942560,56,"2 BROADWAY 9 STONE ST
NEW YORK, NY 10004
(40.688827825343935, -74.01911250583743)"
Parking Garage,955232,PARK BRIAR GARAGE CORP,,QUEENS BOULEVARD,110-45 QUEENS BOULEVARD,,11375,2127367171,87,"110 45 QUEENS BOULEVARD
FOREST HILL, NY 11375
(40.720707263029794, -73.84628429608335)"
Parking Lot,955802,VANDAM PARKING INC,,VAN DAM STREET,47-11 VAN DAM STREET,,11101,7184330623,47,"47 11 VAN DAM STREET
LONG ISLAND CTY, NY 11101
(40.74570244980828, -73.93866902925225)"
Parking Garage,957484,ROYAL CHARTER PROPERTIES INC,,YORK AVENUE,1285 YORK AVENUE,,10021,2127461969,77,"1285 YORK AVENUE
NEW YORK, NY 10021
(40.764962135206474, -73.95516881642752)"
Parking Lot,957524,"ESTRELLA, REINALDO",THE FAMILY PARKING,JEROME AVENUE,1961 JEROME AVENUE,,10453,7189012740,50,"1961 JEROME AVENUE
BRONX, NY 10453
(40.85177350317957, -73.9092786446767)"
Parking Lot,959009,N.N.I. ENTERPRISES LTD.,,WEST  170 STREET,27-33 WEST  170 STREET,,10452,7185370321,90,"27 33 WEST 170 STREET
BRONX, NY 10452
(40.83772426336412, -73.9233322114124)"
Parking Lot,959012,PARKCHESTER TREMONT PARKING CORP,,EAST TREMONT AVENUE,2155 EAST TREMONT AVENUE,,10462,7185416050,150,"2155 TREMONT AVENUE
BRONX, NY 10462
(40.84211895820289, -73.85718257604215)"
Parking Garage,959098,COPLEY ASSOCIATES LLC,COPLEY GARAGE,BROADWAY,2000 BROADWAY,,10023,2128887400,57,"2000 BROADWAY
NEW YORK, NY 10023
(40.77555112255072, -73.98204971780314)"
Parking Garage,959101,CHAP-SUN GARAGE LLC,,WEST   48 STREET,148 WEST   48 STREET,,10036,2125759133,300,"148 48 STREET
NEW YORK, NY 10036
(40.75944426500598, -73.98322782966153)"
Parking Lot,959232,RIVERDALE PARKING LOT INC,,BROADWAY,5604 BROADWAY,,10463,7188840033,185,"5604 BROADWAY
BRONX, NY 10463
(40.879539053862906, -73.90420607800692)"
Parking Garage,959289,"919 THIRD AVENUE GARAGE COMPANY, L.L.C.",,3 AVENUE,919 3 AVENUE,,10022,2128887400,316,"919 3 AVENUE
NEW YORK, NY 10022
(40.75954747938434, -73.96802015469794)"
Parking Garage,959355,"DUFORD STUDIO GARAGE COMPANY, L.L.C.",,EAST   83 STREET,127 EAST   83 STREET,,10028,2128887400,200,"127 83 STREET
NEW YORK, NY 10028
(40.77771848864137, -73.95740829420032)"
Parking Garage,959361,"PARKANLEX GARAGE COMPANY,L.L.C.",,EAST   75 STREET,115 EAST   75 STREET,,10021,2128887400,165,"115 75 STREET
NEW YORK, NY 10021
(40.772583359854025, -73.96128437214662)"
Parking Garage,959388,"WEST 129TH STREET, L.L.C.",,WEST  129 STREET,605 WEST  129 STREET,,10027,2128887400,134,"605 129 STREET
NEW YORK, NY 10027
(40.8164293585199, -73.95802888840198)"
Parking Lot,959606,"GAMBARDELLA, ANTHONY",PALMER REALTY CO,CASTLE HILL AVENUE,1602 CASTLE HILL AVENUE,,10462,9733019681,14,"1602 CASTLE HILL AVENUE
BRONX, NY 10462
(40.83786544093805, -73.85245338802739)"
Parking Garage,960635,A.M.D. LLC,,WEST   59 STREET,400 WEST   59 STREET,,10019,2129562280,294,"400 59 STREET
NEW YORK, NY 10019
(40.769363786989175, -73.9850804330419)"
Parking Garage,961850,CENTRAL PARKING SYSTEM OF NEW YORK INC,,EAST END AVENUE,45 EAST END AVENUE,,10028,2126296602,77,"45 END AVENUE
NEW YORK, NY 10028
(40.56356964375637, -74.17871251402961)"
Parking Garage,961988,CENTRAL PARKING SYSTEM OF NEW YORK INC,,PENN PLAZA,1 PENN PLAZA,,10001,2126296602,665,"1 PENN PLAZA
NEW YORK, NY 10001
(40.74954249803239, -73.99162877282481)"
Parking Garage,961990,CENTRAL PARKING SYSTEM OF NEW YORK INC,,WEST   44 STREET,332-344 WEST   44 STREET,,10036,2126296602,273,"332 344 WEST 44 STREET
NEW YORK, NY 10036
(40.75934682719435, -73.989860554421)"
Parking Garage,962008,CENTRAL PARKING SYSTEM OF NEW YORK INC,,7 AVENUE,808-820 7 AVENUE,,10019,2126296602,210,"808 820 7 AVENUE
NEW YORK, NY 10019
(40.76761164715987, -73.99180550022362)"
Parking Lot,962013,CENTRAL PARKING SYSTEM OF NEW YORK INC,,BROADWAY,1241-1251 BROADWAY,,10001,2126296602,80,"1241 1251
NEW YORK, NY 10001
(40.75025902143676, -73.99688630375988)"
Parking Garage,962029,CENTRAL PARKING SYSTEM OF NEW YORK INC,,CADMAN PLAZA WEST,169-200 CADMAN PLAZA WEST,,11221,2126296602,546,"169 200 CADMAN PLAZA
BROOKLYN, NY 11221
(40.69128803951145, -73.92761792792498)"
Parking Garage,962108,88TH GARAGE CORP,,WEST   89 STREET,100 WEST   89 STREET,,10024,2127367171,204,"100 89 STREET
NEW YORK, NY 10024
(40.78841181709495, -73.97081745299556)"
Parking Garage,962109,300 EAST 34TH STREET GARAGE LLC,,EAST   34 STREET,300 EAST   34 STREET,,10016,2124816016,148,"300 34 STREET
NEW YORK, NY 10016
(40.74446092366276, -73.97520748410095)"
Parking Garage,962302,VIP CAPITAL PARKING CORP.,,MULBERRY STREET,298 MULBERRY STREET,,10012,2129421200,21,"298 MULBERRY STREET
NEW YORK, NY 10012
(40.72483238950696, -73.99492419541565)"
Parking Lot,962316,"MULZAC, JOHN I",HALSEY PARKING LOT,HALSEY STREET,625 HALSEY STREET,621-625,11233,7184434433,30,"625 HALSEY STREET
BROOKLYN, NY 11233
(40.684423140366334, -73.92734229957664)"
Parking Garage,962865,CENTRAL PARKING SYSTEM OF NEW YORK INC,,WEST   48 STREET,25-43 WEST   48 STREET,,10020,2126296602,652,"25 43 WEST 48 STREET
NEW YORK, NY 10020
(40.7594985131459, -73.98007439721562)"
Parking Garage,963093,CENTRAL PARKING SYSTEM OF NEW YORK INC,,UNION STREET,798-804 UNION STREET,,11215,2126296602,165,"798 804 UNION STREET
BROOKLYN, NY 11215
(40.665557251366124, -73.97968153557434)"
Parking Garage,963959,53-10 ASSOCIATES LLC,,10 AVENUE,792 10 AVENUE,,10019,2124730135,198,"792 10 AVENUE
NEW YORK, NY 10019
(40.76675575310418, -73.99027851437125)"
Parking Lot,964023,"CENTRAL PARKING SYSTEM OF NEW YORK ,INC",,WEST END AVENUE,1 WEST END AVENUE,,10023,2126296602,133,"1 END AVENUE
NEW YORK, NY 10023
(40.56365937559636, -74.17877358047582)"
Parking Garage,964031,"CENTRAL PARKING SYSTEM OF NEW YORK,INC",,15 STREET,21E 15 STREET,,10003,2126296602,48,"21E 15 STREET
NEW YORK, NY 10003
(40.73653079547766, -73.9926787770538)"
Parking Garage,965328,CENTRAL PARKING SYSTEM OF NEW YORK INC,,23 AVENUE,210-10 23 AVENUE,,11360,2126296602,900,"210 10 23 AVENUE
QUEENS, NY 11360
(40.78070133439911, -73.78226733686807)"
Garage - Parking Lot Combo,965331,CENTRAL PARKING SYSTEM OF NEWYORK INC,,23 AVENUE,209-90 23 AVENUE,,11360,2126296602,900,"209 90 23 AVENUE
QUEENS, NY 11360
(40.78070133439911, -73.78226733686807)"
Parking Garage,965355,CENTRAL PARKING SYSTEM OF NEW YORK INC,,WEST   51 STREET,132-146 WEST   51 STREET,,10019,2126296602,209,"132 146 WEST 51 STREET
NEW YORK, NY 10019
(40.76761164715987, -73.99180550022362)"
Garage - Parking Lot Combo,966613,"RISING WOLF PARKING GARAGE, LLC",,EAST    9 STREET,336-338 EAST    9 STREET,,10003,2124755858,48,"336 338 EAST 9 STREET
NEW YORK, NY 10003
(40.73194394755518, -73.98887214913032)"
Parking Garage,966973,THE SOCIETY OF NEW YORK HOSPITAL,,EAST   68 STREET,525 EAST   68 STREET,GARAGE,10021,2127461969,220,"525 68 STREET
NEW YORK, NY 10021
(40.76920532766377, -73.959183941086)"
Parking Garage,968559,EFFICIENT PARKING LLC,,WEST   23 STREET,170 WEST   23 STREET,AKA 215-225  7 AVENUE,10011,2126869800,105,"170 23 STREET
NEW YORK, NY 10011
(40.7437117729647, -73.99480128049431)"
Parking Garage,971313,CENTRAL PARKING SYSTEM OF NEW YORK INC,,EAST   47 STREET,135 EAST   47 STREET,,10017,2126296602,149,"135 47 STREET
NEW YORK, NY 10017
(40.754489785493504, -73.97336424829356)"
Parking Lot,972208,HILLSIDE MANAGEMENT ASSOCIATES CORP,,HILLSIDE AVENUE,179-18 HILLSIDE AVENUE,,11432,7185235510,22,"179 18 HILLSIDE AVENUE
QUEENS, NY 11432
(40.71311535449007, -73.79282099978928)"
Parking Garage,972256,EASTSIDE PARKING LLC,,SUTTON PLACE,45 SUTTON PLACE,,10022,2123558890,88,"45 SUTTON PLACE
NEW YORK, NY 10022
(40.75841661921273, -73.95987151955093)"
Parking Garage,972262,BLEECKER PARKING CORP,,BLEECKER STREET,350 BLEECKER STREET,,10014,2122748303,150,"350 BLEECKER STREET
NEW YORK, NY 10014
(40.73433519394791, -74.00464968039944)"
Parking Garage,973517,"WARREN, DOYLE J",,11 STREET,480 11 STREET,,11215,7187880927,20,"480 11 STREET
BROOKLYN, NY 11215
(40.66583528572765, -73.9829396013431)"
Parking Garage,974364,MTP 3300 BROADWAY CORP,,WEST  129 STREET,627 WEST  129 STREET,,10027,2125755335,200,"627 129 STREET
NEW YORK, NY 10027
(40.81682101047534, -73.95905405351391)"
Parking Garage,974656,"SLOPE CAR PARK, INC",,12 STREET,429 12 STREET,,11215,2122216111,149,"429 12 STREET
BROOKLYN, NY 11215
(40.664677528232396, -73.98215404022866)"
Parking Lot,974657,"PYRAMID CAR PARK, INC",,FLATBUSH AVENUE,2520 FLATBUSH AVENUE,,11234,2122246111,99,"2520 FLATBUSH AVENUE
BROOKLYN, NY 11234
(40.6088507438749, -73.92169196755542)"
Parking Lot,975256,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,AVENUE U,5510 AVENUE U,,11234,2126296602,375,"5510 AVENUE
BROOKLYN, NY 11234
(40.61636866748006, -73.92773224974349)"
Parking Lot,975257,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,BLEECKER STREET,91-133 BLEECKER STREET,,10012,2126296602,670,"91 133 BLEECKER STREET
NEW YORK, NY 10012
(40.72553802086304, -73.99789641059084)"
Parking Lot,975586,WILLOUGHBY CAR PARK INC,,WILLOUGHBY STREET,116 WILLOUGHBY STREET,116-124,11201,2122216111,53,"116 WILLOUGHBY STREET
BROOKLYN, NY 11201
(40.692069734329046, -73.98380988627711)"
Parking Garage,975588,ZOOM CAR PARK INC,,GRAND CONCOURSE,3130 GRAND CONCOURSE,,10458,2122216111,95,"3130 GRAND
BRONX, NY 10458
(40.86260132868841, -73.88479001504714)"
Parking Lot,976027,GRANITE PARKING LLC,,EAST   70 STREET,302-312 EAST   70 STREET,AKA 302 EAST 70 STREET,10021,2126869800,44,"302 312 EAST 70 STREET
NEW YORK, NY 10021
(40.76920532766377, -73.959183941086)"
Parking Garage,976075,PREMIER PARKING LLC,,EAST   61 STREET,203 EAST   61 STREET,AKA 200-4 EAST 62 STREET,10021,2126869800,131,"203 61 STREET
NEW YORK, NY 10021
(40.64204081094708, -74.0219266795046)"
Parking Lot,976181,34 STREET PARKING CORP,,10 AVENUE,435 10 AVENUE,435-445,10001,2127367171,99,"435 10 AVENUE
NEW YORK, NY 10001
(40.755091546384165, -73.99878610076843)"
Parking Garage,976183,EVER-READY PARKING INC,,EAST   46 STREET,330 EAST   46 STREET,,10017,2127367171,155,"330 46 STREET
NEW YORK, NY 10017
(40.75202826321289, -73.96960647464563)"
Parking Garage,976184,IMPERIAL HOUSE PARKING LLC,,EAST   69 STREET,150 EAST   69 STREET,,10021,2127142442,139,"150 69 STREET
NEW YORK, NY 10021
(40.76825175409718, -73.96312879160654)"
Parking Garage,976776,"BRONX CAR PARK SYSTEMS, INC",,SEDGWICK AVENUE,2425 SEDGWICK AVENUE,,10468,2122216111,495,"2425 SEDGWICK AVENUE
BRONX, NY 10468
(40.86447393961661, -73.90896297284826)"
Parking Garage,976779,"LA MIRAGE CAR PARK, INC.",,WEXFORD TERRACE,178-10 WEXFORD TERRACE,,11432,2122216111,148,"178 10 WEXFORD TERRACE
JAMAICA, NY 11432
(40.71311535449007, -73.79282099978928)"
Parking Garage,976815,WILSHIRE CAR PARK INC,,WEXFORD TERRACE,182-30 WEXFORD TERRACE,,11432,2122216111,204,"182 30 WEXFORD TERRACE
QUEENS, NY 11432
(40.71311535449007, -73.79282099978928)"
Parking Lot,976816,WILSHIRE CAR PARK INC,,HILLSIDE AVENUE,183-03 HILLSIDE AVENUE,,11432,2122216111,65,"183 03 HILLSIDE AVENUE
JAMAICA, NY 11432
(40.71311535449007, -73.79282099978928)"
Parking Lot,976953,EDISON NY PARKING LLC,,9 AVENUE,451 9 AVENUE,,10018,2124636000,32,"451 9 AVENUE
NEW YORK, NY 10018
(40.75409820610613, -73.9958450343723)"
Parking Lot,976955,EDISON NY PARKING LLC,,WEST   35 STREET,409 WEST   35 STREET,,10001,2124636000,122,"409 35 STREET
NEW YORK, NY 10001
(40.75460171701217, -73.99701992489666)"
Parking Garage,977109,F & F E 70 ST CORP,,EAST   70 STREET,10 EAST   70 STREET,,10021,2125359866,24,"10 70 STREET
NEW YORK, NY 10021
(40.770658810711325, -73.96685117550794)"
Parking Garage,977117,MTP OPERATING CORP,,CHRYSTIE STREET,89-93 CHRYSTIE STREET,,10002,2125755335,116,"89 93 CHRYSTIE STREET
NEW YORK, NY 10002
(40.71612146793143, -73.98583147024613)"
Parking Garage,978502,RAPID WEST 102 CORP,,WEST  102 STREET,206 WEST  102 STREET,,10025,2128661000,114,"206 102 STREET
NEW YORK, NY 10025
(40.797984172681296, -73.96791396487853)"
Garage - Parking Lot Combo,979174,CLINTON HILL GARAGE CORP,,VANDERBILT AVENUE,240 VANDERBILT AVENUE,,11205,3476023636,33,"240 VANDERBILT AVENUE
BKLYN, NY 11205
(40.690182016846315, -73.96928654399419)"
Parking Lot,980378,CENTRAL GARAGE CORP.,,5 AVENUE,860 5 AVENUE,,10021,2127367171,96,"860 5 AVENUE
NEW YORK, NY 10021
(40.769882244021005, -73.96885630483071)"
Parking Garage,980798,BEST GARAGE CORP,,GERARD PLACE,105-25 GERARD PLACE,,11375,2127367171,89,"105 25 GERARD PLACE
FOREST HILL, NY 11375
(40.720707263029794, -73.84628429608335)"
Parking Garage,980801,FIRST AVENUE PARKING LLC,,FIRST AVENUE,630 FIRST AVENUE,,10016,2127367171,100,"630 FIRST AVENUE
NEW YORK, NY 10016
(40.7454058481286, -73.97231905344609)"
Parking Garage,981503,SKY PARKING CORP.,,READE STREET,121 READE STREET,,10013,2127536116,89,"121 READE STREET
NEW YROK, NY 10013
(40.716006176984685, -74.008834288607)"
Parking Garage,981738,TRIBECA PARKING CORP,,GREENWICH STREET,454-456 GREENWICH STREET,,10013,2122749225,55,"454 456 GREENWICH STREET
NEW YORK, NY 10013
(40.721242188776046, -74.00888900022716)"
Parking Garage,982918,331 50 STREET PARKING CORP,,WEST   51 STREET,336 WEST   51 STREET,,10019,2127373279,124,"336 51 STREET
NEW YORK, NY 10019
(40.76333950782849, -73.98673093196876)"
Parking Garage,983786,"RAPID 75, CORP",,EAST   75 STREET,35 EAST   75 STREET,,10021,2128661000,73,"35 75 STREET
NEW YORK, NY 10021
(40.77372105067555, -73.96390376204388)"
Parking Garage,984363,520 WEST PARKING CORP,,WEST   43 STREET,520 WEST   43 STREET,,10036,2127367171,75,"520 43 STREET
NEW YORK, NY 10036
(40.76075099551198, -73.99612206568727)"
Parking Lot,984596,J.C. PARKING CORP,,AMSTERDAM AVENUE,601 AMSTERDAM AVENUE,,10024,2127536116,85,"601 AMSTERDAM AVENUE
NEW YORK, NY 10024
(40.78969745807166, -73.97354213140596)"
Parking Lot,986471,AMBER CAR PARK LLC,GGMC,ROCKWELL PLACE,63 ROCKWELL PLACE,AKA 63/81 ROCKWELL PLACE BKLYN,11217,2129966363,77,"63 ROCKWELL PLACE
BROOKLYN, NY 11217
(40.68820257191256, -73.97922882978166)"
Parking Lot,986565,HIGH RISE PARKING LLC,,WEST   71 STREET,200-210 WEST   71 STREET,,10023,2126869800,200,"200 210 WEST 71 STREET
NEW YORK, NY 10023
(40.774536138232236, -73.97994335610099)"
Parking Garage,992413,CASTLE PARKING CORP,,WEBSTER AVENUE,2846 WEBSTER AVENUE,,10458,7189334751,100,"2846 WEBSTER AVENUE
BRONX, NY 10458
(40.86664856062475, -73.88452786771458)"
Parking Garage,992903,SEVEN ELEVEN CAR PARK LLC,GGMC,THIRD AVENUE,711 THIRD AVENUE,,10017,2129966363,165,"711 THIRD AVENUE
NEW YORK, NY 10017
(40.75239358029626, -73.97326334157685)"
Parking Lot,993927,MADISON SQUARE PARKING CORP,,NINTH AVENUE,359-63 NINTH AVENUE,,10001,2122216111,40,"359 63 NINTH AVENUE
NEW YORK, NY 10001
(40.75025902143676, -73.99688630375988)"
Parking Lot,994343,"GRAHAM, EUNICE",C.G. PARKING,ATLANTIC AVENUE,145-04 ATLANTIC AVENUE,,11435,7185236800,33,"145 04 ATLANTIC AVENUE
JAMAICA, NY 11435
(40.70119264912154, -73.80979665579099)"
Parking Lot,994675,"CENTRAL PARKING SYSTEM OF NEW YORK, INC.",,WEST   50 STREET,250 WEST   50 STREET,,10019,2126296602,120,"250 50 STREET
NEW YORK, NY 10019
(40.761838432985854, -73.98511745853158)"
Garage - Parking Lot Combo,995385,T.P.E.C CORP.,,CRESCENT STREET,41-10 CRESCENT STREET,,11101,7187070335,125,"41 10 CRESCENT STREET
QUEENS, NY 11101
(40.74570244980828, -73.93866902925225)"
Parking Lot,997485,"STERLING CAR PARK, INC",,ALBEE SQUARE,430 ALBEE SQUARE,,11201,2122216111,51,"430 ALBEE SQUARE
BROOKLYN, NY 11201
(40.69077804599247, -73.98350791935191)"
