QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Address,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Total Units,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Year Built,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,QUEENS – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
4-03233-0022,"4 DARTMOUTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,66,1931,70000,1139000,16.27,3850000,55,4-03205-0024,"68 50 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,20,1931,24408,396813,16.26,1340000,55,0.3,4-03234-0051,"68 09 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,228,1929,174480,3404125,19.51,12700000,73,0.2
4-03236-0035,"70 25
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,566,1965,575600,9956250,17.3,37200000,65,4-05137-0005,"43 23 COLDEN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,322,1965,317305,5330568,16.8,18000000,57,2.55,4-05137-0102,"43 70 KISSENA BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FLUSHING-NORTH,D7-ELEVATOR,325,1965,317277,5397718,17.01,20200000,64,2.55
4-03253-0051,"20 71 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,96,1932,85075,1382500,16.25,4670000,55,4-03205-0024,"68 50 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,20,1931,24408,396813,16.26,1340000,55,0.35,4-03234-0051,"68 09 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,228,1929,174480,3404125,19.51,12700000,73,0.25
4-03253-0062,"1 STATION SQUARE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,54,1930,54185,846000,15.61,2860000,53,4-03156-0133,"98 05 67 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,181,1960,177710,2758144,15.52,9330000,53,0.75,4-03321-0061,"83 31 116 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,180,1950,140196,2157939,15.39,7300000,52,1
4-03254-0020,"2 STATION SQUARE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,C6-WALK-UP,32,1930,22450,364000,16.21,1230000,55,4-03205-0024,"68 50 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,20,1931,24408,396813,16.26,1340000,55,0.4,4-03329-0064,"118 53 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,C1-WALK-UP,19,1926,11562,188437,16.3,637000,55,0.95
4-03254-0029,"71 30 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,26,1961,17868,252000,14.1,785000,43.9,4-03097-0038,"64 85 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,56,1952,50400,708197,14.05,2210000,43.8,1.05,4-03078-0085,"93 10 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D7-ELEVATOR,114,1950,104708,1590548,15.19,5380000,51,1.45
4-03257-0009,"108 25 72 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,71,1939,74100,1200000,16.19,4060000,55,4-03205-0024,"68 50 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,20,1931,24408,396813,16.26,1340000,55,0.45,4-03258-0023,"72 25 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D7-ELEVATOR,50,1920,48000,801480,16.7,2710000,56,0.05
4-03275-0083,"72 14 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,44,1930,53400,891800,16.7,3020000,57,4-03258-0023,"72 25 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D7-ELEVATOR,50,1920,48000,801480,16.7,2710000,56,0.1,4-03175-0001,"104 20 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,1327,1960,1741458,31096281,17.86,116000000,67,0.55
4-03276-0024,"1 ASCAN AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,51,1918,66600,925000,13.89,2880000,43.2,4-03322-0014,"118 40 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,84,1928,83727,1164386,13.91,3630000,43.4,0.9,4-03321-0061,"83 31 116 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,180,1950,140196,2157939,15.39,7300000,52,0.85
4-03291-0001,"73 20 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,104,1930,125272,1800000,14.37,6090000,48.6,4-03321-0037,"83 46 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,84,1931,70059,937091,13.38,2920000,41.7,0.8,4-03321-0061,"83 31 116 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,180,1950,140196,2157939,15.39,7300000,52,0.8
4-03291-0016,"75 02 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,144,1952,123182,1910000,15.51,6460000,52,4-03321-0061,"83 31 116 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,180,1950,140196,2157939,15.39,7300000,52,0.8,4-03341-0001,"111 10 76 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,60,1937,56636,879625,15.53,2970000,52,0.2
4-03291-0080,"150 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,43,1932,52454,839300,16,2840000,54,4-03340-0052,"111 09 76 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,60,1939,53455,856699,16.03,2900000,54,0.2,4-03329-0057,"118 65 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,55,1927,34500,561577,16.28,1900000,55,0.75
4-03292-0001,"109 14 ASCAN AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,91,1932,148181,2199000,14.84,7430000,50,4-03078-0065,"62 65 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,107,1941,101304,1503691,14.84,4680000,46.2,1.6,4-03078-0050,"62 95 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,101,1941,100080,1443708,14.43,4500000,45,1.6
4-03292-0028,"110 21 73 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,71,1937,100000,1625000,16.25,5490000,55,4-03205-0024,"68 50 BURNS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,20,1931,24408,396813,16.26,1340000,55,0.65,4-03334-0292,"77 34 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,56,1929,51545,840191,16.3,2840000,55,0.35
4-03292-0036,"110 07 73 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,79,1933,98182,1433455,14.6,4850000,49.4,4-03329-0054,"118 75 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,54,1924,54300,793893,14.62,2470000,45.5,0.85,4-03293-0074,"110 20 73 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,78,1937,78650,1201063,15.27,4060000,52,0.05
4-03293-0045,"111 35 75 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,36,1939,30580,444950,14.55,1500000,49.1,4-03080-0006,"95 08 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,60,1941,62400,909617,14.58,2830000,45.4,1.55,4-03078-0050,"62 95 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,101,1941,100080,1443708,14.43,4500000,45,1.7
4-03293-0050,"111 15 75 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,84,1937,106364,1552915,14.6,5250000,49.4,4-03329-0054,"118 75 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,54,1924,54300,793893,14.62,2470000,45.5,0.8,4-03078-0065,"62 65 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,107,1941,101304,1503691,14.84,4680000,46.2,1.7
4-03293-0064,"73 37 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,86,1928,97825,1401680,14.33,4740000,48.5,4-03078-0050,"62 95 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,101,1941,100080,1443708,14.43,4500000,45,1.7,4-03078-0110,"93 54 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D7-ELEVATOR,65,1939,64935,909584,14.01,2830000,43.6,1.7
4-03312-0001,"107 01 PARK LANE
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,152,1935,209844,3022000,14.4,10200000,48.6,4-03321-0018,"83 10 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,79,1954,74118,1067498,14.4,3320000,44.8,0.25,4-03080-0001,"63 07 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,60,1939,62400,858571,13.76,2670000,42.8,2
4-03312-0008,"117 01 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,168,1935,219248,3233900,14.75,10900000,49.7,4-03358-0052,"41 KEW GARDENS ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,48,1936,49636,711618,14.34,2410000,48.6,0.5,4-03340-0013,"111 32 76 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,73,1938,75455,1451750,19.24,5430000,72,0.5
4-03316-0010,"117 14 UNION TURNPIKE
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,108,1923,121727,1047000,8.6,2220000,18.24,4-03324-0050,"118 09 83 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,48,1939,46200,397152,8.6,842000,18.23,0.25,4-03322-0112,"83 26 LEFFERTS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D3-ELEVATOR,42,1931,55200,789360,14.3,2460000,44.6,0.4
4-03321-0025,"83 30 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,111,1956,101950,1468000,14.4,4960000,48.7,4-03321-0018,"83 10 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,79,1954,74118,1067498,14.4,3320000,44.8,0,4-03171-0001,"101 01 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,62,1954,61242,876046,14.3,2960000,48.3,1.6
4-03321-0043,"83 60 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,123,1960,89784,1293000,14.4,4370000,48.7,4-03321-0018,"83 10 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,79,1954,74118,1067498,14.4,3320000,44.8,0,4-03117-0017,"89 10 63 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,36,1957,23100,344846,14.93,1170000,51,2.05
4-03321-0063,"83 19 116 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,59,1931,64716,805720,12.45,2260000,34.9,4-03321-0018,"83 10 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,79,1954,74118,1067498,14.4,3320000,44.8,0,4-03322-0001,"118 18 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,85,1928,77670,962956,12.4,2500000,32.2,0.1
4-03321-0069,"83 15 116 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,59,1931,64716,938910,14.51,3170000,49,4-03321-0018,"83 10 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,79,1954,74118,1067498,14.4,3320000,44.8,0,4-03329-0054,"118 75 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,54,1924,54300,793893,14.62,2470000,45.5,0.1
4-03321-0100,"83 80 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,104,1939,105000,1533000,14.6,5180000,49.3,4-03329-0054,"118 75 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,54,1924,54300,793893,14.62,2470000,45.5,0.2,4-03341-0001,"111 10 76 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,60,1937,56636,879625,15.53,2970000,52,0.8
4-03322-0024,"118 60 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,148,1954,141000,2031000,14.4,6870000,48.7,4-03321-0018,"83 10 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,79,1954,74118,1067498,14.4,3320000,44.8,0.1,4-03171-0001,"101 01 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,62,1954,61242,876046,14.3,2960000,48.3,1.7
4-03322-0123,"83 44 LEFFERTS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,96,1932,105882,1540580,14.55,5210000,49.2,4-03329-0054,"118 75 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,54,1924,54300,793893,14.62,2470000,45.5,0.1,4-03329-0057,"118 65 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,55,1927,34500,561577,16.28,1900000,55,0.1
4-03322-0135,"118 11 84 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,120,1942,150000,2160000,14.4,7300000,48.7,4-03321-0018,"83 10 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,79,1954,74118,1067498,14.4,3320000,44.8,0.1,4-03329-0054,"118 75 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,54,1924,54300,793893,14.62,2470000,45.5,0.1
4-03322-0156,"83 75 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,150,1954,141645,2075000,14.65,7020000,49.6,4-03342-0022,"111 46 76 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,24,1966,21396,313237,14.64,1060000,49.5,0.7,4-03321-0061,"83 31 116 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,180,1950,140196,2157939,15.39,7300000,52,0.1
4-03323-0001,"115 25 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,72,1925,88272,1290540,14.62,4360000,49.4,4-03329-0054,"118 75 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,54,1924,54300,793893,14.62,2470000,45.5,0.15,4-03334-0292,"77 34 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,56,1929,51545,840191,16.3,2840000,55,0.4
4-03329-0004,"118 14 83 AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,78,1939,88296,1250000,14.16,3890000,44.1,4-03322-0014,"118 40 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,84,1928,83727,1164386,13.91,3630000,43.4,0.1,4-03093-0055,"63 45 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,85,1936,33276,475861,14.3,1610000,48.4,2.2
4-03330-0033,"83 36 BEVERLY ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,44,1966,41155,602920,14.65,2040000,49.6,4-03342-0022,"111 46 76 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,24,1966,21396,313237,14.64,1060000,49.5,0.55,4-03321-0111,"83 96 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,44,1960,30900,482266,15.61,1630000,53,0.25
4-03331-0007,"84 02 BEVERLY ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,C6-WALK-UP,20,1926,14545,237000,16.29,801000,55,4-03329-0064,"118 53 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,C1-WALK-UP,19,1926,11562,188437,16.3,637000,55,0.15,4-03392-0012,"603 WOODWARD AVENUE
Queens, NY
(40.749436300045204, -73.79729979984586)",RIDGEWOOD,C7-WALK-UP,12,1915,5175,84790,16.38,287000,55,4.05
4-03333-0016,"84 51 BEVERLY ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,130,1941,156510,2294436,14.66,7760000,49.6,4-03105-0028,"61 61 WOODHAVEN BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,101,1960,73770,1081693,14.66,3660000,49.6,2.55,4-03117-0017,"89 10 63 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,36,1957,23100,344846,14.93,1170000,51,2.2
4-03334-0058,"75 40 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,96,1940,99600,1461000,14.67,4940000,49.6,4-03105-0028,"61 61 WOODHAVEN BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,101,1960,73770,1081693,14.66,3660000,49.6,2,4-03085-0008,"64 20 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,150,1950,127152,1914641,15.06,6470000,51,1.55
4-03334-0163,"76 66 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,98,1931,134090,2000000,14.92,6760000,50,4-03353-0001,"82 67 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D3-ELEVATOR,144,1927,124343,1863102,14.98,6300000,51,0.5,4-03341-0001,"111 10 76 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,60,1937,56636,879625,15.53,2970000,52,0.1
4-03334-0186,"77 16 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,72,1929,76681,1105000,14.41,3740000,48.8,4-03171-0001,"101 01 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,62,1954,61242,876046,14.3,2960000,48.3,1.15,4-03087-0021,"65 62 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,38,1954,26400,373860,14.16,1160000,43.9,1.4
4-03334-0250,"78 14 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,60,1932,58864,729900,12.4,2050000,34.8,4-03322-0001,"118 18 METROPOLITAN AVENU
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,85,1928,77670,962956,12.4,2500000,32.2,0.65,4-03322-0040,"83 57 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,186,1940,212202,2754793,12.98,8580000,40.4,0.65
4-03334-0260,"118 17 UNION TURNPIKE
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,206,1973,213654,3675000,17.2,13700000,64,4-03161-0001,"66 22 FLEET STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,130,1962,112800,1933460,17.14,7230000,64,1.1,4-03175-0001,"104 20 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,1327,1960,1741458,31096281,17.86,116000000,67,0.95
4-03335-0023,"118 18 UNION TURNPIKE
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,213,1974,196420,3366600,17.14,12600000,64,4-03161-0001,"66 22 FLEET STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D1-ELEVATOR,130,1962,112800,1933460,17.14,7230000,64,1.3,4-03175-0001,"104 20 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,1327,1960,1741458,31096281,17.86,116000000,67,1.15
4-03337-0060,"82 40 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,63,1953,55146,788600,14.3,2670000,48.4,4-03171-0001,"101 01 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,62,1954,61242,876046,14.3,2960000,48.3,1.55,4-03321-0018,"83 10 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,79,1954,74118,1067498,14.4,3320000,44.8,0.35
4-03338-0030,"83 40 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D4-ELEVATOR,148,1956,146748,2113170,14.4,7140000,48.7,4-03321-0018,"83 10 118 STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D1-ELEVATOR,79,1954,74118,1067498,14.4,3320000,44.8,0.35,4-03171-0001,"101 01 BOOTH STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,62,1954,61242,876046,14.3,2960000,48.3,1.7
4-03340-0036,"111 39 76 ROAD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,61,1938,52182,777520,14.9,2630000,50,4-03353-0001,"82 67 AUSTIN STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",KEW GARDENS,D3-ELEVATOR,144,1927,124343,1863102,14.98,6300000,51,0.6,4-03173-0013,"101 06 67 DRIVE
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D3-ELEVATOR,61,1949,70910,1072274,15.12,3630000,51,1
4-03341-0024,"114 06 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,54,1939,63636,956000,15.02,3230000,51,4-03085-0008,"64 20 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,150,1950,127152,1914641,15.06,6470000,51,1.5,4-03100-0026,"65 74 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,72,1953,59532,906742,15.23,3070000,52,1.4
4-03341-0030,"114 20 QUEENS BOULEVARD
Queens, NY
(40.749436300045204, -73.79729979984586)",FOREST HILLS,D4-ELEVATOR,54,1940,63636,955800,15.02,3230000,51,4-03085-0008,"64 20 SAUNDERS STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,150,1950,127152,1914641,15.06,6470000,51,1.5,4-03100-0026,"65 74 WETHEROLE STREET
Queens, NY
(40.749436300045204, -73.79729979984586)",REGO PARK,D1-ELEVATOR,72,1953,59532,906742,15.23,3070000,52,1.4
