BRONX – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Address,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Estimated Gross Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Estimated Expense,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Expense per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Net Operating Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 – Boro-Block-Lot,COMPARABLE RENTAL – 1 – Address,COMPARABLE RENTAL – 1 – Neighborhood,COMPARABLE RENTAL – 1 – Building Classification,COMPARABLE RENTAL – 1 – Total Units,COMPARABLE RENTAL – 1 – Year Built,COMPARABLE RENTAL – 1 – Gross SqFt,COMPARABLE RENTAL – 1 – Estimated Gross Income,COMPARABLE RENTAL – 1 – Gross Income per SqFt,COMPARABLE RENTAL – 1 – Estimated Expense,COMPARABLE RENTAL – 1 – Expense per SqFt,COMPARABLE RENTAL – 1 – Net Operating Income,COMPARABLE RENTAL – 1 – Full Market Value,COMPARABLE RENTAL – 1 – Market Value per SqFt,COMPARABLE RENTAL – 1 – Distance from Coop in miles,COMPARABLE RENTAL – 2 – Boro-Block-Lot,COMPARABLE RENTAL – 2 – Address,COMPARABLE RENTAL – 2 – Neighborhood,COMPARABLE RENTAL – 2 – Building Classification,COMPARABLE RENTAL – 2 – Total Units,COMPARABLE RENTAL – 2 – Year Built,COMPARABLE RENTAL – 2 – Gross SqFt,COMPARABLE RENTAL – 2 – Estimated Gross Income,COMPARABLE RENTAL – 2 – Gross Income per SqFt,COMPARABLE RENTAL – 2 – Estimated Expense,COMPARABLE RENTAL – 2 – Expense per SqFt,COMPARABLE RENTAL – 2 – Net Operating Income,COMPARABLE RENTAL – 2 – Full Market Value,COMPARABLE RENTAL – 2 – Market Value per SqFt,COMPARABLE RENTAL – 2 – Distance from Coop in miles,COMPARABLE RENTAL – 3 – Boro-Block-Lot,COMPARABLE RENTAL – 3 – Address,COMPARABLE RENTAL – 3 – Neighborhood,COMPARABLE RENTAL – 3 – Building Classification,COMPARABLE RENTAL – 3 – Total Units,COMPARABLE RENTAL – 3 – Year Built,COMPARABLE RENTAL – 3 – Gross SqFt,COMPARABLE RENTAL – 3 – Estimated Gross Income,COMPARABLE RENTAL – 3 – Gross Income per SqFt,COMPARABLE RENTAL – 3 – Estimated Expense,COMPARABLE RENTAL – 3 – Expense per SqFt,COMPARABLE RENTAL – 3 – Net Operating Income,COMPARABLE RENTAL – 3 – Full Market Value,COMPARABLE RENTAL – 3 – Market Value per SqFt,COMPARABLE RENTAL – 3 – Distance from Coop in miles
2-05744-0048,"750 KAPPOCK STREET
Bronx, NY
(40.881759500511656, -73.9197719501109)",RIVERDALE,D4-ELEVATOR,160,1953,209920,2466560,11.75,1032806,4.92,1433754,8107000,38.62,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,888992,12.25,335602,4.63,553390,2772000,38.21,0.68,2-05795-0537,"3555 NETHERLAND AVENUE
Bronx, NY
(40.88637237452552, -73.91072640935313)",RIVERDALE,D1-ELEVATOR,55,1939,60792,714186,11.75,298924,4.92,415262,1969000,32.39,0.6,2-05732-0924,2700 HENRY HUDSON PARKWAY,RIVERDALE,D1-ELEVATOR,78,1955,"108,955","1,229,714",11.29,"539,876",4.96,"689,838","3,432,000",31.50,0.26
2-05745-0001,"2621 PALISADE AVENUE
Bronx, NY
(40.88178886634991, -73.92140725944232)",RIVERDALE,D4-ELEVATOR,180,1962,231154,2716060,11.75,1137278,4.92,1578782,8932000,38.64,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1312394,13.06,505762,5.03,806632,3795000,37.76,0.58,2-05795-0537,"3555 NETHERLAND AVENUE
Bronx, NY
(40.88637237452552, -73.91072640935313)",RIVERDALE,D1-ELEVATOR,55,1939,60792,714186,11.75,298924,4.92,415262,1969000,32.39,0.59,2-05732-0924,2700 HENRY HUDSON PARKWAY,RIVERDALE,D1-ELEVATOR,78,1955,"108,955","1,229,714",11.29,"539,876",4.96,"689,838","3,432,000",31.50,0.31
2-05745-0290,"2501 PALISADE AVENUE
Bronx, NY
(40.880534961738114, -73.9223807474589)",RIVERDALE,C6-WALK-UP,17,1927,28536,446588,15.65,229144,8.03,217444,1488000,52.14,2-03267-0001,"141 231 STREET
Bronx, NY
(40.878049552769, -73.9024294657466)",KINGSBRIDGE/JEROME PARK,C7-WALK-UP,25,1912,16200,276886,17.09,159927,9.87,116959,845000,52.16,1.04,2-05755-0019,"233 233 STREET
Bronx, NY
(40.88112769546298, -73.90392250233185)",KINGSBRIDGE/JEROME PARK,C1-WALK-UP,56,1927,56250,799147,14.21,348122,6.19,451025,3127000,55.59,0.93,, , , , , , , , , , , , , , 
2-05746-0584,"2601 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,69,1954,92171,1096835,11.9,467307,5.07,629528,3344000,36.28,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1312394,13.06,505762,5.03,806632,3795000,37.76,0.45,2-05732-0924,"2700 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1955,108955,1229714,11.29,539876,4.96,689838,3432000,31.5,0.12,, , , , , , , , , , , , , , 
2-05747-0590,"2711 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,52,1953,82559,982452,11.9,418574,5.07,563878,3058000,37.04,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1312394,13.06,505762,5.03,806632,3795000,37.76,0.36,2-05732-0924,"2700 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1955,108955,1229714,11.29,539876,4.96,689838,3432000,31.5,0.07,, , , , , , , , , , , , , , 
2-05747-0605,"2734 INDEPENDENCE AVENUE
Bronx, NY
(40.88223717354416, -73.91766314113023)",RIVERDALE,D4-ELEVATOR,67,1970,83880,1048500,12.5,434498,5.18,614002,3245000,38.69,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1159771,12.5,480671,5.18,679100,3619000,39.01,0.09,2-05732-0924,"2700 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1955,108955,1229714,11.29,539876,4.96,689838,3432000,31.5,0.07,2-05787-0137,3220 NETHERLAND AVENUE,RIVERDALE,D1-ELEVATOR,85,1954,"100,498","1,312,394",13.06,"505,762",5.03,"806,632","3,795,000",37.76,0.36
2-05748-0500,"3001 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,85,1934,140000,1649200,11.78,746200,5.33,903000,5192000,37.09,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,888992,12.25,335602,4.63,553390,2772000,38.21,0.42,2-05795-0537,"3555 NETHERLAND AVENUE
Bronx, NY
(40.88637237452552, -73.91072640935313)",RIVERDALE,D1-ELEVATOR,55,1939,60792,714186,11.75,298924,4.92,415262,1969000,32.39,0.34,2-05732-0924,2700 HENRY HUDSON PARKWAY,RIVERDALE,D1-ELEVATOR,78,1955,"108,955","1,229,714",11.29,"539,876",4.96,"689,838","3,432,000",31.50,0.11
2-05750-0357,"735 KAPPOCK STREET
Bronx, NY
(40.88138078936013, -73.91969540753021)",RIVERDALE,D4-ELEVATOR,69,1953,61538,723072,11.75,302767,4.92,420305,2233000,36.29,2-05732-0924,"2700 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1955,108955,1229714,11.29,539876,4.96,689838,3432000,31.5,0.16,2-05795-0537,"3555 NETHERLAND AVENUE
Bronx, NY
(40.88637237452552, -73.91072640935313)",RIVERDALE,D1-ELEVATOR,55,1939,60792,714186,11.75,298924,4.92,415262,1969000,32.39,0.44,2-05787-0137,3220 NETHERLAND AVENUE,RIVERDALE,D1-ELEVATOR,85,1954,"100,498","1,312,394",13.06,"505,762",5.03,"806,632","3,795,000",37.76,0.42
2-05758-0442,"315 232 STREET
Bronx, NY
(40.88206705438151, -73.90737392987303)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,72,1974,75747,927901,12.25,350709,4.63,577192,2805000,37.03,2-05761-0444,"3425 KINGSBRIDGE AVENUE
Bronx, NY
(40.88302762338282, -73.90349883524286)",KINGSBRIDGE/JEROME PARK,D3-ELEVATOR,56,1964,69595,666019,9.57,411696,5.92,254323,1509000,21.68,0.16,2-05784-0340,"500 235 STREET
Bronx, NY
(40.885146854323175, -73.9074100072352)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,87,1954,92600,1304480,14.09,560265,6.05,744215,4268000,46.09,0.13,2-05793-0467,3555 OXFORD AVENUE,RIVERDALE,D1-ELEVATOR,57,1960,"72,553","888,992",12.25,"335,602",4.63,"553,390","2,772,000",38.21,0.25
2-05759-0364,"3240 RIVERDALE AVENUE
Bronx, NY
(40.88344483666345, -73.90777560949599)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,66,1970,67987,859356,12.64,418120,6.15,441236,2519000,37.05,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1312394,13.06,505762,5.03,806632,3795000,37.76,0.22,2-05760-0112,"3424 KINGSBRIDGE AVENUE
Bronx, NY
(40.88299528302095, -73.90344028354679)",KINGSBRIDGE/JEROME PARK,D3-ELEVATOR,138,1962,128500,1626498,12.66,793514,6.18,832984,4972000,38.69,0.21,2-05793-0467,3555 OXFORD AVENUE,RIVERDALE,D1-ELEVATOR,57,1960,"72,553","888,992",12.25,"335,602",4.63,"553,390","2,772,000",38.21,0.19
2-05771-0041,"474 238 STREET
Bronx, NY
(40.88749291801432, -73.90605324691526)",RIVERDALE,D4-ELEVATOR,54,1939,76500,918000,12,365670,4.78,552330,2959000,38.68,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,888992,12.25,335602,4.63,553390,2772000,38.21,0.16,2-05780-0940,"3900 GREYSTONE AVENUE
Bronx, NY
(40.88950389842045, -73.9044515066065)",RIVERDALE,D1-ELEVATOR,127,1928,134703,1515163,11.25,801013,5.95,714150,4599000,34.14,0.19,, , , , , , , , , , , , , , 
2-05778-0879,"3875 WALDO AVENUE
Bronx, NY
(40.8886346893857, -73.90314679771674)",KINGSBRIDGE/JEROME PARK,D4-ELEVATOR,105,1931,150000,1665000,11.1,916500,6.11,748500,4620000,30.8,2-05795-0537,"3555 NETHERLAND AVENUE
Bronx, NY
(40.88637237452552, -73.91072640935313)",RIVERDALE,D1-ELEVATOR,55,1939,60792,714186,11.75,298924,4.92,415262,1969000,32.39,0.43,2-03271-0132,"3816 REVIEW PLACE
Bronx, NY
(40.88496363693668, -73.89958640207674)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,60,1927,64800,709255,10.95,406088,6.27,303167,1875000,28.94,0.34,, , , , , , , , , , , , , , 
2-05779-0815,"3810 GREYSTONE AVENUE
Bronx, NY
(40.88827806749091, -73.90494041483724)",RIVERDALE,D4-ELEVATOR,44,1939,41068,459551,11.19,275566,6.71,183985,1186000,28.88,2-05773-0290,"275 238 STREET
Bronx, NY
(40.88556828581021, -73.90169458643383)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1937,71091,960856,13.52,532931,7.5,427925,2833000,39.85,0.24,2-05801-1060,"4660 MANHATTAN COLLEGE PK
Bronx, NY
(40.82557699997852, -73.91844899972153)",VAN CORTLANDT PARK,D1-ELEVATOR,38,1939,45000,359690,7.99,213556,4.75,146134,825000,18.33,0.33,, , , , , , , , , , , , , , 
2-05779-0820,"3840 GREYSTONE AVENUE
Bronx, NY
(40.88852064983552, -73.90484668984045)",RIVERDALE,D4-ELEVATOR,127,1951,186480,2593937,13.91,1016316,5.45,1577621,8305000,44.54,2-05796-0129,"3660 OXFORD AVENUE
Bronx, NY
(40.88760025417794, -73.90868609313)",RIVERDALE,D3-ELEVATOR,77,1967,106934,1415876,13.24,765281,7.16,650595,4322000,40.42,0.19,2-05791-0388,"511 235 STREET
Bronx, NY
(40.88527065587371, -73.90778784062472)",RIVERDALE,D7-ELEVATOR,55,1936,64000,890050,13.91,348839,5.45,541211,3565000,55.7,0.21,2-05903-0283,3611 HENRY HUDSON PARKWAY,RIVERDALE,D3-ELEVATOR,123,1951,"134,000","2,080,061",15.52,"1,045,025",7.80,"1,035,036","7,091,000",52.92,0.41
2-05785-0268,"3299 CAMBRIDGE AVENUE
Bronx, NY
(40.88383170983165, -73.90868506272068)",RIVERDALE,D4-ELEVATOR,84,1954,111675,1371369,12.28,727004,6.51,644365,4086000,36.59,2-05703-0192,"3063 GODWIN TERRACE
Bronx, NY
(40.87928525928889, -73.9059274342449)",KINGSBRIDGE/JEROME PARK,C7-WALK-UP,70,1925,64490,824827,12.79,445626,6.91,379201,2533000,39.28,0.4,2-05705-0036,"225 NAPLES TERRACE
Bronx, NY
(40.87980193958463, -73.90510635149292)",KINGSBRIDGE/JEROME PARK,C1-WALK-UP,66,1926,53482,629252,11.77,357120,6.68,272132,1739000,32.52,0.37,, , , , , , , , , , , , , , 
2-05785-0284,"5620 SYLVAN AVENUE
Bronx, NY
(40.903854199732386, -73.89830886243739)",RIVERDALE,D4-ELEVATOR,77,1960,80120,935802,11.68,421431,5.26,514371,2970000,37.07,2-05754-0090,"225 232 STREET
Bronx, NY
(40.88038240122977, -73.90433315088163)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,96,1929,87510,1031120,11.78,466325,5.33,564795,2156000,24.64,0.33,2-05795-0537,"3555 NETHERLAND AVENUE
Bronx, NY
(40.88637237452552, -73.91072640935313)",RIVERDALE,D1-ELEVATOR,55,1939,60792,714186,11.75,298924,4.92,415262,1969000,32.39,0.19,, , , , , , , , , , , , , , 
2-05787-0130,"3200 NETHERLAND AVENUE
Bronx, NY
(40.883820162050846, -73.91156192702633)",RIVERDALE,D4-ELEVATOR,80,1957,88470,1033330,11.68,465352,5.26,567978,3278000,37.05,2-05754-0090,"225 232 STREET
Bronx, NY
(40.88038240122977, -73.90433315088163)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,96,1929,87510,1031120,11.78,466325,5.33,564795,2156000,24.64,0.41,2-05795-0537,"3555 NETHERLAND AVENUE
Bronx, NY
(40.88637237452552, -73.91072640935313)",RIVERDALE,D1-ELEVATOR,55,1939,60792,714186,11.75,298924,4.92,415262,1969000,32.39,0.12,, , , , , , , , , , , , , , 
2-05788-0074,"3210 ARLINGTON AVENUE
Bronx, NY
(40.88426062407272, -73.9123825082219)",RIVERDALE,D4-ELEVATOR,67,1955,80735,950251,11.77,539310,6.68,410941,2626000,32.53,2-05703-0192,"3063 GODWIN TERRACE
Bronx, NY
(40.87928525928889, -73.9059274342449)",KINGSBRIDGE/JEROME PARK,C7-WALK-UP,70,1925,64490,824827,12.79,445626,6.91,379201,2533000,39.28,0.49,2-05705-0036,"225 NAPLES TERRACE
Bronx, NY
(40.87980193958463, -73.90510635149292)",KINGSBRIDGE/JEROME PARK,C1-WALK-UP,66,1926,53482,629252,11.77,357120,6.68,272132,1739000,32.52,0.49,2-05703-0209,3025 GODWIN TERRACE,KINGSBRIDGE/JEROME PARK,C1-WALK-UP,65,1926,"65,250","715,469",10.97,"399,124",6.12,"316,345","1,485,000",22.76,0.49
2-05789-0059,"3215 ARLINGTON AVENUE
Bronx, NY
(40.884350663021365, -73.91242590214081)",RIVERDALE,D4-ELEVATOR,69,1958,82000,1004500,12.25,379660,4.63,624840,3168000,38.63,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1312394,13.06,505762,5.03,806632,3795000,37.76,0.11,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,888992,12.25,335602,4.63,553390,2772000,38.21,0.19,2-05795-0537,3555 NETHERLAND AVENUE,RIVERDALE,D1-ELEVATOR,55,1939,"60,792","714,186",11.75,"298,924",4.92,"415,262","1,969,000",32.39,0.11
2-05792-0422,"3512 OXFORD AVENUE
Bronx, NY
(40.886174879493254, -73.90876887037071)",RIVERDALE,D4-ELEVATOR,45,1962,43000,598130,13.91,234350,5.45,363780,1969000,45.79,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,888992,12.25,335602,4.63,553390,2772000,38.21,0.05,2-05791-0388,"511 235 STREET
Bronx, NY
(40.88527065587371, -73.90778784062472)",RIVERDALE,D7-ELEVATOR,55,1936,64000,890050,13.91,348839,5.45,541211,3565000,55.7,0.04,2-05784-0340,500 WEST 235 STREET,KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,87,1954,"92,600","1,304,480",14.09,"560,265",6.05,"744,215","4,268,000",46.09,0.09
2-05795-0518,"3530 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,216,1955,312000,3744000,12,1946880,6.24,1797120,10186000,32.65,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,888992,12.25,335602,4.63,553390,2772000,38.21,0.11,2-05795-0537,"3555 NETHERLAND AVENUE
Bronx, NY
(40.88637237452552, -73.91072640935313)",RIVERDALE,D1-ELEVATOR,55,1939,60792,714186,11.75,298924,4.92,415262,1969000,32.39,0,, , , , , , , , , , , , , , 
2-05796-0107,"525 236 STREET
Bronx, NY
(40.88650839945145, -73.90749518700619)",RIVERDALE,D4-ELEVATOR,57,1956,68728,855664,12.45,370444,5.39,485220,3255000,47.36,2-05798-0077,"545 236 STREET
Bronx, NY
(40.88654999927723, -73.90892259914062)",RIVERDALE,D7-ELEVATOR,64,1939,90025,1137489,12.64,554033,6.15,583456,3531000,39.22,0.05,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,888992,12.25,335602,4.63,553390,2772000,38.21,0.12,, , , , , , , , , , , , , , 
2-05796-0135,"3656 JOHNSON AVENUE
Bronx, NY
(40.88844553752999, -73.90919056671561)",RIVERDALE,D4-ELEVATOR,56,1932,73911,934235,12.64,454553,6.15,479682,2794000,37.8,2-05798-0077,"545 236 STREET
Bronx, NY
(40.88654999927723, -73.90892259914062)",RIVERDALE,D7-ELEVATOR,64,1939,90025,1137489,12.64,554033,6.15,583456,3531000,39.22,0.05,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,888992,12.25,335602,4.63,553390,2772000,38.21,0.12,2-05796-0129,3660 OXFORD AVENUE,RIVERDALE,D3-ELEVATOR,77,1967,"106,934","1,415,876",13.24,"765,281",7.16,"650,595","4,322,000",40.42,0.00
2-05799-0032,"3635 JOHNSON AVENUE
Bronx, NY
(40.88773148217806, -73.9094604729425)",RIVERDALE,D4-ELEVATOR,82,1954,106684,1370889,12.85,660374,6.19,710515,3905000,36.6,2-05796-0129,"3660 OXFORD AVENUE
Bronx, NY
(40.88760025417794, -73.90868609313)",RIVERDALE,D3-ELEVATOR,77,1967,106934,1415876,13.24,765281,7.16,650595,4322000,40.42,0.1,2-05798-0077,"545 236 STREET
Bronx, NY
(40.88654999927723, -73.90892259914062)",RIVERDALE,D7-ELEVATOR,64,1939,90025,1137489,12.64,554033,6.15,583456,3531000,39.22,0.06,, , , , , , , , , , , , , , 
2-05799-0073,"3601 JOHNSON AVENUE
Bronx, NY
(40.88669675822402, -73.90969041159896)",RIVERDALE,D4-ELEVATOR,90,1955,115597,1358265,11.75,568737,4.92,789528,4235000,36.64,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,888992,12.25,335602,4.63,553390,2772000,38.21,0.13,2-05795-0537,"3555 NETHERLAND AVENUE
Bronx, NY
(40.88637237452552, -73.91072640935313)",RIVERDALE,D1-ELEVATOR,55,1939,60792,714186,11.75,298924,4.92,415262,1969000,32.39,0.11,2-05780-0940,3900 GREYSTONE AVENUE,RIVERDALE,D1-ELEVATOR,127,1928,"134,703","1,515,163",11.25,"801,013",5.95,"714,150","4,599,000",34.14,0.32
2-05800-0001,"3616 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,120,1954,207100,2329875,11.25,1232245,5.95,1097630,7069000,34.13,2-05795-0537,"3555 NETHERLAND AVENUE
Bronx, NY
(40.88637237452552, -73.91072640935313)",RIVERDALE,D1-ELEVATOR,55,1939,60792,714186,11.75,298924,4.92,415262,1969000,32.39,0.07,2-05780-0940,"3900 GREYSTONE AVENUE
Bronx, NY
(40.88950389842045, -73.9044515066065)",RIVERDALE,D1-ELEVATOR,127,1928,134703,1515163,11.25,801013,5.95,714150,4599000,34.14,0.37,2-05787-0154,3300 NETHERLAND AVENUE,RIVERDALE,D7-ELEVATOR,67,1941,"81,880","791,275",9.66,"508,865",6.21,"282,410","1,674,000",20.44,0.19
2-05802-1294,"6035 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",VAN CORTLANDT PARK,D4-ELEVATOR,103,1961,107627,1210804,11.25,640381,5.95,570423,3674000,34.14,2-05827-1620,"244 FIELDSTON TERRACE
Bronx, NY
(40.89625286223357, -73.89906520725022)",FIELDSTON,D1-ELEVATOR,72,1961,63237,729831,11.54,354657,5.61,375174,2406000,38.05,0.3,2-05780-0940,"3900 GREYSTONE AVENUE
Bronx, NY
(40.88950389842045, -73.9044515066065)",RIVERDALE,D1-ELEVATOR,127,1928,134703,1515163,11.25,801013,5.95,714150,4599000,34.14,0.39,2-05814-1195,6141 BROADWAY,FIELDSTON,D1-ELEVATOR,86,1962,"90,000","917,500",10.19,"522,462",5.81,"395,038","2,332,000",25.91,0.16
2-05803-0960,"4410 CAYUGA AVENUE
Bronx, NY
(40.89149480591041, -73.89918674928569)",FIELDSTON,D4-ELEVATOR,49,1931,59000,663750,11.25,351050,5.95,312700,2014000,34.14,2-05773-0290,"275 238 STREET
Bronx, NY
(40.88556828581021, -73.90169458643383)",KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,72,1937,71091,960856,13.52,532931,7.5,427925,2833000,39.85,0.33,2-05780-0940,"3900 GREYSTONE AVENUE
Bronx, NY
(40.88950389842045, -73.9044515066065)",RIVERDALE,D1-ELEVATOR,127,1928,134703,1515163,11.25,801013,5.95,714150,4599000,34.14,0.23,2-03271-0132,3816 REVIEW PLACE,KINGSBRIDGE/JEROME PARK,D1-ELEVATOR,60,1927,"64,800","709,255",10.95,"406,088",6.27,"303,167","1,875,000",28.94,0.39
2-05826-1685,"255 FIELDSTON TERRACE
Bronx, NY
(40.896406389468666, -73.89903997596986)",FIELDSTON,D4-ELEVATOR,76,1965,85523,986935,11.54,479784,5.61,507151,3234000,37.81,2-05827-1620,"244 FIELDSTON TERRACE
Bronx, NY
(40.89625286223357, -73.89906520725022)",FIELDSTON,D1-ELEVATOR,72,1961,63237,729831,11.54,354657,5.61,375174,2406000,38.05,0.05,2-05814-1195,"6141 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",FIELDSTON,D1-ELEVATOR,86,1962,90000,917500,10.19,522462,5.81,395038,2332000,25.91,0.18,2-05814-1155,210 WEST 251 STREET,FIELDSTON,D1-ELEVATOR,70,1960,"75,000","999,460",13.33,"371,959",4.96,"627,501","3,476,000",46.35,0.18
2-05835-3037,"6291 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",FIELDSTON,C6-WALK-UP,32,1958,32400,429300,13.25,217080,6.7,212220,1410000,43.52,2-05801-1054,"215 242 STREET
Bronx, NY
(40.88954824667313, -73.89871168674495)",VAN CORTLANDT PARK,C1-WALK-UP,33,1923,21660,304845,14.07,151310,6.99,153535,1066000,49.22,0.63,2-05801-1057,"4652 MANHATTAN COLLEGE PK
Bronx, NY
(40.82557699997852, -73.91844899972153)",VAN CORTLANDT PARK,C1-WALK-UP,33,1923,24544,304845,12.42,157407,6.41,147438,933000,38.01,0.63,, , , , , , , , , , , , , , 
2-05845-1863,"5425 VALLES AVENUE
Bronx, NY
(40.901688988553325, -73.89973748495859)",RIVERDALE,D4-ELEVATOR,108,1965,110000,1180300,10.73,495000,4.5,685300,4015000,36.5,2-05703-0183,"3044 KINGSBRIDGE AVENUE
Bronx, NY
(40.87897447957347, -73.9073386479331)",KINGSBRIDGE/JEROME PARK,C1-WALK-UP,38,1973,38873,417261,10.73,174998,4.5,242263,991000,25.49,1.67,2-05703-0160,"231 230 STREET
Bronx, NY
(40.877555805944496, -73.90723311533601)",KINGSBRIDGE/JEROME PARK,C7-WALK-UP,90,1923,78760,833583,10.58,501218,6.36,332365,2063000,26.19,1.67,2-05707-0010,3120 KINGSBRIDGE AVENUE,KINGSBRIDGE/JEROME PARK,C1-WALK-UP,48,1926,"55,695","576,895",10.36,"240,018",4.31,"336,877","1,485,000",26.66,1.54
2-05855-2239,"5730 MOSHOLU AVENUE
Bronx, NY
(40.90562689697177, -73.89939068437977)",RIVERDALE,D4-ELEVATOR,43,1963,33000,405900,12.3,188430,5.71,217470,1243000,37.67,2-05909-0163,"3950 BLACKSTONE AVENUE
Bronx, NY
(40.89026164254843, -73.9113627190534)",RIVERDALE,D1-ELEVATOR,176,1959,237000,3092924,13.05,1477491,6.23,1615433,10760000,45.4,1.09,2-05845-1799,"5400 FIELDSTON ROAD
Bronx, NY
(40.901548992375844, -73.90175330732681)",RIVERDALE,D1-ELEVATOR,127,1939,151500,1750318,11.55,784441,5.18,965877,4048000,26.72,0.17,, , , , , , , , , , , , , , 
