Medallion Number,Garage/Agent,Telephone,Cross Streets,Borough,Zip Code,Hours of Operation,Fax #,Website,Languages,Location 1,Location 2
1K32,BOULEVARD TAXI LEASING INC,718-932-3312,,Queens,11103,9a-5:30a/ M-F,N/A,N/A,"English, Russian","32-56 49th Street
Queens, New York 11103
(40.7541472582534, -73.91299077917319)","N/A
"
1K33,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1K34,BOULEVARD TAXI LEASING INC,718-932-3312,,Queens,11103,9a-5:30a/ M-F,N/A,N/A,"English, Russian","32-56 49th Street
Queens, New York 11103
(40.7541472582534, -73.91299077917319)","N/A
"
1K35,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1K36,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
1K37,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1K38,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1K39,SUSAN MAINTENANCE CORP,718-222-4040,,Brooklyn,11215,24/7,N/A,N/A,"English, Spanish","374 4th Avenue
Brooklyn, New York 11215
(40.672955422270284, -73.98670654973029)","N/A
"
1K40,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1K41,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1K42,YELLOW CAB SLS JET MANAGEMENT CORP,718-752-9097,,Queens,11101,24/7,N/A,N/A,"English, Russian, Bangladesh","22-05 43rd Avenue
Queens, New York 11101
(40.749938431156295, -73.94424221969138)","N/A
"
1K43,YELLOW CAB SLS JET MANAGEMENT CORP,718-752-9097,,Queens,11101,24/7,N/A,N/A,"English, Russian, Bangladesh","22-05 43rd Avenue
Queens, New York 11101
(40.749938431156295, -73.94424221969138)","N/A
"
1K44,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1K45,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1K46,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1K48,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
1K49,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
1K50,UTICA TAXI CENTER,718-774-9767,,Brooklyn,11203,9a-6p/ M-F,N/A,N/A,English,"465 Utica Avenue
Brooklyn, New York 11203
(40.66202970279221, -73.93148084009562)","N/A
"
1K51,UTICA TAXI CENTER,718-774-9767,,Brooklyn,11203,9a-6p/ M-F,N/A,N/A,English,"465 Utica Avenue
Brooklyn, New York 11203
(40.66202970279221, -73.93148084009562)","N/A
"
1K52,55 STAN OPERATING CORP,718-786-5811,,Queens,11101,9a-5p/ M-F,,http://www.55stan.com/,English,"45-16 Vernon Boulevard
Queens, New York 11101
(40.748037260680185, -73.95237826695244)",
1K53,55 STAN OPERATING CORP,718-786-5811,,Queens,11101,9a-5p/ M-F,,http://www.55stan.com/,English,"45-16 Vernon Boulevard
Queens, New York 11101
(40.748037260680185, -73.95237826695244)",
1K54,55 STAN OPERATING CORP,718-786-5811,,Queens,11101,9a-5p/ M-F,,http://www.55stan.com/,English,"45-16 Vernon Boulevard
Queens, New York 11101
(40.748037260680185, -73.95237826695244)",
1K55,55 STAN OPERATING CORP,718-786-5811,,Queens,11101,9a-5p/ M-F,,http://www.55stan.com/,English,"45-16 Vernon Boulevard
Queens, New York 11101
(40.748037260680185, -73.95237826695244)",
1K56,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
1K57,QUEENS MEDALLION LEASING INC,718-784-9292,,Queens,11101,9a-5:30p/ M-F,,http://qmlny.tripod.com/,"English, Spanish","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)",
1K58,RADAS MANAGEMENT CORP - BIG APPLE BROKERAGE,718-397-0504,,Queens,11377,9a-5p/ M-F,N/A,N/A,"English, Spanish, Hindi","55-10 37th Avenue
Queens, New York 11377
(40.75075681420293, -73.90662357920576)","N/A
"
1K59,QUEENS MEDALLION LEASING INC,718-784-9292,,Queens,11101,9a-5:30p/ M-F,,http://qmlny.tripod.com/,"English, Spanish","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)",
1K60,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1K61,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1K62,US AUTO SERVICE,212-594-8087,,Manhattan,10001,9a-6p/ M-F,N/A,N/A,English,"319 10th Avenue
Manhattan, New York 10001
(40.75110754979437, -74.00167292448248)","N/A
"
1K63,US AUTO SERVICE,212-594-8087,,Manhattan,10001,9a-6p/ M-F,N/A,N/A,English,"319 10th Avenue
Manhattan, New York 10001
(40.75110754979437, -74.00167292448248)","N/A
"
1K64,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
1K65,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
1K67,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1K68,EXECUTIVE OWNERS HOLDING CORP,718-784-9292,,Queens,11101,9a-5:30p/ M-F,N/A,N/A,"English, Russian (partial)","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)","N/A
"
1K69,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1K70,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1K71,EXECUTIVE OWNERS HOLDING CORP,718-784-9292,,Queens,11101,9a-5:30p/ M-F,N/A,N/A,"English, Russian (partial)","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)","N/A
"
1K72,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1K73,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1K74,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1K75,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1K76,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
1K77,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
1K78,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
1K79,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
1K80,CHECKER MANAGEMENT,718-361-6300,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","22-10 Jackson Avenue
Queens, New York 11101
(40.746581531043894, -73.94360639079504)","N/A
"
1K81,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
1K82,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1K83,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1K84,UNITED MANAGEMENT GROUP INC,718-392-4600,,Queens,11232,9a-6p/ M-F,N/A,N/A,"English, Spanish","43-10 39th Street
Queens, New York 11232
(40.654640000000086, -74.00049999999999)","N/A
"
1K85,UNITED MANAGEMENT GROUP INC,718-392-4600,,Queens,11232,9a-6p/ M-F,N/A,N/A,"English, Spanish","43-10 39th Street
Queens, New York 11232
(40.654640000000086, -74.00049999999999)","N/A
"
1K86,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
1K87,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
1K88,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1K89,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1K90,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
1K91,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
1K92,QUEENS MEDALLION LEASING INC,718-784-9292,,Queens,11101,9a-5:30p/ M-F,,http://qmlny.tripod.com/,"English, Spanish","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)",
1K93,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
1K94,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
1K95,STYLE MANAGEMENT CORP,212-279-3166,,Manhattan,10036,24/7,N/A,N/A,"English, Urdu","514 W 44th Street
Manhattan, New York 10036
(40.7613238480472, -73.9954496160397)","N/A
"
1K96,CHECKER MANAGEMENT,718-361-6300,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish","22-10 Jackson Avenue
Queens, New York 11101
(40.746581531043894, -73.94360639079504)","N/A
"
1K97,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
1K98,GREEN APPLE MANAGEMENT CORP,718-361-5555,,Queens,11106,9a-6p/ M-F,N/A,N/A,"English, Spanish, Italian (partial)","34-20 31st Street
Queens, New York 11106
(40.7593614506997, -73.9275931621103)","N/A
"
1K99,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
1L10,WOODSIDE MANAGEMENT INC,718-899-9369,,Queens,11377,9a-5p/ M-Sa,N/A,N/A,"English, Spanish, Urdu ","49-13 Roosevelt Avenue
Queens, New York 11377
(40.745453337107065, -73.90526052883693)","N/A
"
1L11,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
1L12,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
1L13,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
1L14,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1L15,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1L16,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1L17,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
1L18,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
1L19,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
1L20,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1L21,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1L22,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1L23,YELLOW CAB SLS JET MANAGEMENT CORP,718-752-9097,,Queens,11101,24/7,N/A,N/A,"English, Russian, Bangladesh","22-05 43rd Avenue
Queens, New York 11101
(40.749938431156295, -73.94424221969138)","N/A
"
1L24,YELLOW CAB SLS JET MANAGEMENT CORP,718-752-9097,,Queens,11101,24/7,N/A,N/A,"English, Russian, Bangladesh","22-05 43rd Avenue
Queens, New York 11101
(40.749938431156295, -73.94424221969138)","N/A
"
1L25,WAILING MANAGEMENT INC,718-472-1800,,Queens,11101,9a-6p/ M-F,N/A,N/A,"English, Spanish, Russian, Urdu","31-08 Northern Boulevard
Queens, New York 11101
(40.75200899932842, -73.92709880731232)","N/A
"
1L26,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1L27,AVENUE M MANAGEMENT CORP,718-627-7097,,Brooklyn,11230,24/7,N/A,N/A,"English, Urdu","1500 McDonald Avenue
Brooklyn, New York 11230
(40.61632023963897, -73.97452820750327)","N/A
"
1L28,AVENUE M MANAGEMENT CORP,718-627-7097,,Brooklyn,11230,24/7,N/A,N/A,"English, Urdu","1500 McDonald Avenue
Brooklyn, New York 11230
(40.61632023963897, -73.97452820750327)","N/A
"
1L29,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
1L30,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1L31,JTL MANAGEMENT INC,718-392-7000,,Queens,11101,9a-5p/ M-F,N/A,N/A,English,"36-16 Skillman Avenue
Queens, New York 11101
(40.74741133625395, -73.92766771469138)","N/A
"
1L32,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1L33,ALL TAXI MANAGEMENT INC,718-361-0055,,Queens,11101,9a-5p/ M-F,718-361-7477,http://alltaxiny.com/,"English, Spanish, Romanian, Hindi, Urdu, Punjabi, Polish, Russian, French ","41-25 36th Street
Queens, New York 11101
(40.74463746531691, -73.92878162781685)",
1L34,EAST WEST MANAGEMENT CO.,212-665-4900,,Manhattan,10027,9a-7p/ M-F,N/A,N/A,English,"415 W 127th Street
Manhattan, New York 10027
(40.81309781727401, -73.95412576879335)","N/A
"
1L35,EAST WEST MANAGEMENT CO.,212-665-4900,,Manhattan,10027,9a-7p/ M-F,N/A,N/A,English,"415 W 127th Street
Manhattan, New York 10027
(40.81309781727401, -73.95412576879335)","N/A
"
1L36,EAST WEST MANAGEMENT CO.,212-665-4900,,Manhattan,10027,9a-7p/ M-F,N/A,N/A,English,"415 W 127th Street
Manhattan, New York 10027
(40.81309781727401, -73.95412576879335)","N/A
"
1L37,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
1L38,WHITE AND BLUE GROUP CORP,718-786-6594,,Queens,11101,9a-5p/ M-F,N/A,N/A,"English, Russian, Spanish","35-11 43rd Avenue
Queens, New York 11101
(40.74613429897232, -73.92899871129475)","N/A
"
1L39,UTICA TAXI CENTER,718-774-9767,,Brooklyn,11203,9a-6p/ M-F,N/A,N/A,English,"465 Utica Avenue
Brooklyn, New York 11203
(40.66202970279221, -73.93148084009562)","N/A
"
1L40,UTICA TAXI CENTER,718-774-9767,,Brooklyn,11203,9a-6p/ M-F,N/A,N/A,English,"465 Utica Avenue
Brooklyn, New York 11203
(40.66202970279221, -73.93148084009562)","N/A
"
1L41,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1L42,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1L43,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
1L44,TAXIFLEET MANAGEMENT LLC,718-779-5000,,Queens,11377,9a-6p/ M-F,N/A,N/A,"English, Spanish","54-11 Queens Boulevard
Queens, New York 11377
(40.74238412611015, -73.91034677240702)","N/A
"
1L45,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1L46,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1L47,YELLOW CAB SLS JET MANAGEMENT CORP,718-752-9097,,Queens,11101,24/7,N/A,N/A,"English, Russian, Bangladesh","22-05 43rd Avenue
Queens, New York 11101
(40.749938431156295, -73.94424221969138)","N/A
"
1L48,YELLOW CAB SLS JET MANAGEMENT CORP,718-752-9097,,Queens,11101,24/7,N/A,N/A,"English, Russian, Bangladesh","22-05 43rd Avenue
Queens, New York 11101
(40.749938431156295, -73.94424221969138)","N/A
"
1L49,YELLOW CAB SLS JET MANAGEMENT CORP,718-752-9097,,Queens,11101,24/7,N/A,N/A,"English, Russian, Bangladesh","22-05 43rd Avenue
Queens, New York 11101
(40.749938431156295, -73.94424221969138)","N/A
"
1L50,YELLOW CAB SLS JET MANAGEMENT CORP,718-752-9097,,Queens,11101,24/7,N/A,N/A,"English, Russian, Bangladesh","22-05 43rd Avenue
Queens, New York 11101
(40.749938431156295, -73.94424221969138)","N/A
"
1L51,YELLOW CAB SLS JET MANAGEMENT CORP,718-752-9097,,Queens,11101,24/7,N/A,N/A,"English, Russian, Bangladesh","22-05 43rd Avenue
Queens, New York 11101
(40.749938431156295, -73.94424221969138)","N/A
"
1L52,YELLOW CAB SLS JET MANAGEMENT CORP,718-752-9097,,Queens,11101,24/7,N/A,N/A,"English, Russian, Bangladesh","22-05 43rd Avenue
Queens, New York 11101
(40.749938431156295, -73.94424221969138)","N/A
"
1L53,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
1L54,28TH STREET MANAGEMENT,212-244-6553,,Manhattan,10001,9a-5p/ M-F,N/A,N/A,English,"313 10th Avenue
Manhattan, New York 10001
(40.750900705727645, -74.00182580922746)","N/A
"
1L55,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
1L56,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
1L57,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
1L58,TEAM SYSTEMS CORP,718-786-0640,,Queens,11101,24/7,,http://www.teamtaxi.com/,"English, Spanish","30-17 40th Avenue
Queens, New York 11101
(40.751764054875764, -73.93416081974289)",
1L59,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1L60,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1L61,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1L62,NO AGENT,,,,,,,,,"New York
(42.82699999955048, -75.54396999981549)",
1L63,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
1L64,MC GUINNESS MANAGEMENT CORP,718-389-4486,,Brooklyn,11222,9a-5p/ M-F,N/A,N/A,English,"330 McGuinness Boulevard
Brooklyn, New York 11222
(40.733634247712956, -73.95204569947585)","N/A
"
1L65,QUEENS MEDALLION LEASING INC,718-784-9292,,Queens,11101,9a-5:30p/ M-F,,http://qmlny.tripod.com/,"English, Spanish","21-03 44th Avenue
Queens, New York 11101
(40.74942581759956, -73.94631965357905)",
