BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Address,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Estimated Gross Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Estimated Expense,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Expense per SqFt,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Net Operating Income,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BROOKLYN – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 – Boro-Block-Lot,COMPARABLE RENTAL – 1 – Address,COMPARABLE RENTAL – 1 – Neighborhood,COMPARABLE RENTAL – 1 – Building Classification,COMPARABLE RENTAL – 1 – Total Units,COMPARABLE RENTAL – 1 – Year Built,COMPARABLE RENTAL – 1 – Gross SqFt,COMPARABLE RENTAL – 1 – Estimated Gross Income,COMPARABLE RENTAL – 1 – Gross Income per SqFt,COMPARABLE RENTAL – 1 – Estimated Expense,COMPARABLE RENTAL – 1 – Expense per SqFt,COMPARABLE RENTAL – 1 – Net Operating Income,COMPARABLE RENTAL – 1 – Full Market Value,COMPARABLE RENTAL – 1 – Market Value per SqFt,COMPARABLE RENTAL – 1 – Distance from Coop in miles,COMPARABLE RENTAL – 2 – Boro-Block-Lot,COMPARABLE RENTAL – 2 – Address,COMPARABLE RENTAL – 2 – Neighborhood,COMPARABLE RENTAL – 2 – Building Classification,COMPARABLE RENTAL – 2 – Total Units,COMPARABLE RENTAL – 2 – Year Built,COMPARABLE RENTAL – 2 – Gross SqFt,COMPARABLE RENTAL – 2 – Estimated Gross Income,COMPARABLE RENTAL – 2 – Gross Income per SqFt,COMPARABLE RENTAL – 2 – Estimated Expense,COMPARABLE RENTAL – 2 – Expense per SqFt,COMPARABLE RENTAL – 2 – Net Operating Income,COMPARABLE RENTAL – 2 – Full Market Value,COMPARABLE RENTAL – 2 – Market Value per SqFt,COMPARABLE RENTAL – 2 – Distance from Coop in miles,COMPARABLE RENTAL – 3 – Boro-Block-Lot,COMPARABLE RENTAL – 3 – Address,COMPARABLE RENTAL – 3 – Neighborhood,COMPARABLE RENTAL – 3 – Building Classification,COMPARABLE RENTAL – 3 – Total Units,COMPARABLE RENTAL – 3 – Year Built,COMPARABLE RENTAL – 3 – Gross SqFt,COMPARABLE RENTAL – 3 – Estimated Gross Income,COMPARABLE RENTAL – 3 – Gross Income per SqFt,COMPARABLE RENTAL – 3 – Estimated Expense,COMPARABLE RENTAL – 3 – Expense per SqFt,COMPARABLE RENTAL – 3 – Net Operating Income,COMPARABLE RENTAL – 3 – Full Market Value,COMPARABLE RENTAL – 3 – Market Value per SqFt,COMPARABLE RENTAL – 3 – Distance from Coop in miles
3-05320-0001,"71 OCEAN PARKWAY
Brooklyn, NY
(40.649197014334845, -73.9748968620377)",KENSINGTON,D4-ELEVATOR,76,1936,89026,640995,7.2,304776,3.42,336219,1386000,15.57,3-05320-0009,"31 OCEAN PARKWAY
Brooklyn, NY
(40.65011511591038, -73.97391070156648)",KENSINGTON,D1-ELEVATOR,83,1929,90900,1170839,12.88,555058,6.11,615781,4109000,45.2,0,3-05285-0001,"50 OCEAN PARKWAY
Brooklyn, NY
(40.65014225372227, -73.97544017252486)",WINDSOR TERRACE,D7-ELEVATOR,59,1937,67602,917807,13.58,513793,7.6,404014,2607000,38.56,0.11,3-05329-0001,"125 OCEAN PARKWAY
Brooklyn, NY
(40.64741046407414, -73.97457537278103)",KENSINGTON,D1-ELEVATOR,84,1940,"94,252","1,152,382",12.23,"610,380",6.48,"542,002","3,223,000",34.20,0.21
3-05320-0046,"81 OCEAN PARKWAY
Brooklyn, NY
(40.64884986144274, -73.9748502369282)",KENSINGTON,D4-ELEVATOR,80,1938,92805,843597,9.09,535485,5.77,308112,1210000,13.04,3-05328-0023,"134 OCEAN PARKWAY
Brooklyn, NY
(40.64703748177418, -73.97512769818418)",KENSINGTON,D1-ELEVATOR,54,1931,79170,719323,9.09,456803,5.77,262520,1563000,19.74,0.17,,, , , , , , , , , , , , , ,,, , , , , , , , , , , , , 
3-05321-0010,"625 CATON AVENUE
Brooklyn, NY
(40.647752392909084, -73.97429812016135)",KENSINGTON,D4-ELEVATOR,48,1936,54000,307543,5.7,212083,3.93,95460,568000,10.52,3-05321-0051,"70 8 STREET
Brooklyn, NY
(40.672670640487915, -73.99183958183305)",KENSINGTON,D1-ELEVATOR,62,1956,58612,670284,11.44,272309,4.65,397975,2123000,36.22,0.06,3-05329-0001,"125 OCEAN PARKWAY
Brooklyn, NY
(40.64741046407414, -73.97457537278103)",KENSINGTON,D1-ELEVATOR,84,1940,94252,1152382,12.23,610380,6.48,542002,3223000,34.2,0.1,3-05327-0041,"415 ALBEMARLE ROAD
Brooklyn, NY
(40.64548060202624, -73.97668803303637)",KENSINGTON,D1-ELEVATOR,67,1941,"75,600","887,774",11.74,"297,569",3.94,"590,205","2,420,000",32.01,0.16
3-05328-0010,"110 OCEAN PARKWAY
Brooklyn, NY
(40.64775085866878, -73.97529720561207)",KENSINGTON,D4-ELEVATOR,57,1953,72000,469601,6.52,247389,3.44,222212,1322000,18.36,3-05327-0041,"415 ALBEMARLE ROAD
Brooklyn, NY
(40.64548060202624, -73.97668803303637)",KENSINGTON,D1-ELEVATOR,67,1941,75600,887774,11.74,297569,3.94,590205,2420000,32.01,0.05,3-05328-0037,"178 OCEAN PARKWAY
Brooklyn, NY
(40.64572307053792, -73.9748672309429)",KENSINGTON,D1-ELEVATOR,96,1928,94050,1097808,11.67,531071,5.65,566737,3036000,32.28,0,3-05317-0011,"170 4 STREET
Brooklyn, NY
(40.67651333902271, -73.99276764366004)",KENSINGTON,D1-ELEVATOR,71,1962,"62,400","896,450",14.37,"493,664",7.91,"402,786","1,980,000",31.73,0.15
3-05328-0032,"160 OCEAN PARKWAY
Brooklyn, NY
(40.64626160158955, -73.9749692684053)",KENSINGTON,D4-ELEVATOR,55,1956,58200,639036,10.98,295074,5.07,343962,2126000,36.53,3-05328-0037,"178 OCEAN PARKWAY
Brooklyn, NY
(40.64572307053792, -73.9748672309429)",KENSINGTON,D1-ELEVATOR,96,1928,94050,1097808,11.67,531071,5.65,566737,3036000,32.28,0,3-05358-0086,"269 OCEAN PARKWAY
Brooklyn, NY
(40.642985681150805, -73.97372513243566)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,49,1941,56100,577000,10.29,329190,5.87,247810,1485000,26.47,0.34,,, , , , , , , , , , , , , 
3-05328-0051,"283 5 STREET
Brooklyn, NY
(40.67204800511115, -73.98516816610322)",KENSINGTON,D4-ELEVATOR,25,1935,28200,285102,10.11,123798,4.39,161304,1002000,35.53,3-05325-0065,"199 2 STREET
Brooklyn, NY
(40.67632138505274, -73.98876445040001)",KENSINGTON,D1-ELEVATOR,48,1937,49800,353880,7.11,136056,2.73,217824,812000,16.31,0.15,3-05340-0022,"214 8 STREET
Brooklyn, NY
(40.67085553875019, -73.98807250018653)",KENSINGTON,D1-ELEVATOR,91,1960,73956,969779,13.11,513654,6.95,456125,2772000,37.48,0.22,,, , , , , , , , , , , , , 
3-05329-0062,"179 OCEAN PARKWAY
Brooklyn, NY
(40.64581799929585, -73.97425976576211)",KENSINGTON,C6-WALK-UP,39,1923,38800,311080,8.02,141873,3.66,169207,975000,25.13,3-05329-0068,"175 OCEAN PARKWAY
Brooklyn, NY
(40.64593592003078, -73.97428360765933)",KENSINGTON,C1-WALK-UP,39,1923,38800,397409,10.24,241490,6.22,155919,971000,25.03,0,3-05329-0052,"201 OCEAN PARKWAY
Brooklyn, NY
(40.645169435451656, -73.97412863536738)",KENSINGTON,C1-WALK-UP,35,1923,38000,352591,9.28,149076,3.92,203515,783000,20.61,0,3-05328-0079,"221 5 STREET
Brooklyn, NY
(40.67255624741806, -73.98621641586121)",KENSINGTON,C1-WALK-UP,12,1926,"12,800","148,313",11.59,"70,533",5.51,"77,780","392,000",30.63,0.09
3-05329-0072,"135 OCEAN PARKWAY
Brooklyn, NY
(40.647115378443495, -73.97451825943317)",KENSINGTON,D4-ELEVATOR,286,1965,334581,2997041,8.96,2014079,6.02,982962,5860000,17.51,3-05330-0024,"217 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",KENSINGTON,D1-ELEVATOR,174,1951,146066,1885594,12.91,1005458,6.88,880136,5412000,37.05,0.07,3-05329-0001,"125 OCEAN PARKWAY
Brooklyn, NY
(40.64741046407414, -73.97457537278103)",KENSINGTON,D1-ELEVATOR,84,1940,94252,1152382,12.23,610380,6.48,542002,3223000,34.2,0,3-05113-0001,"60 TURNER PLACE
Brooklyn, NY
(40.64535050100504, -73.96995111122708)",FLATBUSH-CENTRAL,D1-ELEVATOR,130,1961,"144,128","1,847,222",12.82,"954,748",6.62,"892,474","5,643,000",39.15,0.25
3-05336-0082,"303 BEVERLY ROAD
Brooklyn, NY
(40.64298669115744, -73.97726980325477)",KENSINGTON,D4-ELEVATOR,150,1956,191476,1254032,6.55,622647,3.25,631385,3135000,16.37,3-05330-0024,"217 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",KENSINGTON,D1-ELEVATOR,174,1951,146066,1885594,12.91,1005458,6.88,880136,5412000,37.05,0.3,3-05390-0074,"455 OCEAN PARKWAY
Brooklyn, NY
(40.637480777114945, -73.97264711457773)",OCEAN PARKWAY-NORTH,D3-ELEVATOR,147,1964,201462,2109456,10.47,1177466,5.84,931990,5302000,26.32,0.49,3-05113-0001,"60 TURNER PLACE
Brooklyn, NY
(40.64535050100504, -73.96995111122708)",FLATBUSH-CENTRAL,D1-ELEVATOR,130,1961,"144,128","1,847,222",12.82,"954,748",6.62,"892,474","5,643,000",39.15,0.40
3-05337-0007,"414 ALBEMARLE ROAD
Brooklyn, NY
(40.645426324744406, -73.976677865678)",KENSINGTON,D4-ELEVATOR,47,1941,50400,553896,10.99,250488,4.97,303408,1793000,35.58,3-05327-0041,"415 ALBEMARLE ROAD
Brooklyn, NY
(40.64548060202624, -73.97668803303637)",KENSINGTON,D1-ELEVATOR,67,1941,75600,887774,11.74,297569,3.94,590205,2420000,32.01,0.12,3-05334-0006,"114 ALBEMARLE ROAD
Brooklyn, NY
(40.64509952423095, -73.97967585765095)",KENSINGTON,D1-ELEVATOR,65,1927,62934,643810,10.23,377671,6,266139,1573000,24.99,0.16,,, , , , , , , , , , , , , 
3-05337-0076,"415 BEVERLY ROAD
Brooklyn, NY
(40.64308984409795, -73.97624475766628)",KENSINGTON,D4-ELEVATOR,130,1963,110000,1442100,13.11,768900,6.99,673200,4478000,40.71,3-05340-0048,"707 BEVERLY ROAD
Brooklyn, NY
(40.643487820515155, -73.97262659373223)",KENSINGTON,D1-ELEVATOR,58,1940,51000,668689,13.11,356587,6.99,312102,1837000,36.02,0.2,,, , , , , , , , , , , , , ,,, , , , , , , , , , , , , 
3-05338-0070,"230 OCEAN PARKWAY
Brooklyn, NY
(40.644353791076206, -73.97460673874252)",KENSINGTON,D4-ELEVATOR,60,1926,49518,608081,12.28,292238,5.9,315843,2003000,40.45,3-05321-0051,"70 8 STREET
Brooklyn, NY
(40.672670640487915, -73.99183958183305)",KENSINGTON,D1-ELEVATOR,62,1956,58612,670284,11.44,272309,4.65,397975,2123000,36.22,0.31,3-05340-0022,"214 8 STREET
Brooklyn, NY
(40.67085553875019, -73.98807250018653)",KENSINGTON,D1-ELEVATOR,91,1960,73956,969779,13.11,513654,6.95,456125,2772000,37.48,0.15,,, , , , , , , , , , , , , 
3-05338-0075,"240 OCEAN PARKWAY
Brooklyn, NY
(40.643984501014714, -73.97453777493587)",KENSINGTON,D4-ELEVATOR,55,1938,52872,393504,7.44,201370,3.81,192134,901000,17.04,3-05340-0048,"707 BEVERLY ROAD
Brooklyn, NY
(40.643487820515155, -73.97262659373223)",KENSINGTON,D1-ELEVATOR,58,1940,51000,668689,13.11,356587,6.99,312102,1837000,36.02,0.15,3-05357-0045,"330 OCEAN PARKWAY
Brooklyn, NY
(40.641179654401945, -73.9739967645472)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,54,1929,51426,576576,11.21,313752,6.1,262824,1628000,31.66,0.13,3-05358-0086,"269 OCEAN PARKWAY
Brooklyn, NY
(40.642985681150805, -73.97372513243566)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,49,1941,"56,100","577,000",10.29,"329,190",5.87,"247,810","1,485,000",26.47,0.16
3-05339-0001,"205 OCEAN PARKWAY
Brooklyn, NY
(40.644976817393065, -73.97409072369189)",KENSINGTON,D4-ELEVATOR,63,1963,55800,574182,10.29,250542,4.49,323640,2015000,36.11,3-05358-0086,"269 OCEAN PARKWAY
Brooklyn, NY
(40.642985681150805, -73.97372513243566)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,49,1941,56100,577000,10.29,329190,5.87,247810,1485000,26.47,0.15,3-05357-0040,"320 OCEAN PARKWAY
Brooklyn, NY
(40.64146639225391, -73.9740538836412)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,48,1929,52524,452189,8.61,227084,4.32,225105,1346000,25.63,0.17,3-05374-0041,"402 OCEAN PARKWAY
Brooklyn, NY
(40.63902435829835, -73.97359054122653)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,54,1941,"57,900","711,419",12.29,"366,965",6.34,"344,454","2,184,000",37.72,0.33
3-05339-0061,"225 OCEAN PARKWAY
Brooklyn, NY
(40.64436880649482, -73.97398017625584)",KENSINGTON,D4-ELEVATOR,75,1963,61920,495598,8,265022,4.28,230576,1089000,17.59,3-05340-0022,"214 8 STREET
Brooklyn, NY
(40.67085553875019, -73.98807250018653)",KENSINGTON,D1-ELEVATOR,91,1960,73956,969779,13.11,513654,6.95,456125,2772000,37.48,0.06,3-05340-0048,"707 BEVERLY ROAD
Brooklyn, NY
(40.643487820515155, -73.97262659373223)",KENSINGTON,D1-ELEVATOR,58,1940,51000,668689,13.11,356587,6.99,312102,1837000,36.02,0.06,3-05358-0071,"305 OCEAN PARKWAY
Brooklyn, NY
(40.64194783584434, -73.97352614705736)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,60,1941,"62,400","736,913",11.81,"405,225",6.49,"331,688","2,024,000",32.44,0.15
3-05340-0015,"192 8 STREET
Brooklyn, NY
(40.67134301292147, -73.98908293730801)",KENSINGTON,D4-ELEVATOR,30,1940,34200,345762,10.11,150138,4.39,195624,1220000,35.67,3-05340-0022,"214 8 STREET
Brooklyn, NY
(40.67085553875019, -73.98807250018653)",KENSINGTON,D1-ELEVATOR,91,1960,73956,969779,13.11,513654,6.95,456125,2772000,37.48,0,3-05325-0065,"199 2 STREET
Brooklyn, NY
(40.67632138505274, -73.98876445040001)",KENSINGTON,D1-ELEVATOR,48,1937,49800,353880,7.11,136056,2.73,217824,812000,16.31,0.34,,, , , , , , , , , , , , , 
3-05355-0001,"302 BEVERLY ROAD
Brooklyn, NY
(40.64293232033628, -73.97726054496248)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,88,1961,80604,885838,10.99,400602,4.97,485236,2999000,37.21,3-05334-0006,"114 ALBEMARLE ROAD
Brooklyn, NY
(40.64509952423095, -73.97967585765095)",KENSINGTON,D1-ELEVATOR,65,1927,62934,643810,10.23,377671,6,266139,1573000,24.99,0.2,3-05327-0041,"415 ALBEMARLE ROAD
Brooklyn, NY
(40.64548060202624, -73.97668803303637)",KENSINGTON,D1-ELEVATOR,67,1941,75600,887774,11.74,297569,3.94,590205,2420000,32.01,0.33,,, , , , , , , , , , , , , 
3-05356-0042,"403 AVENUE
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,72,1915,59600,597848,10.03,348179,5.84,249669,1558000,26.14,3-05357-0045,"330 OCEAN PARKWAY
Brooklyn, NY
(40.641179654401945, -73.9739967645472)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,54,1929,51426,576576,11.21,313752,6.1,262824,1628000,31.66,0.05,3-05358-0071,"305 OCEAN PARKWAY
Brooklyn, NY
(40.64194783584434, -73.97352614705736)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,60,1941,62400,736913,11.81,405225,6.49,331688,2024000,32.44,0.14,3-05358-0086,"269 OCEAN PARKWAY
Brooklyn, NY
(40.642985681150805, -73.97372513243566)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,49,1941,"56,100","577,000",10.29,"329,190",5.87,"247,810","1,485,000",26.47,0.14
3-05357-0005,"260 OCEAN PARKWAY
Brooklyn, NY
(40.64327203238717, -73.97440491020109)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,77,1930,86946,819031,9.42,413863,4.76,405168,1485000,17.08,3-05357-0040,"320 OCEAN PARKWAY
Brooklyn, NY
(40.64146639225391, -73.9740538836412)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,48,1929,52524,452189,8.61,227084,4.32,225105,1346000,25.63,0,3-05389-0034,"470 OCEAN PARKWAY
Brooklyn, NY
(40.63697712964424, -73.97319540309607)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,72,1931,72600,706841,9.74,381105,5.25,325736,1771000,24.39,0.33,,, , , , , , , , , , , , , 
3-05357-0017,"280 OCEAN PARKWAY
Brooklyn, NY
(40.64261334382366, -73.97428236004953)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,114,1941,132200,833062,6.3,398826,3.02,434236,2255000,17.06,3-05358-0077,"279 OCEAN PARKWAY
Brooklyn, NY
(40.64269739083555, -73.9736698587286)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,77,1926,95106,969571,10.19,577197,6.07,392374,2445000,25.71,0.09,3-05357-0045,"330 OCEAN PARKWAY
Brooklyn, NY
(40.641179654401945, -73.9739967645472)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,54,1929,51426,576576,11.21,313752,6.1,262824,1628000,31.66,0,3-05358-0086,"269 OCEAN PARKWAY
Brooklyn, NY
(40.642985681150805, -73.97372513243566)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,49,1941,"56,100","577,000",10.29,"329,190",5.87,"247,810","1,485,000",26.47,0.09
3-05357-0030,"300 OCEAN PARKWAY
Brooklyn, NY
(40.642039868038786, -73.97416812184537)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,94,1941,106500,1041570,9.78,598530,5.62,443040,1815000,17.04,3-05357-0040,"320 OCEAN PARKWAY
Brooklyn, NY
(40.64146639225391, -73.9740538836412)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,48,1929,52524,452189,8.61,227084,4.32,225105,1346000,25.63,0,3-05358-0086,"269 OCEAN PARKWAY
Brooklyn, NY
(40.642985681150805, -73.97372513243566)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,49,1941,56100,577000,10.29,329190,5.87,247810,1485000,26.47,0.09,3-05374-0034,"390 OCEAN PARKWAY
Brooklyn, NY
(40.639370629781226, -73.97365125116183)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,41,1937,"42,000","410,688",9.78,"236,013",5.62,"174,675","1,034,000",24.62,0.17
3-05358-0063,"315 OCEAN PARKWAY
Brooklyn, NY
(40.641659545529095, -73.9734708733503)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,90,1961,90000,1047571,11.64,600287,6.67,447284,2849000,31.66,3-05358-0071,"305 OCEAN PARKWAY
Brooklyn, NY
(40.64194783584434, -73.97352614705736)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,60,1941,62400,736913,11.81,405225,6.49,331688,2024000,32.44,0,3-05358-0086,"269 OCEAN PARKWAY
Brooklyn, NY
(40.642985681150805, -73.97372513243566)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,49,1941,56100,577000,10.29,329190,5.87,247810,1485000,26.47,0,3-05340-0022,"214 8 STREET
Brooklyn, NY
(40.67085553875019, -73.98807250018653)",KENSINGTON,D1-ELEVATOR,91,1960,"73,956","969,779",13.11,"513,654",6.95,"456,125","2,772,000",37.48,0.17
3-05363-0061,"1529 42 STREET
Brooklyn, NY
(40.635913733826264, -73.98295751338144)",BOROUGH PARK,D4-ELEVATOR,29,1927,46000,469660,10.21,281060,6.11,188600,1175000,25.54,3-05395-0008,"638 2 STREET
Brooklyn, NY
(40.66937665495655, -73.9745240835491)",OCEAN PARKWAY-NORTH,D7-ELEVATOR,37,1931,40150,455703,11.35,264187,6.58,191516,1232000,30.68,0.28,3-05630-0038,"4702 15 AVENUE
Brooklyn, NY
(40.63347470187866, -73.98661206387796)",BOROUGH PARK,D1-ELEVATOR,60,1926,48000,490019,10.21,293440,6.11,196579,1133000,23.6,0.33,3-05447-0001,"4813 15 AVENUE
Brooklyn, NY
(40.63282525238065, -73.98718146131012)",BOROUGH PARK,D1-ELEVATOR,47,1941,"47,520","421,997",8.88,"189,500",3.99,"232,497","1,387,000",29.19,0.34
3-05374-0010,"340 OCEAN PARKWAY
Brooklyn, NY
(40.640810926762235, -73.9739235103725)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,77,1962,73026,960292,13.15,438886,6.01,521406,3467000,47.48,3-05392-0052,"805 DITMAS AVENUE
Brooklyn, NY
(40.636441925351875, -73.9702282908089)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,57,1958,45900,603729,13.15,275918,6.01,327811,2013000,43.86,0.26,,, , , , , , , , , , , , , ,,, , , , , , , , , , , , , 
3-05374-0017,"354 OCEAN PARKWAY
Brooklyn, NY
(40.64040783717023, -73.97384433205978)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,41,1941,40200,497274,12.37,266124,6.62,231150,1464000,36.42,3-05390-0066,"465 OCEAN PARKWAY
Brooklyn, NY
(40.637200345587395, -73.97258515877513)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,98,1951,88728,1104660,12.45,617724,6.96,486936,3266000,36.81,0.19,3-05374-0041,"402 OCEAN PARKWAY
Brooklyn, NY
(40.63902435829835, -73.97359054122653)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,54,1941,57900,711419,12.29,366965,6.34,344454,2184000,37.72,0,,, , , , , , , , , , , , , 
3-05374-0030,"386 OCEAN PARKWAY
Brooklyn, NY
(40.639486053551614, -73.97367148779689)",OCEAN PARKWAY-NORTH,C6-WALK-UP,30,1922,31104,330636,10.63,178848,5.75,151788,942000,30.29,3-05374-0057,"555 5 STREET
Brooklyn, NY
(40.66809037040454, -73.97696676258926)",OCEAN PARKWAY-NORTH,C1-WALK-UP,20,1922,16000,170030,10.63,92066,5.75,77964,478000,29.88,0,3-05375-0072,"377 OCEAN PARKWAY
Brooklyn, NY
(40.639786195813194, -73.97311608693094)",OCEAN PARKWAY-NORTH,C1-WALK-UP,46,1924,36000,349054,9.7,191891,5.33,157163,863000,23.97,0.09,3-05375-0082,"349 OCEAN PARKWAY
Brooklyn, NY
(40.640593408824564, -73.9732678187)",OCEAN PARKWAY-NORTH,C1-WALK-UP,46,1924,"36,000","387,110",10.75,"205,743",5.72,"181,367","1,124,000",31.22,0.09
3-05375-0058,"399 OCEAN PARKWAY
Brooklyn, NY
(40.639151956948076, -73.97299686909915)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,68,1963,54000,630720,11.68,251640,4.66,379080,2425000,44.91,3-05376-0033,"430 8 STREET
Brooklyn, NY
(40.66712396122823, -73.98036725449839)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,90,1961,77160,938151,12.16,465822,6.04,472329,3002000,38.91,0.06,3-05374-0041,"402 OCEAN PARKWAY
Brooklyn, NY
(40.63902435829835, -73.97359054122653)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,54,1941,57900,711419,12.29,366965,6.34,344454,2184000,37.72,0.09,3-05374-0034,"390 OCEAN PARKWAY
Brooklyn, NY
(40.639370629781226, -73.97365125116183)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,41,1937,"42,000","410,688",9.78,"236,013",5.62,"174,675","1,034,000",24.62,0.09
3-05376-0058,"515 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,123,1961,114780,1340630,11.68,534875,4.66,805755,5156000,44.92,3-05376-0033,"430 8 STREET
Brooklyn, NY
(40.66712396122823, -73.98036725449839)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,90,1961,77160,938151,12.16,465822,6.04,472329,3002000,38.91,0,3-05392-0071,"499 8 STREET
Brooklyn, NY
(40.66634467298253, -73.9786225435032)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,83,1963,88528,907288,10.25,529354,5.98,377934,2167000,24.48,0.17,3-05390-0066,"465 OCEAN PARKWAY
Brooklyn, NY
(40.637200345587395, -73.97258515877513)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,98,1951,"88,728","1,104,660",12.45,"617,724",6.96,"486,936","3,266,000",36.81,0.18
3-05376-0068,"495 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,85,1962,84000,1123080,13.37,497280,5.92,625800,4152000,49.43,3-05376-0033,"430 8 STREET
Brooklyn, NY
(40.66712396122823, -73.98036725449839)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,90,1961,77160,938151,12.16,465822,6.04,472329,3002000,38.91,0,3-05154-0047,"415 STRATFORD ROAD
Brooklyn, NY
(40.638367138437395, -73.96762776845921)",FLATBUSH-CENTRAL,D1-ELEVATOR,96,1963,88000,1325259,15.06,630765,7.17,694494,4777000,54.28,0.23,,, , , , , , , , , , , , , 
3-05376-0076,"465 7 STREET
Brooklyn, NY
(42.43318899977248, -78.74864600041258)",OCEAN PARKWAY-NORTH,D4-ELEVATOR,125,1963,102550,1348533,13.15,616326,6.01,732207,4869000,47.48,3-05154-0047,"415 STRATFORD ROAD
Brooklyn, NY
(40.638367138437395, -73.96762776845921)",FLATBUSH-CENTRAL,D1-ELEVATOR,96,1963,88000,1325259,15.06,630765,7.17,694494,4777000,54.28,0.23,3-05392-0052,"805 DITMAS AVENUE
Brooklyn, NY
(40.636441925351875, -73.9702282908089)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,57,1958,45900,603729,13.15,275918,6.01,327811,2013000,43.86,0.17,3-05390-0066,"465 OCEAN PARKWAY
Brooklyn, NY
(40.637200345587395, -73.97258515877513)",OCEAN PARKWAY-NORTH,D1-ELEVATOR,98,1951,"88,728","1,104,660",12.45,"617,724",6.96,"486,936","3,266,000",36.81,0.18
