Affiliated Base License Number,License Number,Name of Licensee,License Type,DMV License Plate,VIN,Model Year,License Expiration Date
B90349,5396306,TWINS AMBULETTE SERVICE INC,Paratransit Vehicle,T610632C,1FTNS24W06DA92397,2006,04/15/2013 07:00:00 AM +0000
B90354,,SIGMA TRANSPORTATION INC,Paratransit Vehicle,N200771C,1FTNE24W55HA27950,2005,04/04/2013 07:00:00 AM +0000
B90354,5138833,SIGMA TRANSPORTATION INC,Paratransit Vehicle,N101950C,1FTNE242X3HA26481,2003,03/28/2013 07:00:00 AM +0000
B90354,5270819,SIGMA TRANSPORTATION INC,Paratransit Vehicle,N102917C,1FTNE24W27DB20273,2007,08/14/2013 07:00:00 AM +0000
B90354,5303538,SIGMA TRANSPORTATION INC,Paratransit Vehicle,N101810C,1FTNE24W87DB20259,2007,07/11/2012 07:00:00 AM +0000
B90354,5309410,SIGMA TRANSPORTATION INC,Paratransit Vehicle,N101593C,1FTNE24WX6DA40735,2006,09/18/2012 07:00:00 AM +0000
B90354,5310112,SIGMA TRANSPORTATION INC,Paratransit Vehicle,N101361C,1FTNE24W28DA70833,2008,09/24/2012 07:00:00 AM +0000
B90354,5314965,SIGMA TRANSPORTATION INC,Paratransit Vehicle,N101816C,1FTNE24W07DB30736,2007,11/17/2012 08:00:00 AM +0000
B90354,5335601,SIGMA TRANSPORTATION INC,Paratransit Vehicle,N101919C,1FTNE24WX9DA14124,2009,06/10/2013 07:00:00 AM +0000
B90354,5376819,SIGMA TRANSPORTATION INC,Paratransit Vehicle,N103489C,1FTNE2EW9ADA43889,2010,09/29/2012 07:00:00 AM +0000
B90354,5383258,SIGMA TRANSPORTATION INC,Paratransit Vehicle,N200666C,1FTNE2EW8BDA00243,2011,12/03/2012 08:00:00 AM +0000
B90354,5397767,SIGMA TRANSPORTATION INC,Paratransit Vehicle,N200902C,1FTNE2EW9BDA25829,2011,04/21/2013 07:00:00 AM +0000
B90357,,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T425283C,1FMRE11W03HA49203,2003,12/22/2012 08:00:00 AM +0000
B90357,,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T468067C,1FMRE11W71HB63096,2001,12/06/2011 08:00:00 AM +0000
B90357,5276241,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T505630C,1FTNE24212HA51865,2002,10/12/2011 07:00:00 AM +0000
B90357,5310337,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T512064C,1GNDV23L46D187224,2006,10/08/2012 07:00:00 AM +0000
B90357,5315525,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T515003C,5N1BV28U24N321670,2004,12/03/2012 08:00:00 AM +0000
B90357,5315722,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T515042C,1FMNE11L98DA49929,2008,12/03/2012 08:00:00 AM +0000
B90357,5351566,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T525397C,1FMRE11W96HA87257,2006,12/21/2011 08:00:00 AM +0000
B90357,5360969,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T525705C,1FBNE31L49DA46667,2009,04/14/2012 07:00:00 AM +0000
B90357,5372975,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T603754C,1FBSS31L19DA09362,2009,08/20/2012 07:00:00 AM +0000
B90357,5373903,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T604317C,1FTNE24W34HA98210,2004,09/03/2012 07:00:00 AM +0000
B90357,5374655,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T604366C,1FBNE3BL5ADA01689,2010,09/20/2012 07:00:00 AM +0000
B90357,5375803,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T604396C,1FBSS31L28DB01448,2008,10/01/2012 07:00:00 AM +0000
B90357,5380956,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T605293C,1FBNE3BL0BDA16151,2011,11/12/2012 08:00:00 AM +0000
B90357,5381238,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T605313C,1FTNE2EW7BDA01920,2011,11/17/2012 08:00:00 AM +0000
B90357,5381389,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T605312C,1FTNE2EW0BDA01922,2011,11/17/2012 08:00:00 AM +0000
B90357,5382046,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T605329C,1FTNE2EW5BDA04248,2011,12/03/2012 08:00:00 AM +0000
B90357,5383271,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T605386C,1FTNS24L18DA72510,2008,12/13/2012 08:00:00 AM +0000
B90357,5388997,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T607936C,1FTNE2EW5BDA42448,2011,02/25/2013 08:00:00 AM +0000
B90357,5390773,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T608821C,1FTSS3EL6BDA21289,2011,02/28/2013 08:00:00 AM +0000
B90357,5392718,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T602789C,1FTNE2EW0BDA26108,2011,04/04/2013 07:00:00 AM +0000
B90357,5393730,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T605701C,1FTNE2EW2BDA52807,2011,04/04/2013 07:00:00 AM +0000
B90357,5395469,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T609341C,1FBNE3BL0BDA46766,2011,04/07/2013 07:00:00 AM +0000
B90357,5401177,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T612596C,1FTNE2EW2BDA67338,2011,05/31/2013 07:00:00 AM +0000
B90357,5403004,OCEAN AMBULETTE SERVICE INC,Paratransit Vehicle,T610832C,1FTSS3EL4BDA21291,2011,06/17/2013 07:00:00 AM +0000
B90363,5095796,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T412885C,1FBSS31L91HB61225,2001,10/19/2011 07:00:00 AM +0000
B90363,5095801,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T412886C,1FBSS31L21HB61227,2001,10/19/2011 07:00:00 AM +0000
B90363,5095803,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T412884C,1FBSS31L41HB61228,2001,10/19/2011 07:00:00 AM +0000
B90363,5174430,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T463873C,1FTNS24W64HA46286,2004,06/25/2012 07:00:00 AM +0000
B90363,5183959,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T451714C,1FTNS24W44HA46285,2004,11/08/2012 08:00:00 AM +0000
B90363,5183963,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T451713C,1FTNS24W44HA67508,2004,11/08/2012 08:00:00 AM +0000
B90363,5232143,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T481443C,1FTSS34L16HA46729,2006,06/15/2012 07:00:00 AM +0000
B90363,5232145,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T481444C,1FTSS34L46DA34436,2006,06/15/2012 07:00:00 AM +0000
B90363,5232152,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T481442C,1FTSS34LX6HA46731,2006,06/15/2012 07:00:00 AM +0000
B90363,5238443,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T484016C,1FTSS34L76DA34432,2006,09/06/2012 07:00:00 AM +0000
B90363,5241084,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T488718C,1FTRE142X3HA51604,2003,10/05/2012 07:00:00 AM +0000
B90363,5241765,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T488742C,1FTNE24W85HA47027,2005,10/13/2012 07:00:00 AM +0000
B90363,5248568,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T490016C,1FTSS34L66DB17950,2006,01/08/2013 08:00:00 AM +0000
B90363,5248578,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T529648C,1FTSS34L56DB20094,2006,01/08/2013 08:00:00 AM +0000
B90363,5249173,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T490034C,1FTSS34L96DB20096,2006,01/16/2013 08:00:00 AM +0000
B90363,5249176,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T490035C,1FTSS34L96DB20101,2006,01/16/2013 08:00:00 AM +0000
B90363,5251142,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T490075C,1FTSS34L76DB20095,2006,02/06/2013 08:00:00 AM +0000
B90363,5270753,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T493789C,1FTNS24W47DA63339,2007,08/13/2013 07:00:00 AM +0000
B90363,5270754,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T493790C,1FTNS24W37DA61839,2007,08/13/2013 07:00:00 AM +0000
B90363,5285129,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T530304C,1FTNS24L66HA33028,2006,01/17/2012 08:00:00 AM +0000
B90363,5287610,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T502410C,1FTSS34L88DA14466,2008,03/24/2012 07:00:00 AM +0000
B90363,5287615,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T502404C,1FTSS34L38DA14469,2008,03/24/2012 07:00:00 AM +0000
B90363,5287641,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T502411C,1FTSS34L08DA44934,2008,02/20/2012 08:00:00 AM +0000
B90363,5288016,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T502415C,1FTNS24W38DA44928,2008,02/27/2012 08:00:00 AM +0000
B90363,5288020,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T502414C,1FTNS24WX8DA44926,2008,03/28/2012 07:00:00 AM +0000
B90363,5294496,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T474983C,1FTSS34L88DA90074,2008,04/17/2012 07:00:00 AM +0000
B90363,5294498,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T474982C,1FTSS34L08DA90067,2008,04/17/2012 07:00:00 AM +0000
B90363,5295153,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T474986C,1FTNS24W18DA44927,2008,04/23/2012 07:00:00 AM +0000
B90363,5295170,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T474988C,1FTNS24W68DA44924,2008,04/23/2012 07:00:00 AM +0000
B90363,5295175,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T474987C,1FTSS34L08DA90070,2008,04/24/2012 07:00:00 AM +0000
B90363,5296028,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T474994C,1FTSS34L28DA98977,2008,05/05/2012 07:00:00 AM +0000
B90363,5298621,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T493813C,1FTNS24W68DA90060,2008,06/02/2012 07:00:00 AM +0000
B90363,5298626,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T493811C,1FTSS34L58DB06912,2008,06/02/2012 07:00:00 AM +0000
B90363,5298632,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T493809C,1FTSS34L68DA98979,2008,06/02/2012 07:00:00 AM +0000
B90363,5298635,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T493814C,1FTSS34L28DA98980,2008,06/02/2012 07:00:00 AM +0000
B90363,5298638,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T493810C,1FTSS34L48DA90069,2008,06/02/2012 07:00:00 AM +0000
B90363,5300669,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T525787C,1FTNS24W38DA90064,2008,06/20/2012 07:00:00 AM +0000
B90363,5300671,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T493833C,1FTNS24W18DA90063,2008,06/20/2012 07:00:00 AM +0000
B90363,5300672,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T493828C,1FTNS24W88DA90061,2008,06/20/2012 07:00:00 AM +0000
B90363,5300673,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T493831C,1FTSS34L78DB06913,2008,06/20/2012 07:00:00 AM +0000
B90363,5300674,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T493830C,1FTSS34L78DB08175,2008,06/20/2012 07:00:00 AM +0000
B90363,5300675,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T493832C,1FTNS24W18DA98972,2008,06/20/2012 07:00:00 AM +0000
B90363,5303221,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T493849C,1FTNS24W98DB41101,2008,07/21/2012 07:00:00 AM +0000
B90363,5303225,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T493848C,1FTSS34L38DB06908,2008,07/21/2012 07:00:00 AM +0000
B90363,5313893,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T512523C,1FTSS34L98DB49262,2008,11/18/2012 08:00:00 AM +0000
B90363,5313898,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T512524C,1FTSS34L58DB49260,2008,11/18/2012 08:00:00 AM +0000
B90363,5313905,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T512525C,1FTSS34L18DB41088,2008,11/18/2012 08:00:00 AM +0000
B90363,5335880,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T516702C,1FTSS34L89DA32032,2009,06/26/2013 07:00:00 AM +0000
B90363,5335887,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T516703C,1FTSS34LX9DA34817,2009,06/26/2013 07:00:00 AM +0000
B90363,5335890,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T516704C,1FTSS34L89DA34816,2009,06/26/2013 07:00:00 AM +0000
B90363,5335892,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T516705C,1FTSS34L49DA34814,2009,06/26/2013 07:00:00 AM +0000
B90363,5335893,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T516701C,1FTSS34L29DA34813,2009,06/26/2013 07:00:00 AM +0000
B90363,5349588,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T514805C,1FTSS34L49DA79624,2009,11/30/2011 08:00:00 AM +0000
B90363,5349590,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T514801C,1FTSS34L39DA79629,2009,11/27/2011 08:00:00 AM +0000
B90363,5349601,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T514802C,1FTNS24W99DA32025,2009,11/30/2011 08:00:00 AM +0000
B90363,5349606,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T514804C,1FTSS34L19DA73828,2009,11/30/2011 08:00:00 AM +0000
B90363,5349610,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T514803C,1FTSS34L69DA73825,2009,11/24/2011 08:00:00 AM +0000
B90363,5353564,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T514812C,1FTNS2EW0ADA02933,2010,01/15/2012 08:00:00 AM +0000
B90363,5353569,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T514813C,1FTNS2EW1ADA00348,2010,01/15/2012 08:00:00 AM +0000
B90363,5353571,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T514815C,1FTSS3EL6ADA00358,2010,01/15/2012 08:00:00 AM +0000
B90363,5353573,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T514814C,1FTSS3EL1ADA00378,2010,01/15/2012 08:00:00 AM +0000
B90363,5353575,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T514810C,1FTSS3EL2ADA00356,2010,01/15/2012 08:00:00 AM +0000
B90363,5355509,"EXCLUSIVE AMBULETTE SERVICE,INC.",Paratransit Vehicle,T514816C,1FTSS3EL8ADA00376,2010,02/10/2012 08:00:00 AM +0000
B90363,5355512,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T514817C,1FTSS3ELXADA00380,2010,02/10/2012 08:00:00 AM +0000
B90363,5355516,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T514818C,1FTSS3EL6ADA30590,2010,02/10/2012 08:00:00 AM +0000
B90363,5369900,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T530328C,1FTSS3EL2ADA67068,2010,07/15/2012 07:00:00 AM +0000
B90363,5369906,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T530329C,1FTSS3EL0ADA67070,2010,07/15/2012 07:00:00 AM +0000
B90363,5374064,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T600242C,1FTNS2EW1ADB02670,2010,09/03/2012 07:00:00 AM +0000
B90363,5374065,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T600243C,1FTSS3EL0ADA64072,2010,09/03/2012 07:00:00 AM +0000
B90363,5374646,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T604359C,1FTNS2EW8ADB02682,2010,09/20/2012 07:00:00 AM +0000
B90363,5374653,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T604360C,1FTNS2EW5ADB03367,2010,09/20/2012 07:00:00 AM +0000
B90363,5374656,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T604361C,1FTNS2EW1ADB02684,2010,09/20/2012 07:00:00 AM +0000
B90363,5390246,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T604179C,1FTNE2EW9BDA22297,2011,02/28/2013 08:00:00 AM +0000
B90363,5394037,EXCLUSIVE AMBULETTE SERVICE INC,Paratransit Vehicle,T609778C,1FTNE2EW5BDA53949,2011,04/04/2013 07:00:00 AM +0000
B90368,5248932,WINGNUT SERVICE CORPORATION,Paratransit Vehicle,65480LA,1FTNS2EW1ADA00351,2010,01/11/2013 08:00:00 AM +0000
B90369,5191779,UNIVERSAL AMBULETTE SERVICES INC,Paratransit Vehicle,T472611C,1FTNE24WX5HA10416,2005,03/03/2013 08:00:00 AM +0000
B90373,5365900,PROMED AMBULETTE SERVICES INC,Paratransit Vehicle,72119LA,1FTNS24W97DA99463,2007,05/25/2012 07:00:00 AM +0000
B90395,,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T478125C,1FTNS24L44HA44171,2004,01/28/2012 08:00:00 AM +0000
B90395,,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T426966C,1FBSS31LX5HB10984,2005,06/30/2012 07:00:00 AM +0000
B90395,,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T426593C,1FTNS24LX3HB93523,2003,01/29/2012 08:00:00 AM +0000
B90395,5001787,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T426589C,2HKRL18634H500269,2004,05/26/2012 07:00:00 AM +0000
B90395,5022630,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T426960C,1FBSS31L55HB17244,2005,10/28/2011 07:00:00 AM +0000
B90395,5028937,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T426611C,1FBSS31LX6DA35583,2006,01/11/2012 08:00:00 AM +0000
B90395,5041487,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T523527C,1FBSS31L36HA50208,2006,04/13/2012 07:00:00 AM +0000
B90395,5059890,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T475599C,5FNRL38495B105197,2005,10/17/2012 07:00:00 AM +0000
B90395,5064157,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T426918C,1FBSS31L56HA50212,2006,11/29/2012 08:00:00 AM +0000
B90395,5069796,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T411035C,1FMRE11W44HB38127,2004,02/07/2013 08:00:00 AM +0000
B90395,5100970,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T412563C,1FMRE11W25HA25746,2005,01/15/2012 08:00:00 AM +0000
B90395,5102842,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T412560C,1FMRE11W55HA25742,2005,02/13/2012 08:00:00 AM +0000
B90395,5175343,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T466172C,1FBSS31L28DA76549,2008,07/08/2012 07:00:00 AM +0000
B90395,5282197,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T505678C,1FDRE14W83HB17453,2003,12/12/2011 08:00:00 AM +0000
B90395,5309953,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T512059C,1FBSS31L26DA35514,2006,10/08/2012 07:00:00 AM +0000
B90395,5327640,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T517398C,2D8HN54P28R152549,2008,03/31/2013 07:00:00 AM +0000
B90395,5327666,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T517397C,1D8HN54P68B109136,2008,03/31/2013 07:00:00 AM +0000
B90395,5352996,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T525930C,1FTNS2EW8ADA00346,2010,01/12/2012 08:00:00 AM +0000
B90395,5384850,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T609206C,1FTNE2EW7BDA21262,2011,12/30/2012 08:00:00 AM +0000
B90395,5404001,VOLGA TRANSPORTATION CORPORATION,Paratransit Vehicle,T611162C,1FTNE2EW5BDB11400,2011,07/08/2013 07:00:00 AM +0000
B90401,5200658,TRANS CARE NEW YORK INC,Paratransit Vehicle,T474647C,1FTSS34P75HA91546,2005,05/25/2013 07:00:00 AM +0000
B90413,5300802,LEFRA TRANSPORTATION INC,Paratransit Vehicle,T504614C,1FTNE24W98DA70621,2008,06/25/2012 07:00:00 AM +0000
B90413,5301765,LEFRA TRANSPORTATION INC,Paratransit Vehicle,T504594C,1FTNE24W98DA59716,2008,07/01/2012 07:00:00 AM +0000
B90413,5311314,LEFRA TRANSPORTATION INC,Paratransit Vehicle,T510803C,1FTNE24L68DA72462,2008,10/21/2012 07:00:00 AM +0000
B90413,5334441,LEFRA TRANSPORTATION INC,Paratransit Vehicle,T511003C,1FTNE24WX9DA47625,2009,06/16/2013 07:00:00 AM +0000
B90413,5381306,LEFRA TRANSPORTATION INC,Paratransit Vehicle,T602776C,1FTNE2EW3ADA53785,2010,11/17/2012 08:00:00 AM +0000
B90413,5398565,LEFRA TRANSPORTATION INC,Paratransit Vehicle,T602872C,1FTNE2EW3BDA48331,2011,05/17/2013 07:00:00 AM +0000
B90418,5348411,VIRGO AMBULETTE CORP,Paratransit Vehicle,68919LA,1FTNS24W09DA22001,2009,11/05/2011 07:00:00 AM +0000
B90418,5352265,VIRGO AMBULETTE CORP,Paratransit Vehicle,73621LA,1FBNE31L28DA99883,2008,12/23/2011 08:00:00 AM +0000
B90419,5054108,D & J SERVICE INC,Paratransit Vehicle,T430325C,1FTNS24W38DA88279,2008,08/15/2012 07:00:00 AM +0000
B90419,5054161,D & J SERVICE INC,Paratransit Vehicle,T450456C,1FTNS24W28DA93263,2008,08/16/2012 07:00:00 AM +0000
B90419,5222057,HAIGHT INC,Paratransit Vehicle,T605394C,1FTNS24W38DA81073,2008,03/10/2012 08:00:00 AM +0000
B90419,5386737,MJJ SERVICE INC,Paratransit Vehicle,11162LV,1FTNS24W87DB39869,2007,01/18/2013 08:00:00 AM +0000
B90419,5386739,MJJ SERVICE INC,Paratransit Vehicle,11163LV,1FTNS24W97DB44028,2007,01/18/2013 08:00:00 AM +0000
B90419,5386740,MJJ SERVICE INC,Paratransit Vehicle,11164LV,1FTNS24W67DB43998,2007,01/18/2013 08:00:00 AM +0000
B90419,5386741,MJJ SERVICE INC,Paratransit Vehicle,11165LV,1FTNS24W18DA93268,2008,01/18/2013 08:00:00 AM +0000
B90419,5386830,MJJ SERVICE INC,Paratransit Vehicle,11166LV,1FTNS24W08DA93262,2008,01/18/2013 08:00:00 AM +0000
B90419,5386832,MJJ SERVICE INC,Paratransit Vehicle,11167LV,1FTNS24WX8DA93267,2008,01/18/2013 08:00:00 AM +0000
B90419,5386833,MJJ SERVICE INC,Paratransit Vehicle,11168LV,1FTNS24W38DA93269,2008,01/18/2013 08:00:00 AM +0000
B90419,5386835,MJJ SERVICE INC,Paratransit Vehicle,11169LV,1FTNS24L18DA16163,2008,01/18/2013 08:00:00 AM +0000
B90419,5388156,MJJ SERVICE INC,Paratransit Vehicle,11200LV,1FTNS24W87DB44019,2007,02/01/2013 08:00:00 AM +0000
B90419,5388159,MJJ SERVICE INC,Paratransit Vehicle,11201LV,1FTNS24W67DB44021,2007,02/01/2013 08:00:00 AM +0000
B90419,5388161,MJJ SERVICE INC,Paratransit Vehicle,11203LV,1FTNS24W07DB44015,2007,02/01/2013 08:00:00 AM +0000
B90419,5388162,MJJ SERVICE INC,Paratransit Vehicle,11204LV,1FTNS24W47DB43997,2007,02/01/2013 08:00:00 AM +0000
B90419,5388163,MJJ SERVICE INC,Paratransit Vehicle,11206LV,1FTNS24W97DB44000,2007,02/01/2013 08:00:00 AM +0000
B90419,5388175,MJJ SERVICE INC,Paratransit Vehicle,11154LV,1FTNS24WX8DB60353,2008,02/01/2013 08:00:00 AM +0000
B90419,5388176,MJJ SERVICE INC,Paratransit Vehicle,11155LV,1FTNS24W58DA81074,2008,02/01/2013 08:00:00 AM +0000
B90419,5388177,MJJ SERVICE INC,Paratransit Vehicle,11183LV,1FTNS24W28DA88273,2008,02/01/2013 08:00:00 AM +0000
B90419,5388178,MJJ SERVICE INC,Paratransit Vehicle,11184LV,1FTNS24W68DA88275,2008,02/01/2013 08:00:00 AM +0000
B90419,5388181,MJJ SERVICE INC,Paratransit Vehicle,11185LV,1FTNS24W48DA88274,2008,02/01/2013 08:00:00 AM +0000
B90419,5388183,MJJ SERVICE INC,Paratransit Vehicle,11186LV,1FTNS24W08DA88272,2008,02/01/2013 08:00:00 AM +0000
B90419,5388184,MJJ SERVICE INC,Paratransit Vehicle,11188LV,1FTNS24WX8DA81071,2008,02/01/2013 08:00:00 AM +0000
B90419,5388188,MJJ SERVICE INC,Paratransit Vehicle,11189LV,1FTNS24W88DA81070,2008,02/01/2013 08:00:00 AM +0000
B90419,5388192,MJJ SERVICE INC,Paratransit Vehicle,11202LV,1FTNS24W07DB44001,2007,02/01/2013 08:00:00 AM +0000
B90419,5388198,MJJ SERVICE INC,Paratransit Vehicle,11205LV,1FTNS24W88DA88276,2008,02/01/2013 08:00:00 AM +0000
B90455,,RELIANCE AMBULETTE INC,Paratransit Vehicle,T508158C,1FTNE24W77DB30734,2007,09/30/2013 07:00:00 AM +0000
B90455,,RELIANCE AMBULETTE INC,Paratransit Vehicle,T429748C,1FTNE2EW4ADA13022,2010,09/10/2012 07:00:00 AM +0000
B90455,,RELIANCE AMBULETTE INC,Paratransit Vehicle,T429754C,1FTNE24203HA36839,2003,06/30/2012 07:00:00 AM +0000
B90455,,RELIANCE AMBULETTE INC,Paratransit Vehicle,T430812C,1FTNE24W74HB35940,2004,02/21/2012 08:00:00 AM +0000
B90455,,RELIANCE AMBULETTE INC,Paratransit Vehicle,T430795C,1FTNE24W68DB58087,2008,06/29/2013 07:00:00 AM +0000
B90455,5093471,RELIANCE AMBULETTE INC,Paratransit Vehicle,T416178C,1FTNE242X1HB67273,2001,09/10/2011 07:00:00 AM +0000
B90455,5107082,RELIANCE AMBULETTE INC,Paratransit Vehicle,T416718C,1FTNE2EW0ADA13020,2010,03/15/2012 07:00:00 AM +0000
