BRONX – COOPERATIVES COMPARABLE PROPERTIES – Boro-Block-Lot,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Address,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Neighborhood,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Building Classification,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Total Units,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Year Built,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Est. Gross Income,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Gross Income per SqFt,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Full Market Value,BRONX – COOPERATIVES COMPARABLE PROPERTIES – Market Value per SqFt,COMPARABLE RENTAL – 1 –Boro-Block-Lot,COMPARABLE RENTAL – 1 –Address,COMPARABLE RENTAL – 1 –Neighborhood,COMPARABLE RENTAL – 1 –Building Classification,COMPARABLE RENTAL – 1 –Total Units,COMPARABLE RENTAL – 1 –Year Built,COMPARABLE RENTAL – 1 –Gross SqFt,COMPARABLE RENTAL – 1 –Est. Gross Income,COMPARABLE RENTAL – 1 –Gross Income per SqFt,COMPARABLE RENTAL – 1 –Full Market Value,COMPARABLE RENTAL – 1 –Market Value per SqFt,COMPARABLE RENTAL – 1 –Dist. from Coop in miles,COMPARABLE RENTAL – 2 –Boro-Block-Lot,COMPARABLE RENTAL – 2 –Address,COMPARABLE RENTAL – 2 –Neighborhood,COMPARABLE RENTAL – 2 –Building Classification,COMPARABLE RENTAL – 2 –Total Units,COMPARABLE RENTAL – 2 –Year Built,COMPARABLE RENTAL – 2 –Gross SqFt,COMPARABLE RENTAL – 2 –Est. Gross Income,COMPARABLE RENTAL – 2 –Gross Income per SqFt,COMPARABLE RENTAL – 2 –Full Market Value,COMPARABLE RENTAL – 2 –Market Value per SqFt,COMPARABLE RENTAL – 2 –Dist. from Coop in miles
2-05785-0268,"3299 CAMBRIDGE AVENUE
Bronx, NY
(40.88383170983165, -73.90868506272068)",RIVERDALE,D4-ELEVATOR,84,1954,111675,1284262,11.5,4430000,39.7,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1085344,11.7,3740000,40.3,0.55,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1174179,11.68,4050000,40.3,0.1
2-05785-0284,"5620 SYLVAN AVENUE
Bronx, NY
(40.903854199732386, -73.89830886243739)",RIVERDALE,D4-ELEVATOR,77,1960,80120,921380,11.5,3180000,39.7,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1085344,11.7,3740000,40.3,0.55,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1174179,11.68,4050000,40.3,0.1
2-05787-0130,"3200 NETHERLAND AVENUE
Bronx, NY
(40.883820162050846, -73.91156192702633)",RIVERDALE,D4-ELEVATOR,80,1957,88470,1017405,11.5,3510000,39.7,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1085344,11.7,3740000,40.3,0.45,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1174179,11.68,4050000,40.3,0
2-05787-0148,"3260 NETHERLAND AVENUE
Bronx, NY
(40.88424438043854, -73.91140976173509)",RIVERDALE,D4-ELEVATOR,54,1950,51000,586500,11.5,2020000,39.6,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,821627,11.32,2550000,35.1,0.1,2-05864-0516,"6555 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,73,1961,62570,816808,13.05,2980000,47.6,1.7
2-05787-0177,"3225 JOHNSON AVENUE
Bronx, NY
(40.88372465514634, -73.91041974590637)",RIVERDALE,D4-ELEVATOR,60,1970,60928,700672,11.5,2420000,39.7,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,821627,11.32,2550000,35.1,0.1,2-05864-0516,"6555 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,73,1961,62570,816808,13.05,2980000,47.6,1.7
2-05788-0074,"3210 ARLINGTON AVENUE
Bronx, NY
(40.88426062407272, -73.9123825082219)",RIVERDALE,D4-ELEVATOR,67,1955,80735,928452,11.5,3200000,39.6,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,821627,11.32,2550000,35.1,0.15,2-05864-0516,"6555 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,73,1961,62570,816808,13.05,2980000,47.6,1.7
2-05788-0119,"3215 NETHERLAND AVENUE
Bronx, NY
(40.88393349525025, -73.91159640765918)",RIVERDALE,D4-ELEVATOR,49,1939,75000,806250,10.75,2510000,33.5,2-05781-1100,"3900 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,37,1928,37962,396156,10.44,1230000,32.4,0.4,2-05791-0388,"511 235 STREET
Bronx, NY
(40.88527065587371, -73.90778784062472)",RIVERDALE,D7-ELEVATOR,55,1936,64000,814380,12.72,2810000,43.9,0.25
2-05789-0015,"3206 FAIRFIELD AVENUE
Bronx, NY
(40.884416197761894, -73.91366259278804)",RIVERDALE,D4-ELEVATOR,56,1954,59352,741900,12.5,2560000,43.1,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,821627,11.32,2550000,35.1,0.2,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,622298,14.89,2270000,54,0.3
2-05789-0059,"3215 ARLINGTON AVENUE
Bronx, NY
(40.884350663021365, -73.91242590214081)",RIVERDALE,D4-ELEVATOR,69,1958,82000,984000,12,3390000,41.3,2-05814-1155,"210 251 STREET
Bronx, NY
(40.89576216705377, -73.89687732242095)",FIELDSTON,D1-ELEVATOR,70,1960,75000,1080817,14.41,3950000,53,1,2-05907-0352,"3800 INDEPENDENCE AVENUE
Bronx, NY
(40.88902869894345, -73.91297848149154)",RIVERDALE,D1-ELEVATOR,72,1970,84925,1051024,12.38,3630000,42.7,0.3
2-05792-0422,"3512 OXFORD AVENUE
Bronx, NY
(40.886174879493254, -73.90876887037071)",RIVERDALE,D4-ELEVATOR,45,1962,43000,559000,13,2040000,47.4,2-05792-0430,"530 236 STREET
Bronx, NY
(40.88639581976764, -73.90827463171819)",RIVERDALE,D7-ELEVATOR,86,1954,103392,1420151,13.74,5180000,50,0,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,622298,14.89,2270000,54,0.3
2-05792-0445,"525 235 STREET
Bronx, NY
(40.88537386750627, -73.90834223982786)",RIVERDALE,D4-ELEVATOR,38,1954,47000,599250,12.75,2070000,44,2-05864-0516,"6555 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,73,1961,62570,816808,13.05,2980000,47.6,1.55,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,622298,14.89,2270000,54,0.3
2-05795-0518,"3530 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,216,1955,312000,3276000,10.5,10200000,32.7,2-04161-0001,"1730 MULFORD AVENUE
Bronx, NY
(40.84627850842386, -73.83517281919039)",SCHUYLERVILLE/PELHAM BAY,D3-ELEVATOR,285,1968,326000,3540204,10.86,11000000,33.7,4.85,2-05903-0283,"3611 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D3-ELEVATOR,123,1951,134000,1833978,13.69,6690000,49.9,0.1
2-05796-0107,"525 236 STREET
Bronx, NY
(40.88650839945145, -73.90749518700619)",RIVERDALE,D4-ELEVATOR,57,1956,68728,927828,13.5,3390000,49.3,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,821627,11.32,2550000,35.1,0.1,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,622298,14.89,2270000,54,0.25
2-05796-0135,"3656 JOHNSON AVENUE
Bronx, NY
(40.88844553752999, -73.90919056671561)",RIVERDALE,D4-ELEVATOR,56,1932,73911,868454,11.75,3000000,40.6,2-05795-0537,"3555 NETHERLAND AVENUE
Bronx, NY
(40.88637237452552, -73.91072640935313)",RIVERDALE,D1-ELEVATOR,55,1939,60792,632713,10.41,1970000,32.4,0.2,2-05791-0388,"511 235 STREET
Bronx, NY
(40.88527065587371, -73.90778784062472)",RIVERDALE,D7-ELEVATOR,55,1936,64000,814380,12.72,2810000,43.9,0.1
2-05797-0213,"525 238 STREET
Bronx, NY
(40.888291972043504, -73.90804784617532)",RIVERDALE,C6-WALK-UP,70,1926,117929,1238254,10.5,3850000,32.6,2-05777-0714,"3820 WALDO AVENUE
Bronx, NY
(40.88761256962767, -73.90367721177766)",KINGSBRIDGE/JEROME PARK,C1-WALK-UP,66,1923,76677,897486,11.7,3100000,40.4,0.3,2-05776-0614,"226 242 STREET
Bronx, NY
(40.88951623172673, -73.89887810659421)",KINGSBRIDGE/JEROME PARK,C1-WALK-UP,61,1924,61500,635900,10.34,1980000,32.2,0.4
2-05799-0032,"3635 JOHNSON AVENUE
Bronx, NY
(40.88773148217806, -73.9094604729425)",RIVERDALE,D4-ELEVATOR,82,1954,106684,1226866,11.5,4230000,39.6,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1174179,11.68,4050000,40.3,0.2,,,,,,,,,,,,
2-05799-0073,"3601 JOHNSON AVENUE
Bronx, NY
(40.88669675822402, -73.90969041159896)",RIVERDALE,D4-ELEVATOR,90,1955,115597,1329365,11.5,4590000,39.7,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1174179,11.68,4050000,40.3,0.2,,,,,,,,,,,,
2-05800-0001,"3616 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,120,1954,207100,2381650,11.5,8220000,39.7,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1174179,11.68,4050000,40.3,0.2,,,,,,,,,,,,
2-05802-1294,"6035 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",VAN CORTLANDT PARK,D4-ELEVATOR,103,1961,107627,1237710,11.5,4270000,39.7,2-05920-0670,"3801 HUDSON MANOR TERRACE
Bronx, NY
(40.888545076653735, -73.91567337807614)",RIVERDALE,D1-ELEVATOR,135,1960,152400,2104803,13.81,7680000,50,0.9,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1174179,11.68,4050000,40.3,0.85
2-05803-0960,"4410 CAYUGA AVENUE
Bronx, NY
(40.89149480591041, -73.89918674928569)",FIELDSTON,D4-ELEVATOR,49,1931,59000,678500,11.5,2340000,39.7,2-05795-0537,"3555 NETHERLAND AVENUE
Bronx, NY
(40.88637237452552, -73.91072640935313)",RIVERDALE,D1-ELEVATOR,55,1939,60792,632713,10.41,1970000,32.4,0.65,2-05791-0388,"511 235 STREET
Bronx, NY
(40.88527065587371, -73.90778784062472)",RIVERDALE,D7-ELEVATOR,55,1936,64000,814380,12.72,2810000,43.9,0.5
2-05803-0965,"4414 CAYUGA AVENUE
Bronx, NY
(40.891539935317596, -73.89917385516935)",FIELDSTON,D4-ELEVATOR,30,1930,30000,379500,12.65,1310000,43.7,2-04435-0018,"2530 HOLLAND AVENUE
Bronx, NY
(40.86357162885895, -73.86541953976229)",BRONXDALE,D1-ELEVATOR,35,1930,30816,353134,11.46,1220000,39.6,2.55,2-05716-0287,"2475 PALISADE AVENUE
Bronx, NY
(40.88009283995462, -73.92234413928037)",RIVERDALE,D1-ELEVATOR,25,1932,31098,495336,15.93,1960000,63,1.4
2-05803-0985,"4445 POST ROAD
Bronx, NY
(40.82557699997852, -73.91844899972153)",FIELDSTON,D4-ELEVATOR,68,1940,62088,714012,11.5,2460000,39.6,2-05795-0537,"3555 NETHERLAND AVENUE
Bronx, NY
(40.88637237452552, -73.91072640935313)",RIVERDALE,D1-ELEVATOR,55,1939,60792,632713,10.41,1970000,32.4,0.65,,,,,,,,,,,,
2-05826-1685,"255 FIELDSTON TERRACE
Bronx, NY
(40.896406389468666, -73.89903997596986)",FIELDSTON,D4-ELEVATOR,76,1965,85523,1017723,11.9,3510000,41,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1085344,11.7,3740000,40.3,1.45,2-05864-0516,"6555 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,73,1961,62570,816808,13.05,2980000,47.6,0.7
2-05835-3037,"6291 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",FIELDSTON,C6-WALK-UP,32,1958,32400,405000,12.5,1400000,43.2,2-05801-1057,"4652 MANHATTAN COLLEGE PK
Bronx, NY
(40.82557699997852, -73.91844899972153)",VAN CORTLANDT PARK,C1-WALK-UP,33,1923,24544,297081,12.1,1020000,41.6,0.65,2-05844-1935,"5431 SYLVAN AVENUE
Bronx, NY
(40.90234024583237, -73.89860942690258)",RIVERDALE,C1-WALK-UP,24,1972,18756,249512,13.3,911000,48.6,0.25
2-05836-3250,"5235 POST ROAD
Bronx, NY
(40.82557699997852, -73.91844899972153)",FIELDSTON,D4-ELEVATOR,68,1964,57414,697580,12.15,2410000,42,2-05864-0516,"6555 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,73,1961,62570,816808,13.05,2980000,47.6,0.55,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1085344,11.7,3740000,40.3,1.55
2-05845-1825,"5500 FIELDSTON ROAD
Bronx, NY
(40.90281361049104, -73.90132668470125)",RIVERDALE,D4-ELEVATOR,180,1960,263206,3158472,12,10900000,41.4,2-05909-0163,"3950 BLACKSTONE AVENUE
Bronx, NY
(40.89026164254843, -73.9113627190534)",RIVERDALE,D1-ELEVATOR,176,1959,237000,2849258,12.02,9830000,41.5,0.9,2-05920-0670,"3801 HUDSON MANOR TERRACE
Bronx, NY
(40.888545076653735, -73.91567337807614)",RIVERDALE,D1-ELEVATOR,135,1960,152400,2104803,13.81,7680000,50,1.1
2-05845-1863,"5425 VALLES AVENUE
Bronx, NY
(40.901688988553325, -73.89973748495859)",RIVERDALE,D4-ELEVATOR,108,1965,110000,1265000,11.5,4360000,39.6,2-05904-0267,"600 239 STREET
Bronx, NY
(40.88957945719757, -73.91117478584692)",RIVERDALE,D1-ELEVATOR,90,1956,98681,1233096,12.5,4250000,43.1,1.05,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1174179,11.68,4050000,40.3,1.35
2-05855-2239,"5730 MOSHOLU AVENUE
Bronx, NY
(40.90562689697177, -73.89939068437977)",RIVERDALE,D4-ELEVATOR,43,1963,33000,387750,11.75,1340000,40.6,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,622298,14.89,2270000,54,1.25,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,821627,11.32,2550000,35.1,1.4
2-05856-0378,"6485 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,129,1961,127000,1460500,11.5,5040000,39.7,2-05904-0267,"600 239 STREET
Bronx, NY
(40.88957945719757, -73.91117478584692)",RIVERDALE,D1-ELEVATOR,90,1956,98681,1233096,12.5,4250000,43.1,1.35,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1174179,11.68,4050000,40.3,1.6
2-05859-0297,"5715 MOSHOLU AVENUE
Bronx, NY
(40.905572914148706, -73.90017945410189)",RIVERDALE,D4-ELEVATOR,54,1962,46500,604500,13,2210000,47.5,2-05864-0516,"6555 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,73,1961,62570,816808,13.05,2980000,47.6,0.15,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,622298,14.89,2270000,54,1.3
2-05864-0526,"6535 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,60,1969,60829,729948,12,2520000,41.4,2-05746-0567,"2675 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1951,92782,1085344,11.7,3740000,40.3,2.05,2-05864-0516,"6555 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,73,1961,62570,816808,13.05,2980000,47.6,0
2-05873-1042,"6601 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,72,1958,92640,1065360,11.5,3680000,39.7,2-05732-0924,"2700 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,78,1955,108955,1108525,10.17,3160000,29,2.1,2-05907-0352,"3800 INDEPENDENCE AVENUE
Bronx, NY
(40.88902869894345, -73.91297848149154)",RIVERDALE,D1-ELEVATOR,72,1970,84925,1051024,12.38,3630000,42.7,1.55
2-05881-1088,"6645 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,63,1959,54635,696596,12.75,2400000,43.9,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,622298,14.89,2270000,54,1.6,,,,,,,,,,,,
2-05887-1348,"6200 RIVERDALE AVENUE
Bronx, NY
(40.911302839693484, -73.90286933233787)",RIVERDALE,D4-ELEVATOR,63,1959,62601,782512,12.5,2700000,43.1,2-05107-0003,"4769 WHITE PLAINS ROAD
Bronx, NY
(40.905195810038336, -73.84957211829096)",WAKEFIELD,D7-ELEVATOR,65,1965,55304,645740,11.68,2230000,40.3,2.75,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,622298,14.89,2270000,54,1.6
2-05891-1601,"6300 RIVERDALE AVENUE
Bronx, NY
(40.91242294528097, -73.90256922857672)",RIVERDALE,D4-ELEVATOR,64,1962,80000,920000,11.5,3170000,39.6,2-05107-0003,"4769 WHITE PLAINS ROAD
Bronx, NY
(40.905195810038336, -73.84957211829096)",WAKEFIELD,D7-ELEVATOR,65,1965,55304,645740,11.68,2230000,40.3,2.7,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,622298,14.89,2270000,54,1.7
2-05901-0001,"3333 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,439,1970,718399,8764467,12.2,30200000,42,2-04342-0010,"2280 OLINVILLE AVENUE
Bronx, NY
(40.85936205163215, -73.8685367578719)",BRONXDALE,D1-ELEVATOR,256,1965,255000,2971510,11.65,10300000,40.4,3,2-05722-0475,"2600 NETHERLAND AVENUE
Bronx, NY
(40.878840739419545, -73.91675947741456)",RIVERDALE,D7-ELEVATOR,608,1975,844578,15461375,18.31,61200000,72,0.5
2-05902-0193,"3515 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,79,1954,104000,1378000,13.25,5030000,48.4,2-05903-0283,"3611 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D3-ELEVATOR,123,1951,134000,1833978,13.69,6690000,49.9,0.05,2-05796-0129,"3660 OXFORD AVENUE
Bronx, NY
(40.88760025417794, -73.90868609313)",RIVERDALE,D3-ELEVATOR,77,1967,106934,1247910,11.67,4310000,40.3,0.25
2-05904-0086,"3755 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,92,1961,151800,1973400,13,7200000,47.4,2-05903-0283,"3611 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D3-ELEVATOR,123,1951,134000,1833978,13.69,6690000,49.9,0.15,2-05920-0687,"699 239 STREET
Bronx, NY
(40.88995205117432, -73.91519737328801)",RIVERDALE,D1-ELEVATOR,132,1962,160000,2293757,14.34,8370000,52,0.25
2-05904-0100,"3725 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,86,1952,116424,1397088,12,4820000,41.4,2-05787-0137,"3220 NETHERLAND AVENUE
Bronx, NY
(40.88396156817513, -73.91151120526435)",RIVERDALE,D1-ELEVATOR,85,1954,100498,1174179,11.68,4050000,40.3,0.3,2-05874-1028,"6629 BROADWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D1-ELEVATOR,84,1962,76009,946395,12.45,3270000,43,1.55
2-05904-0246,"3701 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,49,1954,82500,1031250,12.5,3560000,43.2,2-05107-0003,"4769 WHITE PLAINS ROAD
Bronx, NY
(40.905195810038336, -73.84957211829096)",WAKEFIELD,D7-ELEVATOR,65,1965,55304,645740,11.68,2230000,40.3,3.3,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,622298,14.89,2270000,54,0.1
2-05906-0331,"3720 INDEPENDENCE AVENUE
Bronx, NY
(40.88843568619822, -73.91306021594772)",RIVERDALE,D4-ELEVATOR,49,1954,72594,871128,12,3010000,41.5,2-05107-0003,"4769 WHITE PLAINS ROAD
Bronx, NY
(40.905195810038336, -73.84957211829096)",WAKEFIELD,D7-ELEVATOR,65,1965,55304,645740,11.68,2230000,40.3,3.4,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,622298,14.89,2270000,54,0.05
2-05907-0362,"620 239 STREET
Bronx, NY
(40.889606376858445, -73.91152671471865)",RIVERDALE,D4-ELEVATOR,76,1953,119600,1554800,13,5680000,47.5,2-05907-0352,"3800 INDEPENDENCE AVENUE
Bronx, NY
(40.88902869894345, -73.91297848149154)",RIVERDALE,D1-ELEVATOR,72,1970,84925,1051024,12.38,3630000,42.7,0,2-05814-1155,"210 251 STREET
Bronx, NY
(40.89576216705377, -73.89687732242095)",FIELDSTON,D1-ELEVATOR,70,1960,75000,1080817,14.41,3950000,53,0.8
2-05908-0203,"645 239 STREET
Bronx, NY
(40.88975507934834, -73.91267102554981)",RIVERDALE,D4-ELEVATOR,43,1953,59766,717192,12,2470000,41.3,2-05107-0003,"4769 WHITE PLAINS ROAD
Bronx, NY
(40.905195810038336, -73.84957211829096)",WAKEFIELD,D7-ELEVATOR,65,1965,55304,645740,11.68,2230000,40.3,3.35,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,622298,14.89,2270000,54,0.05
2-05908-0210,"3935 BLACKSTONE AVENUE
Bronx, NY
(40.89007411865028, -73.91145672342246)",RIVERDALE,D4-ELEVATOR,123,1960,180000,2160000,12,7450000,41.4,2-04222-0093,"1545 RHINELANDER AVENUE
Bronx, NY
(40.85582386413676, -73.84149069361773)",PELHAM PARKWAY SOUTH,D1-ELEVATOR,106,1962,112339,1316992,11.72,4540000,40.4,4.35,2-05909-0163,"3950 BLACKSTONE AVENUE
Bronx, NY
(40.89026164254843, -73.9113627190534)",RIVERDALE,D1-ELEVATOR,176,1959,237000,2849258,12.02,9830000,41.5,0.1
2-05909-0031,"4499 HENRY HUDSON PARKWAY
Bronx, NY
(40.82557699997852, -73.91844899972153)",RIVERDALE,D4-ELEVATOR,58,1952,70000,1015000,14.5,3700000,53,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,821627,11.32,2550000,35.1,0.4,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,622298,14.89,2270000,54,0.15
2-05909-0152,"611 239 STREET
Bronx, NY
(40.88964475288634, -73.91130940364772)",RIVERDALE,D4-ELEVATOR,52,1954,64520,871020,13.5,3180000,49.3,2-05793-0467,"3555 OXFORD AVENUE
Bronx, NY
(40.88632086694023, -73.90879379766534)",RIVERDALE,D1-ELEVATOR,57,1960,72553,821627,11.32,2550000,35.1,0.4,2-05907-0348,"3725 BLACKSTONE AVENUE
Bronx, NY
(40.88893264531127, -73.91159285467639)",RIVERDALE,D1-ELEVATOR,42,1968,41803,622298,14.89,2270000,54,0.15
