ID,Business Name,Trade Name,Sidewalk Cafe Type,License Number,Full Address,Address Building,Address Street Name,City,State,ZIP Code,Borough,Address Location,Phone Number,Lic Area Sq Ft
393,COPEL 2007 INC,BOCCA,Unenclosed Sidewalk Cafe,1343613,"39 E 19TH ST, NEW YORK, NY 10003",39,E 19TH ST,NEW YORK,NY,10003,Manhattan,,(212) 582-3000,61
394,"CORNED BEEF EXPRESS, LLC",ARTIE'S DELICATESSEN,Enclosed Sidewalk Cafe,1350796,"2290 BROADWAY, NEW YORK, NY 10024",2290,BROADWAY,NEW YORK,NY,10024,Manhattan,,(212) 579-5959,526
395,CORNELIA STREET CAFE INC,CORNELIA STREET CAFE  S/C #480,Unenclosed Sidewalk Cafe,786740,"29 CORNELIA STREET, NEW YORK, NY 10014",29,CORNELIA STREET,NEW YORK,NY,10014,Manhattan,,(212) 989-9319,121
396,CORNER 47 RESTAURANT CORP,,Unenclosed Sidewalk Cafe,1355112,"683 9 AVENUE, NEW YORK, NY 10036",683,   9 AVENUE,NEW YORK,NY,10036,Manhattan,,(212) 265-9471,153
397,"COSI, INC.",COSI #50,Unenclosed Sidewalk Cafe,1027305,"841 BROADWAY, NEW YORK, NY 10003",841,BROADWAY,NEW YORK,NY,10003,Manhattan,,(212) 614-8544,626
398,COSITAS RICAS CORP.,COSITAS RICAS,Enclosed Sidewalk Cafe,1026947,"7919 ROOSEVELT AVE, JACKSON HEIGHTS, NY 11372",7919,ROOSEVELT AVE,JACKSON HEIGHTS,NY,11372,Queens,,(718) 478-8136,294
399,COVADONGA INC.,EMPANADA MAMA,Unenclosed Sidewalk Cafe,1360911,"763 9 AVENUE, NEW YORK, NY 10019",763,   9 AVENUE,NEW YORK,NY,10019,Manhattan,,(212) 698-9008,75
400,"COWGIRL, INC",COWGIRL AND BARK,Unenclosed Sidewalk Cafe,919917,"519 HUDSON STREET, NEW YORK, NY 10014",519,HUDSON STREET,NEW YORK,NY,10014,Manhattan,,(212) 633-1133,206
401,CREDENCE LLC,BAREBURGER,Unenclosed Sidewalk Cafe,1425933,"170 7 AVENUE, BROOKLYN, NY 11215",170,   7 AVENUE,BROOKLYN,NY,11215,Brooklyn,,(718) 768-2273,380
402,CROISSANT CONSORTIUM LIMITED,THE HUNGARIAN PASTRY SHOP,Unenclosed Sidewalk Cafe,814506,"1030 AMSTERDAM AVE, NEW YORK, NY 10025",1030,AMSTERDAM AVE,NEW YORK,NY,10025,Manhattan,,(212) 866-4230,356
403,CROW AND CHICK LLC,LIGHTHOUSE,Unenclosed Sidewalk Cafe,1429644,"145 BORINQUEN PL, BROOKLYN, NY 11211",145,BORINQUEN PL,BROOKLYN,NY,11211,Brooklyn,,(646) 684-0808,419
404,"CULINARY CONCEPTS HOSPITALITY GROUP, LLC",SPICE MARKET,Unenclosed Sidewalk Cafe,1187891,"29-35 9TH AVE, NEW YORK, NY 10014",29-35, 9TH AVE,NEW YORK,NY,10014,Manhattan,,(212) 675-3110,600
405,CURRY MAHAL INC.,,Unenclosed Sidewalk Cafe,1312039,"119 LEXINGTON AVE, NEW YORK, NY 10016",119,LEXINGTON AVE,NEW YORK,NY,10016,Manhattan,,(212) 685-6385,195
406,D & D THAI RESTAURANT CORP,LAND,Unenclosed Sidewalk Cafe,1341925,"450 AMSTERDAM AVENUE, NEW YORK, NY 10024",450,AMSTERDAM AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 501-8121,85
407,D.E.L. INC,ALEXANDRA,Unenclosed Sidewalk Cafe,1192285,"455 HUDSON STREET, NEW YORK, NY 10014",455,HUDSON STREET,NEW YORK,NY,10014,Manhattan,,(212) 255-3838,145
408,DA FOLLIA LLC,,Unenclosed Sidewalk Cafe,1384481,"226 3 AVENUE, NEW YORK, NY 10003",226,   3 AVENUE,NEW YORK,NY,10003,Manhattan,,(212) 477-4100,220
409,DA SILVANO CORP.,DA SILVANO,Unenclosed Sidewalk Cafe,1187717,"260 6 AVENUE, NEW YORK, NY 10014",260,   6 AVENUE,NEW YORK,NY,10014,Manhattan,AKA: AVENUE OF THE AMERICAS,(212) 982-2498,536
410,DALE RESTAURANT INC.,,Enclosed Sidewalk Cafe,1391747,"189 WEST  231 STREET, BRONX, NY 10463",189,WEST  231 STREET,BRONX,NY,10463,Bronx,,(718) 549-4445,178
411,DANA'S LLC,,Unenclosed Sidewalk Cafe,1094184,"630 9 AVENUE, NEW YORK, NY 10036",630,   9 AVENUE,NEW YORK,NY,10036,Manhattan,,(212) 333-2323,565
412,DE LA FONTAINE LLC,,Unenclosed Sidewalk Cafe,1395448,"519 COLUMBUS AVENUE, NEW YORK, NY 10024",519,COLUMBUS AVENUE,NEW YORK,NY,10024,Manhattan,,(917) 576-3585,357
413,DE PALINO RESTAURANT CORP.,CITY CRAB & SEAFOOD CO.,Unenclosed Sidewalk Cafe,979463,"235 PARK AVENUE SOUTH, NEW YORK, NY 10003",235,PARK AVENUE SOUTH,NEW YORK,NY,10003,Manhattan,,(212) 529-3800,169
414,DEAN'S REST. CORP.,DEAN'S,Unenclosed Sidewalk Cafe,1262376,"349 GREENWICH STREET, NEW YORK, NY 10013",349,GREENWICH STREET,NEW YORK,NY,10013,Manhattan,,(212) 688-5916,219
415,"DEFONTE'S OF NEW YORK, INC.",DEFONTE'S OF BROOKLYN,Unenclosed Sidewalk Cafe,1320327,"261 THIRD AVENUE, NEW YORK, NY 10010",261,THIRD AVENUE,NEW YORK,NY,10010,Manhattan,,(718) 317-6413,268
416,DELILLO PASTRY SHOP INC.,DELILLO PASTRY SHOP,Unenclosed Sidewalk Cafe,1371798,"610 E 187TH ST, BRONX, NY 10458",610,E 187TH ST,BRONX,NY,10458,Bronx,,(718) 367-8198,185
417,"DELUXE ON BROADWAY, INC.",DELUXE,Unenclosed Sidewalk Cafe,999448,"2896 BROADWAY, NEW YORK, NY 10025",2896,BROADWAY,NEW YORK,NY,10025,Manhattan,,(212) 513-1988,306
418,DESMO 916 CORP.,LAVAGNA,Unenclosed Sidewalk Cafe,1308999,"545 EAST    5 STREET, NEW YORK, NY 10009",545,EAST    5 STREET,NEW YORK,NY,10009,Manhattan,,(212) 979-1005,162
419,DESSYN BAKERY CORP,MILLEFEUILLE BAKERY CAFE,Unenclosed Sidewalk Cafe,1431733,"552 LAGUARDIA PL, NEW YORK, NY 10012",552,LAGUARDIA PL,NEW YORK,NY,10012,Manhattan,,(212) 533-4698,83
420,"DINNER IS READY, LLC",LEYLA,Enclosed Sidewalk Cafe,1375447,"84 7TH AVE S, NEW YORK, NY 10014",84,7TH AVE S,NEW YORK,NY,10014,Manhattan,,(718) 419-4379,290
421,DLS CHICKEN CORP,,Unenclosed Sidewalk Cafe,1246104,"355 AMSTERDAM AVENUE, NEW YORK, NY 10024",355,AMSTERDAM AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 787-6631,305
422,DMF GRAMERCY ENTERPRISES INC,PETE'S TAVERN       S/C #111,Unenclosed Sidewalk Cafe,293907,"129 EAST   18 STREET, NEW YORK, NY 10003",129,EAST   18 STREET,NEW YORK,NY,10003,Manhattan,,(212) 473-7676,611
423,DOJO RESTAURANT INC,DOJO WEST,Unenclosed Sidewalk Cafe,890588,"14 W 4 ST, NEW YORK, NY 10012",14,W 4 ST,NEW YORK,NY,10012,Manhattan,,(212) 674-2516,218
424,"DON PABLO, INC.",,Unenclosed Sidewalk Cafe,1344183,"1725 2 AVENUE, NEW YORK, NY 10128",1725,   2 AVENUE,NEW YORK,NY,10128,Manhattan,,(212) 289-8944,207
425,DONATO'S ITALIAN BISTRO INC,DONATO'S ITALIAN BISTRO,Unenclosed Sidewalk Cafe,1433268,"3402 BROADWAY, ASTORIA, NY 11106",3402,BROADWAY,ASTORIA,NY,11106,Queens,,(718) 507-4591,154
426,DONATO'S PIZZERIA RESTAURANT CORP,DONATO'S PIZZERIA,Unenclosed Sidewalk Cafe,1199111,"50-22 39 AVENUE, QUEENS, NY 11377",50-22,  39 AVENUE,QUEENS,NY,11377,Queens,,(718) 507-9049,263
427,DONIZETTI LLC,FIVE NAPKIN BURGER,Unenclosed Sidewalk Cafe,1341402,"2315 BROADWAY, NEW YORK, NY 10024",2315,BROADWAY,NEW YORK,NY,10024,Manhattan,,(212) 757-2277,360
428,DUCKS EATERY EV LLC,DUCKS EATERY,Unenclosed Sidewalk Cafe,1440801,"351 E 12TH ST, NEW YORK, NY 10003",351,E 12TH ST,NEW YORK,NY,10003,Manhattan,,(212) 375-8483,
429,DULJO CORP.,BROTHERS PIZZA,Unenclosed Sidewalk Cafe,1255149,"30-50 14 STREET, QUEENS, NY 11102",30-50,  14 STREET,QUEENS,NY,11102,Queens,,(718) 777-1111,126
430,"DUMONT BURGER, LLC",DUMONT BURGER,Unenclosed Sidewalk Cafe,1282391,"314 BEDFORD AVE, BROOKLYN, NY 11249",314,BEDFORD AVE,BROOKLYN,NY,11249,Brooklyn,,(718) 384-6128,288
431,"DUNMORE NEW YORK, INC.",JAKE'S SALOON,Unenclosed Sidewalk Cafe,1139506,"875 TENTH AVENUE, NEW YORK, NY 10019",875,TENTH AVENUE,NEW YORK,NY,10019,Manhattan,,(212) 333-3100,219
432,DYNAMIC MUSIC CORP,OLIVE TREE CAFE,Unenclosed Sidewalk Cafe,807555,"117 MACDOUGAL ST, NEW YORK, NY 10012",117,MACDOUGAL ST,NEW YORK,NY,10012,Manhattan,,(212) 254-7533,46
433,E. A. T. IS OWNED BY ELI ZABAR INC.,,Unenclosed Sidewalk Cafe,1172157,"1064 MADISON AVE, NEW YORK, NY 10028",1064,MADISON AVE,NEW YORK,NY,10028,Manhattan,,(212) 772-2011,127
434,"EAE, CORP",SIDEWALK BAR & RESTAURANT,Unenclosed Sidewalk Cafe,1076706,"94 AVE A, NEW YORK, NY 10009",94,AVE A,NEW YORK,NY,10009,Manhattan,,(212) 473-7373,482
435,EARTHEN GRILL INC.,HIGHPOINT BISTRO & BAR,Unenclosed Sidewalk Cafe,1355352,"216 7TH AVE, NEW YORK, NY 10011",216, 7TH AVE,NEW YORK,NY,10011,Manhattan,,(201) 253-7373,126
436,"EAST COUNTY LOUTH, INC",THE PENNY FARTHING,Unenclosed Sidewalk Cafe,1356675,"103 3RD AVE, NEW YORK, NY 10003",103,3RD AVE,NEW YORK,NY,10003,Manhattan,,(212) 358-1902,291
437,EAST PUB INC,PHEBE'S,Enclosed Sidewalk Cafe,1192051,"359-361 BOWERY, NEW YORK, NY 10003",359-361,BOWERY,NEW YORK,NY,10003,Manhattan,,(212) 358-1902,808
438,EAST SIDE BURGERS LLC,BARE BURGER,Unenclosed Sidewalk Cafe,1420350,"1370 1ST AVE, NEW YORK, NY 10021",1370,   1ST AVE,NEW YORK,NY,10021,Manhattan,,(347) 419-2285,326
439,EAST SIDE DD 113 LLC,DUNKIN DONUTS / BASKIN ROBBINS,Enclosed Sidewalk Cafe,1283854,"567 3RD AVE, NEW YORK, NY 10016",567,3RD AVE,NEW YORK,NY,10016,Manhattan,FL 5,(212) 532-5003,113
440,EAST VILLAGE 4TH STREET CAFE INC,STILLWATER BAR & GRILL,Unenclosed Sidewalk Cafe,1387878,"78-80 EAST    4 STREET, NEW YORK, NY 10003",78-80,EAST    4 STREET,NEW YORK,NY,10003,Manhattan,,(917) 977-0470,137
441,EATER EATS CROW LLC,SEL ET GRAS,Unenclosed Sidewalk Cafe,1432786,"131 7TH AVE S, NEW YORK, NY 10014",131,  7TH AVE S,NEW YORK,NY,10014,Manhattan,,(718) 689-4722,248
442,EGG WHITE INC,BLOCKHEADS,Unenclosed Sidewalk Cafe,1023023,"1563 2ND AVE, NEW YORK, NY 10028",1563,2ND AVE,NEW YORK,NY,10028,Manhattan,,(212) 356-0006,175
443,EIGHTY THIRD AND FIRST LLC,,Unenclosed Sidewalk Cafe,1388781,"1593 1 AVENUE, NEW YORK, NY 10028",1593,   1 AVENUE,NEW YORK,NY,10028,Manhattan,,(212) 207-6680,429
444,EISEN & SON INC.,,Unenclosed Sidewalk Cafe,1193339,"196 EIGHTH AVENUE, NEW YORK, NY 10011",196,EIGHTH AVENUE,NEW YORK,NY,10011,Manhattan,,(212) 242-4551,253
445,EKD TAVERN INC,,Unenclosed Sidewalk Cafe,1204137,"450 AMSTERDAM AVENUE, NEW YORK, NY 10024",450,AMSTERDAM AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 595-5670,99
446,EL SAYED 1 CORP.,HORUS KABAB HOUSE,Enclosed Sidewalk Cafe,1272901,"93 AVENUE B, NEW YORK, NY 10009",93,AVENUE B,NEW YORK,NY,10009,Manhattan,AKA 601 EAST 6 STREET,(212) 777-9199,290
447,ELEVATED ENTERTAINMENT RESTAURANTS LLC,CORNERSTONE TAVERN/THE STAG'S HEAD,Unenclosed Sidewalk Cafe,1349184,"961 2ND AVE, NEW YORK, NY 10022",961, 2ND AVE,NEW YORK,NY,10022,Manhattan,,(212) 888-7403,219
448,"ELI-LILLA, INC.",CAFE ROMA,Unenclosed Sidewalk Cafe,1388457,"385 BROOME STREET, NEW YORK, NY 10013",385,BROOME STREET,NEW YORK,NY,10013,Manhattan,,(212) 226-8413,175
449,ELI'S MANHATTAN WAREHOUSE INC.,ELI'S MANHATTAN,Unenclosed Sidewalk Cafe,1159625,"1411 3RD AVE, NEW YORK, NY 10028",1411,3RD AVE,NEW YORK,NY,10028,Manhattan,,(212) 717-8100,87
450,ELORA SPANISH MEXICAN RESTAURANT INC.,ELORA'S RESTAURANT,Unenclosed Sidewalk Cafe,1309926,"272 PROSPECT PARK W, BROOKLYN, NY 11215",272,PROSPECT PARK W,BROOKLYN,NY,11215,Brooklyn,,(646) 256-8987,202
451,ELSAYED III CORP.,HORUS CORP,Unenclosed Sidewalk Cafe,1230537,"293 E 10TH ST, NEW YORK, NY 10009",293,E 10TH ST,NEW YORK,NY,10009,Manhattan,,(212) 228-4774,401
452,EMPORIUM BRASIL INC.,EMPORIUM BRASIL CAFE & RESTAURANT,Unenclosed Sidewalk Cafe,1167146,"15 WEST   46 STREET, NEW YORK, NY 10036",15,WEST   46 STREET,NEW YORK,NY,10036,Manhattan,,(212) 764-4545,173
453,"EN CASA, LLC",CARINO,Unenclosed Sidewalk Cafe,1391282,"82 SOUTH    4 STREET, BROOKLYN, NY 11211",82,SOUTH    4 STREET,BROOKLYN,NY,11211,Brooklyn,,(718) 384-5576,122
454,ENID'S CORPORATION,ENID'S,Unenclosed Sidewalk Cafe,1233115,"560 MANHATTAN AVENUE, BROOKLYN, NY 11222",560,MANHATTAN AVENUE,BROOKLYN,NY,11222,Brooklyn,,(718) 349-3859,284
455,"ENOLOGO, INC",ENOLOGO,Unenclosed Sidewalk Cafe,1421925,"857 9TH AVE, NEW YORK, NY 10019",857,   9TH AVE,NEW YORK,NY,10019,Manhattan,,(212) 956-,44
456,"ENTERPRISE RESTAURANT, LLC.",AMARANTH,Unenclosed Sidewalk Cafe,1170995,"21 E  62ND ST, NEW YORK, NY 10065",21,E  62ND ST,NEW YORK,NY,10065,Manhattan,,(212) 980-6700,102
457,"ENZO THIRD AVE., LLC",,Unenclosed Sidewalk Cafe,1390379,"443-447 3 AVENUE, NEW YORK, NY 10016",443-447,   3 AVENUE,NEW YORK,NY,10016,Manhattan,,(917) 751-0002,240
458,EP PROPERTIES LTD.,PER LEI RESTAURANT,Unenclosed Sidewalk Cafe,1220381,"1347 2 AVENUE, NEW YORK, NY 10021",1347,   2 AVENUE,NEW YORK,NY,10021,Manhattan,,(212) 439-9200,448
459,EROS RESTAURANT CORP,LA MEDITERRANEE,Unenclosed Sidewalk Cafe,1194128,"947 2ND AVE, NEW YORK, NY 10022",947,2ND AVE,NEW YORK,NY,10022,Manhattan,,(212) 755-4155,86
460,ERS ENTERPRISES INC.,,Enclosed Sidewalk Cafe,1229629,"44 WEST   63 STREET, NEW YORK, NY 10023",44,WEST   63 STREET,NEW YORK,NY,10023,Manhattan,,(212) 957-9700,880
461,F-C LLC,CALYER,Unenclosed Sidewalk Cafe,1420945,"90-92 CALYER ST, BROOKLYN, NY 11222",90-92,CALYER ST,BROOKLYN,NY,11222,Brooklyn,,(718) 938-2661,192
462,FABLES INC,SCOPELLO,Unenclosed Sidewalk Cafe,1396047,"63 LAFAYETTE AVENUE, BROOKLYN, NY 11217",63,LAFAYETTE AVENUE,BROOKLYN,NY,11217,Brooklyn,,(718) 852-1100,143
463,FACOSULL CORP.,THE FOUR-FACED LIAR,Unenclosed Sidewalk Cafe,1166884,"165 W 4TH ST, NEW YORK, NY 10014",165,W 4TH ST,NEW YORK,NY,10014,Manhattan,,(212) 366-0608,134
464,FAITH E.F.I. CORP.,EFFY'S CAFE,Unenclosed Sidewalk Cafe,1217336,"1638 THIRD AVENUE, NEW YORK, NY 10128",1638,THIRD AVENUE,NEW YORK,NY,10128,Manhattan,BETWEEN 91 & 92 STREET,(212) 427-8900,132
465,FEENJON CORP,,Unenclosed Sidewalk Cafe,855696,"103-105 MACDOUGAL STREET, NEW YORK, NY 10012",103-105,MACDOUGAL STREET,NEW YORK,NY,10012,Manhattan,,(212) 674-6968,175
466,FELLOW TRAVELERS LTD,THREE OF CUPS,Unenclosed Sidewalk Cafe,895644,"83 1 AVENUE, NEW YORK, NY 10003",83,   1 AVENUE,NEW YORK,NY,10003,Manhattan,,(212) 388-0059,231
467,FELTRIM RESTAURANT CORP,TWELVE,Unenclosed Sidewalk Cafe,1190469,"206 EAST   34 STREET, NEW YORK, NY 10016",206,EAST   34 STREET,NEW YORK,NY,10016,Manhattan,,(212) 545-9912,140
468,FETA AND CAPERS LLC,CAFE GITANE,Unenclosed Sidewalk Cafe,1383431,"113 JANE ST, NEW YORK, NY 10014",113,JANE ST,NEW YORK,NY,10014,Manhattan,,(212) 255-4143,218
469,"FGNY 496 LAGUARDIA, LLC",FIVE GUYS BURGERS AND FRIES,Unenclosed Sidewalk Cafe,1279546,"496 LAGUARDIA PLACE, NEW YORK, NY 10012",496,LAGUARDIA PLACE,NEW YORK,NY,10012,Manhattan,,(212) 505-5861,96
470,FIDDLESTICKS LLC,FIDDLESTICKS,Unenclosed Sidewalk Cafe,1133898,"54-56 GREENWICH AVE, NEW YORK, NY 10011",54-56,GREENWICH AVE,NEW YORK,NY,10011,Manhattan,,(212) 463-0516,323
471,FIG & OLIVE THIRTEEN STREET LLC,FIG & OLIVE,Unenclosed Sidewalk Cafe,1343247,"420 W 13TH ST, NEW YORK, NY 10014",420,W 13TH ST,NEW YORK,NY,10014,Manhattan,,(917) 512-6998,600
472,"FILLIP'S CATERING, INC.",CAFE CHAMPIGNON,Unenclosed Sidewalk Cafe,1165611,"200 7TH AVE, NEW YORK, NY 10011",200, 7TH AVE,NEW YORK,NY,10011,Manhattan,,(212) 366-4410,154
473,"FIORELLO'S ROMAN CAFE, INC.",FIORELLO'S ROMAN CAFE,Unenclosed Sidewalk Cafe,1137714,"1 LINCOLN PLAZA, NEW YORK, NY 10023",1,LINCOLN PLAZA,NEW YORK,NY,10023,Manhattan,,(212) 595-5330,575
474,FIRST 69TH ST REALTY CORP,WESTSIDE RESTAURANT E/S/C #417,Enclosed Sidewalk Cafe,769760,"2020 BROADWAY, NEW YORK, NY 10023",2020,BROADWAY,NEW YORK,NY,10023,Manhattan,,(212) 724-4000,422
475,"FIRST AVENUE BROTHER JIMMY'S, LLC",BROTHER JIMMY'S BBQ,Enclosed Sidewalk Cafe,1067948,"1485 2ND AVE, NEW YORK, NY 10075",1485,   2ND AVE,NEW YORK,NY,10075,Manhattan,,(212) 288-0999,346
476,FIRST DACIA CORPORATION,ROMANIAN GARDEN,Unenclosed Sidewalk Cafe,1391233,"4306 43RD AVE, SUNNYSIDE, NY 11104",4306,43RD AVE,SUNNYSIDE,NY,11104,Queens,43-02-28 43RD AVE GRND FLOOR,(718) 786-7894,213
477,FIVE LAMPS CORP,FIVE LAMPS TAVERN,Unenclosed Sidewalk Cafe,1421212,"2756 BROADWAY, NEW YORK, NY 10025",2756,BROADWAY,NEW YORK,NY,10025,Manhattan,,(646) 465-1111,341
478,"FLAGSHIP S B AMSTERDAM NY, LLC",SARAVANA BHAVAN,Unenclosed Sidewalk Cafe,1396587,"413 AMSTERDAM AVE, NEW YORK, NY 10024",413,AMSTERDAM AVE,NEW YORK,NY,10024,Manhattan,,(212) 721-7755,198
479,FLB VIKTORIA CORP,FRATELLI LA BUFALA,Enclosed Sidewalk Cafe,1449525,"2161 BROADWAY, NEW YORK, NY 10024",2161,BROADWAY,NEW YORK,NY,10024,Manhattan,,(212) 496-5303,
480,FLEJ INC.,POMODORO ROSSO,Unenclosed Sidewalk Cafe,1186113,"229 COLUMBUS AVENUE, NEW YORK, NY 10023",229,COLUMBUS AVENUE,NEW YORK,NY,10023,Manhattan,,(212) 721-3009,162
481,FOODS FOR JUNIORS INC,JUNIORS RESTAURANT,Enclosed Sidewalk Cafe,767745,"386 FLATBUSH AVENUE EXTENSION, BROOKLYN, NY 11201",386,FLATBUSH AVENUE EXTENSION,BROOKLYN,NY,11201,Brooklyn,,(718) 852-5257,123
482,FORTUNATO BROS.CAFE & BAKERY CORP,,Enclosed Sidewalk Cafe,761576,"289 MANHATTAN AVENUE, BROOKLYN, NY 11211",289,MANHATTAN AVENUE,BROOKLYN,NY,11211,Brooklyn,E/S/C #357,(718) 387-2281,422
483,FOUR GREEN FIELDS LLC,AGAVE,Enclosed Sidewalk Cafe,1131159,"140 7 AVENUE SOUTH, NEW YORK, NY 10014",140,   7 AVENUE SOUTH,NEW YORK,NY,10014,Manhattan,,(212) 989-2100,240
484,FOUR GREEN FIELDS LLC.,AGAVE,Unenclosed Sidewalk Cafe,1220688,"140 7TH AVE S, NEW YORK, NY 10014",140,7TH AVE S,NEW YORK,NY,10014,Manhattan,,(212) 989-2100,430
485,FRANCESCA MERCHANTS LLC,PRIME MEAT,Unenclosed Sidewalk Cafe,1352460,"465 COURT ST, BROOKLYN, NY 11231",465,COURT ST,BROOKLYN,NY,11231,Brooklyn,,(718) 403-0033,301
486,"FRANCIS LOUIS, LLC",FRANKIE'S 570 SPUNTINO,Unenclosed Sidewalk Cafe,1387557,"570 HUDSON STREET, NEW YORK, NY 10014",570,HUDSON STREET,NEW YORK,NY,10014,Manhattan,,(718) 403-0033,283
487,FRANCO-AMERICAN RESTAURANT INVESTMENT GROUP INC,THE TEA SET,Unenclosed Sidewalk Cafe,1383038,"235 WEST   12 STREET, NEW YORK, NY 10014",235,WEST   12 STREET,NEW YORK,NY,10014,Manhattan,,(646) 894-0511,41
488,FRENCH ROAST INC,,Unenclosed Sidewalk Cafe,907203,"78 WEST   11 STREET, MANHATTAN, NY 10011",78,WEST   11 STREET,MANHATTAN,NY,10011,Manhattan,A/K/A 456 6 AVENUE,(212) 505-7570,157
489,"FRESCO BAGEL, LLC",,Enclosed Sidewalk Cafe,1301779,"1239 1 AVENUE, NEW YORK, NY 10065",1239,   1 AVENUE,NEW YORK,NY,10065,Manhattan,,(212) 513-1988,345
490,"FRIEDFIELD BRESLIN, LLC",THE JOHN DORY OYSTER BAR,Unenclosed Sidewalk Cafe,1388245,"1186 BROADWAY, NEW YORK, NY 10001",1186,BROADWAY,NEW YORK,NY,10001,Manhattan,AKA: 16 WEST 29TH STREET,(646) 246-,432
491,FRIEND OF A FARMER CORP,,Unenclosed Sidewalk Cafe,819452,"77 IRVING PLACE, NEW YORK, NY 10003",77,IRVING PLACE,NEW YORK,NY,10003,Manhattan,,(212) 477-2188,252
492,FRIENDLY FOODS LLC,PULINO'S BAR & PIZZERIA,Unenclosed Sidewalk Cafe,1343045,"282 BOWERY, NEW YORK, NY 10012",282,BOWERY,NEW YORK,NY,10012,Manhattan,,(212) 925-5340,306
493,FULTONGRAND BAR INC,FULTON GRAND,Unenclosed Sidewalk Cafe,1379033,"1011 FULTON STREET, BROOKLYN, NY 11238",1011,FULTON STREET,BROOKLYN,NY,11238,Brooklyn,,(718) 399-8840,365
494,FUSHA 58 INC.,,Unenclosed Sidewalk Cafe,1376636,"1065 1ST AVE, NEW YORK, NY 10022",1065,1ST AVE,NEW YORK,NY,10022,Manhattan,A.K.A 357 E. 58TH ST,(212) 752-8883,107
495,FUSION SUSHI INC.,HANE SUSHI,Unenclosed Sidewalk Cafe,1250556,"346 1 AVENUE, NEW YORK, NY 10009",346,   1 AVENUE,NEW YORK,NY,10009,Manhattan,,(646) 662-1889,562
496,G & J CAFE INC.,CAFE CON LECHE,Unenclosed Sidewalk Cafe,1400049,"424 AMSTERDAM AVENUE, NEW YORK, NY 10024",424,AMSTERDAM AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 595-7000,146
497,"G.D.P. ENTERPRISES, INC.",AGOZAR,Unenclosed Sidewalk Cafe,1225841,"324 BOWERY, NEW YORK, NY 10012",324,BOWERY,NEW YORK,NY,10012,Manhattan,,(212) 677-6773,111
498,G.K. RESTAURANT & BAGELS CORP.,BAGEL BOB'S ON YORK,Enclosed Sidewalk Cafe,976336,"1638 YORK AVENUE, NEW YORK, NY 10028",1638,YORK AVENUE,NEW YORK,NY,10028,Manhattan,,(212) 535-3838,185
499,G.V.S BAKERY INC,MARTHA'S COUNTRY BAKERY,Unenclosed Sidewalk Cafe,1280485,"3621 DITMARS BLVD, ASTORIA, NY 11105",3621,DITMARS BLVD,ASTORIA,NY,11105,Queens,,(718) 726-6969,453
500,GADBERRY PIZZA INC.,BLEECKER STREET PIZZA,Unenclosed Sidewalk Cafe,1183527,"69-71 7 AVENUE SOUTH, NEW YORK, NY 10014",69-71,   7 AVENUE SOUTH,NEW YORK,NY,10014,Manhattan,,() -,70
501,GALLO NERO INC,CIAO,Unenclosed Sidewalk Cafe,1099505,"185 BLEEKER STREET, NEW YORK, NY 10012",185,BLEEKER STREET,NEW YORK,NY,10012,Manhattan,,(212) 673-8901,291
502,GANS-MEX LLC,MPD,Unenclosed Sidewalk Cafe,1384348,"73 GANSEVOORT STREET, NEW YORK, NY 10014",73,GANSEVOORT STREET,NEW YORK,NY,10014,Manhattan,,(646) 810-7290,567
503,"GARDEN CAFE ASSOCIATES, LLC",B BAR & GRILL,Unenclosed Sidewalk Cafe,1381793,"40 EAST    4 STREET, NEW YORK, NY 10003",40,EAST    4 STREET,NEW YORK,NY,10003,Manhattan,,(212) 475-2220,198
504,GARI INTERNATIONAL INC.,GARI,Unenclosed Sidewalk Cafe,1337067,"370 COLUMBUS AVENUE, NEW YORK, NY 10024",370,COLUMBUS AVENUE,NEW YORK,NY,10024,Manhattan,,(212) 362-4816,191
505,GAT 35 CORP.,DA ANDREA,Unenclosed Sidewalk Cafe,1307585,"35 WEST   13 STREET, NEW YORK, NY 10011",35,WEST   13 STREET,NEW YORK,NY,10011,Manhattan,,(212) 367-1979,168
506,GENINO INC,VICO,Unenclosed Sidewalk Cafe,1276520,"1302 MADISON AVE, NEW YORK, NY 10128",1302,MADISON AVE,NEW YORK,NY,10128,Manhattan,,(212) 867-2222,102
507,"GEORGE'S SCC, INC",GEORGES RESTAURANT,Enclosed Sidewalk Cafe,1257387,"3000 BUHRE AVENUE, BRONX, NY 10461",3000,BUHRE AVENUE,BRONX,NY,10461,Bronx,,(718) 863-5256,511
508,GIANNINO'S PIZZA CORP.,SAL'S PIZZERIA,Unenclosed Sidewalk Cafe,1192327,"305 COURT STREET, BROOKLYN, NY 11231",305,COURT STREET,BROOKLYN,NY,11231,Brooklyn,,(718) 852-6890,416
509,"GIGINO, INC.",GIGINO TRATTORIA,Unenclosed Sidewalk Cafe,1177240,"323 GREENWICH ST, NEW YORK, NY 10013",323,GREENWICH ST,NEW YORK,NY,10013,Manhattan,,(212) 431-1112,115
