CBO Name,Program ID,Name,Fiscal Year,Amount
The Child Center of NY,2387,Literacy Group,2013,$0.00
The Child Center of NY,521,Neighborhood Development Group,2010,$50000.00
The Child Center of NY,521,Neighborhood Development Group,2011,$50000.00
The Child Center of NY,521,Neighborhood Development Group,2012,$50000.00
The Child Center of NY,521,Neighborhood Development Group,2013,$50000.00
The Child Center of NY,2802,Out of School Time Programs,2010,$2663089.00
The Child Center of NY,2802,Out of School Time Programs,2011,$2597508.00
The Child Center of NY,2802,Out of School Time Programs,2012,$2332574.00
The Child Center of NY,2802,Out of School Time Programs,2013,$1179125.00
The Child Center of NY,3177,Service Learning Programs,2010,$84375.00
The Child Center of NY,3177,Service Learning Programs,2011,$84375.00
The Child Center of NY,3177,Service Learning Programs,2012,$81000.00
The Child Center of NY,3177,Service Learning Programs,2013,$81000.00
The Child Center of NY,518,Tax Levy/Discretionary Group,2010,$124000.00
The Child Center of NY,518,Tax Levy/Discretionary Group,2011,$46500.00
The Child Center of NY,518,Tax Levy/Discretionary Group,2012,$57714.00
The Child Center of NY,518,Tax Levy/Discretionary Group,2013,$0.00
The Child Center of NY,5295,Tax Levy/OST,2010,$0.00
The Child Center of NY,5295,Tax Levy/OST,2011,$0.00
The Child Center of NY,5295,Tax Levy/OST,2012,$0.00
The Child Center of NY,5295,Tax Levy/OST,2013,$966700.00
The Child Center of NY,2853,Youth Workforce Development,2010,$466986.00
The Child Center of NY,2853,Youth Workforce Development,2011,$182417.00
The Child Center of NY,2853,Youth Workforce Development,2012,$153360.00
The Child Center of NY,2853,Youth Workforce Development,2013,$138155.00
Queens Community Civic Corporation,518,Tax Levy/Discretionary Group,2010,$0.00
Queens Community Civic Corporation,518,Tax Levy/Discretionary Group,2011,$7500.00
Queens Community Civic Corporation,518,Tax Levy/Discretionary Group,2012,$8500.00
Queens Community Civic Corporation,518,Tax Levy/Discretionary Group,2013,$8500.00
Queens Legal Services Corporation,3135,Tax Levy/Immigration Initiative (IOI),2010,$0.00
Queens Legal Services Corporation,3135,Tax Levy/Immigration Initiative (IOI),2011,$49400.00
Queens Legal Services Corporation,3135,Tax Levy/Immigration Initiative (IOI),2012,$40000.00
Queens Legal Services Corporation,3135,Tax Levy/Immigration Initiative (IOI),2013,$61000.00
"Rainbow After School Program, Inc.",518,Tax Levy/Discretionary Group,2010,$13214.00
"Rainbow After School Program, Inc.",518,Tax Levy/Discretionary Group,2011,$18214.00
"Rainbow After School Program, Inc.",518,Tax Levy/Discretionary Group,2012,$18214.00
"Rainbow After School Program, Inc.",518,Tax Levy/Discretionary Group,2013,$18214.00
"Ralph Lincoln Service Center, Inc.",2456,Fatherhood Initiative,2010,$210000.00
"Ralph Lincoln Service Center, Inc.",2456,Fatherhood Initiative,2011,$0.00
"Ralph Lincoln Service Center, Inc.",2456,Fatherhood Initiative,2012,$0.00
"Ralph Lincoln Service Center, Inc.",2456,Fatherhood Initiative,2013,$0.00
"Ralph Lincoln Service Center, Inc.",518,Tax Levy/Discretionary Group,2010,$0.00
"Ralph Lincoln Service Center, Inc.",518,Tax Levy/Discretionary Group,2011,$0.00
"Ralph Lincoln Service Center, Inc.",518,Tax Levy/Discretionary Group,2012,$0.00
"Ralph Lincoln Service Center, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
Recreational Inner-City Sports & Education (RISE),518,Tax Levy/Discretionary Group,2010,$20000.00
Recreational Inner-City Sports & Education (RISE),518,Tax Levy/Discretionary Group,2011,$13500.00
Recreational Inner-City Sports & Education (RISE),518,Tax Levy/Discretionary Group,2012,$9500.00
Recreational Inner-City Sports & Education (RISE),518,Tax Levy/Discretionary Group,2013,$9500.00
Research Foundation of CUNY/Medgar Evers College,2802,Out of School Time Programs,2010,$101250.00
Research Foundation of CUNY/Medgar Evers College,2802,Out of School Time Programs,2011,$101250.00
Research Foundation of CUNY/Medgar Evers College,2802,Out of School Time Programs,2012,$101250.00
Research Foundation of CUNY/Medgar Evers College,2802,Out of School Time Programs,2013,$101250.00
Research Foundation of CUNY/Medgar Evers College,2521,Summer Youth Employment,2010,$125689.00
Research Foundation of CUNY/Medgar Evers College,2521,Summer Youth Employment,2011,$122606.00
Research Foundation of CUNY/Medgar Evers College,2521,Summer Youth Employment,2012,$95860.00
Research Foundation of CUNY/Medgar Evers College,2521,Summer Youth Employment,2013,$85815.00
Research Foundation of CUNY/Medgar Evers College,518,Tax Levy/Discretionary Group,2010,$0.00
Research Foundation of CUNY/Medgar Evers College,518,Tax Levy/Discretionary Group,2011,$0.00
Research Foundation of CUNY/Medgar Evers College,518,Tax Levy/Discretionary Group,2012,$0.00
Research Foundation of CUNY/Medgar Evers College,518,Tax Levy/Discretionary Group,2013,$0.00
Research Foundation of CUNY/Medgar Evers College,3135,Tax Levy/Immigration Initiative (IOI),2010,$65000.00
Research Foundation of CUNY/Medgar Evers College,3135,Tax Levy/Immigration Initiative (IOI),2011,$0.00
Research Foundation of CUNY/Medgar Evers College,3135,Tax Levy/Immigration Initiative (IOI),2012,$0.00
Research Foundation of CUNY/Medgar Evers College,3135,Tax Levy/Immigration Initiative (IOI),2013,$0.00
Research Foundation of CUNY/Medgar Evers College,2853,Youth Workforce Development,2010,$0.00
Research Foundation of CUNY/Medgar Evers College,2853,Youth Workforce Development,2011,$588800.00
Research Foundation of CUNY/Medgar Evers College,2853,Youth Workforce Development,2012,$593025.00
Research Foundation of CUNY/Medgar Evers College,2853,Youth Workforce Development,2013,$654400.00
"Harlem Children's Zone, Inc",517,Beacons Group,2010,$1801353.00
"Harlem Children's Zone, Inc",517,Beacons Group,2011,$1748426.00
"Harlem Children's Zone, Inc",517,Beacons Group,2012,$1661979.00
"Harlem Children's Zone, Inc",517,Beacons Group,2013,$1661979.00
"Harlem Children's Zone, Inc",2802,Out of School Time Programs,2010,$1026171.00
"Harlem Children's Zone, Inc",2802,Out of School Time Programs,2011,$844436.00
"Harlem Children's Zone, Inc",2802,Out of School Time Programs,2012,$813850.00
"Harlem Children's Zone, Inc",2802,Out of School Time Programs,2013,$194863.00
"Harlem Children's Zone, Inc",518,Tax Levy/Discretionary Group,2010,$3500.00
"Harlem Children's Zone, Inc",518,Tax Levy/Discretionary Group,2011,$5000.00
"Harlem Children's Zone, Inc",518,Tax Levy/Discretionary Group,2012,$0.00
"Harlem Children's Zone, Inc",518,Tax Levy/Discretionary Group,2013,$0.00
"Harlem Children's Zone, Inc",5295,Tax Levy/OST,2010,$0.00
"Harlem Children's Zone, Inc",5295,Tax Levy/OST,2011,$0.00
"Harlem Children's Zone, Inc",5295,Tax Levy/OST,2012,$0.00
"Harlem Children's Zone, Inc",5295,Tax Levy/OST,2013,$530000.00
"Harlem Children's Zone, Inc",2853,Youth Workforce Development,2010,$526649.00
"Harlem Children's Zone, Inc",2853,Youth Workforce Development,2011,$205381.00
"Harlem Children's Zone, Inc",2853,Youth Workforce Development,2012,$193750.00
"Harlem Children's Zone, Inc",2853,Youth Workforce Development,2013,$186673.00
Ridgewood Bushwick Senior Citizens Council,517,Beacons Group,2010,$458646.00
Ridgewood Bushwick Senior Citizens Council,517,Beacons Group,2011,$408646.00
Ridgewood Bushwick Senior Citizens Council,517,Beacons Group,2012,$408646.00
Ridgewood Bushwick Senior Citizens Council,517,Beacons Group,2013,$408646.00
Ridgewood Bushwick Senior Citizens Council,2387,Literacy Group,2010,$395632.00
Ridgewood Bushwick Senior Citizens Council,2387,Literacy Group,2011,$155787.00
Ridgewood Bushwick Senior Citizens Council,2387,Literacy Group,2012,$100000.00
Ridgewood Bushwick Senior Citizens Council,2387,Literacy Group,2013,$100000.00
Ridgewood Bushwick Senior Citizens Council,521,Neighborhood Development Group,2010,$266775.00
Ridgewood Bushwick Senior Citizens Council,521,Neighborhood Development Group,2011,$266775.00
Ridgewood Bushwick Senior Citizens Council,521,Neighborhood Development Group,2012,$266775.00
Ridgewood Bushwick Senior Citizens Council,521,Neighborhood Development Group,2013,$266775.00
Ridgewood Bushwick Senior Citizens Council,2802,Out of School Time Programs,2010,$604807.00
Ridgewood Bushwick Senior Citizens Council,2802,Out of School Time Programs,2011,$556485.00
Ridgewood Bushwick Senior Citizens Council,2802,Out of School Time Programs,2012,$530544.00
Ridgewood Bushwick Senior Citizens Council,2802,Out of School Time Programs,2013,$399266.00
Ridgewood Bushwick Senior Citizens Council,3177,Service Learning Programs,2010,$58500.00
Ridgewood Bushwick Senior Citizens Council,3177,Service Learning Programs,2011,$35100.00
Ridgewood Bushwick Senior Citizens Council,3177,Service Learning Programs,2012,$0.00
Ridgewood Bushwick Senior Citizens Council,3177,Service Learning Programs,2013,$0.00
Ridgewood Bushwick Senior Citizens Council,2521,Summer Youth Employment,2010,$178627.00
Ridgewood Bushwick Senior Citizens Council,2521,Summer Youth Employment,2011,$162987.00
Ridgewood Bushwick Senior Citizens Council,2521,Summer Youth Employment,2012,$136325.00
Ridgewood Bushwick Senior Citizens Council,2521,Summer Youth Employment,2013,$124000.00
Ridgewood Bushwick Senior Citizens Council,518,Tax Levy/Discretionary Group,2010,$522000.00
Ridgewood Bushwick Senior Citizens Council,518,Tax Levy/Discretionary Group,2011,$449000.00
Ridgewood Bushwick Senior Citizens Council,518,Tax Levy/Discretionary Group,2012,$180250.00
Ridgewood Bushwick Senior Citizens Council,518,Tax Levy/Discretionary Group,2013,$0.00
Ridgewood Bushwick Senior Citizens Council,5295,Tax Levy/OST,2010,$0.00
Ridgewood Bushwick Senior Citizens Council,5295,Tax Levy/OST,2011,$0.00
Ridgewood Bushwick Senior Citizens Council,5295,Tax Levy/OST,2012,$0.00
Ridgewood Bushwick Senior Citizens Council,5295,Tax Levy/OST,2013,$0.00
Ridgewood Bushwick Senior Citizens Council,2853,Youth Workforce Development,2010,$345673.00
Ridgewood Bushwick Senior Citizens Council,2853,Youth Workforce Development,2011,$188237.00
Ridgewood Bushwick Senior Citizens Council,2853,Youth Workforce Development,2012,$198450.00
Ridgewood Bushwick Senior Citizens Council,2853,Youth Workforce Development,2013,$199806.00
"Riverdale Community Center, Inc.",2802,Out of School Time Programs,2010,$204475.00
"Riverdale Community Center, Inc.",2802,Out of School Time Programs,2011,$175144.00
"Riverdale Community Center, Inc.",2802,Out of School Time Programs,2012,$169277.00
"Riverdale Community Center, Inc.",2802,Out of School Time Programs,2013,$185592.00
"Riverdale Community Center, Inc.",3177,Service Learning Programs,2010,$67500.00
"Riverdale Community Center, Inc.",3177,Service Learning Programs,2011,$67500.00
"Riverdale Community Center, Inc.",3177,Service Learning Programs,2012,$0.00
"Riverdale Community Center, Inc.",3177,Service Learning Programs,2013,$0.00
"Riverdale Community Center, Inc.",518,Tax Levy/Discretionary Group,2010,$10000.00
"Riverdale Community Center, Inc.",518,Tax Levy/Discretionary Group,2011,$10000.00
"Riverdale Community Center, Inc.",518,Tax Levy/Discretionary Group,2012,$10000.00
"Riverdale Community Center, Inc.",518,Tax Levy/Discretionary Group,2013,$0.00
"Riverdale Community Center, Inc.",2379,Tax Levy/Initiatives,2010,$10000.00
"Riverdale Community Center, Inc.",2379,Tax Levy/Initiatives,2011,$0.00
"Riverdale Community Center, Inc.",2379,Tax Levy/Initiatives,2012,$0.00
"Riverdale Community Center, Inc.",2379,Tax Levy/Initiatives,2013,$0.00
"Riverdale Community Center, Inc.",5295,Tax Levy/OST,2010,$0.00
"Riverdale Community Center, Inc.",5295,Tax Levy/OST,2011,$0.00
"Riverdale Community Center, Inc.",5295,Tax Levy/OST,2012,$0.00
"Riverdale Community Center, Inc.",5295,Tax Levy/OST,2013,$39000.00
Riverdale Jewish Center,518,Tax Levy/Discretionary Group,2010,$0.00
Riverdale Jewish Center,518,Tax Levy/Discretionary Group,2011,$0.00
Riverdale Jewish Center,518,Tax Levy/Discretionary Group,2012,$0.00
Riverdale Jewish Center,518,Tax Levy/Discretionary Group,2013,$0.00
"Riverdale Neighborhood House, Inc.",2802,Out of School Time Programs,2010,$1.00
"Riverdale Neighborhood House, Inc.",2802,Out of School Time Programs,2011,$0.00
"Riverdale Neighborhood House, Inc.",2802,Out of School Time Programs,2012,$0.00
"Riverdale Neighborhood House, Inc.",2802,Out of School Time Programs,2013,$0.00
"Riverdale Neighborhood House, Inc.",518,Tax Levy/Discretionary Group,2010,$40000.00
"Riverdale Neighborhood House, Inc.",518,Tax Levy/Discretionary Group,2011,$40000.00
"Riverdale Neighborhood House, Inc.",518,Tax Levy/Discretionary Group,2012,$40000.00
"Riverdale Neighborhood House, Inc.",518,Tax Levy/Discretionary Group,2013,$40000.00
"Riverdale Neighborhood House, Inc.",5295,Tax Levy/OST,2010,$0.00
"Riverdale Neighborhood House, Inc.",5295,Tax Levy/OST,2011,$0.00
"Riverdale Neighborhood House, Inc.",5295,Tax Levy/OST,2012,$0.00
"Riverdale Neighborhood House, Inc.",5295,Tax Levy/OST,2013,$175500.00
"Riverside Language Program, Inc.",5051,Tax Levy/Adult Literacy,2010,$30952.00
"Riverside Language Program, Inc.",5051,Tax Levy/Adult Literacy,2011,$30952.00
"Riverside Language Program, Inc.",5051,Tax Levy/Adult Literacy,2012,$30000.00
"Riverside Language Program, Inc.",5051,Tax Levy/Adult Literacy,2013,$30000.00
"Riverside Language Program, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2010,$50000.00
"Riverside Language Program, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2011,$46250.00
"Riverside Language Program, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2012,$39123.00
"Riverside Language Program, Inc.",3135,Tax Levy/Immigration Initiative (IOI),2013,$0.00
Rockaway Development & Revitalization Corporation,2802,Out of School Time Programs,2010,$1.00
Rockaway Development & Revitalization Corporation,2802,Out of School Time Programs,2011,$0.00
Rockaway Development & Revitalization Corporation,2802,Out of School Time Programs,2012,$0.00
Rockaway Development & Revitalization Corporation,2802,Out of School Time Programs,2013,$0.00
Rockaway Development & Revitalization Corporation,2521,Summer Youth Employment,2010,$208838.00
Rockaway Development & Revitalization Corporation,2521,Summer Youth Employment,2011,$203937.00
Rockaway Development & Revitalization Corporation,2521,Summer Youth Employment,2012,$188440.00
Rockaway Development & Revitalization Corporation,2521,Summer Youth Employment,2013,$160285.00
Rockaway Development & Revitalization Corporation,518,Tax Levy/Discretionary Group,2010,$0.00
Rockaway Development & Revitalization Corporation,518,Tax Levy/Discretionary Group,2011,$31000.00
Rockaway Development & Revitalization Corporation,518,Tax Levy/Discretionary Group,2012,$0.00
Rockaway Development & Revitalization Corporation,518,Tax Levy/Discretionary Group,2013,$0.00
Rockaway Development & Revitalization Corporation,2379,Tax Levy/Initiatives,2010,$24096.00
Rockaway Development & Revitalization Corporation,2379,Tax Levy/Initiatives,2011,$0.00
Rockaway Development & Revitalization Corporation,2379,Tax Levy/Initiatives,2012,$0.00
Rockaway Development & Revitalization Corporation,2379,Tax Levy/Initiatives,2013,$0.00
Rockaway Development & Revitalization Corporation,2853,Youth Workforce Development,2010,$317491.00
Rockaway Development & Revitalization Corporation,2853,Youth Workforce Development,2011,$100116.00
Rockaway Development & Revitalization Corporation,2853,Youth Workforce Development,2012,$103479.00
Rockaway Development & Revitalization Corporation,2853,Youth Workforce Development,2013,$104437.00
